municerca,fecha_agg,sexo,edad_diagnostico,lon,lat,distancia_rio,distancia_verde_m,distancia_grande_m,tp,t2m,d2m,t2m_min,t2m_max,tp_anom,t2m_anom,d2m_anom,t2m_min_anom,t2m_max_anom,casos,Estimación poblacional,Superficie (Km cuadrados),Proximidad al río (m) (distancia mínima),Proximidad al río (m) (distancia al centroide),Proximidad al río (m) (distancia máxima),Densidad poblacional,CALMAT I,CALMAT II,CALMAT III,CALMAT IV,CALMAT V,Hogares Pobres,Hogares Pobres No Indigentes,Hogares Indigentes,Personas Pobres,Personas Pobres No Indigentes,Personas Indigentes,UNEA: Sin Instrucción,UNEA: Primario Incompleto,UNEA: Primario Completo,UNEA: Secundario Incompleto,UNEA: Secundario Completo,UNEA: Superior y/o Universitario Incompleto,UNEA: Superior y/o Universitario Completo,Acceso a Cloacas,Acceso a Gas de Red,Acceso a Agua de Red,Acceso a Electricidad,Mujeres (%),Varones (%),Mujeres de 0 a 6 años,Varones de 0 a 6 años,Personas de 0 a 6 años,Mujeres de 7 a 14 años,Varones de 7 a 14 años,Personas de 7 a 14 años,Mujeres de 15 a 24 años,Varones de 15 a 24 años,Personas de 15 a 24 años,Mujeres de 25 a 59 años,Varones de 25 a 59 años,Personas de 25 a 59 años,Mujeres de 60 años o más,Varones de 60 años o más,Personas de 60 años o más,casos_sum_2w,casos_sum_3w,casos_sum_4w,casos_lag_1,casos_lag_2,casos_lag_3,casos_lag_4,casos_ma_4,tp_mean_1w,tp_sum_1w,tp_mean_2w,tp_sum_2w,t2m_mean_1w,t2m_mean_2w,d2m_mean_1w,d2m_mean_2w,t2m_min_mean_1w,t2m_min_mean_2w,t2m_max_mean_1w,t2m_max_mean_2w,tp_anom_mean_1w,tp_anom_sum_1w,tp_anom_mean_2w,tp_anom_sum_2w,t2m_anom_mean_1w,t2m_anom_mean_2w,d2m_anom_mean_1w,d2m_anom_mean_2w,t2m_min_anom_mean_1w,t2m_min_anom_mean_2w,t2m_max_anom_mean_1w,t2m_max_anom_mean_2w,vec_lag1,vec_lag2,vec_lag3,vec_sum_2w,vec_sum_3w,Vecinos_total
MUNICERCA 1,2024-03-13,0.4262295081967213,43.721311475409834,-63.26400648688525,-32.40614060655738,1074.84519463127,141.77917790638884,3144.590005443092,43.36161242891229,22.579128520861676,17.113739601223006,18.933938281913637,27.219420267866074,-18.110579101984214,1.1795098898357579,1.2757067107711575,1.162057256220615,1.4218136798046814,61,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,41.0,58.0,59.0,24.0,17.0,17.0,1.0,14.75,31.197191680947697,31.197191680947697,22.40303692170397,44.80607384340794,24.865328221269852,24.207593101397467,20.256567917212557,19.32565225053483,20.951060049814735,20.26029058228468,29.97475076426183,29.14889084446292,-21.311354526796656,-21.311354526796656,-13.425097277437064,-26.85019455487413,0.549937470172915,0.17302919176086373,2.5563106044025763,2.1714403677132115,0.8544232282091947,0.679642587223074,0.6994173879778308,0.027670637664106046,56.0,41.0,32.0,97.0,129.0,129.0
MUNICERCA 1,2024-03-27,0.4566929133858268,36.94094488188976,-63.26368845748031,-32.40590331299213,1093.0292086087886,132.31496249126016,3106.3853401046376,42.93753811180809,20.62743766732894,15.303652513532167,16.54477265435173,25.490415319846715,22.660391463541554,1.2745762347085992,2.014635371029408,1.2870527296786174,1.3393525311712506,254,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,85.0,102.0,119.0,61.0,24.0,17.0,17.0,29.75,43.36161242891229,43.36161242891229,37.27940205492999,74.55880410985998,22.579128520861676,23.722228371065764,17.113739601223006,18.685153759217783,18.933938281913637,19.942499165864184,27.219420267866074,28.597085516063952,-18.110579101984214,-18.110579101984214,-19.710966814390435,-39.42193362878087,1.1795098898357579,0.8647236800043364,1.2757067107711575,1.9160086575868667,1.162057256220615,1.0082402422149048,1.4218136798046814,1.0606155338912562,109.0,56.0,41.0,165.0,206.0,206.0
MUNICERCA 1,2024-04-10,0.4166666666666667,43.9,-63.26470476666667,-32.406656770000005,1011.1272425583121,150.67712164492804,3210.225942510256,70.70181704420192,17.161706569628393,13.096205330184628,14.264375166004802,20.895429878141115,37.280396687580655,-0.6994687499019523,0.6801153652120252,0.17850521157771657,-1.4375803757651338,60,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,315.0,339.0,356.0,254.0,61.0,24.0,17.0,89.0,42.93753811180809,42.93753811180809,43.14957527036019,86.29915054072038,20.62743766732894,21.60328309409531,15.303652513532167,16.208696057377587,16.54477265435173,17.739355468132683,25.490415319846715,26.354917793856394,22.660391463541554,22.660391463541554,2.27490618077867,4.54981236155734,1.2745762347085992,1.2270430622721786,2.014635371029408,1.6451710409002827,1.2870527296786174,1.2245549929496162,1.3393525311712506,1.380583105487966,352.0,109.0,56.0,461.0,517.0,517.0
MUNICERCA 1,2024-04-24,0.21428571428571427,46.642857142857146,-63.266814749999995,-32.40674845,1019.7443310315406,97.47809985031562,3195.675679040139,10.444666418862155,15.111201796727936,9.69601042341933,12.360013384271355,19.251109986892605,-4.355319581933832,-1.9963001445291189,-1.4330598142853568,-0.8734317015266365,-2.6732353383957124,14,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,314.0,375.0,399.0,60.0,254.0,61.0,24.0,99.75,70.70181704420192,70.70181704420192,56.819677578005,113.63935515601,17.161706569628393,18.894572118478667,13.096205330184628,14.199928921858398,14.264375166004802,15.404573910178264,20.895429878141115,23.192922598993917,37.280396687580655,37.280396687580655,29.970394075561103,59.940788151122206,-0.6994687499019523,0.28755374240332343,0.6801153652120252,1.3473753681207166,0.17850521157771657,0.732778970628167,-1.4375803757651338,-0.04911392229694167,96.0,352.0,109.0,448.0,557.0,557.0
MUNICERCA 1,2024-05-08,0.0,0.0,-63.2564777,-32.402411,1460.3129826336929,7.036922070045671,2573.037248123245,0.48584256545945886,10.60382692259153,5.645365543888748,8.256144251082905,13.16868233456316,0.3581182948902983,-3.959404121753904,-3.0682651906608807,-2.3699842211393167,-6.35064614308441,1,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,74.0,328.0,389.0,14.0,60.0,254.0,61.0,97.25,10.444666418862155,10.444666418862155,40.573241731532036,81.14648346306407,15.111201796727936,16.136454183178166,9.69601042341933,11.396107876801977,12.360013384271355,13.31219427513808,19.251109986892605,20.073269932516858,-4.355319581933832,-4.355319581933832,16.46253855282341,32.92507710564682,-1.9963001445291189,-1.3478844472155356,-1.4330598142853568,-0.37647222453666584,-0.8734317015266365,-0.34746324497445996,-2.6732353383957124,-2.0554078570804233,31.0,96.0,352.0,127.0,479.0,479.0
MUNICERCA 1,2024-06-19,1.0,40.0,-63.2586763,-32.4001501,1705.5091908754002,115.942415848767,2370.0771003044542,1.5853976410214,8.0969834619851,0.7006893811569973,5.341079621457614,10.953547398785545,1.2234976833810962,-1.9731178839248662,-2.961789432703154,-1.0149370886118305,-4.254337665233552,1,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,15.0,75.0,329.0,1.0,14.0,60.0,254.0,82.25,0.48584256545945886,0.48584256545945886,5.465254492160814,10.930508984321628,10.60382692259153,12.857514359659733,5.645365543888748,7.670687983654039,8.256144251082905,10.30807881767713,13.16868233456316,16.209896160727883,0.3581182948902983,0.3581182948902983,-1.9986006435217636,-3.997201287043527,-3.959404121753904,-2.9778521331415115,-3.0682651906608807,-2.250662502473119,-2.3699842211393167,-1.6217079613329766,-6.35064614308441,-4.511940740740061,0.0,2.0,31.0,2.0,33.0,33.0
MUNICERCA 1,2024-09-25,0.0,9.0,-63.2585695,-32.4092613,691.3502559952874,129.41123956955633,3358.1221765286723,1.8426170012945913,21.857047040278875,3.752652306339322,16.302703699330067,27.089119804519783,1.1015884846636386,2.704092249951587,-0.9619313024999253,4.0119957932428285,0.8839348679963424,1,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,2.0,16.0,76.0,1.0,1.0,14.0,60.0,19.0,1.5853976410214,1.5853976410214,1.0356201032404364,2.071240206480873,8.0969834619851,9.350405192288315,0.7006893811569973,3.1730274625228727,5.341079621457614,6.798611936270259,10.953547398785545,12.061114866674352,1.2234976833810962,1.2234976833810962,0.7908079891357008,1.5816159782714017,-1.9731178839248662,-2.966261002839385,-2.961789432703154,-3.0150273116820174,-1.0149370886118305,-1.6924606548755736,-4.254337665233552,-5.302491904158982,0.0,1.0,1.0,1.0,2.0,2.0
MUNICERCA 1,2024-11-20,0.0,56.0,-63.2549011,-32.4069726,983.6023585121426,79.10557119508975,3059.3412973570003,0.010362266562879086,24.4100862528077,15.525899230351309,18.31956012631717,30.873077689019258,-1.3544688019125415,0.37412314135411306,3.332689211345639,0.33970342330067366,0.16229362462038335,1,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,2.0,3.0,17.0,1.0,1.0,1.0,14.0,4.25,1.8426170012945913,1.8426170012945913,1.7140073211580027,3.4280146423160054,21.857047040278875,14.977015251131988,3.752652306339322,2.2266708437481597,16.302703699330067,10.82189166039384,27.089119804519783,19.021333601652664,1.1015884846636386,1.1015884846636386,1.162543084022371,2.325086168044742,2.704092249951587,0.36548718301336036,-0.9619313024999253,-1.9618603676015398,4.0119957932428285,1.498529352315499,0.8839348679963424,-1.6852013986186054,1.0,0.0,4.0,1.0,5.0,5.0
MUNICERCA 1,2024-12-18,0.5,25.5,-63.26986445,-32.4093455,774.5944100365122,252.43936010557542,3742.9250442450625,3.2073464649481567,22.930760853289392,12.867965074980829,16.61631566569744,28.465022625996266,-15.912100041989843,-2.6329338357195335,0.08639189859685437,-3.31544618190456,-2.481625018046705,2,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.010362266562879086,0.010362266562879086,0.9264896339287423,1.8529792678574846,24.4100862528077,23.133566646543287,15.525899230351309,9.639275768345316,18.31956012631717,17.31113191282362,30.873077689019258,28.98109874676952,-1.3544688019125415,-1.3544688019125415,-0.1264401586244479,-0.2528803172488958,0.37412314135411306,1.53910769565285,3.332689211345639,1.1853789544228568,0.33970342330067366,2.175849608271751,0.16229362462038335,0.5231142463083625,0.0,0.0,1.0,0.0,1.0,1.0
MUNICERCA 1,2025-01-01,1.0,37.0,-63.28085845,-32.4118395,545.232550479875,123.22727229232711,3700.7084927713904,4.641774033855921,26.320271774662977,15.475699830215799,21.018890111900102,30.88340023629476,0.1211341145680842,-0.1400096655269297,0.7149213520020782,0.1414029292829115,-0.8870946788954316,2,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,3.0,4.0,5.0,2.0,1.0,1.0,1.0,1.25,3.2073464649481567,3.2073464649481567,1.608854365755525,3.21770873151105,22.930760853289392,23.670423553048547,12.867965074980829,14.196932152666069,16.61631566569744,17.467937896007307,28.465022625996266,29.669050157507762,-15.912100041989843,-15.912100041989843,-8.633284421951188,-17.266568843902377,-2.6329338357195335,-1.1294053471827104,0.08639189859685437,1.7095405549712468,-3.31544618190456,-1.4878713793019431,-2.481625018046705,-1.1596656967131613,0.0,0.0,0.0,0.0,0.0,0.0
MUNICERCA 1,2025-01-15,0.4,37.6,-63.26488002,-32.40576566,1109.0732895071508,177.47171955466033,3187.02576795836,121.1520426973306,26.326826853845734,18.2181504251311,21.781531136812003,31.532190226802975,28.03892117467504,0.48460349115013096,0.5108076960167477,0.6769045993073519,0.4839776849502931,5,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,4.0,5.0,6.0,2.0,2.0,1.0,1.0,1.5,4.641774033855921,4.641774033855921,3.9245602494020457,7.8491204988040915,26.320271774662977,24.625516313976185,15.475699830215799,14.171832452598313,21.018890111900102,18.81760288879877,30.88340023629476,29.674211431145515,0.1211341145680842,0.1211341145680842,-7.895482963710876,-15.790965927421752,-0.1400096655269297,-1.3864717506232318,0.7149213520020782,0.4006566252994663,0.1414029292829115,-1.5870216263108243,-0.8870946788954316,-1.684359848471069,0.0,0.0,0.0,0.0,0.0,0.0
MUNICERCA 1,2025-01-29,0.38461538461538464,36.23076923076923,-63.259385953846156,-32.403983530769224,1286.326529006248,91.06937780544756,2802.208029672446,22.74173698365475,27.152981191588406,19.56697794810251,21.986415399464256,32.96545095016652,-35.11477764982578,2.186472688837798,1.8426753398547235,2.08347351611161,2.558347568386622,13,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,7.0,9.0,10.0,5.0,2.0,2.0,1.0,2.5,121.1520426973306,121.1520426973306,62.89690836559327,125.79381673118654,26.326826853845734,26.323549314254358,18.2181504251311,16.846925127673448,21.781531136812003,21.400210624356053,31.532190226802975,31.207795231548868,28.03892117467504,28.03892117467504,14.080027644621564,28.16005528924313,0.48460349115013096,0.17229691281160064,0.5108076960167477,0.6128645240094129,0.6769045993073519,0.4091537642951317,0.4839776849502931,-0.2015584969725697,2.0,0.0,0.0,2.0,2.0,2.0
MUNICERCA 1,2025-02-12,0.4482758620689655,39.93103448275862,-63.26115503103448,-32.40465265862069,1223.237313858974,133.8402970444222,2936.687172652588,44.30372463966704,25.01198202950351,19.055429318126514,21.10698942271114,30.303687274955212,-0.48773749264572763,1.8296416289830975,2.7018339028549514,2.729105523270885,1.7318149408585868,29,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,18.0,20.0,22.0,13.0,5.0,2.0,2.0,5.5,22.74173698365475,22.74173698365475,71.94688984049269,143.89377968098538,27.152981191588406,26.73990402271707,19.56697794810251,18.892564186616802,21.986415399464256,21.883973268138128,32.96545095016652,32.24882058848475,-35.11477764982578,-35.11477764982578,-3.5379282375753682,-7.0758564751507365,2.186472688837798,1.3355380899939646,1.8426753398547235,1.1767415179357357,2.08347351611161,1.3801890577094809,2.558347568386622,1.5211626266684573,4.0,2.0,0.0,6.0,6.0,6.0
MUNICERCA 1,2025-02-26,0.5813953488372093,34.02325581395349,-63.262780381395345,-32.40487703953488,1208.4657214595343,139.0245834617245,3010.913007070704,164.91823983949038,25.383770917395537,20.107295150229028,21.743070393870312,29.961743137845726,118.22198467932836,0.5611609563318666,1.884331200537608,1.2176379747710693,0.1277391748188347,43,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,42.0,47.0,49.0,29.0,13.0,5.0,2.0,12.25,44.30372463966704,44.30372463966704,33.5227308116609,67.0454616233218,25.01198202950351,26.08248161054596,19.055429318126514,19.31120363311451,21.10698942271114,21.5467024110877,30.303687274955212,31.634569112560868,-0.48773749264572763,-0.48773749264572763,-17.80125757123575,-35.6025151424715,1.8296416289830975,2.008057158910448,2.7018339028549514,2.2722546213548376,2.729105523270885,2.4062895196912475,1.7318149408585868,2.145081254622604,16.0,4.0,2.0,20.0,22.0,22.0
MUNICERCA 1,2025-03-12,0.47058823529411764,40.5,-63.26431020588235,-32.40604078235294,1082.9906118160561,156.2269616134993,3145.84410586256,121.75426955589589,20.786610952845383,15.880024942833742,17.22416582183072,25.41467324767941,47.4127812235634,-0.9718375494396466,-0.41129793421492344,-0.7213255151663214,-0.9294568657103507,34,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,72.0,85.0,90.0,43.0,29.0,13.0,5.0,22.5,164.91823983949038,164.91823983949038,104.61098223957872,209.22196447915744,25.383770917395537,25.197876473449526,20.107295150229028,19.581362234177767,21.743070393870312,21.425029908290725,29.961743137845726,30.13271520640047,118.22198467932836,118.22198467932836,58.86712359334132,117.73424718668264,0.5611609563318666,1.195401292657482,1.884331200537608,2.29308255169628,1.2176379747710693,1.973371749020977,0.1277391748188347,0.9297770578387103,26.0,16.0,4.0,42.0,46.0,46.0
MUNICERCA 1,2025-03-26,0.43478260869565216,32.91304347826087,-63.26603521304348,-32.40630995652174,1050.4491384653718,147.5160072049317,3256.569985314214,17.06160864669428,20.25177131922198,15.261400693620772,15.751925926421476,24.877658993191773,9.137085208238474,0.47909947779868745,2.4401854656690194,0.12591813868936597,0.3201799456468597,23,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,77.0,106.0,119.0,34.0,43.0,29.0,13.0,29.75,121.75426955589589,121.75426955589589,143.33625469769316,286.6725093953863,20.786610952845383,23.08519093512046,15.880024942833742,17.99366004653138,17.22416582183072,19.483618107850518,25.41467324767941,27.688208192762566,47.4127812235634,47.4127812235634,82.81738295144588,165.63476590289176,-0.9718375494396466,-0.20533829655389002,-0.41129793421492344,0.7365166331613423,-0.7213255151663214,0.24815622980237395,-0.9294568657103507,-0.40085884544575845,24.0,26.0,16.0,50.0,66.0,66.0
MUNICERCA 1,2025-04-09,0.7777777777777778,40.333333333333336,-63.262993211111116,-32.4072526,949.4839461624498,145.36139138951887,3218.8007484451105,22.38442291903474,18.16709070619997,13.540829702985244,14.717201775023682,22.40203359385793,-23.08757333286138,-0.023327174576519265,0.440470026482874,0.3365452477281566,-0.21418525560677035,9,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,57.0,100.0,129.0,23.0,34.0,43.0,29.0,32.25,17.06160864669428,17.06160864669428,69.40793910129509,138.81587820259017,20.25177131922198,20.519191136033683,15.261400693620772,15.570712818227255,15.751925926421476,16.488045874126097,24.877658993191773,25.14616612043559,9.137085208238474,9.137085208238474,28.274933215900937,56.549866431801874,0.47909947779868745,-0.2463690358204796,2.4401854656690194,1.014443765727048,0.12591813868936597,-0.2977036882384777,0.3201799456468597,-0.30463846003174594,14.0,24.0,26.0,38.0,64.0,64.0
MUNICERCA 1,2025-04-23,0.8,24.6,-63.26684182,-32.40668414,1023.2418905694889,126.66356042071925,3273.6981178706487,18.26565962985118,17.773243737811995,11.168307035224029,13.476458038788554,23.71476802242767,-5.359567213036108,0.2339522669664519,-0.320034435070501,0.034205570255566906,1.2520200840596147,5,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,32.0,66.0,109.0,9.0,23.0,34.0,43.0,27.25,22.38442291903474,22.38442291903474,19.723015782864508,39.446031565729015,18.16709070619997,19.209431012710976,13.540829702985244,14.401115198303007,14.717201775023682,15.23456385072258,22.40203359385793,23.63984629352485,-23.08757333286138,-23.08757333286138,-6.975244062311452,-13.950488124622904,-0.023327174576519265,0.22788615161108408,0.440470026482874,1.4403277460759467,0.3365452477281566,0.23123169320876127,-0.21418525560677035,0.05299734502004423,8.0,14.0,24.0,22.0,46.0,46.0
MUNICERCA 1,2025-05-07,0.5,21.0,-63.267329950000004,-32.40874265,837.8696803539924,74.46841979930595,3307.56361583586,6.500390812483898,18.944604155381715,17.294062309290673,15.965376645898516,21.81241236562263,2.6642165508702655,2.7641635175812844,6.072498487921926,3.7829568054037224,0.8467232787085647,2,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,14.0,37.0,71.0,5.0,9.0,23.0,34.0,17.75,18.26565962985118,18.26565962985118,20.32504127444296,40.65008254888592,17.773243737811995,17.970167222005983,11.168307035224029,12.354568369104634,13.476458038788554,14.096829906906118,23.71476802242767,23.0584008081428,-5.359567213036108,-5.359567213036108,-14.223570272948743,-28.447140545897486,0.2339522669664519,0.10531254619496633,-0.320034435070501,0.06021779570618649,0.034205570255566906,0.18537540899186175,1.2520200840596147,0.5189174142264218,4.0,8.0,14.0,12.0,26.0,26.0
MUNICERCA 1,2025-05-21,0.0,47.0,-63.2597609,-32.4005782,1663.29358865229,12.092127434411477,2444.217845591508,0.08270067342145442,15.644572222749812,10.517174728900558,13.363436488744329,19.33940658198744,-2.9400109227094573,1.46439381359725,1.0957424033254708,2.0770032476418967,1.0586977603728516,1,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,7.0,16.0,39.0,2.0,5.0,9.0,23.0,9.75,6.500390812483898,6.500390812483898,12.38302522116754,24.76605044233508,18.944604155381715,18.358923946596853,17.294062309290673,14.23118467225735,15.965376645898516,14.720917342343535,21.81241236562263,22.76359019402515,2.6642165508702655,2.6642165508702655,-1.3476753310829213,-2.6953506621658425,2.7641635175812844,1.4990578922738682,6.072498487921926,2.8762320264257126,3.7829568054037224,1.9085811878296446,0.8467232787085647,1.0493716813840892,4.0,4.0,8.0,8.0,16.0,16.0
MUNICERCA 2,2023-12-20,0.0,12.0,-63.2554567,-32.3984587,1907.9406966694607,76.47290787160424,2123.4885910794233,6.01654808185907,23.71554212896137,12.592555787888005,19.097195139790802,28.663150800057785,3.6122067318599598,-3.348881008279571,-1.8587995369631376,-1.9459414568888862,-4.427227007559405,1,8733,356.174623,1375.55,2774.8,3903.39,24.5188720253099,82.86,15.71,1.43,0,0,21.43,18.57,2.86,25.0,19.79,5.21,1.63,8.13,16.26,14.63,14.63,13.82,30.89,98.57,91.43,97.14,100.0,50.0,50.0,1.05,1.58,2.63,5.26,6.32,11.58,9.47,11.58,21.05,18.95,21.06,40.01,15.26,9.47,24.73,,,,,,,,,6.01654808185907,6.01654808185907,3.1656855272357807,6.331371054471561,23.71554212896137,25.10475023256648,12.592555787888005,15.443047942951967,19.097195139790802,20.460356797183266,28.663150800057785,29.993078350100987,3.6122067318599598,3.6122067318599598,0.8632906166862213,1.7265812333724426,-3.348881008279571,-1.869134484300029,-1.8587995369631376,1.0499112268737703,-1.9459414568888862,-0.2704269378195253,-4.427227007559405,-3.074688111952584,2.0,,,,,
