municerca,fecha_agg,sexo,edad_diagnostico,lon,lat,distancia_rio,distancia_verde_m,distancia_grande_m,tp,t2m,d2m,t2m_min,t2m_max,tp_anom,t2m_anom,d2m_anom,t2m_min_anom,t2m_max_anom,casos,Estimación poblacional,Superficie (Km cuadrados),Proximidad al río (m) (distancia mínima),Proximidad al río (m) (distancia al centroide),Proximidad al río (m) (distancia máxima),Densidad poblacional,CALMAT I,CALMAT II,CALMAT III,CALMAT IV,CALMAT V,Hogares Pobres,Hogares Pobres No Indigentes,Hogares Indigentes,Personas Pobres,Personas Pobres No Indigentes,Personas Indigentes,UNEA: Sin Instrucción,UNEA: Primario Incompleto,UNEA: Primario Completo,UNEA: Secundario Incompleto,UNEA: Secundario Completo,UNEA: Superior y/o Universitario Incompleto,UNEA: Superior y/o Universitario Completo,Acceso a Cloacas,Acceso a Gas de Red,Acceso a Agua de Red,Acceso a Electricidad,Mujeres (%),Varones (%),Mujeres de 0 a 6 años,Varones de 0 a 6 años,Personas de 0 a 6 años,Mujeres de 7 a 14 años,Varones de 7 a 14 años,Personas de 7 a 14 años,Mujeres de 15 a 24 años,Varones de 15 a 24 años,Personas de 15 a 24 años,Mujeres de 25 a 59 años,Varones de 25 a 59 años,Personas de 25 a 59 años,Mujeres de 60 años o más,Varones de 60 años o más,Personas de 60 años o más,casos_sum_2w,casos_sum_3w,casos_sum_4w,casos_lag_1,casos_lag_2,casos_lag_3,casos_lag_4,casos_ma_4,tp_mean_1w,tp_sum_1w,tp_mean_2w,tp_sum_2w,t2m_mean_1w,t2m_mean_2w,d2m_mean_1w,d2m_mean_2w,t2m_min_mean_1w,t2m_min_mean_2w,t2m_max_mean_1w,t2m_max_mean_2w,tp_anom_mean_1w,tp_anom_sum_1w,tp_anom_mean_2w,tp_anom_sum_2w,t2m_anom_mean_1w,t2m_anom_mean_2w,d2m_anom_mean_1w,d2m_anom_mean_2w,t2m_min_anom_mean_1w,t2m_min_anom_mean_2w,t2m_max_anom_mean_1w,t2m_max_anom_mean_2w,vec_lag1,vec_lag2,vec_lag3,vec_sum_2w,vec_sum_3w,Vecinos_total
CGC 2,2023-12,0.0,26.0,-63.2182796,-32.4179239,1150.8780808916094,377.3084215059235,1937.9044793258895,0.45073430663899655,26.978783928678233,11.649575127336798,21.51176301699137,32.06159282955161,0.3122652626233572,0.11062187949067918,-0.2542055449484937,1.3218877321606388,-0.7366919130156668,1,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,,,,,,,,,0.45073430663899655,0.45073430663899655,0.22735087004690732,0.45470174009381464,26.978783928678233,26.18835224075663,11.649575127336798,13.582644284874098,21.51176301699137,20.47785094811198,32.06159282955161,31.75637912832704,0.3122652626233572,0.3122652626233572,-20.59961285893026,-41.19922571786052,0.11062187949067918,-0.565436481183246,-0.2542055449484937,-1.6793224582923867,1.3218877321606388,-0.3494538465628524,-0.7366919130156668,-0.6799052699486676,,,,,,
CGC 2,2024-01,0.75,18.5,-63.20619815,-32.4243539,1702.4015748308047,207.88687936004422,885.3425855799802,0.003967433454818092,25.39792055283502,15.515713442411398,19.443938879232583,31.451165427102474,-41.51149098048388,-1.2414948418571712,-3.1044393716362797,-2.0207954252863436,-0.6231186268816685,4,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,,,,1.0,,,,,0.45073430663899655,0.45073430663899655,0.22735087004690732,0.45470174009381464,26.978783928678233,26.18835224075663,11.649575127336798,13.582644284874098,21.51176301699137,20.47785094811198,32.06159282955161,31.75637912832704,0.3122652626233572,0.3122652626233572,-20.59961285893026,-41.19922571786052,0.11062187949067918,-0.565436481183246,-0.2542055449484937,-1.6793224582923867,1.3218877321606388,-0.3494538465628524,-0.7366919130156668,-0.6799052699486676,4.0,,,,,
CGC 2,2024-02,0.3333333333333333,42.0,-63.21655666666667,-32.423488444444445,949.305199079372,292.8787061152959,1803.8347970807838,42.59849572174606,24.569761656579686,18.533221651019176,19.96871047537727,29.672415557103786,4.232039623238178,0.6609866448812818,1.7641282262015148,1.079581891634024,0.36369401003588586,9,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,5.0,,,4.0,1.0,,,,0.003967433454818092,0.003967433454818092,0.22735087004690732,0.45470174009381464,25.39792055283502,26.18835224075663,15.515713442411398,13.582644284874098,19.443938879232583,20.47785094811198,31.451165427102474,31.75637912832704,-41.51149098048388,-41.51149098048388,-20.59961285893026,-41.19922571786052,-1.2414948418571712,-0.565436481183246,-3.1044393716362797,-1.6793224582923867,-2.0207954252863436,-0.3494538465628524,-0.6231186268816685,-0.6799052699486676,22.0,4.0,,26.0,,
CGC 2,2024-03,0.5066666666666667,37.653333333333336,-63.21175029333333,-32.42701575466667,1108.7693271741152,207.23909358421102,1492.5089143624512,20.603008560075043,23.391041066863544,17.832244780475637,19.422990564098452,28.331301258841673,-15.016837833191463,1.8665376330708674,2.566138391712491,1.9029921826603728,2.1463495896431755,75,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,13.0,14.0,,9.0,4.0,1.0,,,42.59849572174606,42.59849572174606,21.30123157760044,42.60246315520088,24.569761656579686,24.983841104707352,18.533221651019176,17.024467546715286,19.96871047537727,19.706324677304927,29.672415557103786,30.56179049210313,4.232039623238178,4.232039623238178,-18.63972567862285,-37.2794513572457,0.6609866448812818,-0.2902540984879447,1.7641282262015148,-0.6701555727173825,1.079581891634024,-0.47060676682615976,0.36369401003588586,-0.12971230842289133,113.0,22.0,4.0,135.0,139.0,139.0
CGC 2,2024-04,0.4098360655737705,30.12295081967213,-63.210002842622956,-32.427083995081965,1213.7840666696843,201.29041912557977,1401.794542102744,52.134617477625056,18.570729645560867,13.57359425658258,14.755196922111718,23.09820760141847,27.9744553717481,0.13144777493255022,0.9776526603689942,0.39068323444984665,-0.22404988000193957,122,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,84.0,88.0,89.0,75.0,9.0,4.0,1.0,22.25,20.603008560075043,20.603008560075043,31.60075214091055,63.2015042818211,23.391041066863544,23.980401361721615,17.832244780475637,18.182733215747405,19.422990564098452,19.69585051973786,28.331301258841673,29.00185840797273,-15.016837833191463,-15.016837833191463,-5.392399104976643,-10.784798209953285,1.8665376330708674,1.2637621389760745,2.566138391712491,2.165133308957003,1.9029921826603728,1.4912870371471985,2.1463495896431755,1.2550217998395308,361.0,113.0,22.0,474.0,496.0,496.0
CGC 2,2024-05,0.5,33.5,-63.2047581,-32.4218166,1947.9933869196261,313.125984702523,666.0221705370947,60.2870148575685,13.613514977757387,5.980776138809987,10.943271071778646,16.990951383466054,48.8295236005142,-2.1725069542087585,-3.6422289785004303,-0.9568489640286436,-3.3306255615209244,2,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,197.0,206.0,210.0,122.0,75.0,9.0,4.0,52.5,52.134617477625056,52.134617477625056,36.36881301885005,72.7376260377001,18.570729645560867,20.980885356212205,13.57359425658258,15.702919518529107,14.755196922111718,17.089093743105085,23.09820760141847,25.71475443013007,27.9744553717481,27.9744553717481,6.478808769278318,12.957617538556637,0.13144777493255022,0.9989927040017088,0.9776526603689942,1.7718955260407425,0.39068323444984665,1.1468377085551098,-0.22404988000193957,0.961149854820618,517.0,361.0,113.0,878.0,991.0,991.0
CGC 2,2024-10,0.0,65.0,-63.2080007,-32.4228607,1622.5648457061286,248.12764713851868,975.5223642126899,0.005224595312029123,21.502562837857365,6.58422127429894,13.75897080825526,30.3814330600296,-7.457210927487015,3.2510387603359323,1.6230619125656098,1.6208134935308665,5.077871319578213,1,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,124.0,199.0,208.0,2.0,122.0,75.0,9.0,52.0,60.2870148575685,60.2870148575685,56.210816167596775,112.42163233519355,13.613514977757387,16.092122311659125,5.980776138809987,9.777185197696284,10.943271071778646,12.849233996945182,16.990951383466054,20.04457949244226,48.8295236005142,48.8295236005142,38.40198948613115,76.8039789722623,-2.1725069542087585,-1.0205295896381041,-3.6422289785004303,-1.332288159065718,-0.9568489640286436,-0.2830828647893985,-3.3306255615209244,-1.777337720761432,2.0,1.0,0.0,3.0,3.0,3.0
CGC 2,2024-12,1.0,49.0,-63.2043521,-32.42921,1570.8905072805055,146.73047163549788,1003.3890482337154,0.01719965599477291,21.290552940503595,9.624430030960344,15.432874688555518,28.099659892366848,-3.868575736414641,-1.1074654726162527,-0.47856392094310596,-2.1843399381805906,0.8387091680829936,1,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,3.0,125.0,200.0,1.0,2.0,122.0,75.0,50.0,0.005224595312029123,0.005224595312029123,30.146119726440265,60.29223945288053,21.502562837857365,17.558038907807376,6.58422127429894,6.282498706554463,13.75897080825526,12.351120940016953,30.3814330600296,23.686192221747827,-7.457210927487015,-7.457210927487015,20.68615633651359,41.37231267302718,3.2510387603359323,0.5392659030635869,1.6230619125656098,-1.0095835329674103,1.6208134935308665,0.3319822647511114,5.077871319578213,0.8736228790286442,2.0,5.0,2.0,7.0,9.0,9.0
CGC 2,2025-01,0.5,26.0,-63.208600149999995,-32.4269665,1376.519763564007,195.80566360061533,1170.4967338595757,18.546308308327806,26.078985667221026,17.483595181849466,19.770578277071966,32.103303522996875,-25.558576801364836,0.3189508562919523,0.4922833819372419,-0.0016049141366470468,0.4928015524332607,2,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,2.0,4.0,126.0,1.0,1.0,2.0,122.0,31.5,0.01719965599477291,0.01719965599477291,0.011212125653401017,0.022424251306802034,21.290552940503595,21.396557889180478,9.624430030960344,8.104325652629642,15.432874688555518,14.595922748405389,28.099659892366848,29.240546476198226,-3.868575736414641,-3.868575736414641,-5.662893331950828,-11.325786663901656,-1.1074654726162527,1.0717866438598398,-0.47856392094310596,0.572248995811252,-2.1843399381805906,-0.28176322232486206,0.8387091680829936,2.958290243830603,3.0,2.0,5.0,5.0,10.0,10.0
CGC 2,2025-02,1.0,53.0,-63.2069944,-32.424906,1619.1468653938894,47.3835413685027,928.5265827847247,17.884358441305302,22.2021654427259,17.235058379606876,18.8678494972758,27.876351686360408,-16.061215930128622,0.13679170411912894,2.022241780926592,1.5816468334303122,0.7273608009437456,1,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,3.0,4.0,6.0,2.0,1.0,1.0,2.0,1.5,18.546308308327806,18.546308308327806,9.28175398216129,18.56350796432258,26.078985667221026,23.68476930386231,17.483595181849466,13.554012606404905,19.770578277071966,17.601726482813742,32.103303522996875,30.10148170768186,-25.558576801364836,-25.558576801364836,-14.713576268889739,-29.427152537779477,0.3189508562919523,-0.3942573081621502,0.4922833819372419,0.0068597304970679784,-0.0016049141366470468,-1.092972426158619,0.4928015524332607,0.6657553602581271,3.0,3.0,2.0,6.0,8.0,8.0
CGC 2,2025-03,0.6666666666666666,59.083333333333336,-63.20956064166666,-32.427484299999996,1178.2936121411242,168.00472380146263,1430.2576241269808,35.21863429356386,20.937733725274253,15.155836030876223,17.324707005477105,25.452462410866598,-11.376690974245543,-0.8881323063724734,-0.3360651685882214,-0.788831270347548,-0.7942830024544398,12,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,3.0,4.0,5.0,1.0,2.0,1.0,1.0,1.25,17.884358441305302,17.884358441305302,18.215333374816552,36.430666749633104,22.2021654427259,24.140575554973463,17.235058379606876,17.35932678072817,18.8678494972758,19.31921388717388,27.876351686360408,29.989827604678638,-16.061215930128622,-16.061215930128622,-20.80989636574673,-41.61979273149346,0.13679170411912894,0.22787128020554062,2.022241780926592,1.257262581431917,1.5816468334303122,0.7900209596468326,0.7273608009437456,0.610081176688503,22.0,3.0,3.0,25.0,28.0,28.0
CGC 2,2025-04,0.2,44.6,-63.2123481,-32.4292682,950.0762842743952,84.62379544699998,1616.6189448301543,5.234433186152402,16.362058179507283,8.455597312919618,11.896739210760291,21.016098892486156,-7.591595819967209,-0.6531712787717938,-2.1020643369962886,-0.9834767180591524,-0.9934739970537727,5,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,13.0,15.0,16.0,12.0,1.0,2.0,1.0,4.0,35.21863429356386,35.21863429356386,26.55149636743458,53.10299273486916,20.937733725274253,21.569949584000078,15.155836030876223,16.19544720524155,17.324707005477105,18.096278251376454,25.452462410866598,26.664407048613505,-11.376690974245543,-11.376690974245543,-13.718953452187083,-27.437906904374167,-0.8881323063724734,-0.3756703011266722,-0.3360651685882214,0.8430883061691853,-0.788831270347548,0.3964077815413821,-0.7942830024544398,-0.033461100755347195,59.0,22.0,3.0,81.0,84.0,84.0
CGC 2,2025-05,0.5,16.75,-63.210470425,-32.427053275,1205.287099991297,177.3067578566818,1382.2005911730648,3.936722701191422,18.963652421737528,14.904948051632031,14.513112484681752,23.903343747193016,-1.493779348645632,3.48300867779866,5.025708630211404,3.4817419402481584,3.1565758978006557,4,7820,705.9967019999999,21.95,1313.28,2166.36,11.076538994937119,68.35,21.52,10.13,0,0,40.51,34.18,6.33,50.55,44.65,5.9,0.6,6.63,14.46,29.52,28.92,7.23,12.65,81.01,55.7,91.14,98.73,53.14,46.86,4.43,3.69,8.12,7.38,9.96,17.34,7.38,7.01,14.39,26.2,18.08,44.28,7.75,8.12,15.87,17.0,18.0,20.0,5.0,12.0,1.0,2.0,5.0,5.234433186152402,5.234433186152402,20.22653373985813,40.45306747971626,16.362058179507283,18.649895952390768,8.455597312919618,11.80571667189792,11.896739210760291,14.610723108118698,21.016098892486156,23.23428065167638,-7.591595819967209,-7.591595819967209,-9.484143397106376,-18.96828679421275,-0.6531712787717938,-0.7706517925721337,-2.1020643369962886,-1.2190647527922551,-0.9834767180591524,-0.8861539942033502,-0.9934739970537727,-0.8938784997541063,20.0,59.0,22.0,79.0,101.0,101.0
MUNICERCA 1,2024-01,0.6,41.4,-63.263628319999995,-32.40838178,834.9805266857591,162.74087048189034,3436.0201298198663,362.71259110797496,23.93292364518507,18.27854490582824,19.70967415677175,27.959126997117302,248.16050654472483,-2.080942697631966,1.942477633460309,-0.9987532724274691,-3.548893603701155,5,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,,,,,,,,,362.71259110797496,362.71259110797496,216.09492199506394,432.1898439901279,23.93292364518507,24.732453900022804,18.27854490582824,18.7189366881089,19.70967415677175,20.49804095586905,27.959126997117302,29.333203504576048,248.16050654472483,248.16050654472483,143.47485120018803,286.94970240037605,-2.080942697631966,-0.458910221161975,1.942477633460309,1.981080548013443,-0.9987532724274691,0.34160852856870444,-3.548893603701155,-1.2525788724752545,3.0,,,,,
MUNICERCA 1,2024-02,0.5555555555555556,54.47222222222222,-63.264034852777776,-32.40660201944444,1022.8335269937298,141.76840493300116,3163.2334480061313,69.47725288215291,25.531984154860538,19.15932847038956,21.286407754966355,30.707280012034794,38.78919585565123,1.1631222553080158,2.019683462566577,1.681970329564878,1.0437358587506462,36,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,,,,5.0,,,,,362.71259110797496,362.71259110797496,216.09492199506394,432.1898439901279,23.93292364518507,24.732453900022804,18.27854490582824,18.7189366881089,19.70967415677175,20.49804095586905,27.959126997117302,29.333203504576048,248.16050654472483,248.16050654472483,143.47485120018803,286.94970240037605,-2.080942697631966,-0.458910221161975,1.942477633460309,1.981080548013443,-0.9987532724274691,0.34160852856870444,-3.548893603701155,-1.2525788724752545,17.0,3.0,,20.0,,
MUNICERCA 1,2024-03,0.47953216374269003,42.9766081871345,-63.26365045672515,-32.40597238830409,1091.293402345558,132.37021072817774,3109.9936091169493,27.588087520075362,23.359265309999717,17.561536564735167,19.32150780746842,28.293998090441413,-8.860900676746336,2.195248531092212,2.873136116940521,2.1462058163025364,2.5233782016895856,171,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,41.0,,,36.0,5.0,,,,69.47725288215291,69.47725288215291,216.09492199506394,432.1898439901279,25.531984154860538,24.732453900022804,19.15932847038956,18.7189366881089,21.286407754966355,20.49804095586905,30.707280012034794,29.333203504576048,38.78919585565123,38.78919585565123,143.47485120018803,286.94970240037605,1.1631222553080158,-0.458910221161975,2.019683462566577,1.981080548013443,1.681970329564878,0.34160852856870444,1.0437358587506462,-1.2525788724752545,78.0,17.0,3.0,95.0,98.0,98.0
MUNICERCA 1,2024-04,0.4194915254237288,37.74152542372882,-63.26402635466102,-32.40604565423729,1077.3549435814884,136.0578849837783,3131.45695571938,58.55725077305158,18.460482715113233,13.806287192528956,14.843342020172441,22.909874416020642,32.750146689780365,-0.11954084112730289,0.7567200259688411,0.23815046863348008,-0.4398082500179713,236,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,207.0,212.0,,171.0,36.0,5.0,,,27.588087520075362,27.588087520075362,48.532670201114136,97.06534040222827,23.359265309999717,24.445624732430126,17.561536564735167,18.360432517562366,19.32150780746842,20.303957781217388,28.293998090441413,29.500639051238103,-8.860900676746336,-8.860900676746336,14.964147589452446,29.928295178904893,2.195248531092212,1.6791853932001137,2.873136116940521,2.446409789753549,2.1462058163025364,1.914088072933707,2.5233782016895856,1.783557030220116,256.0,78.0,17.0,334.0,351.0,351.0
MUNICERCA 1,2024-05,0.2,34.6,-63.26619518,-32.40724952,938.4976358758134,67.8146526239324,3139.4150961455307,26.284770249120385,12.984090794367805,8.177420231761712,9.666343756291708,17.547549044257238,21.099277475497285,-2.253165327797452,-0.4918183928110418,-1.536492072701347,-2.7246038691542234,5,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,407.0,443.0,448.0,236.0,171.0,36.0,5.0,112.0,58.55725077305158,58.55725077305158,43.07266914656347,86.14533829312694,18.460482715113233,20.909874012556475,13.806287192528956,15.683911878632061,14.843342020172441,17.082424913820432,22.909874416020642,25.601936253231028,32.750146689780365,32.750146689780365,11.944623006517014,23.88924601303403,-0.11954084112730289,1.0378538449824546,0.7567200259688411,1.8149280714546814,0.23815046863348008,1.1921781424680082,-0.4398082500179713,1.0417849758358073,376.0,256.0,78.0,632.0,710.0,710.0
MUNICERCA 1,2024-06,1.0,40.0,-63.2586763,-32.4001501,1705.5091908754002,115.942415848767,2370.0771003044542,1.5853976410214,8.0969834619851,0.7006893811569973,5.341079621457614,10.953547398785545,1.2234976833810962,-1.9731178839248662,-2.961789432703154,-1.0149370886118305,-4.254337665233552,1,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,241.0,412.0,448.0,5.0,236.0,171.0,36.0,112.0,26.284770249120385,26.284770249120385,42.42101051108598,84.84202102217196,12.984090794367805,15.72228675474052,8.177420231761712,10.991853712145334,9.666343756291708,12.254842888232075,17.547549044257238,20.22871173013894,21.099277475497285,21.099277475497285,26.924712082638827,53.849424165277654,-2.253165327797452,-1.186353084462377,-0.4918183928110418,0.1324508165788999,-1.536492072701347,-0.6491708020339332,-2.7246038691542234,-1.5822060595860974,7.0,376.0,256.0,383.0,639.0,639.0
MUNICERCA 1,2024-10,0.0,9.0,-63.2585695,-32.4092613,691.3502559952874,129.41123956955633,3358.1221765286723,1.8426170012945913,21.857047040278875,3.752652306339322,16.302703699330067,27.089119804519783,1.1015884846636386,2.704092249951587,-0.9619313024999253,4.0119957932428285,0.8839348679963424,1,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,6.0,242.0,413.0,1.0,5.0,236.0,171.0,103.25,1.5853976410214,1.5853976410214,13.935083945070893,27.870167890141786,8.0969834619851,10.540537128176453,0.7006893811569973,4.439054806459355,5.341079621457614,7.503711688874661,10.953547398785545,14.250548221521392,1.2234976833810962,1.2234976833810962,11.161387579439191,22.322775158878382,-1.9731178839248662,-2.1131416058611587,-2.961789432703154,-1.7268039127570978,-1.0149370886118305,-1.2757145806565884,-4.254337665233552,-3.489470767193888,1.0,1.0,0.0,2.0,2.0,2.0
MUNICERCA 1,2024-11,0.0,56.0,-63.2549011,-32.4069726,983.6023585121426,79.10557119508975,3059.3412973570003,0.010362266562879086,24.4100862528077,15.525899230351309,18.31956012631717,30.873077689019258,-1.3544688019125415,0.37412314135411306,3.332689211345639,0.33970342330067366,0.16229362462038335,1,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,2.0,7.0,243.0,1.0,1.0,5.0,236.0,60.75,1.8426170012945913,1.8426170012945913,1.7140073211579956,3.428014642315991,21.857047040278875,14.977015251131988,3.752652306339322,2.2266708437481597,16.302703699330067,10.821891660393842,27.089119804519783,19.021333601652664,1.1015884846636386,1.1015884846636386,1.1625430840223674,2.325086168044735,2.704092249951587,0.3654871830133606,-0.9619313024999253,-1.9618603676015396,4.0119957932428285,1.4985293523154994,0.8839348679963424,-1.685201398618605,5.0,1.0,1.0,6.0,7.0,7.0
MUNICERCA 1,2024-12,0.5,25.5,-63.26986445,-32.4093455,774.5944100365122,252.43936010557542,3742.9250442450625,3.2073464649481567,22.930760853289392,12.867965074980829,16.61631566569744,28.465022625996266,-15.912100041989843,-2.6329338357195335,0.08639189859685437,-3.31544618190456,-2.481625018046705,2,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,2.0,3.0,8.0,1.0,1.0,1.0,5.0,2.0,0.010362266562879086,0.010362266562879086,0.9264896339287352,1.8529792678574704,24.4100862528077,23.133566646543287,15.525899230351309,9.639275768345316,18.31956012631717,17.31113191282362,30.873077689019258,28.98109874676952,-1.3544688019125415,-1.3544688019125415,-0.12644015862445146,-0.2528803172489029,0.37412314135411306,1.5391076956528504,3.332689211345639,1.185378954422857,0.33970342330067366,2.1758496082717516,0.16229362462038335,0.5231142463083629,1.0,5.0,1.0,6.0,7.0,7.0
