municerca,date,tp,t2m,d2m,t2m_min,t2m_max,tp_anom,t2m_anom,d2m_anom,t2m_min_anom,t2m_max_anom
MUNICERCA 3,2021-08-14,0.028807615861296654,10.17528631432718,1.6929196211510595,3.4070822609813693,18.11409463932153,0.01797850588336587,-3.7024211034788106,-2.443145999695159,-4.67023910946134,-2.9510773441854146
MUNICERCA 3,2021-08-15,0.002162505639716983,11.32601023528474,1.7346900594656556,4.474429720262094,19.104669938824408,-0.005477313511073589,-2.6708908741987685,-2.0108263202086203,-4.228668831170198,-1.511342973501979
MUNICERCA 3,2021-08-16,0.018018480390310287,14.54316007208172,5.792270711725858,8.943737843770906,23.226361114197584,-2.0497046132882435,-0.044388967970903956,0.01592607332524984,-1.0617051358297875,2.0775492652392487
MUNICERCA 3,2021-08-17,0.004315374884754419,17.317655261890444,10.160000975389716,10.192401428330609,25.51292855650907,-2.1450483439283237,3.7600741020868425,3.812445606126822,1.7193891399191483,6.588341561066358
MUNICERCA 3,2021-08-18,0.017188532277941704,19.80041764418162,14.297557055659205,14.341898568674123,27.24996430849925,-3.1680697661307127,6.683054540950829,8.31913970149932,4.909415658517876,9.432385505330851
MUNICERCA 3,2021-08-19,0.02834160857917881,16.951228256984137,11.192246846670276,13.373205140708754,20.51823177093326,-88.12596782698212,4.609603891071595,5.79928444390267,4.581567635283405,3.8196023492752715
MUNICERCA 3,2021-08-20,0.00872047552370775,14.262569870704272,3.6891474106582085,9.75574750480514,18.52778013713639,-13.763767070834964,1.6979668281017328,-0.36035026258838776,0.9928324657426388,0.9282033142197208
MUNICERCA 3,2021-08-21,0.01536011602729559,13.950304167016144,1.017424997579225,8.50112974201638,20.508706848321225,-9.215888058383845,0.5855698988276677,-3.9541762612185525,-0.08592809218500971,0.5214767593455332
MUNICERCA 3,2021-08-22,0.0012785193976014853,15.64876514350375,3.4867344728518948,9.358528043862519,21.562823112122622,-0.9092443053060884,2.431765072296066,-0.34041014465264857,0.47592916690939446,3.4605437881208845
MUNICERCA 3,2021-08-23,0.003036856185644865,11.893943707709246,-2.7979042811782135,6.360580207540833,17.42145471094307,-1.2305842919275167,0.6314616579791575,-3.0851465612905855,0.6026903963429157,0.5171144331652929
MUNICERCA 3,2021-08-24,0.017562052235007286,10.738872322964287,-2.548711469761527,5.080246657937474,17.018554229017063,-3.424296502168808,-1.1262083303322903,-4.288315357425475,-0.9683542806475957,-1.847987654663491
MUNICERCA 3,2021-08-25,0.03012125752866268,11.65208149019823,-0.8144210376050613,4.57996689678808,18.813644680293596,-0.18588719455098424,-1.274049800661417,-3.858801898463555,-1.990947138585184,-0.79050299765779
