WKT;ENTITYID;PAR_IDPARC;NOMENCLATU;NUM_PARC;NRO_CUENTA;DESIG_OFIC;FXF;VUT_VIGENT;VALUACION;VIGENCIA_D;PORCENTAJE;SUPERFICIE;VALUACION2;SUPERFICI1;VALUACION1;CANTIDAD_C;NRO_CUENT2;PED_NOMENC
"MULTIPOLYGON (((-63.2311510711219 -32.3906702410597,-63.2310659095667 -32.3906162916471,-63.231002325396 -32.3906885489118,-63.2308115729938 -32.3909056023099,-63.2308967346715 -32.3909595518913,-63.2311510711219 -32.3906702410597)))";"1361185";"782784";"1604220202148025";"025";EDIFICADO NoPH;MZ U LT 25;0.900000000000000;910.00000;2979024.0000000;"0";0.0000000;400.00000;327600.0000;150.0000;2651424.0000;"1";"160417076368";"1604"
"MULTIPOLYGON (((-63.2063690988419 -32.4186167108207,-63.2063644779077 -32.4165867701252,-63.2075286849845 -32.4165848580614,-63.2075185216454 -32.4158138712472,-63.2039247229565 -32.4158197385989,-63.2039303236811 -32.418309574941,-63.2051773705788 -32.4183075504471,-63.2051780747186 -32.418618655905,-63.2063690988419 -32.4186167108207)))";"184712202";"2052190";"1604311680358900";"900";BALDIO;LT 31168-3589;0.000000000000000;0.00000;19089735.6900000;"0";0.0000000;0.00000;0.0000;0.0000;0.0000;"1";"160428190316";"1604"
"MULTIPOLYGON (((-63.2444242668178 -32.4048946655599,-63.2444895094953 -32.4048218348734,-63.2442472667101 -32.4046667515533,-63.244182359158 -32.4047407086629,-63.2444242668178 -32.4048946655599)))";"1367403";"774935";"1604220201029014";"014";EDIFICADO NoPH;MZ 84 LT 6;1.000000000000000;13860.00000;4249031.3600000;"0";0.0000000;282.00000;3908520.0000;119.0000;340511.3600;"1";"160402920693";"1604"
"MULTIPOLYGON (((-63.2502160262574 -32.4054640870827,-63.2502557631941 -32.4054189203588,-63.2502144946377 -32.4053905406134,-63.2501961914424 -32.4053784595993,-63.2500650889394 -32.4052972799259,-63.2500243593119 -32.4053438575545,-63.2500031667574 -32.4053681343021,-63.2500094897824 -32.405372348742,-63.2500590720313 -32.405404093646,-63.2500833645136 -32.4054198261805,-63.2500906856333 -32.4054246022336,-63.2501346115895 -32.405452976745,-63.2501459250664 -32.4054599992618,-63.2501931790556 -32.405490621538,-63.2502160262574 -32.4054640870827)))";"175912202";"773835";"1604220201005028";"028";EDIFICADO NoPH;MZ 105 LT 4;1.100000000000000;10080.00000;3220057.6000000;"0";0.0000000;226.00000;2505888.0000;100.0000;714169.6000;"1";"160401823741";"1604"
"MULTIPOLYGON (((-63.2409208205539 -32.4067824197108,-63.2410264663752 -32.4066616077649,-63.2409717547919 -32.4066270042009,-63.2409235803935 -32.4066819072805,-63.2408843452834 -32.4066574551899,-63.2408267832848 -32.4067228697754,-63.2409208205539 -32.4067824197108)))";"736137602";"2123973";"1604220201037056";"056";EDIFICADO NoPH;MZ: 037 - LT: 056;0.700000000000000;15960.00000;3076402.1600000;"0";0.0000000;144.54000;1614800.8800;224.0000;1461601.2800;"1";"160425991687";"1604"
"MULTIPOLYGON (((-63.208437096775 -32.4124024829271,-63.2086869124367 -32.4124012240589,-63.208686704894 -32.4123110487445,-63.2084368894807 -32.4123123076112,-63.208437096775 -32.4124024829271)))";"698493202";"795614";"1604220302266002";"002";BALDIO;MZ 3 LT 17;1.100000000000000;1330.00000;343805.0000000;"0";0.0000000;235.00000;343805.0000;0.0000;0.0000;"1";"160419193124";"1604"
"MULTIPOLYGON (((-63.218233801789 -32.4097654491354,-63.2180025635665 -32.4096148051264,-63.2179170762845 -32.4097059740561,-63.2181496474458 -32.409858306706,-63.218233801789 -32.4097654491354)))";"900430604";"797029";"1604220302371012";"012";EDIFICADO NoPH;MZ 21 LT 29;1.100000000000000;1960.00000;2314250.4000000;"0";0.0000000;347.00000;748132.0000;143.0000;1566118.4000;"1";"160421438363";"1604"
"MULTIPOLYGON (((-63.2387638405077 -32.4161293569021,-63.238674512747 -32.4160733323298,-63.238674512747 -32.4160733323298,-63.2385869391793 -32.416017177175,-63.2384981697221 -32.4161179472998,-63.2384842588529 -32.4161340361449,-63.2384607418426 -32.4161608515121,-63.2385815443879 -32.4162395264197,-63.2386444788102 -32.4161683940152,-63.2388358259959 -32.4162903320208,-63.2388897358743 -32.4163246092421,-63.2389537924787 -32.416251177101,-63.2388531155273 -32.4161861962899,-63.2387638405077 -32.4161293569021)))";"635012402";"783684";"1604220301009037";"037";EDIFICADO PH;MZ 12 PH 1;0.900000000000000;11200.00000;2315795.4320000;"0";0.9998000;580.88000;5855308.7040;454.9900;1301926.5800;"4";"160411658322";"1604"
"MULTIPOLYGON (((-63.2080818514888 -32.4296001536954,-63.2080830221593 -32.4295045768282,-63.2075570370939 -32.4295026265519,-63.207556479065 -32.4295491241699,-63.2075559158717 -32.4295933674105,-63.2079755267523 -32.4295997084996,-63.2080818514888 -32.4296001536954)))";"689279602";"793884";"1604220302177017";"017";EDIFICADO NoPH;MZ 7 LTE 11;0.800000000000000;840.00000;795633.2800000;"0";0.0000000;500.00000;336000.0000;134.0000;459633.2800;"1";"160410081862";"1604"
"MULTIPOLYGON (((-63.2412047929856 -32.4035177988817,-63.2411152846784 -32.4034599195518,-63.2410503761676 -32.4035341568683,-63.241122585383 -32.403582206375,-63.2411385580697 -32.4035928841787,-63.2411524665572 -32.4035767950199,-63.2412047929856 -32.4035177988817)))";"1356709604";"775915";"1604220201048022";"022";EDIFICADO NoPH;MZ B LT 1 B;1.200000000000000;10780.00000;4690841.2800000;"0";0.0000000;107.00000;1384152.0000;210.0000;3306689.2800;"1";"160414101451";"1604"
"MULTIPOLYGON (((-63.2657556531294 -32.4160307690272,-63.2656279810535 -32.4161749858971,-63.265712991437 -32.4162291336623,-63.2658406634525 -32.4160849167078,-63.2657556531294 -32.4160307690272)))";"1357187";"768362";"1604220102083017";"017";EDIFICADO NoPH;MZ K-LT 8;1.200000000000000;6300.00000;3265392.6400000;"0";0.0000000;200.00000;1512000.0000;106.0000;1753392.6400;"1";"160410066260";"1604"
"MULTIPOLYGON (((-63.2235299623206 -32.415679858545,-63.2237201230023 -32.4154642268769,-63.2236362727121 -32.4154108339759,-63.2234461133303 -32.4156270291144,-63.2235299623206 -32.415679858545)))";"1375817";"791448";"1604220302070029";"029";BALDIO;MZ P LT 29;1.000000000000000;1960.00000;588000.0000000;"0";0.0000000;300.00000;588000.0000;0.0000;0.0000;"1";"160418265997";"1604"
"MULTIPOLYGON (((-63.2208498359897 -32.4209454820298,-63.2207649636206 -32.4208830715144,-63.220427671815 -32.4209901818779,-63.2205125433685 -32.421052310823,-63.2208498359897 -32.4209454820298)))";"1378741";"792682";"1604220302118023";"023";BALDIO;MZ 13 LTE 23;1.000000000000000;1960.00000;644840.0000000;"0";0.0000000;329.00000;644840.0000;0.0000;0.0000;"1";"160412168663";"1604"
"MULTIPOLYGON (((-63.252314602552 -32.4134147982719,-63.2523096390521 -32.4134218531733,-63.2523455801486 -32.4134443250838,-63.2523757176495 -32.4134107307038,-63.2523401056287 -32.4133871309487,-63.2523450691243 -32.413380076046,-63.2522864893806 -32.4133401779545,-63.2522550308827 -32.4133765929432,-63.252314602552 -32.4134147982719)))";"1248588804";"765524";"1604220101076030";"030";EDIFICADO NoPH;MZ 131 LT 3;0.500000000000000;12740.00000;465080.5600000;"0";0.0000000;51.00000;324870.0000;49.0000;140210.5600;"1";"160419187744";"1604"
"MULTIPOLYGON (((-63.2443094747966 -32.391663687851,-63.2441035685393 -32.3918933551881,-63.2441881595437 -32.3919479486068,-63.244394065709 -32.391718281134,-63.2443094747966 -32.391663687851)))";"1264835204";"2054547";"1604220202215037";"037";EDIFICADO NoPH;MZ 215 LT 37;1.000000000000000;1680.00000;1474436.4800000;"0";0.0000000;320.00000;537600.0000;53.0000;936836.4800;"1";"160426002873";"1604"
"MULTIPOLYGON (((-63.2525375973289 -32.3968617670608,-63.2527253332125 -32.3966491959383,-63.2526162027354 -32.3965823464807,-63.2525476690775 -32.3966616694096,-63.2524390366012 -32.3967737613305,-63.2524271201152 -32.3967884387575,-63.2524224833988 -32.3967932386307,-63.2525375973289 -32.3968617670608)))";"1363446";"781454";"1604220202075017";"017";EDIFICADO NoPH;MZ 16 LT 9;1.000000000000000;1680.00000;884115.2000000;"0";0.0000000;390.00000;655200.0000;101.0000;228915.2000;"1";"160415503838";"1604"
"MULTIPOLYGON (((-63.2099520986435 -32.4128953703146,-63.2101673635848 -32.4128930388746,-63.210167148687 -32.4128003273956,-63.2101671369297 -32.412795255035,-63.2099518793984 -32.4128006862496,-63.2099520986435 -32.4128953703146)))";"1374011";"796336";"1604220302336003";"003";EDIFICADO NoPH;MZ 20 A LT 3;1.100000000000000;1400.00000;1224187.5200000;"0";0.0000000;212.00000;326480.0000;96.0000;897707.5200;"1";"160417096725";"1604"
"MULTIPOLYGON (((-63.2351858351009 -32.4051875622432,-63.2352487638533 -32.4051161496355,-63.2350071966652 -32.4049596382624,-63.2349853380006 -32.4049847591365,-63.234942612786 -32.4050333082293,-63.2351858351009 -32.4051875622432)))";"973211204";"776828";"1604220201067011";"011";EDIFICADO NoPH;FRAC 1 MZ E LTE 8;1.000000000000000;4620.00000;1758672.0000000;"0";0.0000000;285.00000;1316700.0000;215.0000;441972.0000;"1";"160401802832";"1604"
"MULTIPOLYGON (((-63.2253529131421 -32.4215898715715,-63.2249259873181 -32.4213226441841,-63.2248620439214 -32.4213946169135,-63.2252899631099 -32.421660433746,-63.2253529131421 -32.4215898715715)))";"1378901";"792604";"1604220302114031";"031";EDIFICADO NoPH;MZ 2 LT 5;0.800000000000000;1890.00000;2833663.3600000;"0";0.0000000;500.00000;756000.0000;151.0000;2077663.3600;"1";"160409985260";"1604"
"MULTIPOLYGON (((-63.2332419343626 -32.389429288857,-63.2331793505648 -32.3895021089749,-63.2332641780244 -32.3895552121876,-63.2333460121536 -32.389606630085,-63.2334092608535 -32.3895340904542,-63.2332419343626 -32.389429288857)))";"1360993";"782735";"1604220202144019";"019";EDIFICADO NoPH;MZ Q LT 19;1.100000000000000;910.00000;356909.1200000;"0";0.0000000;200.00000;200200.0000;46.0000;156709.1200;"1";"160417075876";"1604"
"MULTIPOLYGON (((-63.2411836792782 -32.3990749937917,-63.2410981694791 -32.3990202065367,-63.2408401924219 -32.3993112347861,-63.240902746177 -32.3993519761303,-63.2409177193777 -32.3993618104838,-63.2409816420421 -32.3992926474661,-63.2411836792782 -32.3990749937917)))";"404933402";"779170";"1604220201149004";"004";EDIFICADO NoPH;MZ J-LTE 15;0.900000000000000;4900.00000;1944270.7200000;"0";0.0000000;400.00000;1764000.0000;63.0000;180270.7200;"1";"160409890145";"1604"
"MULTIPOLYGON (((-63.2078737713037 -32.4315662755741,-63.2075508062701 -32.4315693442865,-63.2075508579523 -32.4316595198923,-63.2078732185922 -32.4316608749645,-63.2078737713037 -32.4315662755741)))";"335659602";"2118938";"1604220302181026";"026";BALDIO;MZ 3 LOTE 26;1.000000000000000;910.00000;282100.0000000;"0";0.0000000;310.00000;282100.0000;0.0000;0.0000;"1";"160440362891";"1604"
"MULTIPOLYGON (((-63.2063154435838 -32.4088184258418,-63.2057839362227 -32.4088192948826,-63.2057841408487 -32.4089094705118,-63.2063156487382 -32.408908601468,-63.2063154435838 -32.4088184258418)))";"937940004";"2443452";"1604220302466121";"121";EDIFICADO NoPH;MZ 466 - LT 121;0.800000000000000;1260.00000;2614141.8900000;"0";0.0000000;500.00000;504000.0000;113.6600;2110141.8900;"1";"160442293501";"1604"
"MULTIPOLYGON (((-63.2173650980641 -32.4140564931503,-63.2174287094095 -32.413984242914,-63.2172174260047 -32.4138468076989,-63.2171538139111 -32.4139187760327,-63.2173650980641 -32.4140564931503)))";"494710602";"796754";"1604220302360001";"001";BALDIO;MZ 10 LT 12;1.000000000000000;1750.00000;437500.0000000;"0";0.0000000;250.00000;437500.0000;0.0000;0.0000;"1";"160421435658";"1604"
"MULTIPOLYGON (((-63.2283838654762 -32.4021760855246,-63.2284217906315 -32.402199124331,-63.228480674949 -32.4022350878957,-63.2285162714372 -32.4022567218988,-63.2285239233394 -32.4022614986112,-63.2285878546824 -32.4021912146666,-63.2285788712766 -32.402185313176,-63.2285532525719 -32.4021687334826,-63.22847506572 -32.4021181513852,-63.2284507785564 -32.4021026964537,-63.2283838654762 -32.4021760855246)))";"1369557";"787408";"1604220301117008";"008";EDIFICADO NoPH;FRACC 1 LT 4;1.000000000000000;1890.00000;957800.6400000;"0";0.0000000;160.00000;302400.0000;81.0000;655400.6400;"1";"160408023103";"1604"
"MULTIPOLYGON (((-63.2878370564681 -32.4139546734842,-63.2879444341006 -32.4138732702939,-63.2877871419265 -32.413719204246,-63.287678431927 -32.4137994831534,-63.2878370564681 -32.4139546734842)))";"1355741";"771594";"1604220103118015";"015";BALDIO;MZ 10 LTE 15;1.000000000000000;1750.00000;568750.0000000;"0";0.0000000;325.00000;568750.0000;0.0000;0.0000;"1";"160411567637";"1604"
"MULTIPOLYGON (((-63.2286310495608 -32.4112884541348,-63.2286972983219 -32.4112125300373,-63.2285562127751 -32.4111203559946,-63.2285335877236 -32.4111063070871,-63.2284670138029 -32.4111850496779,-63.2284799887494 -32.4111926347214,-63.2286310495608 -32.4112884541348)))";"83162800";"786474";"1604220301075032";"032";EDIFICADO NoPH;LOTE 8;1.100000000000000;3920.00000;1880639.0400000;"0";0.0000000;183.00000;789096.0000;84.0000;1091543.0400;"1";"160421443600";"1604"
"MULTIPOLYGON (((-63.2262661770059 -32.4055908023543,-63.226181670035 -32.405537412222,-63.2260302885302 -32.4054413085285,-63.2259663585389 -32.4055138455412,-63.2261307154543 -32.4056180982026,-63.226172966842 -32.405643947899,-63.2262035765189 -32.4056636188975,-63.2262661770059 -32.4055908023543)))";"672013802";"788414";"1604220301164010";"010";EDIFICADO NoPH;MZ 13 LT 5;1.000000000000000;2170.00000;683380.3200000;"0";0.0000000;278.00000;603260.0000;56.0000;80120.3200;"1";"160418257315";"1604"
"MULTIPOLYGON (((-63.2344330434292 -32.4032310247874,-63.2344545718429 -32.4032067500147,-63.2344761002449 -32.4031824752381,-63.2343915950986 -32.4031307813893,-63.2343416895551 -32.4030998762892,-63.2342268938358 -32.4030237221226,-63.2340302647533 -32.4029012229763,-63.2339670080284 -32.4029740446036,-63.234060831709 -32.4030327664121,-63.2341420119714 -32.4030833394649,-63.2344118457176 -32.4032547353431,-63.2344330434292 -32.4032310247874)))";"769161202";"777444";"1604220201080027";"027";EDIFICADO NoPH;MZ B LT 14;0.800000000000000;4270.00000;2476585.2800000;"0";0.0000000;516.00000;1762656.0000;256.0000;713929.2800;"1";"160405739094";"1604"
"MULTIPOLYGON (((-63.2497662894833 -32.4028228322377,-63.2497868210553 -32.4027999658269,-63.2498911310592 -32.4026825306569,-63.2499050394017 -32.4026670041332,-63.2499278875355 -32.4026410333164,-63.2498323846947 -32.4025792268843,-63.2497601925817 -32.402659400892,-63.2496893266859 -32.4027387268333,-63.2496538925283 -32.4027779670925,-63.2496095153889 -32.4028265244214,-63.2496474515948 -32.4028515293933,-63.2497063524446 -32.4028903009692,-63.2497662894833 -32.4028228322377)))";"612731402";"780939";"1604220202057020";"020";EDIFICADO NoPH;MZ J-LT 23 PT;1.000000000000000;9520.00000;3910788.8000000;"0";0.0000000;386.00000;3674720.0000;165.0000;236068.8000;"1";"160405074840";"1604"
"MULTIPOLYGON (((-63.2243125230254 -32.4000428499222,-63.2241164531983 -32.4002731469955,-63.2241853146764 -32.4003152944297,-63.2243813851156 -32.4000852790493,-63.2243125230254 -32.4000428499222)))";"635680802";"787949";"1604220301138015";"015";EDIFICADO NoPH;MZ 2 LT 15;0.900000000000000;1400.00000;3234086.4000000;"0";0.0000000;252.00000;317520.0000;165.0000;2916566.4000;"1";"160423008315";"1604"
"MULTIPOLYGON (((-63.2400883862929 -32.4047823902954,-63.2399612871915 -32.4047040104379,-63.2398894175577 -32.4047844599796,-63.2400151954643 -32.4048656604147,-63.2400883862929 -32.4047823902954)))";"1380839004";"776022";"1604220201050031";"031";EDIFICADO NoPH;MZ B LT 1;1.200000000000000;10360.00000;3134647.0400000;"0";0.0000000;177.00000;2200464.0000;140.0000;934183.0400;"1";"160403907194";"1604"
"MULTIPOLYGON (((-63.22813013359 -32.4169831046151,-63.2281076071121 -32.4170087890677,-63.2280701732214 -32.4170514084142,-63.2280622240237 -32.4170610039537,-63.2280430097932 -32.4170827372194,-63.2281311873431 -32.4171378101193,-63.228144830396 -32.4171465211727,-63.2281531118135 -32.4171369250266,-63.2281653692445 -32.4171230947017,-63.2282233412289 -32.4170567670496,-63.2282726995171 -32.4170000361269,-63.2281715427218 -32.4169359692746,-63.22813013359 -32.4169831046151)))";"517330202";"790798";"1604220302051022";"022";EDIFICADO NoPH;MZ 12-LTE 8;1.000000000000000;4060.00000;1350536.1600000;"0";0.0000000;237.00000;962220.0000;106.0000;388316.1600;"1";"160410725417";"1604"
"MULTIPOLYGON (((-63.2240469594623 -32.405892065263,-63.2239833576555 -32.405963755289,-63.2238935781771 -32.4060616991077,-63.2239883965238 -32.4061209902264,-63.2240198863235 -32.4060846279385,-63.2241990631063 -32.4058777048059,-63.2241910789439 -32.4058729284249,-63.2241598038766 -32.4058526945227,-63.2241098975054 -32.4058206581838,-63.2240469594623 -32.405892065263)))";"820509802";"787496";"1604220301121017";"017";EDIFICADO NoPH;MZ 22 LT 12;1.000000000000000;1680.00000;1125202.8000000;"0";0.0000000;340.00000;571200.0000;40.0000;554002.8000;"1";"160410021231";"1604"
"MULTIPOLYGON (((-63.2242913692315 -32.4127111649468,-63.2243513323971 -32.4126439900891,-63.2242931052387 -32.412607178102,-63.2242282200993 -32.4125647419593,-63.2240814859988 -32.4124711639768,-63.2239889940112 -32.4124149686573,-63.2239316814008 -32.4124793206471,-63.2241120139905 -32.4125914377741,-63.2242141701382 -32.4126597331539,-63.2242913692315 -32.4127111649468)))";"821951202";"790617";"1604220302043006";"006";EDIFICADO NoPH;MZ E LT 6;0.900000000000000;2310.00000;3716116.4400000;"0";0.0000000;393.00000;817047.0000;172.0000;2899069.4400;"1";"160422311677";"1604"
"MULTIPOLYGON (((-63.2612679156295 -32.3915403962651,-63.2613293781684 -32.3914668287883,-63.2612340010503 -32.391409465073,-63.2611464276202 -32.391356794688,-63.2610588542916 -32.391304124241,-63.2609973916417 -32.3913776915884,-63.2612679156295 -32.3915403962651)))";"269959718";"2105131";"1604220202273009";"009";BALDIO;MZ 273 LT 9;1.000000000000000;2170.00000;677040.0000000;"0";0.0000000;312.00000;677040.0000;0.0000;0.0000;"1";"160440210608";"1604"
"MULTIPOLYGON (((-63.2248905348962 -32.4071477536957,-63.2246523500523 -32.4070016859663,-63.2245902405286 -32.4070742754499,-63.2248280906747 -32.4072207302885,-63.2248905348962 -32.4071477536957)))";"646834202";"2142667";"1604220301251011";"011";BALDIO;MZ s/d - LT 11;1.000000000000000;1750.00000;483875.0000000;"0";0.0000000;276.50000;483875.0000;0.0000;0.0000;"1";"160440624577";"1604"
"MULTIPOLYGON (((-63.2159218054205 -32.4052892059486,-63.2158018051513 -32.4052897464913,-63.215803249491 -32.4055205274056,-63.2159223556346 -32.4055203233974,-63.2159218054205 -32.4052892059486)))";"105730450";"1963673";"1604220301241016";"016";EDIFICADO NoPH;MZ 219 LT 27;1.000000000000000;1890.00000;1851240.4800000;"0";0.0000000;250.00000;472500.0000;78.0000;1378740.4800;"1";"160425750779";"1604"
"MULTIPOLYGON (((-63.2452627032828 -32.3917558373045,-63.2452267695105 -32.3917322360539,-63.2451509398866 -32.3918166416156,-63.2450946486103 -32.391879874177,-63.2450539193528 -32.3919253230893,-63.2451414198633 -32.3919809492619,-63.2451857933779 -32.3919321116388,-63.2453146081615 -32.3917901158468,-63.2452627032828 -32.3917558373045)))";"1361457";"783107";"1604220202180003";"003";EDIFICADO NoPH;MZ 180 LT 3;1.000000000000000;1680.00000;2467859.2000000;"0";0.0000000;272.00000;456960.0000;120.0000;2010899.2000;"1";"160423009788";"1604"
"MULTIPOLYGON (((-63.2472813406366 -32.401731815849,-63.2473002148447 -32.4017100802864,-63.2473555126013 -32.4016462851768,-63.2473608110874 -32.401640356997,-63.2473863100903 -32.4016118452407,-63.2473417225282 -32.4015834710444,-63.2472948067755 -32.4015539742041,-63.2472563986932 -32.4015991374144,-63.2472170831611 -32.4016453319987,-63.2472070629523 -32.4016567212072,-63.2471852107745 -32.401682689583,-63.2471484572623 -32.4017255951221,-63.2471315721619 -32.4017459177663,-63.2471272670767 -32.4017507167922,-63.2471027659819 -32.4017797901374,-63.2470812443742 -32.4018051942486,-63.247142132602 -32.4018425541431,-63.2471714145421 -32.4018613772579,-63.2471919427154 -32.4018371022763,-63.2472359815973 -32.4017860102605,-63.2472813406366 -32.401731815849)))";"496619602";"780626";"1604220202048007";"007";EDIFICADO NoPH;MZ N LT 2;1.000000000000000;9380.00000;6097794.0800000;"0";0.0000000;371.00000;3479980.0000;227.0000;2617814.0800;"1";"160404546322";"1604"
"MULTIPOLYGON (((-63.2429575428391 -32.4034710350918,-63.2428893346415 -32.4034288967073,-63.2428344329407 -32.4033940594223,-63.2428068152664 -32.4033763592931,-63.2427425619885 -32.4034466510291,-63.2429132583623 -32.4035556601675,-63.2429626061682 -32.4035011778282,-63.2429785035671 -32.4034836756392,-63.2429575428391 -32.4034710350918)))";"446241602";"775629";"1604220201043001";"001";EDIFICADO NoPH;MZ F LT 8 PTE;1.100000000000000;14000.00000;3486324.4800000;"0";0.0000000;200.00000;3080000.0000;142.0000;406324.4800;"1";"160401813958";"1604"
"MULTIPOLYGON (((-63.2351152512767 -32.423188427071,-63.2350354471407 -32.4231632141318,-63.234961896643 -32.4232433820184,-63.2349202209587 -32.4233156000811,-63.2349265438144 -32.4233195334664,-63.2349060732505 -32.4233691681233,-63.235016143153 -32.4234064420133,-63.2350346435863 -32.4233658285576,-63.2351152512767 -32.423188427071)))";"1359877";"773154";"1604220104016002";"002";EDIFICADO NoPH;MZ R LT 41;1.000000000000000;3920.00000;4746321.2800000;"0";0.0000000;283.00000;1109360.0000;256.0000;3636961.2800;"1";"160411212936";"1604"
"MULTIPOLYGON (((-63.2389763180821 -32.3909351941115,-63.2388842647778 -32.3910407616573,-63.2387153730612 -32.3912281965628,-63.2387998776792 -32.3912829874312,-63.2388929336383 -32.391179672447,-63.2389356569328 -32.3911336581332,-63.2389003930021 -32.3911114627998,-63.238891410032 -32.3911055620318,-63.2390195692926 -32.3909635738715,-63.2389862996421 -32.3909419383794,-63.2389763180821 -32.3909351941115)))";"252493402";"779689";"1604220202005005";"005";EDIFICADO NoPH;MZ 44 LT 1;0.500000000000000;1610.00000;740340.9600000;"0";0.0000000;300.00000;241500.0000;75.0000;498840.9600;"1";"160405733142";"1604"
"MULTIPOLYGON (((-63.2465142868863 -32.4008459331092,-63.2465623031791 -32.4007917337511,-63.2465834971296 -32.4007680211605,-63.2466083333454 -32.4007400744528,-63.246650059165 -32.4006934959455,-63.2466732399018 -32.4006675250585,-63.2467212567719 -32.4006136074367,-63.2467437754475 -32.40058848323,-63.2467808631546 -32.4005464225449,-63.2468030496371 -32.4005212989778,-63.2467135369221 -32.4004620146111,-63.2466757871971 -32.4005049219699,-63.2465926686403 -32.4005983601372,-63.2464254406552 -32.400787492635,-63.2465142868863 -32.4008459331092)))";"1199958604";"781077";"1604220202060019";"019";EDIFICADO NoPH;MZ G LTE 22;0.900000000000000;9660.00000;7147702.5600000;"0";0.0000000;510.00000;4433940.0000;166.0000;2713762.5600;"1";"160412261337";"1604"
"MULTIPOLYGON (((-63.2449339620552 -32.3890598103909,-63.2448464605574 -32.3890025123455,-63.2446841295689 -32.3891809833851,-63.2447716311376 -32.3892382815411,-63.2449339620552 -32.3890598103909)))";"830453078";"1966550";"1604220202209017";"017";BALDIO;S / DES;1.000000000000000;1750.00000;455000.0000000;"0";0.0000000;260.00000;455000.0000;0.0000;0.0000;"1";"160424951444";"1604"
"MULTIPOLYGON (((-63.2155932306722 -32.4055208868573,-63.2155926834807 -32.4052906882093,-63.2154874372937 -32.4052911620234,-63.2154888737837 -32.4055210653362,-63.2155932306722 -32.4055208868573)))";"105730448";"1963670";"1604220301241013";"013";EDIFICADO NoPH;MZ 219 LT 24;1.000000000000000;1890.00000;2138704.8000000;"0";0.0000000;250.00000;472500.0000;104.0000;1666204.8000;"1";"160425750744";"1604"
"MULTIPOLYGON (((-63.2283789223086 -32.404302551096,-63.2282964118982 -32.4042505677488,-63.2281377456943 -32.4044278249243,-63.2282202561763 -32.4044798083736,-63.2283789223086 -32.404302551096)))";"1369868";"787221";"1604220301107014";"014";EDIFICADO NoPH;C   009;1.000000000000000;2240.00000;3003790.0800000;"0";0.0000000;252.00000;564480.0000;138.0000;2439310.0800;"1";"160430944549";"1604"
"MULTIPOLYGON (((-63.2325336908248 -32.4059539046961,-63.2324164363068 -32.4060857211367,-63.23250227688 -32.4061393864107,-63.2326877660005 -32.4059316399866,-63.2326421821619 -32.4059024170444,-63.2326295398095 -32.405894831808,-63.2326062481899 -32.4058796576526,-63.2325336908248 -32.4059539046961)))";"1269328004";"786325";"1604220301070009";"009";EDIFICADO NoPH;MZ B LT 10;1.000000000000000;5740.00000;4529352.6400000;"0";0.0000000;290.00000;1664600.0000;248.0000;2864752.6400;"1";"160404240401";"1604"
"MULTIPOLYGON (((-63.2217033056685 -32.3978274507541,-63.2219239099833 -32.3975785153812,-63.2218177937002 -32.3975130428966,-63.2215981843256 -32.3977614127384,-63.2217033056685 -32.3978274507541)))";"1369294";"788282";"1604220301150022";"022";EDIFICADO NoPH;MZ A LT A;1.000000000000000;1470.00000;1855248.4000000;"0";0.0000000;415.00000;610050.0000;115.0000;1245198.4000;"1";"160422306606";"1604"
"MULTIPOLYGON (((-63.1961579896069 -32.426260514409,-63.1965831957272 -32.427280760071,-63.1970042243928 -32.4271545380689,-63.1965790141401 -32.4261342938237,-63.1961579896069 -32.426260514409)))";"117328212";"798193";"1604311690270700";"700";BALDIO;31169-02707;0.000000000000000;0.00000;1338202.9100000;"0";0.0000000;0.00000;0.0000;0.0000;0.0000;"1";"160425751015";"1604"
"MULTIPOLYGON (((-63.230581726937 -32.4106319719894,-63.2305442982607 -32.4106751556919,-63.2306427799415 -32.4107344350334,-63.2306795463505 -32.410692097911,-63.2307279066495 -32.410636776804,-63.2307544049863 -32.4106062940101,-63.2307858712 -32.410569884337,-63.2308233004351 -32.4105269823603,-63.2308497987077 -32.4104964995461,-63.2309720261746 -32.4103576305478,-63.2308712214712 -32.4102992011119,-63.2308407455172 -32.410333072804,-63.2307920554034 -32.4103892399568,-63.2307619137376 -32.4104239564138,-63.2307337594924 -32.4104564148338,-63.2307228292684 -32.4104691157943,-63.2306824202741 -32.4105159683801,-63.2306608905577 -32.4105408060879,-63.2306287613426 -32.4105777805412,-63.2306022608219 -32.4106074179163,-63.230581726937 -32.4106319719894)))";"1372470";"786136";"1604220301066005";"005";EDIFICADO NoPH;;0.800000000000000;4900.00000;2603355.8400000;"0";0.0000000;586.00000;2297120.0000;130.0000;306235.8400;"1";"160401819123";"1604"
"MULTIPOLYGON (((-63.2318807325046 -32.407036652391,-63.2319032568912 -32.4070115308348,-63.2319486349282 -32.4069601599082,-63.2319708263725 -32.4069347571534,-63.2319145936459 -32.406898226781,-63.2318863104872 -32.406879680093,-63.2318316586845 -32.4069417764198,-63.231795886555 -32.4069824212751,-63.2318807325046 -32.407036652391)))";"589720202";"786385";"1604220301072016";"016";EDIFICADO NoPH;LT 12 A MZ 510;1.200000000000000;4620.00000;2134448.0000000;"0";0.0000000;142.00000;787248.0000;110.0000;1347200.0000;"1";"160419997151";"1604"
