WKT;gid
"MULTILINESTRING ((-63.2086939146521 -32.4289898707718,-63.2086932144182 -32.4300246347936))";"1220"
"MULTILINESTRING ((-63.208699525138 -32.4279634847612,-63.2086939146521 -32.4289898707718))";"1221"
"MULTILINESTRING ((-63.2097972685738 -32.4319821318003,-63.2092099978023 -32.4320667912438,-63.208828972625 -32.4320916806427,-63.2086923405552 -32.4320919070711))";"1222"
"MULTILINESTRING ((-63.2086843151996 -32.4310542722309,-63.2098077773471 -32.4310561033078))";"1223"
"MULTILINESTRING ((-63.2086932144182 -32.4300246347936,-63.209808081249 -32.4300393752211))";"1224"
"MULTILINESTRING ((-63.2086939146521 -32.4289898707718,-63.2087740874798 -32.4290102883822,-63.2098086559532 -32.429001815998))";"1225"
"MULTILINESTRING ((-63.2016383524019 -32.4260605722552,-63.2016394023248 -32.4265324443432))";"1226"
"MULTILINESTRING ((-63.2026825461302 -32.4258736633892,-63.2026743929388 -32.4263405832781))";"1227"
"MULTILINESTRING ((-63.2022159934378 -32.425878199044,-63.2026825461302 -32.4258736633892))";"1228"
"MULTILINESTRING ((-63.2039029108787 -32.426915745735,-63.2038952599983 -32.4279572846122))";"1229"
"MULTILINESTRING ((-63.2039079703504 -32.4262346422488,-63.2039029108787 -32.426915745735))";"1230"
"MULTILINESTRING ((-63.2039105807229 -32.4258826831499,-63.2039079703504 -32.4262346422488))";"1231"
"MULTILINESTRING ((-63.2026825461302 -32.4258736633892,-63.2039105807229 -32.4258826831499))";"1232"
"MULTILINESTRING ((-63.2039152669109 -32.425248338469,-63.2039105807229 -32.4258826831499))";"1233"
"MULTILINESTRING ((-63.2050980992797 -32.4279553320972,-63.2038952599983 -32.4279572846122))";"1234"
"MULTILINESTRING ((-63.2051147280319 -32.4269405580648,-63.2050980992797 -32.4279553320972))";"1235"
"MULTILINESTRING ((-63.2039029108787 -32.426915745735,-63.2050444782627 -32.4269053306996,-63.2051147280319 -32.4269405580648))";"1236"
"MULTILINESTRING ((-63.2039105807229 -32.4258826831499,-63.205115330536 -32.4258914583252))";"1237"
"MULTILINESTRING ((-63.205115330536 -32.4258914583252,-63.2051147280319 -32.4269405580648))";"1238"
"MULTILINESTRING ((-63.2051319056507 -32.4248732715103,-63.205115330536 -32.4258914583252))";"1239"
"MULTILINESTRING ((-63.2063111455118 -32.4279533513825,-63.2050980992797 -32.4279553320972))";"1240"
"MULTILINESTRING ((-63.205115330536 -32.4258914583252,-63.2063074274722 -32.4258998819981))";"1241"
"MULTILINESTRING ((-63.2051147280319 -32.4269405580648,-63.2063150935329 -32.4269321079669))";"1242"
"MULTILINESTRING ((-63.23093446416 -32.4215541548158,-63.2315966138037 -32.4219745097007))";"1243"
"MULTILINESTRING ((-63.2291103865912 -32.4216777790884,-63.2286548416141 -32.4221920657751))";"1244"
"MULTILINESTRING ((-63.2279924126444 -32.4217826973243,-63.2286548416141 -32.4221920657751))";"1245"
"MULTILINESTRING ((-63.23093446416 -32.4215541548158,-63.2302089163123 -32.4223738249465))";"1246"
"MULTILINESTRING ((-63.2291103865912 -32.4216777790884,-63.2302089163123 -32.4223738249465))";"1247"
"MULTILINESTRING ((-63.2278080170952 -32.4220619436032,-63.2284253177317 -32.4224511053504))";"1248"
"MULTILINESTRING ((-63.2286548416141 -32.4221920657751,-63.2284253177317 -32.4224511053504))";"1249"
"MULTILINESTRING ((-63.2315966138037 -32.4219745097007,-63.2305144332744 -32.4225674140975))";"1250"
"MULTILINESTRING ((-63.2302089163123 -32.4223738249465,-63.2305144332744 -32.4225674140975))";"1251"
"MULTILINESTRING ((-63.2278080170952 -32.4220619436032,-63.2273498360671 -32.4225886745455))";"1252"
"MULTILINESTRING ((-63.2273498360671 -32.4225886745455,-63.2271780386692 -32.4227861577526))";"1253"
"MULTILINESTRING ((-63.2317110774917 -32.4225412323395,-63.2311437282081 -32.4228596018998))";"1254"
"MULTILINESTRING ((-63.2273498360671 -32.4225886745455,-63.2279201679213 -32.4229443782079))";"1255"
"MULTILINESTRING ((-63.2284253177317 -32.4224511053504,-63.2294884863122 -32.4231204393916))";"1256"
"MULTILINESTRING ((-63.2305144332744 -32.4225674140975,-63.2294884863122 -32.4231204393916))";"1257"
"MULTILINESTRING ((-63.2212474990749 -32.4262381180089,-63.2190423857035 -32.4273835019776))";"1258"
"MULTILINESTRING ((-63.2224785474701 -32.4255666680246,-63.2212623647106 -32.4262301564638,-63.2212474990749 -32.4262381180089))";"1259"
"MULTILINESTRING ((-63.22410055484 -32.4246092862424,-63.2240176839749 -32.4247190869622,-63.2238588622395 -32.4248135124271,-63.2224785474701 -32.4255666680246))";"1260"
"MULTILINESTRING ((-63.2248373850827 -32.4233950702712,-63.22410055484 -32.4246092862424))";"1261"
"MULTILINESTRING ((-63.2109657656369 -32.4230695497594,-63.2109496595239 -32.4239556798564))";"1262"
"MULTILINESTRING ((-63.2109379324323 -32.4269447419769,-63.2121397097097 -32.4269492166718))";"1263"
"MULTILINESTRING ((-63.2109338437482 -32.4259190030647,-63.2121394948916 -32.4259462044379))";"1264"
"MULTILINESTRING ((-63.2121394948916 -32.4259462044379,-63.2121397097097 -32.4269492166718))";"1265"
"MULTILINESTRING ((-63.2121397097097 -32.4269492166718,-63.2121511073969 -32.4280028072412))";"1266"
"MULTILINESTRING ((-63.2109339564248 -32.4279772573823,-63.2120676320267 -32.4280010553418,-63.2121511073969 -32.4280028072412))";"1267"
"MULTILINESTRING ((-63.2109437986987 -32.4248972081931,-63.2121452317632 -32.4249024950604))";"1268"
"MULTILINESTRING ((-63.2121452317632 -32.4249024950604,-63.2121394948916 -32.4259462044379))";"1269"
"MULTILINESTRING ((-63.2121580332737 -32.4240125317265,-63.2110196789295 -32.4240144435307,-63.2109496595239 -32.4239556798564))";"1270"
"MULTILINESTRING ((-63.2121580332737 -32.4240125317265,-63.2121452317632 -32.4249024950604))";"1271"
"MULTILINESTRING ((-63.2121603736319 -32.4226985191837,-63.2121580332737 -32.4240125317265))";"1272"
"MULTILINESTRING ((-63.2190423857035 -32.4273835019776,-63.2178213159343 -32.4280692389589))";"1273"
"MULTILINESTRING ((-63.2063091346455 -32.4248750349004,-63.2063074274722 -32.4258998819981))";"1274"
"MULTILINESTRING ((-63.2063150935329 -32.4269321079669,-63.2063111455118 -32.4279533513825))";"1275"
"MULTILINESTRING ((-63.2063074274722 -32.4258998819981,-63.2063150935329 -32.4269321079669))";"1276"
"MULTILINESTRING ((-63.2063150935329 -32.4269321079669,-63.2074843289874 -32.4269336143957))";"1277"
"MULTILINESTRING ((-63.2074843289874 -32.4269336143957,-63.2074883760541 -32.427958181139))";"1278"
"MULTILINESTRING ((-63.2063111455118 -32.4279533513825,-63.2074883760541 -32.427958181139))";"1279"
"MULTILINESTRING ((-63.2063074274722 -32.4258998819981,-63.2075029231281 -32.4259066656339))";"1280"
"MULTILINESTRING ((-63.2075029231281 -32.4259066656339,-63.2074843289874 -32.4269336143957))";"1281"
"MULTILINESTRING ((-63.2075065105145 -32.4248730684356,-63.2075029231281 -32.4259066656339))";"1282"
"MULTILINESTRING ((-63.2074883760541 -32.427958181139,-63.208699525138 -32.4279634847612))";"1283"
"MULTILINESTRING ((-63.2074843289874 -32.4269336143957,-63.2087057840894 -32.4269416964574))";"1284"
"MULTILINESTRING ((-63.2087057840894 -32.4269416964574,-63.208699525138 -32.4279634847612))";"1285"
"MULTILINESTRING ((-63.2075029231281 -32.4259066656339,-63.2087067171444 -32.4259156785644))";"1286"
"MULTILINESTRING ((-63.2087067171444 -32.4259156785644,-63.2087057840894 -32.4269416964574))";"1287"
"MULTILINESTRING ((-63.2087076319704 -32.4248817250924,-63.2087067171444 -32.4259156785644))";"1288"
"MULTILINESTRING ((-63.208699525138 -32.4279634847612,-63.209813599585 -32.427968397398))";"1289"
"MULTILINESTRING ((-63.2098148475681 -32.4269460763636,-63.209813599585 -32.427968397398))";"1290"
"MULTILINESTRING ((-63.2087057840894 -32.4269416964574,-63.2098148475681 -32.4269460763636))";"1291"
"MULTILINESTRING ((-63.2087067171444 -32.4259156785644,-63.2098127846004 -32.4259172680443))";"1292"
"MULTILINESTRING ((-63.2098127846004 -32.4259172680443,-63.2098148475681 -32.4269460763636))";"1293"
"MULTILINESTRING ((-63.2098266780978 -32.4248920400021,-63.2098127846004 -32.4259172680443))";"1294"
"MULTILINESTRING ((-63.209813599585 -32.427968397398,-63.2109339564248 -32.4279772573823))";"1295"
"MULTILINESTRING ((-63.2098127846004 -32.4259172680443,-63.2109338437482 -32.4259190030647))";"1296"
"MULTILINESTRING ((-63.2098148475681 -32.4269460763636,-63.2109379324323 -32.4269447419769))";"1297"
"MULTILINESTRING ((-63.2109379324323 -32.4269447419769,-63.2109339564248 -32.4279772573823))";"1298"
"MULTILINESTRING ((-63.2109338437482 -32.4259190030647,-63.2109379324323 -32.4269447419769))";"1299"
"MULTILINESTRING ((-63.2109437986987 -32.4248972081931,-63.2109338437482 -32.4259190030647))";"1300"
"MULTILINESTRING ((-63.2350073880048 -32.4206704788126,-63.2348732272902 -32.4209612743412))";"1301"
"MULTILINESTRING ((-63.2346424332757 -32.4208858668004,-63.2348732272902 -32.4209612743412))";"1302"
"MULTILINESTRING ((-63.2359973229669 -32.420111253882,-63.2355103837541 -32.4211683001084))";"1303"
"MULTILINESTRING ((-63.2348732272902 -32.4209612743412,-63.2355103837541 -32.4211683001084))";"1304"
"MULTILINESTRING ((-63.2346424332757 -32.4208858668004,-63.2340118563631 -32.421249184245))";"1305"
"MULTILINESTRING ((-63.2364943330549 -32.4206366761915,-63.2361514878332 -32.4213795534855))";"1306"
"MULTILINESTRING ((-63.2355103837541 -32.4211683001084,-63.2361514878332 -32.4213795534855))";"1307"
"MULTILINESTRING ((-63.2355103837541 -32.4211683001084,-63.2348017334235 -32.4227068436927))";"1308"
"MULTILINESTRING ((-63.2348732272902 -32.4209612743412,-63.2340443481944 -32.4227567673088))";"1309"
"MULTILINESTRING ((-63.2348017334235 -32.4227068436927,-63.2347172656765 -32.4226869821348,-63.2346129780363 -32.4226908735709,-63.2345150338007 -32.4227220762725,-63.2344330989039 -32.4227771456021,-63.2343754532458 -32.4228511065385,-63.2343715514464 -32.4228634678323))";"1310"
"MULTILINESTRING ((-63.2348017334235 -32.4227068436927,-63.2348249302111 -32.4227143751968,-63.2349047859523 -32.4227596747557,-63.2349701387111 -32.4228290781546,-63.2350065015015 -32.4229118815614,-63.2350110908296 -32.4230006958071,-63.2349879905702 -32.4230714364369))";"1311"
"MULTILINESTRING ((-63.2361514878332 -32.4213795534855,-63.2353208412014 -32.4231820916691))";"1312"
"MULTILINESTRING ((-63.2349879905702 -32.4230714364369,-63.2353208412014 -32.4231820916691))";"1313"
"MULTILINESTRING ((-63.2343715514464 -32.4228634678323,-63.2343473936084 -32.4229365548762,-63.2343519813594 -32.4230250084485,-63.2343887696366 -32.4231080817672,-63.2344536962838 -32.4231772156971,-63.2345408975172 -32.4232261088305,-63.2345551536799 -32.4232297794833))";"1314"
"MULTILINESTRING ((-63.2345551536799 -32.4232297794833,-63.2346416426392 -32.4232499079089,-63.2347459309212 -32.4232460164463,-63.2348438765756 -32.4232151742657,-63.2349254917271 -32.4231597445668,-63.2349830315132 -32.4230860541067,-63.2349879905702 -32.4230714364369))";"1315"
"MULTILINESTRING ((-63.2353208412014 -32.4231820916691,-63.2359527066318 -32.4233922811025))";"1316"
"MULTILINESTRING ((-63.2366593970597 -32.4218822303742,-63.2359527066318 -32.4233922811025))";"1317"
"MULTILINESTRING ((-63.2359527066318 -32.4233922811025,-63.2363896300427 -32.4235377266121))";"1318"
"MULTILINESTRING ((-63.2359527066318 -32.4233922811025,-63.2356645888059 -32.4240077265883))";"1319"
"MULTILINESTRING ((-63.2356645888059 -32.4240077265883,-63.2367919356758 -32.4243905716414))";"1320"
"MULTILINESTRING ((-63.2356645888059 -32.4240077265883,-63.2352248465523 -32.424947725329))";"1321"
"MULTILINESTRING ((-63.2352248465523 -32.424947725329,-63.234437720953 -32.4250983426246))";"1322"
"MULTILINESTRING ((-63.2353208412014 -32.4231820916691,-63.234437720953 -32.4250983426246))";"1323"
"MULTILINESTRING ((-63.2352248465523 -32.424947725329,-63.2356110459383 -32.4252508046127))";"1324"
"MULTILINESTRING ((-63.2367919356758 -32.4243905716414,-63.2359437684479 -32.4249413311699,-63.2356110459383 -32.4252508046127))";"1325"
"MULTILINESTRING ((-63.2356110459383 -32.4252508046127,-63.2352643205473 -32.4255732885754,-63.2335626726397 -32.4259118170823,-63.2333205225507 -32.4259313829603))";"1326"
"MULTILINESTRING ((-63.2342133821562 -32.4197899509504,-63.2335037962848 -32.420598338557))";"1327"
"MULTILINESTRING ((-63.2323936819916 -32.4199051380498,-63.2335037962848 -32.420598338557))";"1328"
"MULTILINESTRING ((-63.2323936819916 -32.4199051380498,-63.231660952053 -32.4207330359))";"1329"
"MULTILINESTRING ((-63.2335037962848 -32.420598338557,-63.2338451030736 -32.420822158431))";"1330"
"MULTILINESTRING ((-63.2338451030736 -32.420822158431,-63.2329025359632 -32.4212833422136))";"1331"
"MULTILINESTRING ((-63.2335037962848 -32.420598338557,-63.2329025359632 -32.4212833422136))";"1332"
"MULTILINESTRING ((-63.231660952053 -32.4207330359,-63.2326901723588 -32.4213879774367))";"1333"
"MULTILINESTRING ((-63.2329025359632 -32.4212833422136,-63.2326901723588 -32.4213879774367))";"1334"
"MULTILINESTRING ((-63.2340118563631 -32.421249184245,-63.2330152096419 -32.4218126442028))";"1335"
"MULTILINESTRING ((-63.2326901723588 -32.4213879774367,-63.2315966138037 -32.4219745097007))";"1336"
"MULTILINESTRING ((-63.2330152096419 -32.4218126442028,-63.232329173519 -32.4221959845411))";"1337"
"MULTILINESTRING ((-63.2330152096419 -32.4218126442028,-63.2327750167264 -32.4223416967238))";"1338"
"MULTILINESTRING ((-63.232329173519 -32.4221959845411,-63.2327750167264 -32.4223416967238))";"1339"
"MULTILINESTRING ((-63.232329173519 -32.4221959845411,-63.2317110774917 -32.4225412323395))";"1340"
"MULTILINESTRING ((-63.2340118563631 -32.421249184245,-63.2334107983902 -32.4225496373443))";"1341"
"MULTILINESTRING ((-63.2327750167264 -32.4223416967238,-63.2334107983902 -32.4225496373443))";"1342"
"MULTILINESTRING ((-63.2334107983902 -32.4225496373443,-63.2340443481944 -32.4227567673088))";"1343"
"MULTILINESTRING ((-63.2340443481944 -32.4227567673088,-63.2343715514464 -32.4228634678323))";"1344"
"MULTILINESTRING ((-63.2327750167264 -32.4223416967238,-63.2323023421513 -32.423383554485))";"1345"
"MULTILINESTRING ((-63.2317110774917 -32.4225412323395,-63.2323023421513 -32.423383554485))";"1346"
"MULTILINESTRING ((-63.2334107983902 -32.4225496373443,-63.2327692299726 -32.4239384439542,-63.2327147722872 -32.4239711880617))";"1347"
"MULTILINESTRING ((-63.2323023421513 -32.423383554485,-63.2327147722872 -32.4239711880617))";"1348"
"MULTILINESTRING ((-63.2327147722872 -32.4239711880617,-63.2321340439054 -32.424256853057))";"1349"
"MULTILINESTRING ((-63.2311437282081 -32.4228596018998,-63.2321340439054 -32.424256853057))";"1350"
"MULTILINESTRING ((-63.2340443481944 -32.4227567673088,-63.2331786416872 -32.424631767114))";"1351"
"MULTILINESTRING ((-63.2327147722872 -32.4239711880617,-63.2331786416872 -32.424631767114))";"1352"
"MULTILINESTRING ((-63.2345551536799 -32.4232297794833,-63.2336456268848 -32.4252198375635))";"1353"
"MULTILINESTRING ((-63.2063260679828 -32.4232529303403,-63.2075054695272 -32.4232574860081))";"1354"
"MULTILINESTRING ((-63.208714287792 -32.4228319349224,-63.2087096566768 -32.4235742380905))";"1355"
"MULTILINESTRING ((-63.20445793767 -32.4238458386571,-63.2051522729085 -32.4238463984625))";"1356"
"MULTILINESTRING ((-63.2051575384584 -32.4228377768136,-63.2051522729085 -32.4238463984625))";"1357"
"MULTILINESTRING ((-63.2063260679828 -32.4232529303403,-63.2063254009529 -32.423847278178))";"1358"
"MULTILINESTRING ((-63.2051522729085 -32.4238463984625,-63.2063254009529 -32.423847278178))";"1359"
"MULTILINESTRING ((-63.2098393315669 -32.4234193931939,-63.2098356852762 -32.4238688037914))";"1360"
"MULTILINESTRING ((-63.2109496595239 -32.4239556798564,-63.2108732256104 -32.4238631867836,-63.2098356852762 -32.4238688037914))";"1361"
"MULTILINESTRING ((-63.2075054695272 -32.4232574860081,-63.207502668854 -32.4239543342009))";"1362"
"MULTILINESTRING ((-63.2063254009529 -32.423847278178,-63.206313975545 -32.4243030803056))";"1363"
"MULTILINESTRING ((-63.2051522729085 -32.4238463984625,-63.2051359339279 -32.4246486876404))";"1364"
"MULTILINESTRING ((-63.2075028957432 -32.4241422969524,-63.2075065105145 -32.4248730684356))";"1365"
"MULTILINESTRING ((-63.2063108763116 -32.4245098027455,-63.2063091346455 -32.4248750349004))";"1366"
"MULTILINESTRING ((-63.2075065105145 -32.4248730684356,-63.2063091346455 -32.4248750349004))";"1367"
"MULTILINESTRING ((-63.2075065105145 -32.4248730684356,-63.2087076319704 -32.4248817250924))";"1368"
"MULTILINESTRING ((-63.2087090167524 -32.4237704290579,-63.2087076319704 -32.4248817250924))";"1369"
"MULTILINESTRING ((-63.2098356852762 -32.4238688037914,-63.2098266780978 -32.4248920400021))";"1370"
"MULTILINESTRING ((-63.2087076319704 -32.4248817250924,-63.2098266780978 -32.4248920400021))";"1371"
"MULTILINESTRING ((-63.2109496595239 -32.4239556798564,-63.2109437986987 -32.4248972081931))";"1372"
"MULTILINESTRING ((-63.2098266780978 -32.4248920400021,-63.2109437986987 -32.4248972081931))";"1373"
"MULTILINESTRING ((-63.2152132057163 -32.4181826427306,-63.214267362357 -32.4184606428159))";"1374"
"MULTILINESTRING ((-63.2161513623439 -32.4178935571404,-63.2152132057163 -32.4181826427306))";"1375"
"MULTILINESTRING ((-63.2170735718552 -32.4176068366062,-63.2161513623439 -32.4178935571404))";"1376"
"MULTILINESTRING ((-63.2217739892209 -32.4191490390992,-63.2220957884725 -32.4193513890061))";"1377"
"MULTILINESTRING ((-63.22225246247 -32.4186105694949,-63.2217739892209 -32.4191490390992))";"1378"
"MULTILINESTRING ((-63.2214066078584 -32.4172495963572,-63.2227189347421 -32.418079423475))";"1379"
"MULTILINESTRING ((-63.2227189347421 -32.418079423475,-63.22225246247 -32.4186105694949))";"1380"
"MULTILINESTRING ((-63.223191336118 -32.417540600274,-63.2227189347421 -32.418079423475))";"1381"
"MULTILINESTRING ((-63.22225246247 -32.4186105694949,-63.2231253176591 -32.419171403291))";"1382"
"MULTILINESTRING ((-63.2217776609913 -32.4211712185222,-63.2233050703875 -32.422279933541))";"1383"
"MULTILINESTRING ((-63.2224801956664 -32.4204342380142,-63.2239802362542 -32.4215261304966))";"1384"
"MULTILINESTRING ((-63.2239802362542 -32.4215261304966,-63.2233050703875 -32.422279933541))";"1385"
"MULTILINESTRING ((-63.2227189347421 -32.418079423475,-63.2239614341662 -32.4188650562668,-63.2240104493939 -32.4188960480774))";"1386"
"MULTILINESTRING ((-63.223191336118 -32.417540600274,-63.2244960207091 -32.4183670858326))";"1387"
"MULTILINESTRING ((-63.2248559835773 -32.4205480602028,-63.2239802362542 -32.4215261304966))";"1388"
"MULTILINESTRING ((-63.2226462673136 -32.4191829514298,-63.2227942703606 -32.4192743866117,-63.2248559835773 -32.4205480602028))";"1389"
"MULTILINESTRING ((-63.2239802362542 -32.4215261304966,-63.2249108752592 -32.4221895168082))";"1390"
"MULTILINESTRING ((-63.2249662028038 -32.4178372775336,-63.2244960207091 -32.4183670858326))";"1391"
"MULTILINESTRING ((-63.2244960207091 -32.4183670858326,-63.2248494925978 -32.4185898797171,-63.2249268494736 -32.4186109572969))";"1392"
"MULTILINESTRING ((-63.2252250425656 -32.4201357498564,-63.2248559835773 -32.4205480602028))";"1393"
"MULTILINESTRING ((-63.2249108752592 -32.4221895168082,-63.2249204612189 -32.4221965333828,-63.2254710225282 -32.4226016094612))";"1394"
"MULTILINESTRING ((-63.2254710225282 -32.4226016094612,-63.225183812444 -32.4228396753723,-63.2250380027462 -32.423077518178,-63.2249635767217 -32.4232047083198,-63.2248870892761 -32.4233153098106,-63.2248373850827 -32.4233950702712))";"1395"
"MULTILINESTRING ((-63.2241827294605 -32.4188424526356,-63.2243863842308 -32.4189713338719,-63.2244457895918 -32.4190089279311,-63.2255721946355 -32.4197223053512))";"1396"
"MULTILINESTRING ((-63.2199690725985 -32.4180287889849,-63.2202148575773 -32.418606572466))";"1397"
"MULTILINESTRING ((-63.2202148575773 -32.418606572466,-63.2204374728234 -32.419129471823))";"1398"
"MULTILINESTRING ((-63.2199690725985 -32.4180287889849,-63.220462731006 -32.418324340434))";"1399"
"MULTILINESTRING ((-63.220462731006 -32.418324340434,-63.2202148575773 -32.418606572466))";"1400"
"MULTILINESTRING ((-63.2204374728234 -32.419129471823,-63.2207143977532 -32.419780479966))";"1401"
"MULTILINESTRING ((-63.2209345134173 -32.4177872400952,-63.220462731006 -32.418324340434))";"1402"
"MULTILINESTRING ((-63.2204374728234 -32.419129471823,-63.2212138497754 -32.4196212415931))";"1403"
"MULTILINESTRING ((-63.2200802938082 -32.4199809064367,-63.2202127873793 -32.4200738221183,-63.2217776609913 -32.4211712185222))";"1404"
"MULTILINESTRING ((-63.220462731006 -32.418324340434,-63.2217739892209 -32.4191490390992))";"1405"
"MULTILINESTRING ((-63.2209345134173 -32.4177872400952,-63.22225246247 -32.4186105694949))";"1406"
"MULTILINESTRING ((-63.2087208694488 -32.4218118585879,-63.208714287792 -32.4228319349224))";"1407"
"MULTILINESTRING ((-63.2087274080399 -32.4207731158236,-63.2087208694488 -32.4218118585879))";"1408"
"MULTILINESTRING ((-63.208714287792 -32.4228319349224,-63.2098378618945 -32.422834306853))";"1409"
"MULTILINESTRING ((-63.2087208694488 -32.4218118585879,-63.2098358211568 -32.4218150564319))";"1410"
"MULTILINESTRING ((-63.2098358211568 -32.4218150564319,-63.2098378618945 -32.422834306853))";"1411"
"MULTILINESTRING ((-63.2098378618945 -32.422834306853,-63.2098398957399 -32.4232182977861))";"1412"
"MULTILINESTRING ((-63.2087274080399 -32.4207731158236,-63.2098440409151 -32.4207732448737))";"1413"
"MULTILINESTRING ((-63.2098440409151 -32.4207732448737,-63.2098358211568 -32.4218150564319))";"1414"
"MULTILINESTRING ((-63.210955451826 -32.4194889123607,-63.2109643953968 -32.4207736283226))";"1415"
"MULTILINESTRING ((-63.2098440409151 -32.4207732448737,-63.2109643953968 -32.4207736283226))";"1416"
"MULTILINESTRING ((-63.2109643953968 -32.4207736283226,-63.2109669325989 -32.4211328833839))";"1417"
"MULTILINESTRING ((-63.2109669325989 -32.4211328833839,-63.2109718077898 -32.4218114460242))";"1418"
"MULTILINESTRING ((-63.2109718077898 -32.4218114460242,-63.2098358211568 -32.4218150564319))";"1419"
"MULTILINESTRING ((-63.2109718077898 -32.4218114460242,-63.2109683284619 -32.42286291344))";"1420"
"MULTILINESTRING ((-63.2038970551335 -32.4222336631622,-63.2038810794462 -32.4228356106393))";"1421"
"MULTILINESTRING ((-63.203908011187 -32.4218107221886,-63.2038970551335 -32.4222336631622))";"1422"
"MULTILINESTRING ((-63.2038810794462 -32.4228356106393,-63.2051575384584 -32.4228377768136))";"1423"
"MULTILINESTRING ((-63.2051605388818 -32.4222375636596,-63.2051575384584 -32.4228377768136))";"1424"
"MULTILINESTRING ((-63.2038970551335 -32.4222336631622,-63.2051605388818 -32.4222375636596))";"1425"
"MULTILINESTRING ((-63.2051625398854 -32.4218064311997,-63.203908011187 -32.4218107221886))";"1426"
"MULTILINESTRING ((-63.2051625398854 -32.4218064311997,-63.2051605388818 -32.4222375636596))";"1427"
"MULTILINESTRING ((-63.2051575384584 -32.4228377768136,-63.2063393376191 -32.4228237633514))";"1428"
"MULTILINESTRING ((-63.2063393376191 -32.4228237633514,-63.2063260679828 -32.4232529303403))";"1429"
"MULTILINESTRING ((-63.206365906784 -32.4218025017311,-63.2051625398854 -32.4218064311997))";"1430"
"MULTILINESTRING ((-63.206365906784 -32.4218025017311,-63.2063393376191 -32.4228237633514))";"1431"
"MULTILINESTRING ((-63.2075098053781 -32.4228294157296,-63.2075054695272 -32.4232574860081))";"1432"
"MULTILINESTRING ((-63.2063393376191 -32.4228237633514,-63.2075098053781 -32.4228294157296))";"1433"
"MULTILINESTRING ((-63.206365906784 -32.4218025017311,-63.2075201034969 -32.4218013978569))";"1434"
"MULTILINESTRING ((-63.2075201034969 -32.4218013978569,-63.2075098053781 -32.4228294157296))";"1435"
"MULTILINESTRING ((-63.2075297623188 -32.4207728398159,-63.2075201034969 -32.4218013978569))";"1436"
"MULTILINESTRING ((-63.2075098053781 -32.4228294157296,-63.208714287792 -32.4228319349224))";"1437"
"MULTILINESTRING ((-63.2075201034969 -32.4218013978569,-63.2087208694488 -32.4218118585879))";"1438"
"MULTILINESTRING ((-63.2075297623188 -32.4207728398159,-63.2087274080399 -32.4207731158236))";"1439"
"MULTILINESTRING ((-63.2110821392829 -32.4184221036877,-63.2109522286691 -32.4184236738895))";"1440"
"MULTILINESTRING ((-63.2114699567221 -32.4193285293296,-63.210955451826 -32.4194889123607))";"1441"
"MULTILINESTRING ((-63.2110821392829 -32.4184221036877,-63.2114699567221 -32.4193285293296))";"1442"
"MULTILINESTRING ((-63.2121322655444 -32.4184085270683,-63.2110821392829 -32.4184221036877))";"1443"
"MULTILINESTRING ((-63.212383268046 -32.4190429401567,-63.2114699567221 -32.4193285293296))";"1444"
"MULTILINESTRING ((-63.2121322655444 -32.4184085270683,-63.212383268046 -32.4190429401567))";"1445"
"MULTILINESTRING ((-63.2124094157969 -32.4184054450609,-63.2121322655444 -32.4184085270683))";"1446"
"MULTILINESTRING ((-63.2124094157969 -32.4184054450609,-63.2132053998722 -32.4184140199858))";"1447"
"MULTILINESTRING ((-63.213210022311 -32.4176672683057,-63.2132053998722 -32.4184140199858))";"1448"
"MULTILINESTRING ((-63.2133417234079 -32.4187432005479,-63.212383268046 -32.4190429401567))";"1449"
"MULTILINESTRING ((-63.2132053998722 -32.4184140199858,-63.2133417234079 -32.4187432005479))";"1450"
"MULTILINESTRING ((-63.21391497389 -32.417666073459,-63.213210022311 -32.4176672683057))";"1451"
"MULTILINESTRING ((-63.21391497389 -32.417666073459,-63.214267362357 -32.4184606428159))";"1452"
"MULTILINESTRING ((-63.214267362357 -32.4184606428159,-63.2133417234079 -32.4187432005479))";"1453"
"MULTILINESTRING ((-63.2255721946355 -32.4197223053512,-63.2252250425656 -32.4201357498564))";"1454"
"MULTILINESTRING ((-63.2248559835773 -32.4205480602028,-63.2258348556252 -32.4211564368406))";"1455"
"MULTILINESTRING ((-63.2258348556252 -32.4211564368406,-63.2249108752592 -32.4221895168082))";"1456"
"MULTILINESTRING ((-63.2249662028038 -32.4178372775336,-63.22573904846 -32.4183181348179,-63.2257829431282 -32.4183372069801))";"1457"
"MULTILINESTRING ((-63.2253036674291 -32.4186879560254,-63.2253678799534 -32.4187289413194,-63.2260605512384 -32.4191710521026))";"1458"
"MULTILINESTRING ((-63.2260605512384 -32.4191710521026,-63.2255721946355 -32.4197223053512))";"1459"
"MULTILINESTRING ((-63.2252250425656 -32.4201357498564,-63.2261984080752 -32.4207536921601))";"1460"
"MULTILINESTRING ((-63.2261984080752 -32.4207536921601,-63.2258348556252 -32.4211564368406))";"1461"
"MULTILINESTRING ((-63.2262734041568 -32.4219210594961,-63.2254710225282 -32.4226016094612))";"1462"
"MULTILINESTRING ((-63.2254409108679 -32.4172914081055,-63.226319355961 -32.4178424290312))";"1463"
"MULTILINESTRING ((-63.2258470343953 -32.418316712421,-63.2261283444377 -32.4184955594496,-63.2264677245721 -32.4187188489278))";"1464"
