WKT;gid
"MULTILINESTRING ((-63.244443342834 -32.40432119019,-63.2455416846265 -32.4050217940505))";"724"
"MULTILINESTRING ((-63.2455416846265 -32.4050217940505,-63.2447167913509 -32.4059567166023))";"725"
"MULTILINESTRING ((-63.2458174748754 -32.4066503697423,-63.2449727343857 -32.4076011132106))";"726"
"MULTILINESTRING ((-63.2447167913509 -32.4059567166023,-63.2458174748754 -32.4066503697423))";"727"
"MULTILINESTRING ((-63.2458068648947 -32.4006463878388,-63.2450806238488 -32.401462465052))";"728"
"MULTILINESTRING ((-63.2454693090711 -32.3999988780047,-63.245621590232 -32.4005560268109,-63.2458068648947 -32.4006463878388))";"729"
"MULTILINESTRING ((-63.2453357985837 -32.4040435184513,-63.2460212039992 -32.4044781817098))";"730"
"MULTILINESTRING ((-63.2460212039992 -32.4044781817098,-63.2455416846265 -32.4050217940505))";"731"
"MULTILINESTRING ((-63.2449727343857 -32.4076011132106,-63.2460917656315 -32.4083102382483))";"732"
"MULTILINESTRING ((-63.2461948602743 -32.4023516802825,-63.245279476768 -32.4033808368034))";"733"
"MULTILINESTRING ((-63.2450806238488 -32.401462465052,-63.2451517310909 -32.4016951313955,-63.2461948602743 -32.4023516802825))";"734"
"MULTILINESTRING ((-63.245279476768 -32.4033808368034,-63.246374614141 -32.4040775622059))";"735"
"MULTILINESTRING ((-63.246374614141 -32.4040775622059,-63.2460212039992 -32.4044781817098))";"736"
"MULTILINESTRING ((-63.2455416846265 -32.4050217940505,-63.2466587840483 -32.4057342546858))";"737"
"MULTILINESTRING ((-63.2466587840483 -32.4057342546858,-63.2458174748754 -32.4066503697423))";"738"
"MULTILINESTRING ((-63.2467212327455 -32.3996179659741,-63.2458068648947 -32.4006463878388))";"739"
"MULTILINESTRING ((-63.2458174748754 -32.4066503697423,-63.2469286399116 -32.4073613965022))";"740"
"MULTILINESTRING ((-63.2469286399116 -32.4073613965022,-63.2460917656315 -32.4083102382483))";"741"
"MULTILINESTRING ((-63.2471082086518 -32.4013244146859,-63.2461948602743 -32.4023516802825))";"742"
"MULTILINESTRING ((-63.2458068648947 -32.4006463878388,-63.2460815563435 -32.4006583411569,-63.2471082086518 -32.4013244146859))";"743"
"MULTILINESTRING ((-63.2444679445608 -32.3966871355334,-63.2447889555776 -32.3968928347003))";"744"
"MULTILINESTRING ((-63.2447889555776 -32.3968928347003,-63.2447280427311 -32.39696788906,-63.244689420647 -32.3970319888484,-63.2446759632737 -32.3970866614958,-63.2448732053981 -32.3978245475159))";"745"
"MULTILINESTRING ((-63.2451646826452 -32.39421839195,-63.2443446199641 -32.3947021544093))";"746"
"MULTILINESTRING ((-63.2446562983476 -32.3938933039563,-63.2451646826452 -32.39421839195))";"747"
"MULTILINESTRING ((-63.2451771799966 -32.3899092423701,-63.2447556116494 -32.3903581455451))";"748"
"MULTILINESTRING ((-63.2453059402812 -32.3914291587689,-63.244860270234 -32.3919287879352))";"749"
"MULTILINESTRING ((-63.2443545942451 -32.3908074708074,-63.2443827523816 -32.3908258718832,-63.2453059402812 -32.3914291587689))";"750"
"MULTILINESTRING ((-63.244860270234 -32.3919287879352,-63.2456540691866 -32.3924322282142))";"751"
"MULTILINESTRING ((-63.2457122783679 -32.3909675687147,-63.2453059402812 -32.3914291587689))";"752"
"MULTILINESTRING ((-63.2447612387076 -32.3903521536625,-63.2447893213592 -32.3903703260902,-63.2457122783679 -32.3909675687147))";"753"
"MULTILINESTRING ((-63.2457759789126 -32.3935324062958,-63.2451646826452 -32.39421839195))";"754"
"MULTILINESTRING ((-63.2453059402812 -32.3914291587689,-63.2460958391349 -32.3919452285201))";"755"
"MULTILINESTRING ((-63.2460958391349 -32.3919452285201,-63.2456540691866 -32.3924322282142))";"756"
"MULTILINESTRING ((-63.2461226828515 -32.3931431621553,-63.2457759789126 -32.3935324062958))";"757"
"MULTILINESTRING ((-63.2461258503347 -32.390510021119,-63.2457122783679 -32.3909675687147))";"758"
"MULTILINESTRING ((-63.2451826026963 -32.389903225487,-63.245210889595 -32.3899214228039,-63.2461258503347 -32.390510021119))";"759"
"MULTILINESTRING ((-63.2451646826452 -32.39421839195,-63.2462289716973 -32.3948990828425))";"760"
"MULTILINESTRING ((-63.2464074115289 -32.392788328021,-63.2461226828515 -32.3931431621553))";"761"
"MULTILINESTRING ((-63.2456540691866 -32.3924322282142,-63.2462434815511 -32.3927972477938,-63.2464074115289 -32.392788328021))";"762"
"MULTILINESTRING ((-63.2465128091708 -32.3914856892154,-63.2460958391349 -32.3919452285201))";"763"
"MULTILINESTRING ((-63.2457122783679 -32.3909675687147,-63.2465128091708 -32.3914856892154))";"764"
"MULTILINESTRING ((-63.2466630654871 -32.3913200127636,-63.2465128091708 -32.3914856892154))";"765"
"MULTILINESTRING ((-63.2447889555776 -32.3968928347003,-63.2469331089707 -32.3982655460668))";"766"
"MULTILINESTRING ((-63.2461258503347 -32.390510021119,-63.2469293513421 -32.3910266904035))";"767"
"MULTILINESTRING ((-63.2457759789126 -32.3935324062958,-63.2469759680607 -32.3942529101734))";"768"
"MULTILINESTRING ((-63.2469759680607 -32.3942529101734,-63.2464002049168 -32.3948771095404,-63.2462289716973 -32.3948990828425))";"769"
"MULTILINESTRING ((-63.2459311236688 -32.4171992462483,-63.2470258011678 -32.4178979487228))";"770"
"MULTILINESTRING ((-63.2459311236688 -32.4171992462483,-63.2450958229639 -32.4181381578217))";"771"
"MULTILINESTRING ((-63.2439840176998 -32.4174307247156,-63.2450958229639 -32.4181381578217))";"772"
"MULTILINESTRING ((-63.2439840176998 -32.4174307247156,-63.2431529296941 -32.4183631226464))";"773"
"MULTILINESTRING ((-63.2420540230046 -32.4176641241036,-63.2431529296941 -32.4183631226464))";"774"
"MULTILINESTRING ((-63.2470258011678 -32.4178979487228,-63.2461903930258 -32.4188346132585))";"775"
"MULTILINESTRING ((-63.2450958229639 -32.4181381578217,-63.2461903930258 -32.4188346132585))";"776"
"MULTILINESTRING ((-63.2450958229639 -32.4181381578217,-63.2442661235319 -32.4190711013282))";"777"
"MULTILINESTRING ((-63.2431529296941 -32.4183631226464,-63.2442661235319 -32.4190711013282))";"778"
"MULTILINESTRING ((-63.2412259914392 -32.418594790147,-63.2423278958015 -32.4192997416103))";"779"
"MULTILINESTRING ((-63.2431529296941 -32.4183631226464,-63.2423278958015 -32.4192997416103))";"780"
"MULTILINESTRING ((-63.2461903930258 -32.4188346132585,-63.2453550541905 -32.4197639678196))";"781"
"MULTILINESTRING ((-63.2442661235319 -32.4190711013282,-63.2453550541905 -32.4197639678196))";"782"
"MULTILINESTRING ((-63.2453550541905 -32.4197639678196,-63.2454259812067 -32.4198089174083))";"783"
"MULTILINESTRING ((-63.2442661235319 -32.4190711013282,-63.243428432771 -32.420003784196))";"784"
"MULTILINESTRING ((-63.2423278958015 -32.4192997416103,-63.243428432771 -32.420003784196))";"785"
"MULTILINESTRING ((-63.2453550541905 -32.4197639678196,-63.2449118477847 -32.4202427600025))";"786"
"MULTILINESTRING ((-63.2423278958015 -32.4192997416103,-63.2414179421826 -32.4203322841604))";"787"
"MULTILINESTRING ((-63.2454259812067 -32.4198089174083,-63.2465951228052 -32.4205524757282))";"788"
"MULTILINESTRING ((-63.243428432771 -32.420003784196,-63.2444900056295 -32.4206828399056))";"789"
"MULTILINESTRING ((-63.2449118477847 -32.4202427600025,-63.2445717834399 -32.4206290773567,-63.2445019946303 -32.4206856412941))";"790"
"MULTILINESTRING ((-63.2465951228052 -32.4205524757282,-63.2463407442855 -32.420838739302))";"791"
"MULTILINESTRING ((-63.2448732053981 -32.3978245475159,-63.2449472584395 -32.3978134021797,-63.245074830102 -32.3978228030005,-63.245135966905 -32.3978305294028,-63.2455834880297 -32.3981224589373))";"792"
"MULTILINESTRING ((-63.2448732053981 -32.3978245475159,-63.244965094194 -32.3981600031628))";"793"
"MULTILINESTRING ((-63.2455834880297 -32.3981224589373,-63.2452642775192 -32.3981132513406,-63.2451902013646 -32.3981159203862,-63.2451397312101 -32.398122240685,-63.244965094194 -32.3981600031628))";"794"
"MULTILINESTRING ((-63.2441352132331 -32.3979711621204,-63.2442021097699 -32.3982388778908))";"795"
"MULTILINESTRING ((-63.2433303129763 -32.3976632353508,-63.2442021097699 -32.3982388778908))";"796"
"MULTILINESTRING ((-63.2442021097699 -32.3982388778908,-63.2442526875216 -32.3984331798004))";"797"
"MULTILINESTRING ((-63.24153652744 -32.3978792299069,-63.2425606666435 -32.398533291882))";"798"
"MULTILINESTRING ((-63.2433303129763 -32.3976632353508,-63.2425606666435 -32.398533291882))";"799"
"MULTILINESTRING ((-63.244965094194 -32.3981600031628,-63.245112697213 -32.3986987868948))";"800"
"MULTILINESTRING ((-63.2455834880297 -32.3981224589373,-63.2465171892101 -32.3987310358987))";"801"
"MULTILINESTRING ((-63.245112697213 -32.3986987868948,-63.2452157386681 -32.3990700203907))";"802"
"MULTILINESTRING ((-63.2442526875216 -32.3984331798004,-63.2435771539369 -32.3991822201952))";"803"
"MULTILINESTRING ((-63.2425606666435 -32.398533291882,-63.2435771539369 -32.3991822201952))";"804"
"MULTILINESTRING ((-63.245112697213 -32.3986987868948,-63.2453579174762 -32.3987025480287,-63.2460417369849 -32.3991468755475,-63.2460805552984 -32.3992141827757))";"805"
"MULTILINESTRING ((-63.2465171892101 -32.3987310358987,-63.2460805552984 -32.3992141827757))";"806"
"MULTILINESTRING ((-63.2452157386681 -32.3990700203907,-63.2444672002995 -32.3992266523875))";"807"
"MULTILINESTRING ((-63.2442526875216 -32.3984331798004,-63.2444672002995 -32.3992266523875))";"808"
"MULTILINESTRING ((-63.2425606666435 -32.398533291882,-63.241893020456 -32.3992882879273,-63.2417429574764 -32.3993366519166))";"809"
"MULTILINESTRING ((-63.2452157386681 -32.3990700203907,-63.2453254531308 -32.3994716300154))";"810"
"MULTILINESTRING ((-63.2460805552984 -32.3992141827757,-63.2459899591635 -32.3993066658644,-63.2458615311371 -32.3993742777348,-63.2453254531308 -32.3994716300154))";"811"
"MULTILINESTRING ((-63.2460805552984 -32.3992141827757,-63.2467212327455 -32.3996179659741))";"812"
"MULTILINESTRING ((-63.2435771539369 -32.3991822201952,-63.2444369661547 -32.3997460188897,-63.2446287247283 -32.3998065869401))";"813"
"MULTILINESTRING ((-63.2444672002995 -32.3992266523875,-63.2446287247283 -32.3998065869401))";"814"
"MULTILINESTRING ((-63.2435771539369 -32.3991822201952,-63.2428646869769 -32.3999767118749,-63.2427845847216 -32.4000008404088))";"815"
"MULTILINESTRING ((-63.2417429574764 -32.3993366519166,-63.2427845847216 -32.4000008404088))";"816"
"MULTILINESTRING ((-63.2467212327455 -32.3996179659741,-63.2463719218265 -32.3997990007505,-63.2461854681369 -32.3998701530377,-63.2454693090711 -32.3999988780047))";"817"
"MULTILINESTRING ((-63.2453254531308 -32.3994716300154,-63.2454693090711 -32.3999988780047))";"818"
"MULTILINESTRING ((-63.2438346407852 -32.412921155565,-63.242978433799 -32.413867127833))";"819"
"MULTILINESTRING ((-63.2418067885688 -32.4131377873741,-63.242978433799 -32.413867127833))";"820"
"MULTILINESTRING ((-63.2461451591736 -32.4129425438152,-63.2453228690488 -32.4138814319909))";"821"
"MULTILINESTRING ((-63.2453228690488 -32.4138814319909,-63.246486296768 -32.4146242819641))";"822"
"MULTILINESTRING ((-63.242978433799 -32.413867127833,-63.242126379171 -32.4147823363565))";"823"
"MULTILINESTRING ((-63.2453228690488 -32.4138814319909,-63.2445518221738 -32.4147621141455,-63.2445368686194 -32.414839649575))";"824"
"MULTILINESTRING ((-63.2434932003332 -32.4141935615602,-63.2445368686194 -32.414839649575))";"825"
"MULTILINESTRING ((-63.242126379171 -32.4147823363565,-63.2425574307929 -32.4150565070823))";"826"
"MULTILINESTRING ((-63.2434932003332 -32.4141935615602,-63.2425574307929 -32.4150565070823))";"827"
"MULTILINESTRING ((-63.246486296768 -32.4146242819641,-63.2456490062483 -32.415563471921))";"828"
"MULTILINESTRING ((-63.2445368686194 -32.414839649575,-63.2456490062483 -32.415563471921))";"829"
"MULTILINESTRING ((-63.2445368686194 -32.414839649575,-63.2436941345615 -32.415780262399))";"830"
"MULTILINESTRING ((-63.2425574307929 -32.4150565070823,-63.2436941345615 -32.415780262399))";"831"
"MULTILINESTRING ((-63.242453218099 -32.4150744088113,-63.2425574307929 -32.4150565070823,-63.242453218099 -32.4150744088113,-63.2416998036031 -32.4158721517489,-63.2417430082203 -32.4160047922073))";"832"
"MULTILINESTRING ((-63.2456490062483 -32.415563471921,-63.2467585642423 -32.4162691816402))";"833"
"MULTILINESTRING ((-63.2436941345615 -32.415780262399,-63.2445740821452 -32.4163404410917))";"834"
"MULTILINESTRING ((-63.2445368686194 -32.414839649575,-63.2445740821452 -32.4163404410917))";"835"
"MULTILINESTRING ((-63.2456490062483 -32.415563471921,-63.2448190116326 -32.4164944360786))";"836"
"MULTILINESTRING ((-63.2445740821452 -32.4163404410917,-63.2448190116326 -32.4164944360786))";"837"
"MULTILINESTRING ((-63.2436941345615 -32.415780262399,-63.2428844759655 -32.4167309229482))";"838"
"MULTILINESTRING ((-63.2417430082203 -32.4160047922073,-63.2428844759655 -32.4167309229482))";"839"
"MULTILINESTRING ((-63.2448190116326 -32.4164944360786,-63.2459311236688 -32.4171992462483))";"840"
"MULTILINESTRING ((-63.2467585642423 -32.4162691816402,-63.2459311236688 -32.4171992462483))";"841"
"MULTILINESTRING ((-63.2448190116326 -32.4164944360786,-63.2439840176998 -32.4174307247156))";"842"
"MULTILINESTRING ((-63.2428844759655 -32.4167309229482,-63.2439840176998 -32.4174307247156))";"843"
"MULTILINESTRING ((-63.2428844759655 -32.4167309229482,-63.2420540230046 -32.4176641241036))";"844"
"MULTILINESTRING ((-63.2447556116494 -32.3903581455451,-63.244349042556 -32.3908136912308))";"845"
"MULTILINESTRING ((-63.244349042556 -32.3908136912308,-63.243892660376 -32.3913224455577))";"846"
"MULTILINESTRING ((-63.2425690440325 -32.390461439309,-63.2439263694592 -32.3913346254343))";"847"
"MULTILINESTRING ((-63.2439263703306 -32.3913346263305,-63.244860270234 -32.3919287879352))";"848"
"MULTILINESTRING ((-63.2431147163848 -32.3929101515618,-63.2437619713857 -32.3933241334409))";"849"
"MULTILINESTRING ((-63.2432878190067 -32.3933506594253,-63.2434204907883 -32.3935203847383))";"850"
"MULTILINESTRING ((-63.2437666604221 -32.3933241243731,-63.2434204907883 -32.3935203847383))";"851"
"MULTILINESTRING ((-63.2437666604221 -32.3933241243731,-63.2442214852269 -32.3936148726186))";"852"
"MULTILINESTRING ((-63.2434204907883 -32.3935203847383,-63.2429949395875 -32.3937615244185))";"853"
"MULTILINESTRING ((-63.2428139186184 -32.3930925000874,-63.2429949395875 -32.3937615244185))";"854"
"MULTILINESTRING ((-63.2442214852269 -32.3936148726186,-63.2446562983476 -32.3938933039563))";"855"
"MULTILINESTRING ((-63.2434204907883 -32.3935203847383,-63.243715057763 -32.3938971112204))";"856"
"MULTILINESTRING ((-63.2442214852269 -32.3936148726186,-63.243715057763 -32.3938971112204))";"857"
"MULTILINESTRING ((-63.243715057763 -32.3938971112204,-63.2431210720666 -32.3942276705869))";"858"
"MULTILINESTRING ((-63.2429949395875 -32.3937615244185,-63.2431210720666 -32.3942276705869))";"859"
"MULTILINESTRING ((-63.2446562983476 -32.3938933039563,-63.2440014147179 -32.3942632121308))";"860"
"MULTILINESTRING ((-63.243715057763 -32.3938971112204,-63.2440014147179 -32.3942632121308))";"861"
"MULTILINESTRING ((-63.2440014147179 -32.3942632121308,-63.2432462386607 -32.3946898507187))";"862"
"MULTILINESTRING ((-63.2431210720666 -32.3942276705869,-63.2432462386607 -32.3946898507187))";"863"
"MULTILINESTRING ((-63.2440014147179 -32.3942632121308,-63.2443446199641 -32.3947021544093))";"864"
"MULTILINESTRING ((-63.2432462386607 -32.3946898507187,-63.2434004978611 -32.3952593739038))";"865"
"MULTILINESTRING ((-63.2443446199641 -32.3947021544093,-63.2434004978611 -32.3952593739038))";"866"
"MULTILINESTRING ((-63.2410435934278 -32.3948510782431,-63.2420509793547 -32.3954944458971))";"867"
"MULTILINESTRING ((-63.2434004978611 -32.3952593739038,-63.2435095657368 -32.3956624294498))";"868"
"MULTILINESTRING ((-63.2435095657368 -32.3956624294498,-63.2436443967618 -32.396159849135))";"869"
"MULTILINESTRING ((-63.2420509793547 -32.3954944458971,-63.2412847084681 -32.3963525852305))";"870"
"MULTILINESTRING ((-63.2442932231468 -32.3965742135045,-63.2444679445608 -32.3966871355334))";"871"
"MULTILINESTRING ((-63.2412847084681 -32.3963525852305,-63.2423108571691 -32.3970100722814))";"872"
"MULTILINESTRING ((-63.2436443967618 -32.396159849135,-63.2438826089241 -32.3970386023915))";"873"
"MULTILINESTRING ((-63.2442932231468 -32.3965742135045,-63.2438826089241 -32.3970386023915))";"874"
"MULTILINESTRING ((-63.2438826089241 -32.3970386023915,-63.2433303129763 -32.3976632353508))";"875"
"MULTILINESTRING ((-63.2423108571691 -32.3970100722814,-63.2433303129763 -32.3976632353508))";"876"
"MULTILINESTRING ((-63.2423108571691 -32.3970100722814,-63.24153652744 -32.3978792299069))";"877"
"MULTILINESTRING ((-63.2448732053981 -32.3978245475159,-63.2441352132331 -32.3979711621204))";"878"
"MULTILINESTRING ((-63.2438826089241 -32.3970386023915,-63.2441352132331 -32.3979711621204))";"879"
"MULTILINESTRING ((-63.2392111956894 -32.4039448270027,-63.24032620612 -32.4046548231199))";"880"
"MULTILINESTRING ((-63.24032620612 -32.4046548231199,-63.2395015953467 -32.4055951217363))";"881"
"MULTILINESTRING ((-63.2395015953467 -32.4055951217363,-63.2407167158112 -32.4063679566407))";"882"
"MULTILINESTRING ((-63.2407167158112 -32.4063679566407,-63.2398854859223 -32.407301777543))";"883"
"MULTILINESTRING ((-63.2398854859223 -32.407301777543,-63.2411050076811 -32.408080912336))";"884"
"MULTILINESTRING ((-63.2400540504547 -32.4029943956468,-63.2411640478509 -32.4036998852364))";"885"
"MULTILINESTRING ((-63.2411640478509 -32.4036998852364,-63.24032620612 -32.4046548231199))";"886"
"MULTILINESTRING ((-63.24032620612 -32.4046548231199,-63.2415494131649 -32.4054327747185))";"887"
"MULTILINESTRING ((-63.2415494131649 -32.4054327747185,-63.2407167158112 -32.4063679566407))";"888"
"MULTILINESTRING ((-63.241936645937 -32.4071428444812,-63.2411050076811 -32.408080912336))";"889"
"MULTILINESTRING ((-63.2407167158112 -32.4063679566407,-63.241936645937 -32.4071428444812))";"890"
"MULTILINESTRING ((-63.2419926523158 -32.4027554198076,-63.2411640478509 -32.4036998852364))";"891"
"MULTILINESTRING ((-63.2411640478509 -32.4036998852364,-63.2423952342959 -32.4044826829766))";"892"
"MULTILINESTRING ((-63.2423952342959 -32.4044826829766,-63.2415494131649 -32.4054327747185))";"893"
"MULTILINESTRING ((-63.2415494131649 -32.4054327747185,-63.2427725056543 -32.4061998032548))";"894"
"MULTILINESTRING ((-63.2427725056543 -32.4061998032548,-63.241936645937 -32.4071428444812))";"895"
"MULTILINESTRING ((-63.241936645937 -32.4071428444812,-63.2430443634926 -32.4078457963173))";"896"
"MULTILINESTRING ((-63.2419926523158 -32.4027554198076,-63.2432294861906 -32.4035455029183))";"897"
"MULTILINESTRING ((-63.2432294861906 -32.4035455029183,-63.2423952342959 -32.4044826829766))";"898"
"MULTILINESTRING ((-63.2436123839024 -32.4052554861662,-63.2427725056543 -32.4061998032548))";"899"
"MULTILINESTRING ((-63.2423952342959 -32.4044826829766,-63.2436123839024 -32.4052554861662))";"900"
"MULTILINESTRING ((-63.2427725056543 -32.4061998032548,-63.243876293994 -32.4069060919659))";"901"
"MULTILINESTRING ((-63.243876293994 -32.4069060919659,-63.2430443634926 -32.4078457963173))";"902"
"MULTILINESTRING ((-63.2440646758179 -32.4026076842022,-63.2432294861906 -32.4035455029183))";"903"
"MULTILINESTRING ((-63.2432294861906 -32.4035455029183,-63.244443342834 -32.40432119019))";"904"
"MULTILINESTRING ((-63.244443342834 -32.40432119019,-63.2436123839024 -32.4052554861662))";"905"
"MULTILINESTRING ((-63.2436123839024 -32.4052554861662,-63.2447167913509 -32.4059567166023))";"906"
"MULTILINESTRING ((-63.2395405859638 -32.3997510300706,-63.2406016586357 -32.400421449536))";"907"
"MULTILINESTRING ((-63.2411464844916 -32.3998122630507,-63.2406016586357 -32.400421449536))";"908"
"MULTILINESTRING ((-63.2395405859638 -32.3997510300706,-63.2387212665022 -32.4006687702152))";"909"
"MULTILINESTRING ((-63.2375104923791 -32.3998963577972,-63.2387212665022 -32.4006687702152))";"910"
"MULTILINESTRING ((-63.2427845847216 -32.4000008404088,-63.2438964034585 -32.4007101861302))";"911"
"MULTILINESTRING ((-63.2446287247283 -32.3998065869401,-63.2438787446834 -32.400627021306,-63.2438964034585 -32.4007101861302))";"912"
"MULTILINESTRING ((-63.2427845847216 -32.4000008404088,-63.2426886902576 -32.4000365518764,-63.2420077043826 -32.4007875763244))";"913"
"MULTILINESTRING ((-63.2375104923791 -32.3998963577972,-63.2366696486145 -32.4008428010938))";"914"
"MULTILINESTRING ((-63.2420077043826 -32.4007875763244,-63.2417112975114 -32.4011223363933))";"915"
"MULTILINESTRING ((-63.2406016586357 -32.400421449536,-63.2417112975114 -32.4011223363933))";"916"
"MULTILINESTRING ((-63.2406016586357 -32.400421449536,-63.239783928315 -32.4013354060636))";"917"
"MULTILINESTRING ((-63.2387212665022 -32.4006687702152,-63.239783928315 -32.4013354060636))";"918"
"MULTILINESTRING ((-63.2438964034585 -32.4007101861302,-63.2439040858537 -32.4008429196628,-63.243255060024 -32.4015871979295))";"919"
"MULTILINESTRING ((-63.2420077043826 -32.4007875763244,-63.243255060024 -32.4015871979295))";"920"
"MULTILINESTRING ((-63.2387212665022 -32.4006687702152,-63.2378793564047 -32.4016117967932))";"921"
"MULTILINESTRING ((-63.2366696486145 -32.4008428010938,-63.2378793564047 -32.4016117967932))";"922"
"MULTILINESTRING ((-63.239783928315 -32.4013354060636,-63.2408893611382 -32.4020516379168))";"923"
"MULTILINESTRING ((-63.2417112975114 -32.4011223363933,-63.2408893611382 -32.4020516379168))";"924"
"MULTILINESTRING ((-63.239783928315 -32.4013354060636,-63.2389421527421 -32.4022872765926))";"925"
"MULTILINESTRING ((-63.2378793564047 -32.4016117967932,-63.2389421527421 -32.4022872765926))";"926"
"MULTILINESTRING ((-63.243255060024 -32.4015871979295,-63.2443487905507 -32.4022884527422))";"927"
"MULTILINESTRING ((-63.2378793564047 -32.4016117967932,-63.2370341426815 -32.4025582505462))";"928"
"MULTILINESTRING ((-63.2358277267487 -32.4017901424627,-63.2370341426815 -32.4025582505462))";"929"
"MULTILINESTRING ((-63.2443487905507 -32.4022884527422,-63.2440646758179 -32.4026076842022))";"930"
"MULTILINESTRING ((-63.243255060024 -32.4015871979295,-63.2430269280156 -32.4018547385159,-63.2426861265001 -32.4019645078348,-63.2419926523158 -32.4027554198076))";"931"
"MULTILINESTRING ((-63.2408893611382 -32.4020516379168,-63.2419926523158 -32.4027554198076))";"932"
"MULTILINESTRING ((-63.2408893611382 -32.4020516379168,-63.2400540504547 -32.4029943956468))";"933"
"MULTILINESTRING ((-63.2368940482397 -32.4085411293523,-63.2361191464343 -32.4094191259554,-63.2361602672217 -32.4095500130686))";"934"
"MULTILINESTRING ((-63.2361601450513 -32.4095496917824,-63.2372671698383 -32.4102492554955))";"935"
"MULTILINESTRING ((-63.2372671698383 -32.4102492554955,-63.2363942478882 -32.4112324177037))";"936"
"MULTILINESTRING ((-63.2363942478882 -32.4112324177037,-63.2366436319797 -32.4112822326404,-63.2376809015385 -32.4119525241346))";"937"
"MULTILINESTRING ((-63.2376809015385 -32.4119525241346,-63.2368508333084 -32.4128741485322))";"938"
"MULTILINESTRING ((-63.2368940482397 -32.4085411293523,-63.2381008964243 -32.4093146358494))";"939"
"MULTILINESTRING ((-63.2381008964243 -32.4093146358494,-63.2372671698383 -32.4102492554955))";"940"
"MULTILINESTRING ((-63.2372671698383 -32.4102492554955,-63.238508407565 -32.4110331534214))";"941"
"MULTILINESTRING ((-63.238508407565 -32.4110331534214,-63.2376809015385 -32.4119525241346))";"942"
"MULTILINESTRING ((-63.2376809015385 -32.4119525241346,-63.2387814201427 -32.4126568790468))";"943"
"MULTILINESTRING ((-63.2389411499099 -32.4083623237976,-63.2381008964243 -32.4093146358494))";"944"
"MULTILINESTRING ((-63.2381008964243 -32.4093146358494,-63.2393244829671 -32.4100988297455))";"945"
"MULTILINESTRING ((-63.2393244829671 -32.4100988297455,-63.238508407565 -32.4110331534214))";"946"
"MULTILINESTRING ((-63.238508407565 -32.4110331534214,-63.2395991013123 -32.4117223704056))";"947"
"MULTILINESTRING ((-63.2395991013123 -32.4117223704056,-63.2387814201427 -32.4126568790468))";"948"
"MULTILINESTRING ((-63.2401636572403 -32.4091425439986,-63.2393244829671 -32.4100988297455))";"949"
"MULTILINESTRING ((-63.2389411499099 -32.4083623237976,-63.2401636572403 -32.4091425439986))";"950"
"MULTILINESTRING ((-63.2393244829671 -32.4100988297455,-63.2404245137624 -32.4107886981573))";"951"
"MULTILINESTRING ((-63.2404245137624 -32.4107886981573,-63.2395991013123 -32.4117223704056))";"952"
"MULTILINESTRING ((-63.2395991013123 -32.4117223704056,-63.2406996491371 -32.4124332011418))";"953"
"MULTILINESTRING ((-63.2411050076811 -32.408080912336,-63.2401636572403 -32.4091425439986))";"954"
"MULTILINESTRING ((-63.2401636572403 -32.4091425439986,-63.2412774350694 -32.4098418023634))";"955"
"MULTILINESTRING ((-63.2412774350694 -32.4098418023634,-63.2404245137624 -32.4107886981573))";"956"
"MULTILINESTRING ((-63.2404245137624 -32.4107886981573,-63.2415305211807 -32.411497839573))";"957"
"MULTILINESTRING ((-63.2415305211807 -32.411497839573,-63.2406996491371 -32.4124332011418))";"958"
"MULTILINESTRING ((-63.2406996491371 -32.4124332011418,-63.2418067885688 -32.4131377873741))";"959"
"MULTILINESTRING ((-63.2411050076811 -32.408080912336,-63.2422107202629 -32.4087874822419))";"960"
"MULTILINESTRING ((-63.2406996491371 -32.4124332011418,-63.2398898255829 -32.4133623814885))";"961"
"MULTILINESTRING ((-63.2387814201427 -32.4126568790468,-63.2398898255829 -32.4133623814885))";"962"
"MULTILINESTRING ((-63.2387814201427 -32.4126568790468,-63.2379623257245 -32.4135858842509))";"963"
"MULTILINESTRING ((-63.2368508333084 -32.4128741485322,-63.2379623257245 -32.4135858842509))";"964"
"MULTILINESTRING ((-63.2368508333084 -32.4128741485322,-63.2359939413299 -32.4138299039779))";"965"
"MULTILINESTRING ((-63.2418067885688 -32.4131377873741,-63.2417988413515 -32.4131474514091,-63.2409952620585 -32.4140642727087))";"966"
"MULTILINESTRING ((-63.2398898255829 -32.4133623814885,-63.2409952620585 -32.4140642727087))";"967"
"MULTILINESTRING ((-63.2398898255829 -32.4133623814885,-63.2390717063248 -32.4142964417604))";"968"
"MULTILINESTRING ((-63.2379623257245 -32.4135858842509,-63.2390717063248 -32.4142964417604))";"969"
"MULTILINESTRING ((-63.2359939413299 -32.4138299039779,-63.2371186240507 -32.414542794595))";"970"
"MULTILINESTRING ((-63.2379623257245 -32.4135858842509,-63.2371186240507 -32.414542794595))";"971"
"MULTILINESTRING ((-63.2409952620585 -32.4140642727087,-63.242126379171 -32.4147823363565))";"972"
"MULTILINESTRING ((-63.2409952620585 -32.4140642727087,-63.2401675799757 -32.4149982680912))";"973"
"MULTILINESTRING ((-63.2390717063248 -32.4142964417604,-63.2401675799757 -32.4149982680912))";"974"
"MULTILINESTRING ((-63.2390717063248 -32.4142964417604,-63.2382257550941 -32.4152448871628))";"975"
"MULTILINESTRING ((-63.2371186240507 -32.414542794595,-63.2382257550941 -32.4152448871628))";"976"
