municerca,year_week,distancia_grande_m,distancia_rio,distancia_verde_m,edad_diagnostico,sexo,casos,longitude,latitude,t2m,d2m,tp,Estimación poblacional,Superficie (Km cuadrados),Proximidad al río (m) (distancia mínima),Proximidad al río (m) (distancia al centroide),Proximidad al río (m) (distancia máxima),Densidad poblacional,CALMAT I,CALMAT II,CALMAT III,CALMAT IV,CALMAT V,Hogares Pobres,Hogares Pobres No Indigentes,Hogares Indigentes,Personas Pobres,Personas Pobres No Indigentes,Personas Indigentes,UNEA: Sin Instrucción,UNEA: Primario Incompleto,UNEA: Primario Completo,UNEA: Secundario Incompleto,UNEA: Secundario Completo,UNEA: Superior y/o Universitario Incompleto,UNEA: Superior y/o Universitario Completo,Acceso a Cloacas,Acceso a Gas de Red,Acceso a Agua de Red,Acceso a Electricidad,Mujeres (%),Varones (%),Mujeres de 0 a 6 años,Varones de 0 a 6 años,Personas de 0 a 6 años,Mujeres de 7 a 14 años,Varones de 7 a 14 años,Personas de 7 a 14 años,Mujeres de 15 a 24 años,Varones de 15 a 24 años,Personas de 15 a 24 años,Mujeres de 25 a 59 años,Varones de 25 a 59 años,Personas de 25 a 59 años,Mujeres de 60 años o más,Varones de 60 años o más,Personas de 60 años o más,NVDI
CGC 1,2023-W49,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,293.57332502092635,286.2845023018973,2.2172927856445312e-05,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.41587315750247533
CGC 1,2023-W50,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,299.34341866629467,292.6014317103795,1.633167266845703e-05,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.41587315750247533
CGC 1,2023-W51,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,294.94559587751115,290.7759268624442,0.0003307546888078962,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.41587315750247533
CGC 1,2023-W52,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,297.7054922921317,288.1481454031808,2.0435878208705356e-07,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.41587315750247533
CGC 1,2024-W01,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,297.56129237583707,291.7994166782924,0.000755105699811663,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.41587315750247533
CGC 1,2024-W02,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,297.30882481166293,292.21789986746654,0.00021648406982421875,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.41587315750247533
CGC 1,2024-W03,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,296.18341064453125,290.05933053152904,0.00026939596448625835,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.41587315750247533
CGC 1,2024-W04,2347.6404694736234,3059.782386196736,473.7358933927719,41.5,1.0,2.0,-63.228003772165074,-32.39590263595998,296.74401419503346,288.970947265625,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.41587315750247533
CGC 1,2024-W05,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,299.9904305594308,291.28747122628346,3.6784580775669643e-06,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.3871868579666007
CGC 1,2024-W06,2338.787349394053,2996.8307610608967,467.5636169084037,25.25,0.75,4.0,-63.228003772165074,-32.39590263595998,300.17936052594865,294.87156459263394,0.0004271950040544782,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.3871868579666007
CGC 1,2024-W07,2506.361709683712,2901.990636227444,558.6963557596963,37.5,0.5,2.0,-63.228003772165074,-32.39590263595998,294.7005615234375,289.76744297572543,0.00040730408259800503,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.3871868579666007
CGC 1,2024-W08,2385.4249802510326,3232.3125853961033,346.65253509034295,25.666666666666668,0.3333333333333333,3.0,-63.228003772165074,-32.39590263595998,296.29522705078125,292.1721714564732,0.00048026016780308316,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.3871868579666007
CGC 1,2024-W09,2386.0507292948114,3098.7829699937765,358.59482942542184,28.2,0.4,5.0,-63.228003772165074,-32.39590263595998,297.2680140904018,293.87894112723217,1.0405267987932478e-05,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.4297861996993514
CGC 1,2024-W10,2536.542581445757,3148.1408054734507,345.9667695702516,33.27272727272727,0.7272727272727273,11.0,-63.228003772165074,-32.39590263595998,295.4703892299107,290.1167428152902,2.8967857360839844e-05,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.4297861996993514
CGC 1,2024-W11,2536.9703127252337,3124.5983665521444,350.4338700764788,34.5,0.25,16.0,-63.228003772165074,-32.39590263595998,297.81290108816967,295.72706386021207,0.00063323974609375,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.4297861996993514
CGC 1,2024-W12,2569.583101743754,2995.128937551919,384.15607404809083,39.333333333333336,0.4666666666666667,15.0,-63.228003772165074,-32.39590263595998,295.2010585239955,289.4382803780692,6.418568747384208e-05,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.4297861996993514
CGC 1,2024-W13,2492.484637756699,3109.4084819960194,372.54410368276336,35.032786885245905,0.45901639344262296,61.0,-63.228003772165074,-32.39590263595998,296.4139840262277,291.0693141392299,8.608613695417131e-05,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.4297861996993514
CGC 1,2024-W14,2459.4765603415035,3137.564683692106,347.20318699624124,28.714285714285715,0.4126984126984127,126.0,-63.228003772165074,-32.39590263595998,291.33990478515625,287.03224400111606,0.000205057007925851,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.03991860293224604
CGC 1,2024-W15,2425.7293461895424,3039.8638846420413,388.10563638440095,30.428571428571427,0.5714285714285714,21.0,-63.228003772165074,-32.39590263595998,289.19652884347096,286.8902500697545,0.0003092118671962193,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.03991860293224604
CGC 1,2024-W16,2605.137577162618,2972.2880061257742,379.9950955428012,34.57142857142857,0.8571428571428571,7.0,-63.228003772165074,-32.39590263595998,292.39369419642856,286.44171142578125,0.00010859966278076172,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.03991860293224604
CGC 1,2024-W17,2305.7008150206098,3109.334703821435,403.1346363316321,31.8,0.4,5.0,-63.228003772165074,-32.39590263595998,289.14388166155135,284.7130606515067,2.002716064453125e-05,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.03991860293224604
CGC 1,2024-W18,2354.214066626017,3324.6096780492603,272.9472198240765,28.166666666666668,0.0,6.0,-63.228003772165074,-32.39590263595998,287.7744358607701,283.81443568638394,9.485653468540736e-06,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.2268157928899868
CGC 1,2024-W19,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,285.4700012207031,280.3258579799107,2.350125994001116e-06,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.2268157928899868
CGC 1,2024-W20,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,280.8350568498884,275.6753452845982,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.2268157928899868
CGC 1,2024-W21,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,282.11647251674106,278.37278965541293,6.948198590959821e-06,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.2268157928899868
CGC 1,2024-W22,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,281.7091761997768,277.80409458705356,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.28867343617589825
CGC 1,2024-W23,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,286.7812979561942,283.08255876813615,4.938670567103795e-07,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.28867343617589825
CGC 1,2024-W24,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,288.6050066266741,283.6299743652344,5.108969552176339e-07,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.28867343617589825
CGC 1,2024-W25,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,286.42372349330356,283.9919738769531,4.480566297258649e-05,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.28867343617589825
CGC 1,2024-W26,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,281.249755859375,273.8173174176897,1.873288835797991e-07,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.28867343617589825
CGC 1,2024-W27,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,279.55660574776783,271.1068333217076,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.16415747603849742
CGC 1,2024-W28,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,275.25902884347096,269.64979771205356,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.16415747603849742
CGC 1,2024-W29,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,282.86350795200894,278.9369812011719,8.361680167061941e-06,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.16415747603849742
CGC 1,2024-W30,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,284.8372279575893,278.61769321986606,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.16415747603849742
CGC 1,2024-W31,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,283.0897928873698,273.3152364095052,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.22257549891357487
CGC 1,2024-W32,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,283.0897928873698,273.3152364095052,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.22257549891357487
CGC 1,2024-W33,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,283.0897928873698,273.3152364095052,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.22257549891357487
CGC 1,2024-W34,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,283.0897928873698,273.3152364095052,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.22257549891357487
CGC 1,2024-W35,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,283.0897928873698,273.3152364095052,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.26199542985577845
CGC 1,2024-W36,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,288.14068603515625,277.3964407784598,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.26199542985577845
CGC 1,2024-W37,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,288.4013105119978,278.85777500697543,4.036085946219308e-06,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.26199542985577845
CGC 1,2024-W38,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,293.231192452567,282.0838361467634,3.6784580775669643e-06,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.26199542985577845
CGC 1,2024-W39,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,291.0355878557478,279.54705810546875,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.26199542985577845
CGC 1,2024-W40,2443.6660986063357,3092.2850067391187,378.439032276691,29.379297216899676,0.3803149567493829,0.0,-63.228003772165074,-32.39590263595998,293.11224365234375,278.8718479701451,0.0,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.34129430427208785
CGC 1,2024-W41,2501.839113320787,2765.5736616965473,616.7072152172404,56.0,0.0,1.0,-63.228003772165074,-32.39590263595998,291.7174333844866,286.4044494628906,0.00027191638946533203,4340,120.237673,2357.74,3151.33,3942.54,36.095176259773424,81.82,15.15,3.03,0,0,30.3,27.27,3.03,32.93,29.27,3.66,4.62,20.0,20.0,20.0,26.15,3.08,6.15,93.94,78.79,100.0,100.0,43.21,56.79,1.23,2.47,3.7,1.23,4.94,6.17,6.17,12.35,18.52,18.52,22.23,40.75,16.05,14.81,30.86,0.34129430427208785
