municerca,fecha_agg,sexo,edad_diagnostico,lon,lat,distancia_rio,distancia_verde_m,distancia_grande_m,longitude,latitude,t2m,d2m,tp,t2m_min,t2m_max,wind_speed,ws10,dia,mes,tp_anom,t2m_anom,d2m_anom,t2m_min_anom,t2m_max_anom,casos,Estimación poblacional,Superficie (Km cuadrados),Proximidad al río (m) (distancia mínima),Proximidad al río (m) (distancia al centroide),Proximidad al río (m) (distancia máxima),Densidad poblacional,CALMAT I,CALMAT II,CALMAT III,CALMAT IV,CALMAT V,Hogares Pobres,Hogares Pobres No Indigentes,Hogares Indigentes,Personas Pobres,Personas Pobres No Indigentes,Personas Indigentes,UNEA: Sin Instrucción,UNEA: Primario Incompleto,UNEA: Primario Completo,UNEA: Secundario Incompleto,UNEA: Secundario Completo,UNEA: Superior y/o Universitario Incompleto,UNEA: Superior y/o Universitario Completo,Acceso a Cloacas,Acceso a Gas de Red,Acceso a Agua de Red,Acceso a Electricidad,Mujeres (%),Varones (%),Mujeres de 0 a 6 años,Varones de 0 a 6 años,Personas de 0 a 6 años,Mujeres de 7 a 14 años,Varones de 7 a 14 años,Personas de 7 a 14 años,Mujeres de 15 a 24 años,Varones de 15 a 24 años,Personas de 15 a 24 años,Mujeres de 25 a 59 años,Varones de 25 a 59 años,Personas de 25 a 59 años,Mujeres de 60 años o más,Varones de 60 años o más,Personas de 60 años o más,casos_#,casos_sum_2w,casos_sum_3w,casos_sum_4w,casos_lag_1,casos_lag_2,casos_lag_3,casos_lag_4,casos_ma_4,t2m_mean_1w,t2m_mean_2w,d2m_mean_1w,d2m_mean_2w,tp_mean_1w,tp_sum_1w,tp_mean_2w,tp_sum_2w,t2m_min_mean_1w,t2m_min_mean_2w,t2m_max_mean_1w,t2m_max_mean_2w,ws10_mean_1w,ws10_mean_2w,tp_anom_mean_1w,tp_anom_sum_1w,tp_anom_mean_2w,tp_anom_sum_2w,t2m_anom_mean_1w,t2m_anom_mean_2w,d2m_anom_mean_1w,d2m_anom_mean_2w,t2m_min_anom_mean_1w,t2m_min_anom_mean_2w,t2m_max_anom_mean_1w,t2m_max_anom_mean_2w,vec_lag1,vec_lag2,vec_lag3,vec_sum_2w,vec_sum_3w,Vecinos_total
MUNICERCA 1,2024-04-30,0.25,43.25,-63.26862455,-32.40845915,808.0437991863436,83.00908526240407,3281.009558151102,-63.25,-32.5,286.0909729003906,281.5528030395508,8.285045623779297e-06,282.23292541503906,292.556640625,,3.257458495934836,2.75,5.0,-3.055510697541413e-05,-2.7594688698097656,-1.3189977575231353,-3.2014169198495352,-1.9827560989945,3.666697222476854,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,4,33.00027500229169,78.83399028325236,203.5016958474654,11.916765973049776,21.08350902924191,45.83371528096068,124.66770556421304,50.87542396186635,289.0685636080228,290.9887588654075,284.6470759465144,285.68093861863764,5.749555734487681e-06,5.749555734487681e-06,8.837833851077484e-06,1.767566770215497e-05,286.8116502028245,288.04423757699817,292.5945317195012,296.08677484518705,2.3259590377996915,2.8295647991762753,-2.3694527454865284e-05,-2.3694527454865284e-05,-1.7304975983822757e-05,-3.4609951967645514e-05,-1.6701134314903707,0.34175317812244765,-1.758394125044508,0.1364309744927752,-0.9707597433671779,0.6231814638324631,-3.1324265178452255,-0.1425875082196697,18.470696070419667,18.470696070419667,50.90512109500999,36.94139214083933,87.84651323584932,87.84651323584932
MUNICERCA 1,2024-05-07,0.0,0.0,-63.2564777,-32.402411,1460.3129826336929,7.036922070045671,2573.037248123245,-63.25,-32.5,283.3670349121094,279.2962646484375,3.2186508178710938e-06,280.2978515625,287.1520690917969,,2.796301638899913,12.0,5.0,2.335619043420862e-06,-4.414835611979186,-3.89666318540219,-4.080611617476848,-6.450790292245358,0.9166743056192135,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,1,15.58346319552663,36.66697222476854,82.50068750572922,3.666697222476854,11.916765973049776,21.08350902924191,45.83371528096068,20.625171876432304,286.0909729003906,287.5797682542067,281.5528030395508,283.0999394930326,8.285045623779297e-06,8.285045623779297e-06,7.017300679133488e-06,1.4034601358266977e-05,282.23292541503906,284.52228780893176,292.556640625,292.5755861722506,3.257458495934836,2.7917087668672638,-3.055510697541413e-05,-3.055510697541413e-05,-2.712481721513971e-05,-5.424963443027942e-05,-2.7594688698097656,-2.2147911506500684,-1.3189977575231353,-1.5386959412838217,-3.2014169198495352,-2.0860883316083565,-1.9827560989945,-2.5575913084198625,2.6229507863813595,18.470696070419667,18.470696070419667,21.093646856801037,39.56434292722069,39.56434292722069
MUNICERCA 1,2024-06-18,1.0,40.0,-63.2586763,-32.4001501,1705.5091908754002,115.942415848767,2370.0771003044542,-63.25,-32.5,280.78155517578125,274.78204345703125,0.0,278.4464111328125,284.79901123046875,,2.227637390659072,24.0,6.0,-4.332153885452836e-06,-1.6916831687644844,-1.3239750614872605,-0.6310906304253194,-4.452085141782391,0.9166743056192135,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,1,4.583371528096068,16.500137501145844,37.58364653038775,0.9166743056192135,3.666697222476854,11.916765973049776,21.08350902924191,9.395911632596938,283.3670349121094,284.72900390625,279.2962646484375,280.42453384399414,3.2186508178710938e-06,3.2186508178710938e-06,5.751848220825195e-06,1.150369644165039e-05,280.2978515625,281.26538848876953,287.1520690917969,289.85435485839844,2.796301638899913,3.026880067417375,2.335619043420862e-06,2.335619043420862e-06,-1.4109743965996635e-05,-2.821948793199327e-05,-4.414835611979186,-3.5871522408944756,-3.89666318540219,-2.6078304714626626,-4.080611617476848,-3.6410142686631914,-6.450790292245358,-4.216773195619929,0.0,0.7389344565137073,0.0,0.7389344565137073,0.7389344565137073,0.7389344565137073
MUNICERCA 1,2024-10-01,0.0,9.0,-63.2585695,-32.4092613,691.3502559952874,129.41123956955633,3358.1221765286723,-63.25,-32.5,294.96649169921875,279.9410095214844,0.0,290.8768310546875,299.1490478515625,,4.740966118711357,1.0,10.0,-2.4888250562879773e-06,2.226476372612865,0.7005187988281136,3.719032796223985,-0.6831448025173472,0.9166743056192135,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,1,1.833348611238427,5.500045833715281,17.416811806765057,0.9166743056192135,0.9166743056192135,3.666697222476854,11.916765973049776,4.354202951691264,280.78155517578125,282.0742950439453,274.78204345703125,277.0391540527344,0.0,0.0,1.6093254089355469e-06,3.2186508178710938e-06,278.4464111328125,279.37213134765625,284.79901123046875,285.9755401611328,2.227637390659072,2.5119695147794925,-4.332153885452836e-06,-4.332153885452836e-06,-9.982674210159866e-07,-1.996534842031973e-06,-1.6916831687644844,-3.053259390371835,-1.3239750614872605,-2.610319123444725,-0.6310906304253194,-2.3558511239510835,-4.452085141782391,-5.451437717013874,0.0,0.36946722825685363,0.36946722825685363,0.36946722825685363,0.7389344565137073,0.7389344565137073
MUNICERCA 1,2024-11-19,0.0,56.0,-63.2549011,-32.4069726,983.6023585121426,79.10557119508975,3059.3412973570003,-63.25,-32.5,297.29705810546875,289.4715576171875,0.0,292.352294921875,303.4739990234375,,3.463722056309987,23.0,11.0,0.0,0.5359971788194571,0.5437418619791856,0.7624220106336566,0.4344394259982778,0.9166743056192135,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,1,1.833348611238427,2.7500229168576404,6.416720139334494,0.9166743056192135,0.9166743056192135,0.9166743056192135,3.666697222476854,1.6041800348336235,294.96649169921875,287.8740234375,279.9410095214844,277.3615264892578,0.0,0.0,0.0,0.0,290.8768310546875,284.66162109375,299.1490478515625,291.9740295410156,4.740966118711357,3.4843017546852146,-2.4888250562879773e-06,-2.4888250562879773e-06,-3.4104894708704067e-06,-6.8209789417408135e-06,2.226476372612865,0.26739660192419024,0.7005187988281136,-0.31172813132957344,3.719032796223985,1.5439710828993327,-0.6831448025173472,-2.567614972149869,0.36946722825685363,0.0,1.5145491016107984,0.36946722825685363,1.884016329867652,1.884016329867652
MUNICERCA 1,2024-12-24,0.5,25.5,-63.26986445,-32.4093455,774.5944100365122,252.43936010557542,3742.9250442450625,-63.25,-32.5,295.8100128173828,287.24476623535156,0.0,290.39210510253906,301.48370361328125,,1.814391219670222,26.5,12.0,-6.83499707116021e-05,-1.1944320678710767,-2.148389350043402,-1.4626459757486714,-1.1125298394097172,1.833348611238427,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,2,1.833348611238427,2.7500229168576404,3.666697222476854,0.9166743056192135,0.9166743056192135,0.9166743056192135,0.9166743056192135,0.9166743056192135,297.29705810546875,296.13177490234375,289.4715576171875,284.70628356933594,0.0,0.0,0.0,0.0,292.352294921875,291.61456298828125,303.4739990234375,301.3115234375,3.463722056309987,4.102344087510672,0.0,0.0,-1.2444125281439886e-06,-2.4888250562879773e-06,0.5359971788194571,1.381236775716161,0.5437418619791856,0.6221303304036496,0.7624220106336566,2.2407274034288207,0.4344394259982778,-0.12435268825953472,0.0,0.0,0.0,0.0,0.0,0.0
MUNICERCA 1,2024-12-31,1.0,58.0,-63.2730603,-32.4090025,784.4585275172271,165.99973444310254,3823.1659717425864,-63.25,-32.5,297.9945068359375,288.50238037109375,0.0,294.27154541015625,301.6336669921875,,3.3406045910901816,6.0,1.0,-0.00014430505258065682,-0.5346548574942176,0.13104632342304967,0.31833450882521674,-2.21160888671875,0.9166743056192135,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,1,2.7500229168576404,3.666697222476854,4.583371528096068,1.833348611238427,0.9166743056192135,0.9166743056192135,0.9166743056192135,1.145842882024017,295.8100128173828,296.5535354614258,287.24476623535156,288.35816192626953,0.0,0.0,0.0,0.0,290.39210510253906,291.37220001220703,301.48370361328125,302.4788513183594,1.814391219670222,2.6390566379901044,-6.83499707116021e-05,-6.83499707116021e-05,-3.417498535580105e-05,-6.83499707116021e-05,-1.1944320678710767,-0.3292174445258098,-2.148389350043402,-0.8023237440321083,-1.4626459757486714,-0.3501119825575074,-1.1125298394097172,-0.3390452067057197,0.0,0.0,0.0,0.0,0.0,0.0
MUNICERCA 1,2025-01-07,1.0,16.0,-63.2886566,-32.4146765,306.00657344252295,80.4548101415517,3578.251013800195,-63.25,-32.5,299.3743896484375,289.5231628417969,0.0,295.5887451171875,305.4451599121094,,1.3392474095032612,10.0,1.0,-9.80253572817202e-06,-0.6955308702256957,-0.2734377260561587,1.19819087275755,-1.2043651439525433,0.9166743056192135,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,1,2.7500229168576404,3.666697222476854,4.583371528096068,0.9166743056192135,1.833348611238427,0.9166743056192135,0.9166743056192135,1.145842882024017,297.9945068359375,296.90225982666016,288.50238037109375,287.87357330322266,0.0,0.0,0.0,0.0,294.27154541015625,292.33182525634766,301.6336669921875,301.5586853027344,3.3406045910901816,2.577497905380202,-0.00014430505258065682,-0.00014430505258065682,-0.00010632751164612946,-0.00021265502329225893,-0.5346548574942176,-0.8645434626826471,0.13104632342304967,-1.0086715133101762,0.31833450882521674,-0.5721557334617273,-2.21160888671875,-1.6620693630642336,0.0,0.0,0.0,0.0,0.0,0.0
MUNICERCA 1,2025-01-14,0.5,29.5,-63.2590607,-32.4047138,1206.6596946377545,172.00930680331228,2875.666722102803,-63.25,-32.5,298.1168212890625,290.04249572753906,5.662441253662109e-06,293.29351806640625,303.9685363769531,,2.2733996405811894,17.5,1.0,-0.00031466439918235496,-0.7116569236472685,-1.3633815058955179,-0.5299497251157561,-0.713234908492467,1.833348611238427,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,2,1.833348611238427,3.666697222476854,4.583371528096068,0.9166743056192135,0.9166743056192135,1.833348611238427,0.9166743056192135,1.145842882024017,299.3743896484375,298.6844482421875,289.5231628417969,289.0127716064453,0.0,0.0,0.0,0.0,295.5887451171875,294.9301452636719,305.4451599121094,303.53941345214844,1.3392474095032612,2.3399260002967215,-9.80253572817202e-06,-9.80253572817202e-06,-7.705379415441443e-05,-0.00015410758830882885,-0.6955308702256957,-0.6150928638599567,-0.2734377260561587,-0.0711957013165545,1.19819087275755,0.7582626907913834,-1.2043651439525433,-1.7079870153356467,0.0,0.0,0.0,0.0,0.0,0.0
MUNICERCA 1,2025-01-21,0.0,38.0,-63.2724652,-32.4081255,866.2315168315802,229.5749126265191,3710.6363785771046,-63.25,-32.5,299.8312225341797,293.4920349121094,1.7404556274414062e-05,296.4083251953125,305.0097961425781,,2.253492342231075,25.5,1.0,-0.00015298260582817926,1.597751419632516,1.6911462854455976,2.3916797779224623,1.3487219916449646,1.833348611238427,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,2,2.7500229168576404,3.666697222476854,5.500045833715281,1.833348611238427,0.9166743056192135,0.9166743056192135,1.833348611238427,1.3750114584288202,298.1168212890625,298.74560546875,290.04249572753906,289.78282928466797,5.662441253662109e-06,5.662441253662109e-06,2.8312206268310547e-06,5.662441253662109e-06,293.29351806640625,294.4411315917969,303.9685363769531,304.70684814453125,2.2733996405811894,1.8063235250422254,-0.00031466439918235496,-0.00031466439918235496,-0.00016223346745526348,-0.00032446693491052696,-0.7116569236472685,-0.7035938969364821,-1.3633815058955179,-0.8184096159758383,-0.5299497251157561,0.334120573820897,-0.713234908492467,-0.9588000262225052,0.36946722825685363,0.0,0.0,0.36946722825685363,0.36946722825685363,0.36946722825685363
MUNICERCA 1,2025-01-28,0.3333333333333333,38.666666666666664,-63.25963973333333,-32.40434761666666,1251.415111408962,79.63500015993982,2849.9562852457634,-63.25,-32.5,298.5018310546875,293.3545735677083,0.00011330842971801758,293.8414713541667,304.76084391276044,,1.5908042610820026,24.833333333333332,1.1666666666666667,4.531189247413918e-05,0.010175653151511218,1.0465986840519008,0.30795566888504783,-0.15274187252845195,5.500045833715281,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,6,3.666697222476854,4.583371528096068,5.500045833715281,1.833348611238427,1.833348611238427,0.9166743056192135,0.9166743056192135,1.3750114584288202,299.8312225341797,298.9740219116211,293.4920349121094,291.7672653198242,1.7404556274414062e-05,1.7404556274414062e-05,1.1533498764038086e-05,2.3066997528076172e-05,296.4083251953125,294.8509216308594,305.0097961425781,304.4891662597656,2.253492342231075,2.2634459914061322,-0.00015298260582817926,-0.00015298260582817926,-0.00023382350250526713,-0.00046764700501053427,1.597751419632516,0.44304724799262374,1.6911462854455976,0.16388238977503988,2.3916797779224623,0.9308650264033531,1.3487219916449646,0.31774354157624884,1.1450818733539447,0.36946722825685363,0.0,1.5145491016108126,1.5145491016107984,1.5145491016107984
MUNICERCA 1,2025-02-04,0.5,36.5,-63.2594409125,-32.4036062375,1326.667279153067,98.78525867810228,2761.436164087401,-63.25,-32.5,299.9153709411621,293.4702606201172,0.0001410841941833496,295.4405517578125,306.21488189697266,,2.082216398969284,6.5,2.0,2.625595640253138e-05,0.4710223445185946,0.8817307366265297,0.5076902036313768,0.8267993785716996,7.333394444953708,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,8,7.333394444953708,9.166743056192134,10.08341736181135,5.500045833715281,1.833348611238427,1.833348611238427,0.9166743056192135,2.5208543404528374,298.5018310546875,299.1665267944336,293.3545735677083,293.4233042399088,0.00011330842971801758,0.00011330842971801758,6.535649299621582e-05,0.00013071298599243164,293.8414713541667,295.1248982747396,304.76084391276044,304.8853200276693,1.5908042610820026,1.9221483016565388,4.531189247413918e-05,4.531189247413918e-05,-5.383535667702006e-05,-0.00010767071335404012,0.010175653151511218,0.8039635363920136,1.0465986840519008,1.3688724847487492,0.30795566888504783,1.3498177234037552,-0.15274187252845195,0.5979900595582563,1.1450818733539447,1.1450818733539447,0.36946722825685363,2.2901637467078895,2.659630974964743,2.659630974964743
MUNICERCA 1,2025-02-11,0.23076923076923078,43.76923076923077,-63.26071303076923,-32.404027015384614,1287.5545501360054,172.6698195050419,2870.8421455216258,-63.25,-32.5,295.9541672926683,292.673823429988,0.00018725028404822716,292.402836726262,301.3116689828726,,1.8856553878132172,14.076923076923077,2.0,-0.00013114787914134837,-0.27110261835604904,1.8316506062477715,0.31415333978810184,-0.07703805255075097,11.916765973049776,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,13,12.833440278668988,14.666788889907416,16.500137501145844,7.333394444953708,5.500045833715281,1.833348611238427,1.833348611238427,4.125034375286461,299.9153709411621,299.2086009979248,293.4702606201172,293.4124170939127,0.0001410841941833496,0.0001410841941833496,0.0001271963119506836,0.0002543926239013672,295.4405517578125,294.6410115559896,306.21488189697266,305.4878629048666,2.082216398969284,1.8365103300256433,2.625595640253138e-05,2.625595640253138e-05,3.5783924438335254e-05,7.156784887667051e-05,0.4710223445185946,0.2405989988350529,0.8817307366265297,0.9641647103392152,0.5076902036313768,0.4078229362582123,0.8267993785716996,0.33702875302162383,1.884016329867652,1.1450818733539447,1.1450818733539447,3.0290982032215967,4.174180076575541,4.174180076575541
MUNICERCA 1,2025-02-18,0.6666666666666666,38.5,-63.261739291666665,-32.40464261666667,1234.996538944923,97.10035120016356,2951.3243441139007,-63.25,-32.5,299.2047932942708,292.169428507487,1.0728836059570312e-06,294.9556070963542,306.2080942789714,,3.307652415857096,20.25,2.0,-3.856052587061752e-06,2.6410039265950473,2.530705656828706,3.6015962953920564,2.291749535077893,11.000091667430562,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,12,19.250160418003485,24.75020625171876,26.58355486295719,11.916765973049776,7.333394444953708,5.500045833715281,1.833348611238427,6.645888715739297,295.9541672926683,297.93476911691516,292.673823429988,293.0720420250526,0.00018725028404822716,0.00018725028404822716,0.00016416723911578837,0.00032833447823157674,292.402836726262,293.92169424203723,301.3116689828726,303.7632754399226,1.8856553878132172,1.9839358933912505,-0.00013114787914134837,-0.00013114787914134837,-5.244596136940852e-05,-0.00010489192273881705,-0.27110261835604904,0.09995986308127278,1.8316506062477715,1.3566906714371507,0.31415333978810184,0.4109217717097393,-0.07703805255075097,0.3748806630104743,2.253483558124506,1.884016329867652,1.1450818733539447,4.137499887992158,5.282581761346102,5.282581761346102
MUNICERCA 1,2025-02-25,0.5789473684210527,33.10526315789474,-63.262785068421046,-32.40568211052632,1113.5133542011545,139.4210578097155,3084.2505338890537,-63.25,-32.5,297.02703214946547,294.840964869449,0.0003978139475772255,294.5558487741571,300.3849985223067,,2.496296603502292,14.736842105263158,2.473684210526316,0.0001174550307424445,-0.6664420382553634,1.3076267651414835,0.23947558784113043,-2.1947264316254045,17.416811806765057,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,19,22.916857640480337,30.25025208543404,35.750297919149325,11.000091667430562,11.916765973049776,7.333394444953708,5.500045833715281,8.937574479787331,299.2047932942708,297.57948029346954,292.169428507487,292.4216259687375,1.0728836059570312e-06,1.0728836059570312e-06,9.41615838270921e-05,0.0001883231676541842,294.9556070963542,293.6792219113081,306.2080942789714,303.759881630922,3.307652415857096,2.5966539018351567,-3.856052587061752e-06,-3.856052587061752e-06,-6.750196586420509e-05,-0.00013500393172841019,2.6410039265950473,1.1849506541194992,2.530705656828706,2.1811781315382386,3.6015962953920564,1.957874817590079,2.291749535077893,1.107355741263571,5.282581761346103,2.253483558124506,1.884016329867652,7.536065319470622,9.420081649338261,9.420081649338261
MUNICERCA 1,2025-03-04,0.5384615384615384,35.38461538461539,-63.262208769230774,-32.404542215384616,1245.9023384176198,128.89535204547954,2957.930196225861,-63.25,-32.5,298.57179964505707,293.0527907151442,0.00036491797520564153,295.8567540095403,304.08437875600964,,3.179810503174374,6.6923076923076925,3.0,0.00022823583026896854,0.5523684596743649,1.6190598099320188,1.976820308326657,-0.42613690585492,23.83353194609955,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,26,28.41690347419562,40.3336694472454,47.6670638921991,17.416811806765057,11.000091667430562,11.916765973049776,7.333394444953708,11.916765973049776,297.02703214946547,298.11591272186814,294.840964869449,293.505196688468,0.0003978139475772255,0.0003978139475772255,0.00019944341559159127,0.00039888683118318255,294.5558487741571,294.75572793525566,300.3849985223067,303.29654640063904,2.496296603502292,2.901974509679694,0.0001174550307424445,0.0001174550307424445,5.6799489077691346e-05,0.00011359897815538269,-0.6664420382553634,0.987280944169842,1.3076267651414835,1.9191662109850944,0.23947558784113043,1.9205359416165935,-2.1947264316254045,0.048511551726243995,10.19569629443535,5.282581761346103,2.253483558124506,15.47827805578147,17.73176161390596,17.73176161390596
MUNICERCA 1,2025-03-11,0.5714285714285714,35.5,-63.26387772142857,-32.40530202857143,1149.321026688741,195.6954343121187,3108.449778183127,-63.25,-32.5,291.59561593191967,287.59217616489957,0.00040348938533238003,288.4046173095703,296.4351043701172,,2.7614334816863755,13.642857142857142,3.0,8.319464940873404e-05,-5.600774516756571,-4.658192807152152,-5.302829738394929,-6.0604789612785215,12.83344027866899,10909,501.195501,17.79,764.29,2313.32,21.765957551961346,71.08,22.89,6.03,0,0,27.71,24.1,3.61,32.0,27.56,4.44,0.65,7.1,20.0,18.06,25.16,8.39,20.65,92.77,75.9,96.39,100.0,52.84,47.16,2.18,3.93,6.11,8.3,6.99,15.29,5.68,6.55,12.23,23.58,17.03,40.61,13.1,12.66,25.76,14,41.25034375286461,52.25043542029517,64.16720139334495,23.83353194609955,17.416811806765057,11.000091667430562,11.916765973049776,16.04180034833624,298.57179964505707,297.79941589726127,293.0527907151442,293.9468777922966,0.00036491797520564153,0.00036491797520564153,0.0003813659613914335,0.000762731922782867,295.8567540095403,295.2063013918487,304.08437875600964,302.2346886391582,3.179810503174374,2.838053553338333,0.00022823583026896854,0.00022823583026896854,0.0001728454305057065,0.000345690861011413,0.5523684596743649,-0.05703678929049927,1.6190598099320188,1.4633432875367511,1.976820308326657,1.1081479480838936,-0.42613690585492,-1.3104316687401625,5.209221384179335,10.19569629443535,5.282581761346103,15.404917678614702,20.68749943996079,20.68749943996079
