municerca,fecha_agg,sexo,edad_diagnostico,lon,lat,distancia_rio,distancia_verde_m,distancia_grande_m,longitude,latitude,t2m,d2m,tp,t2m_min,t2m_max,wind_speed,ws10,dia,mes,tp_anom,t2m_anom,d2m_anom,t2m_min_anom,t2m_max_anom,casos,Estimación poblacional,Superficie (Km cuadrados),Proximidad al río (m) (distancia mínima),Proximidad al río (m) (distancia al centroide),Proximidad al río (m) (distancia máxima),Densidad poblacional,CALMAT I,CALMAT II,CALMAT III,CALMAT IV,CALMAT V,Hogares Pobres,Hogares Pobres No Indigentes,Hogares Indigentes,Personas Pobres,Personas Pobres No Indigentes,Personas Indigentes,UNEA: Sin Instrucción,UNEA: Primario Incompleto,UNEA: Primario Completo,UNEA: Secundario Incompleto,UNEA: Secundario Completo,UNEA: Superior y/o Universitario Incompleto,UNEA: Superior y/o Universitario Completo,Acceso a Cloacas,Acceso a Gas de Red,Acceso a Agua de Red,Acceso a Electricidad,Mujeres (%),Varones (%),Mujeres de 0 a 6 años,Varones de 0 a 6 años,Personas de 0 a 6 años,Mujeres de 7 a 14 años,Varones de 7 a 14 años,Personas de 7 a 14 años,Mujeres de 15 a 24 años,Varones de 15 a 24 años,Personas de 15 a 24 años,Mujeres de 25 a 59 años,Varones de 25 a 59 años,Personas de 25 a 59 años,Mujeres de 60 años o más,Varones de 60 años o más,Personas de 60 años o más,casos_#,casos_sum_2w,casos_sum_3w,casos_sum_4w,casos_lag_1,casos_lag_2,casos_lag_3,casos_lag_4,casos_ma_4,t2m_mean_1w,t2m_mean_2w,d2m_mean_1w,d2m_mean_2w,tp_mean_1w,tp_sum_1w,tp_mean_2w,tp_sum_2w,t2m_min_mean_1w,t2m_min_mean_2w,t2m_max_mean_1w,t2m_max_mean_2w,ws10_mean_1w,ws10_mean_2w,tp_anom_mean_1w,tp_anom_sum_1w,tp_anom_mean_2w,tp_anom_sum_2w,t2m_anom_mean_1w,t2m_anom_mean_2w,d2m_anom_mean_1w,d2m_anom_mean_2w,t2m_min_anom_mean_1w,t2m_min_anom_mean_2w,t2m_max_anom_mean_1w,t2m_max_anom_mean_2w,vec_lag1,vec_lag2,vec_lag3,vec_sum_2w,vec_sum_3w,Vecinos_total
MUNICERCA 3,2024-01-02,0.25,31.75,-63.236861149999996,-32.40531685,1896.4066667582372,353.1661761713619,3208.3713104419417,-63.25,-32.5,298.4945831298828,292.3842315673828,4.032254219055176e-05,295.342529296875,303.51441192626953,,2.4207950619992684,6.0,1.0,3.354416953192818e-06,-0.405844285753048,3.6098991676613252,1.6714931911892421,-1.6910409432870495,3.4980323567993006,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,4,1.7490161783996503,,,0.8745080891998251,0.8745080891998251,,,,298.9891357421875,296.2819519042969,294.67498779296875,292.67230224609375,3.361701965332031e-05,3.361701965332031e-05,3.629922866821289e-05,7.259845733642578e-05,295.8362121582031,293.8612365722656,303.385986328125,300.45892333984375,2.8241844042659974,2.475622099691298,-2.8521484798855256e-05,-2.8521484798855256e-05,-0.00013013283411661782,-0.00026026566823323565,1.4403008355034785,-0.20295003255208144,3.350641886393248,1.7104166666666742,2.2334750705294937,0.9159354315863482,0.8051208496093523,-0.09184994167753757,1.1450818733539447,0.0,0.9742790335151987,1.1450818733539447,2.1193609068691437,2.1193609068691437
MUNICERCA 3,2024-01-09,1.0,10.0,-63.2368631,-32.4047092,1962.6048844774805,393.63100112417953,3147.8781510969716,-63.25,-32.5,295.85296630859375,291.674560546875,0.00102996826171875,292.178955078125,299.13330078125,,2.4384486071795135,11.0,1.0,0.0009968890084160699,-2.788920536747696,1.4777567545572765,-1.6478108723958371,-4.474158619068305,0.8745080891998251,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,1,4.3725404459991255,5.247048535198951,,3.4980323567993006,0.8745080891998251,0.8745080891998251,,,298.4945831298828,298.74185943603516,292.3842315673828,293.5296096801758,4.032254219055176e-05,4.032254219055176e-05,3.6969780921936035e-05,7.393956184387207e-05,295.342529296875,295.58937072753906,303.51441192626953,303.45019912719727,2.4207950619992684,2.6224897331326327,3.354416953192818e-06,3.354416953192818e-06,-1.2583533922831218e-05,-2.5167067845662436e-05,-0.405844285753048,0.5172282748752153,3.6098991676613252,3.4802705270272867,1.6714931911892421,1.952484130859368,-1.6910409432870495,-0.4429600468388486,6.016477040929939,1.1450818733539447,0.0,7.161558914283884,7.161558914283884,7.161558914283884
MUNICERCA 3,2024-01-16,1.0,33.0,-63.2373053,-32.4023454,2207.7866577325995,518.2474087189286,2896.1573137236924,-63.25,-32.5,296.82861328125,289.6701354980469,0.0,291.95721435546875,302.0025939941406,,2.581519910130216,20.0,1.0,-0.00023238305692319518,-1.635889350043385,-1.0427996600115534,-2.0728502061631957,-2.3274395978009466,0.8745080891998251,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,1,4.3725404459991255,5.247048535198951,6.121556624398776,0.8745080891998251,3.4980323567993006,0.8745080891998251,0.8745080891998251,1.530389156099694,295.85296630859375,297.1737747192383,291.674560546875,292.0293960571289,0.00102996826171875,0.00102996826171875,0.0005351454019546509,0.0010702908039093018,292.178955078125,293.7607421875,299.13330078125,301.32385635375977,2.4384486071795135,2.429621834589391,0.0009968890084160699,0.0009968890084160699,0.0005001217126846313,0.0010002434253692627,-2.788920536747696,-1.597382411250372,1.4777567545572765,2.543827961109301,-1.6478108723958371,0.011841159396702494,-4.474158619068305,-3.0825997811776773,4.067918973899541,6.016477040929939,1.1450818733539447,10.08439601482948,11.229477888183425,11.229477888183425
MUNICERCA 3,2024-01-23,0.0,55.0,-63.23798325,-32.4060465,1792.8679392053896,219.72738027950214,3237.6592154810946,-63.25,-32.5,295.5532531738281,289.0231018066406,0.0,289.504150390625,301.4080810546875,,2.918348549750144,23.0,1.0,-7.091186664722584e-05,-2.5066478587962706,-1.5521954571759125,-3.440108235677087,-1.847464102285869,1.7490161783996503,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,2,1.7490161783996503,5.247048535198951,6.121556624398776,0.8745080891998251,0.8745080891998251,3.4980323567993006,0.8745080891998251,1.530389156099694,296.82861328125,296.3407897949219,289.6701354980469,290.67234802246094,0.0,0.0,0.000514984130859375,0.00102996826171875,291.95721435546875,292.0680847167969,302.0025939941406,300.5679473876953,2.581519910130216,2.509984258654865,-0.00023238305692319518,-0.00023238305692319518,0.00038225297574643734,0.0007645059514928747,-1.635889350043385,-2.2124049433955406,-1.0427996600115534,0.21747854727286153,-2.0728502061631957,-1.8603305392795164,-2.3274395978009466,-3.400799108434626,5.2269845659833845,4.067918973899541,6.016477040929939,9.294903539882926,15.311380580812864,15.311380580812864
MUNICERCA 3,2024-01-30,0.4,42.0,-63.23656247,-32.401000169999996,2330.566970007505,320.29197277732317,2730.2649626952343,-63.25,-32.5,300.5032958984375,291.74022216796874,1.8596649169921875e-06,294.8988891601563,308.4005981445313,,2.417899239996708,8.8,1.8,-5.22719489203559e-05,1.3624802426938571,-0.1970818413628308,0.7786528410735059,2.602526267722806,8.745080891998251,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,10,2.6235242675994757,3.4980323567993006,6.996064713598601,1.7490161783996503,0.8745080891998251,0.8745080891998251,3.4980323567993006,1.7490161783996503,295.5532531738281,296.19093322753906,289.0231018066406,289.34661865234375,0.0,0.0,0.0,0.0,289.504150390625,290.7306823730469,301.4080810546875,301.70533752441406,2.918348549750144,2.7499342299401803,-7.091186664722584e-05,-7.091186664722584e-05,-0.0001516474617852105,-0.000303294923570421,-2.5066478587962706,-2.071268604419828,-1.5521954571759125,-1.297497558593733,-3.440108235677087,-2.7564792209201414,-1.847464102285869,-2.087451850043408,6.372066439337329,5.2269845659833845,4.067918973899541,11.599051005320714,15.666969979220255,15.666969979220255
MUNICERCA 3,2024-02-06,0.45,47.85,-63.237521515000005,-32.40198997,2201.9809491542883,285.8693396550415,2828.0036969216258,-63.25,-32.5,300.2023406982422,295.395524597168,0.0005905330181121826,296.4883865356445,305.64619140625,,2.6669119517485114,8.35,2.0,0.00045431684564661097,-0.02065592447916913,2.190972753454139,1.1525135520652499,-1.294042166250719,17.490161783996502,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,20,10.4940970703979,11.368605159597728,12.24311324879755,8.745080891998251,1.7490161783996503,0.8745080891998251,0.8745080891998251,3.0607783121993877,300.5032958984375,298.0282745361328,291.74022216796874,290.3816619873047,1.8596649169921875e-06,1.8596649169921875e-06,9.298324584960937e-07,1.8596649169921875e-06,294.8988891601563,292.20151977539064,308.4005981445313,304.9043395996094,2.417899239996708,2.668123894873426,-5.22719489203559e-05,-5.22719489203559e-05,-6.159190778379087e-05,-0.00012318381556758175,1.3624802426938571,-0.5720838080512067,-0.1970818413628308,-0.8746386492693716,0.7786528410735059,-1.3307276973017905,2.602526267722806,0.37753108271846836,20.86598710774384,6.372066439337329,5.2269845659833845,27.238053547081172,32.46503811306455,32.46503811306455
MUNICERCA 3,2024-02-13,0.8888888888888888,41.55555555555556,-63.23592532222223,-32.40194628888889,2247.8256052729052,367.6589310612904,2857.9933358891813,-63.25,-32.5,294.627922905816,289.4099697536892,9.271833631727431e-08,289.86813015407984,300.53180609809027,,2.4696632024653744,16.0,2.0,-0.00010218247464654869,-0.3055252640335703,0.5198017136059687,-0.38309160397376574,-0.42253212006494323,7.870572802798426,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,9,26.235242675994755,27.9842588543944,28.858766943594226,17.490161783996502,8.745080891998251,1.7490161783996503,0.8745080891998251,7.2146917358985565,300.2023406982422,300.35281829833986,295.395524597168,293.56787338256834,0.0005905330181121826,0.0005905330181121826,0.0002961963415145874,0.0005923926830291748,296.4883865356445,295.6936378479004,305.64619140625,307.02339477539067,2.6669119517485114,2.5424055958726095,0.00045431684564661097,0.00045431684564661097,0.00020102244836312752,0.00040204489672625505,-0.02065592447916913,0.670912159107344,2.190972753454139,0.9969454560456541,1.1525135520652499,0.9655831965693779,-1.294042166250719,0.6542420507360434,25.76534971277963,20.86598710774384,6.372066439337329,46.63133682052348,53.003403259860804,53.003403259860804
MUNICERCA 3,2024-02-20,0.3,42.2,-63.23779512,-32.40076754,2316.5475769906925,360.4550270115096,2677.297002373193,-63.25,-32.5,296.0782165527344,292.1452575683594,0.00027483701705932617,292.3795196533203,300.8999481201172,,1.9814429648588725,22.7,2.0,0.0001605396800571018,-1.3004156268084444,0.37013834635416176,-0.8930844003182983,-2.151045351381657,8.745080891998251,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,10,25.360734586794926,34.105815478793176,35.85483165719283,7.870572802798426,17.490161783996502,8.745080891998251,1.7490161783996503,8.963707914298208,294.627922905816,297.4151318020291,289.4099697536892,292.4027471754286,9.271833631727431e-08,9.271833631727431e-08,0.0002953128682242499,0.0005906257364484998,289.86813015407984,293.1782583448622,300.53180609809027,303.08899875217014,2.4696632024653744,2.568287577106943,-0.00010218247464654869,-0.00010218247464654869,0.00017606718550003115,0.0003521343710000623,-0.3055252640335703,-0.1630905942563697,0.5198017136059687,1.3553872335300539,-0.38309160397376574,0.38471097404574206,-0.42253212006494323,-0.8582871431578312,20.367562306957502,25.76534971277963,20.86598710774384,46.132912019737134,66.99889912748098,66.99889912748098
MUNICERCA 3,2024-02-27,0.5,48.625,-63.2384209875,-32.4007453125,2311.442557749334,348.18925404749245,2679.6379092733123,-63.25,-32.5,297.8328742980957,293.5331344604492,1.621246337890625e-05,294.49878692626953,302.07324600219727,,1.6740481830575933,8.75,2.75,-0.00018623725131705954,-0.32618388423213673,-0.179715870044852,-0.20473564995658933,-0.9674404003002053,6.996064713598601,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,8,16.615653694796674,34.105815478793176,42.85089637079143,8.745080891998251,7.870572802798426,17.490161783996502,8.745080891998251,10.712724092697858,296.0782165527344,295.35306972927515,292.1452575683594,290.7776136610243,0.00027483701705932617,0.00027483701705932617,0.00013746486769782173,0.00027492973539564345,292.3795196533203,291.1238249037001,300.8999481201172,300.71587710910376,1.9814429648588725,2.2255530836621236,0.0001605396800571018,0.0001605396800571018,2.9178602705276553e-05,5.8357205410553107e-05,-1.3004156268084444,-0.8029704454210074,0.37013834635416176,0.44497002998006524,-0.8930844003182983,-0.638088002146032,-2.151045351381657,-1.2867887357233,27.593642945488558,20.367562306957502,25.76534971277963,47.96120525244606,73.7265549652257,73.7265549652257
MUNICERCA 3,2024-03-05,0.3125,32.6875,-63.23647993125,-32.3996468875,2506.591229974724,397.56074508960864,2610.9847276595647,-63.25,-32.5,297.9213752746582,293.96370124816895,0.00026285648345947266,294.70606231689453,302.8853569030762,,2.655808185994371,9.375,3.0,3.072056505415175e-05,0.1089632246229364,2.3993472205268134,1.1477889873363232,-1.4055490281846659,13.992129427197202,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,16,15.741145605596849,23.611718408395276,41.101880192391775,6.996064713598601,8.745080891998251,7.870572802798426,17.490161783996502,10.275470048097944,297.8328742980957,296.95554542541504,293.5331344604492,292.8391960144043,1.621246337890625e-05,1.621246337890625e-05,0.0001455247402191162,0.0002910494804382324,294.49878692626953,293.43915328979494,302.07324600219727,301.4865970611572,1.6740481830575933,1.827745573958233,-0.00018623725131705954,-0.00018623725131705954,-1.2848785629978874e-05,-2.569757125995775e-05,-0.32618388423213673,-0.8132997555202905,-0.179715870044852,0.09521123815465488,-0.20473564995658933,-0.5489100251374438,-0.9674404003002053,-1.5592428758409311,45.40794126903776,27.593642945488558,20.367562306957502,73.00158421452632,93.36914652148381,93.36914652148381
MUNICERCA 3,2024-03-12,0.3076923076923077,42.5,-63.23861912307692,-32.39958453846154,2422.011076874195,278.9862724093766,2541.7311698742074,-63.25,-32.5,298.0714803842398,295.9791494516226,0.0004960115139301007,296.11051001915564,301.2846104548528,,2.14933251986752,14.576923076923077,3.0,0.00023085619309688905,1.1939312535473487,3.674360443723856,2.345751987902868,-0.23329248672876063,22.737210319195455,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,26,20.988194140795798,29.73327503279405,37.60384783559248,13.992129427197202,6.996064713598601,8.745080891998251,7.870572802798426,9.40096195889812,297.9213752746582,297.87712478637695,293.96370124816895,293.7484178543091,0.00026285648345947266,0.00026285648345947266,0.00013953447341918945,0.0002790689468383789,294.70606231689453,294.60242462158203,302.8853569030762,302.4793014526367,2.655808185994371,2.1649281845259822,3.072056505415175e-05,3.072056505415175e-05,-7.77583431314539e-05,-0.0001555166862629078,0.1089632246229364,-0.10861032980460017,2.3993472205268134,1.1098156752409807,1.1477889873363232,0.4715266686898669,-1.4055490281846659,-1.1864947142424356,53.99185777695121,45.40794126903776,27.593642945488558,99.39979904598896,126.99344199147751,126.99344199147751
MUNICERCA 3,2024-03-19,0.5333333333333333,50.93333333333333,-63.23916828666667,-32.39879995333333,2493.9561708532433,302.87327967428365,2445.0753528000982,-63.25,-32.5,293.2710754394531,286.4361877441406,6.2068303426106775e-06,288.5356384277344,300.6064921061198,,3.083193885038492,22.8,3.0,-0.0002449583124231409,-0.933584737895444,-3.9716357120466643,-2.535653678988236,1.8223601767457618,13.117621337997377,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,15,36.729339746392654,43.72540445999125,52.47048535198951,22.737210319195455,13.992129427197202,6.996064713598601,8.745080891998251,13.117621337997377,298.0714803842398,297.996427829449,295.9791494516226,294.97142534989575,0.0004960115139301007,0.0004960115139301007,0.0003794339986947867,0.0007588679973895734,296.11051001915564,295.4082861680251,301.2846104548528,302.0849836789645,2.14933251986752,2.4025703529309457,0.00023085619309688905,0.00023085619309688905,0.00013078837907552039,0.00026157675815104077,1.1939312535473487,0.6514472390851426,3.674360443723856,3.0368538321253347,2.345751987902868,1.7467704876195955,-0.23329248672876063,-0.8194207574567133,76.45100531816334,53.99185777695121,45.40794126903776,130.44286309511455,175.8508043641523,175.8508043641523
MUNICERCA 3,2024-03-26,0.41304347826086957,37.77173913043478,-63.23764593369565,-32.39716221956522,2700.59733359067,249.060396875117,2302.8055445040627,-63.25,-32.5,295.71235192340356,289.94480962338656,8.432502331941024e-05,292.1449549291041,302.8427770044897,,2.7512588744526996,24.52173913043478,3.1630434782608696,-3.505269494417593e-05,1.5882531404958526,1.126056224749489,0.5443092041602839,2.766496948418326,80.45474420638391,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,92,35.85483165719283,49.84696108439003,56.84302579798864,13.117621337997377,22.737210319195455,13.992129427197202,6.996064713598601,14.21075644949716,293.2710754394531,295.67127791184646,286.4361877441406,291.2076685978816,6.2068303426106775e-06,6.2068303426106775e-06,0.0002511091721363557,0.0005022183442727114,288.5356384277344,292.323074223445,300.6064921061198,300.94555128048626,3.083193885038492,2.6162632024530055,-0.0002449583124231409,-0.0002449583124231409,-7.051059663125905e-06,-1.410211932625181e-05,-0.933584737895444,0.13017325782595235,-3.9716357120466643,-0.1486376341614042,-2.535653678988236,-0.09495084554268396,1.8223601767457618,0.7945338450085005,80.17731861238539,76.45100531816334,53.99185777695121,156.62832393054873,210.62018170749997,210.62018170749997
MUNICERCA 3,2024-04-02,0.42718446601941745,26.446601941747574,-63.2373585223301,-32.397776824271844,2653.402553257023,277.9387026703785,2379.431638983838,-63.25,-32.5,291.2649879825925,287.31203275513883,0.00022653700078575356,,,,,4.689320388349515,4.0,4.1673628031548986e-05,0.4196611525104876,0.8173401124109451,,,90.07433318758198,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,103,93.57236554438128,116.30957586357674,130.30170529077395,80.45474420638391,13.117621337997377,22.737210319195455,13.992129427197202,32.57542632269349,295.71235192340356,294.49171368142834,289.94480962338656,288.1904986837636,8.432502331941024e-05,8.432502331941024e-05,4.526592683101046e-05,9.053185366202092e-05,292.1449549291041,290.34029667841924,302.8427770044897,301.72463455530476,2.7512588744526996,2.9172263797455953,-3.505269494417593e-05,-3.505269494417593e-05,-0.00014000550368365838,-0.00028001100736731676,1.5882531404958526,0.3273342013002043,1.126056224749489,-1.4227897436485877,0.5443092041602839,-0.9956722374139759,2.766496948418326,2.294428562582044,318.62346961437987,80.17731861238539,76.45100531816334,398.8007882267653,475.2517935449286,475.2517935449286
MUNICERCA 3,2024-04-09,0.5405405405405406,33.86486486486486,-63.23833952162162,-32.398099502702706,2585.1423758649994,264.2760593295592,2382.948912042864,-63.25,-32.5,288.55866468274917,286.08495763830234,0.00036083041010676205,286.5237449363426,290.12532099971065,,2.744544363747328,11.567567567567568,4.0,0.00022430088517498887,-2.5775974043648957,-0.9896394624605084,-1.6272434982906754,-4.940563814139641,32.356799300393526,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,37,170.5290773939659,183.64669873196328,206.38390905115875,90.07433318758198,80.45474420638391,13.117621337997377,22.737210319195455,51.59597726278969,291.2649879825925,293.48866995299807,287.31203275513883,288.62842118926267,0.00022653700078575356,0.00022653700078575356,0.0001554310120525819,0.0003108620241051638,286.5237449363426,288.5536796428539,290.12532099971065,294.98803739194517,2.744544363747328,2.890464270354881,4.1673628031548986e-05,4.1673628031548986e-05,3.310466543686527e-06,6.620933087373054e-06,0.4196611525104876,1.00395714650317,0.8173401124109451,0.9716981685802171,-1.6272434982906754,0.9527001536595665,-4.940563814139641,-0.8421267992184291,492.0920045998079,318.62346961437987,80.17731861238539,810.7154742141878,890.8927928265732,890.8927928265732
MUNICERCA 3,2024-04-16,0.375,37.0,-63.2372611,-32.39701215,2748.301671999434,232.38721499228316,2285.828035631258,-63.25,-32.5,293.76891326904297,288.00888442993164,1.1309981346130371e-05,290.58361434936523,299.8507537841797,,3.036384176962434,19.875,4.0,-2.0047028859456382e-05,3.2884113735622975,3.8712371543601876,3.5326438056098084,3.256310215702783,6.996064713598601,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,8,122.4311324879755,202.8858766943594,216.0034980323568,32.356799300393526,90.07433318758198,80.45474420638391,13.117621337997377,54.0008745080892,288.55866468274917,289.91182633267084,286.08495763830234,286.6984951967206,0.00036083041010676205,0.00036083041010676205,0.0002936837054462578,0.0005873674108925156,286.5237449363426,288.5536796428539,290.12532099971065,294.98803739194517,2.744544363747328,2.890464270354881,0.00022430088517498887,0.00022430088517498887,0.00013298725660326893,0.00026597451320653785,-2.5775974043648957,-1.0789681259272041,-0.9896394624605084,-0.08614967502478166,-1.6272434982906754,0.9527001536595665,-4.940563814139641,-0.8421267992184291,104.00269710746221,492.0920045998079,318.62346961437987,596.0947017072701,914.71817132165,914.71817132165
MUNICERCA 3,2024-04-23,0.5,35.083333333333336,-63.23736441666667,-32.397062525,2714.3103612984373,297.90334898189434,2302.6194137586835,-63.25,-32.5,288.47859446207684,283.16542561848956,8.066495259602865e-06,285.4538167317708,293.19559478759766,,2.279241329941505,25.833333333333332,4.0,-1.5605820549858943e-05,-1.8874456146616818,-2.099743407449599,-1.3227457870671913,-3.1481703016493015,10.4940970703979,11435,674.265346,1548.22,4347.81,6530.79,16.95919873064335,79.52,16.87,3.61,0,0,23.81,19.05,4.76,31.63,26.07,5.56,1.32,7.95,15.23,14.57,27.15,13.25,19.21,98.81,84.52,97.62,100.0,54.74,45.26,5.17,2.59,7.76,7.33,9.05,16.38,6.03,7.76,13.79,19.4,15.95,35.35,16.81,9.91,26.72,12,39.352864013992125,129.4271972015741,209.881941407958,6.996064713598601,32.356799300393526,90.07433318758198,80.45474420638391,52.4704853519895,293.76891326904297,291.16378897589607,288.00888442993164,287.04692103411696,1.1309981346130371e-05,1.1309981346130371e-05,0.0001860701957264462,0.0003721403914528924,290.58361434936523,288.5536796428539,299.8507537841797,294.98803739194517,3.036384176962434,2.890464270354881,-2.0047028859456382e-05,-2.0047028859456382e-05,0.00010212692815776624,0.00020425385631553248,3.2884113735622975,0.3554069845987009,3.8712371543601876,1.4407988459498395,3.5326438056098084,0.9527001536595665,3.256310215702783,-0.8421267992184291,36.61146252994117,104.00269710746221,492.0920045998079,140.61415963740342,632.7061642372113,632.7061642372113
