WKT;NOMENCLATU;NUM_MANZ;DEPARTAMEN;PEDANIA;PED_NOMENC
"MULTIPOLYGON Z (((-63.2617208798205 -32.4034419206411 0,-63.2616477035102 -32.403522948858 0,-63.2615841291395 -32.4035932487456 0,-63.2615198927657 -32.403664395371 0,-63.2614553257449 -32.4037361062468 0,-63.26139075781 -32.4038075352922 0,-63.2613248651457 -32.4038803760451 0,-63.2612606283661 -32.4039515225372 0,-63.2611947354932 -32.4040243632215 0,-63.261178179621 -32.4040427144578 0,-63.2611334880631 -32.4040955034524 0,-63.2610699185716 -32.4041677756584 0,-63.2609940974958 -32.4042535995491 0,-63.2611728014939 -32.4043667942708 0,-63.2612626531381 -32.4044238131979 0,-63.2613505077913 -32.4044794272071 0,-63.2614357010972 -32.404533637681 0,-63.2615188965833 -32.4045861614494 0,-63.2616040892769 -32.4046400900103 0,-63.2616270515906 -32.404654695882 0,-63.2616879509335 -32.4046931758803 0,-63.2617744757808 -32.4047482287536 0,-63.2619528495485 -32.4048614230402 0,-63.2620280115655 -32.4047775725442 0,-63.2620798131095 -32.4047197943826 0,-63.2620892668906 -32.4047092498587 0,-63.2621538316518 -32.4046366932768 0,-63.2621869432077 -32.4045999905499 0,-63.2622107840002 -32.4045737336595 0,-63.2622197233775 -32.4045635703026 0,-63.2622839582015 -32.404491859736 0,-63.2623041548042 -32.4044689919975 0,-63.2623458742286 -32.4044224083536 0,-63.2624140810751 -32.4043458988712 0,-63.2624759977188 -32.4042767292214 0,-63.2624952025993 -32.4042555543103 0,-63.2625395767645 -32.4042081196754 0,-63.2625601045968 -32.4041849694064 0,-63.2626041350987 -32.4041335902808 0,-63.2626720126027 -32.4040582085382 0,-63.262490969923 -32.4039407938291 0,-63.2624100996758 -32.4038882658556 0,-63.2623245709696 -32.4038329295376 0,-63.2622407064836 -32.4037787168932 0,-63.2621518497561 -32.4037211329903 0,-63.2620709807146 -32.4036688865925 0,-63.2619854516076 -32.4036132682432 0,-63.2618985922956 -32.4035570890013 0,-63.2618443468015 -32.4035219768581 0,-63.2617425025959 -32.4034528658918 0,-63.2617208798205 -32.4034419206411 0)))";"1604220103024";"024";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2510812922289 -32.4191180433536 0,-63.2509914338701 -32.4190615809342 0,-63.2509791196001 -32.4190537151124 0,-63.2509685210828 -32.419065571751 0,-63.2508148461692 -32.4192389018944 0,-63.250751586994 -32.4193100409681 0,-63.2507443005701 -32.4193182276186 0,-63.250689984188 -32.4193794859243 0,-63.2506631570296 -32.4194096917124 0,-63.25065653271 -32.4194170316457 0,-63.2506002298458 -32.4194808300484 0,-63.2505343210652 -32.4195550740619 0,-63.2504703993263 -32.4196270597045 0,-63.2504293312913 -32.4196736380494 0,-63.2504071403894 -32.4196984804002 0,-63.2503409006192 -32.4197732885652 0,-63.2502849272085 -32.4198362407754 0,-63.2502683678093 -32.4198551541513 0,-63.2502896679163 -32.4198686381564 0,-63.2504331107948 -32.4199593739582 0,-63.2504587377404 -32.4199756673164 0,-63.2504850299361 -32.4199922411451 0,-63.2505442706639 -32.4200296025232 0,-63.2506288062155 -32.4200832578567 0,-63.2507153383745 -32.4201380363527 0,-63.2507882249637 -32.4201841062052 0,-63.2508022036495 -32.4201930959237 0,-63.250818762998 -32.4201741824789 0,-63.2509005676227 -32.4200813079868 0,-63.250915801905 -32.4200638061588 0,-63.2509393170001 -32.4200372702933 0,-63.2510019120689 -32.4199661324556 0,-63.2510651699401 -32.4198944296689 0,-63.2511314084172 -32.4198193393303 0,-63.2511943346345 -32.4197479189371 0,-63.2512582543183 -32.4196753693377 0,-63.2513218424516 -32.419603102165 0,-63.2513423758376 -32.4195796719514 0,-63.2513639035571 -32.4195553943559 0,-63.2514049710567 -32.4195088157079 0,-63.2514301415397 -32.4194803038586 0,-63.2515030020995 -32.4193973097557 0,-63.2515122755791 -32.4193868647091 0,-63.2514979647196 -32.4193778757312 0,-63.251394795599 -32.4193138316186 0,-63.2513395495481 -32.4192792806501 0,-63.2513295655054 -32.4192731010042 0,-63.2513042723949 -32.4192573707519 0,-63.2512813087972 -32.4192430448398 0,-63.2512536862001 -32.4192259102317 0,-63.2511907849531 -32.4191863020934 0,-63.2511674883825 -32.4191716950259 0,-63.2511129085216 -32.4191377062251 0,-63.2510812922289 -32.4191180433536 0)))";"1604220102043";"043";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2831113165792 -32.411584820375 0,-63.2828678665292 -32.4115486408895 0,-63.2820952994715 -32.4114895310764 0,-63.2817044297575 -32.4136964005037 0,-63.2822918674814 -32.4136298026724 0,-63.2828848770554 -32.4135920139601 0,-63.2835432344863 -32.4135928602673 0,-63.2836419017197 -32.4136310080884 0,-63.2843793430399 -32.4140750568616 0,-63.2848920489735 -32.4145401189293 0,-63.2854454730755 -32.4152997820473 0,-63.2864626034337 -32.4145220828865 0,-63.2848567967725 -32.4130109353094 0,-63.2833269692283 -32.4127421240639 0,-63.2835298582434 -32.4116539354062 0,-63.2831102656897 -32.4115911604638 0,-63.2831113165792 -32.411584820375 0)))";"1604220103159";"159";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2250244534112 -32.4093260172473 0,-63.2248045136117 -32.4091810015395 0,-63.2248002069899 -32.409185799804 0,-63.2247770171038 -32.4092114848737 0,-63.2247286483281 -32.4092645493407 0,-63.2246637152448 -32.4093359602518 0,-63.2245991142523 -32.409407370537 0,-63.2245305366078 -32.4094827330591 0,-63.2244612972527 -32.4095592239176 0,-63.2243827807599 -32.409645594219 0,-63.2245012203563 -32.4097175237972 0,-63.2246053618243 -32.4097838427694 0,-63.2246872107991 -32.4098358296592 0,-63.2247763800254 -32.4098925940198 0,-63.2248615567354 -32.4099468292505 0,-63.2249483973187 -32.4100021886483 0,-63.2250335735347 -32.4100561419633 0,-63.2251127612386 -32.4101064425322 0,-63.2251197493042 -32.4100988051888 0,-63.2253133063813 -32.4102180573627 0,-63.225385351485 -32.4101393995194 0,-63.2254151894234 -32.4101583165113 0,-63.2254811176823 -32.4100863398438 0,-63.2255463828482 -32.410014927926 0,-63.2256119801065 -32.4099435153791 0,-63.2256593549438 -32.4098915795547 0,-63.2256769128721 -32.4098721039878 0,-63.2257425050138 -32.4097987187887 0,-63.2255252253789 -32.4096556721827 0,-63.2254397114519 -32.4095994654093 0,-63.2253558606987 -32.4095441009995 0,-63.2252720107479 -32.4094890183307 0,-63.2251874944133 -32.4094330913994 0,-63.2250993191655 -32.4093751983539 0,-63.2250244534112 -32.4093260172473 0)))";"1604220301096";"096";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.1999013005452 -32.4259072591131 0,-63.1998958555411 -32.4250775607745 0,-63.1993934583379 -32.4252569048704 0,-63.1989998469023 -32.425397389785 0,-63.1993503476022 -32.4261039036234 0,-63.1996354919981 -32.4260020945844 0,-63.1999013005452 -32.4259072591131 0)))";"1604220303058";"058";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2458392602601 -32.4157693435313 0,-63.2456725269433 -32.4156614581111 0,-63.2456019750071 -32.4157390902277 0,-63.2455681890033 -32.4157760716771 0,-63.2455185046862 -32.4158308373997 0,-63.2454780948936 -32.4158754402895 0,-63.2454350341966 -32.415922584516 0,-63.2453773994037 -32.4159858196219 0,-63.2453267212568 -32.4160417143969 0,-63.2452876355691 -32.4160846238558 0,-63.2452770358862 -32.4160961982264 0,-63.2452048267609 -32.4161755241338 0,-63.2450968439113 -32.4162940895749 0,-63.2450643833196 -32.4163299411152 0,-63.2449978047766 -32.4164030563852 0,-63.2449279275437 -32.4164849137834 0,-63.2449971492914 -32.4165293033629 0,-63.2451941603043 -32.416653756852 0,-63.2452650441689 -32.4166984248465 0,-63.2453672101085 -32.4167627577782 0,-63.2454301071418 -32.4168023688596 0,-63.245497330717 -32.4168447894638 0,-63.2455602278639 -32.4168844004792 0,-63.2456264533735 -32.4169262593619 0,-63.2457176389909 -32.4169841320466 0,-63.2457948470181 -32.4170330143823 0,-63.2459076669361 -32.4171054982404 0,-63.2459636470785 -32.4170445205194 0,-63.2460066957931 -32.4169928673687 0,-63.2460759057017 -32.4169101652886 0,-63.2461669700511 -32.4168009314238 0,-63.2462288938062 -32.4167266974451 0,-63.2462868629856 -32.4166643066991 0,-63.2462934874609 -32.4166569669916 0,-63.2463531061588 -32.4165903460139 0,-63.2464097432281 -32.4165268306213 0,-63.2464680367128 -32.4164616211722 0,-63.2465243352731 -32.4163958520019 0,-63.2465445361994 -32.4163721414086 0,-63.246600502431 -32.4163063728538 0,-63.2466250083475 -32.4162775814503 0,-63.2465957279765 -32.4162610126493 0,-63.2465351639996 -32.4162242155663 0,-63.2464825786492 -32.4161893754358 0,-63.2464469670547 -32.4161657740234 0,-63.2464063691586 -32.4161410551581 0,-63.2463308188232 -32.4160907609559 0,-63.2461913658786 -32.4159974764163 0,-63.2460475867617 -32.4159013821833 0,-63.2459374366676 -32.4158328384001 0,-63.2458392602601 -32.4157693435313 0)))";"1604220101045";"045";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2449087209388 -32.4151551441157 0,-63.2446481513905 -32.4149902345734 0,-63.244647994072 -32.4150550485366 0,-63.2446493245348 -32.4151787554985 0,-63.2446541406372 -32.4153630423673 0,-63.2446552627534 -32.4154095369405 0,-63.2446585842426 -32.415532394634 0,-63.2446607843788 -32.4156090395506 0,-63.2446622539272 -32.4156611694169 0,-63.2446641013218 -32.415730206458 0,-63.2446670541178 -32.4158395385339 0,-63.2446685464892 -32.4159001223081 0,-63.244670041905 -32.4159618332697 0,-63.2446709945718 -32.4160686330392 0,-63.2446708783407 -32.4161486640284 0,-63.2446713033409 -32.4161830426155 0,-63.244671800591 -32.4162441919155 0,-63.2446713422571 -32.4163205601871 0,-63.2446763346503 -32.4163239320741 0,-63.2447385689247 -32.4163643901876 0,-63.2447841581104 -32.416392199677 0,-63.2448044568927 -32.416404559373 0,-63.244820358463 -32.4163879023691 0,-63.2448697211837 -32.4163368009294 0,-63.2449442364584 -32.4162501439721 0,-63.2450068275647 -32.4161767546838 0,-63.2450733937472 -32.4160991306557 0,-63.2451479071086 -32.4160119099824 0,-63.2452002327132 -32.4159509397005 0,-63.2452634863141 -32.4158769853963 0,-63.2453240904728 -32.4158061360014 0,-63.2454012641288 -32.4157200371902 0,-63.2454217951274 -32.4156954807358 0,-63.2455148683741 -32.4155921611777 0,-63.2455281172937 -32.4155774818412 0,-63.2455440140071 -32.4155591339632 0,-63.2454518310061 -32.4155004176827 0,-63.2453689661478 -32.4154476009575 0,-63.2452890958898 -32.4153964691385 0,-63.245225533182 -32.4153560138748 0,-63.2451692914335 -32.4153200531103 0,-63.2451523195582 -32.4153093777887 0,-63.2450984079362 -32.4152751032498 0,-63.245022200711 -32.4152270639176 0,-63.2449706184896 -32.415194193786 0,-63.2449087209388 -32.4151551441157 0)))";"1604220101028";"028";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2742330400507 -32.4139551439353 0,-63.2742266677713 -32.4140450514532 0,-63.2742202954801 -32.4141349589695 0,-63.2742139240293 -32.4142251482807 0,-63.2742075517141 -32.4143150557939 0,-63.2742011802393 -32.4144052451021 0,-63.2741948079001 -32.4144951526123 0,-63.2741884355489 -32.4145850601208 0,-63.274182064038 -32.4146752494243 0,-63.2741756916631 -32.41476515693 0,-63.274169319276 -32.414855064434 0,-63.2744560639855 -32.4148696573001 0,-63.2745620565816 -32.4148750623553 0,-63.2748484691992 -32.4148896550515 0,-63.2748548409145 -32.4147997475172 0,-63.2748612117637 -32.4147095581851 0,-63.2748675834552 -32.4146196506478 0,-63.2748739551347 -32.4145297431089 0,-63.274880325948 -32.4144395537721 0,-63.2748930692471 -32.4142597386867 0,-63.2748994400243 -32.4141695493453 0,-63.274905811644 -32.4140796417988 0,-63.2749121823973 -32.4139894524544 0,-63.274625773469 -32.4139751416819 0,-63.2745194497137 -32.4139697373976 0,-63.2742330400507 -32.4139551439353 0)))";"1604220103151";"151";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2284387690262 -32.4213340773964 0,-63.2283135576799 -32.4214828120966 0,-63.2282532707732 -32.4215544981139 0,-63.2282231265744 -32.4215900593146 0,-63.2281936454086 -32.4216250557103 0,-63.2280647878573 -32.4217774601411 0,-63.2280794276105 -32.4217858875906 0,-63.2281619439885 -32.4218339257049 0,-63.228259766137 -32.4218909535831 0,-63.2283446126368 -32.421940678145 0,-63.2284314547938 -32.4219912444259 0,-63.2285236213998 -32.4220451825689 0,-63.2285625509406 -32.4220679376178 0,-63.2285924965358 -32.4220853547864 0,-63.2286151222149 -32.4220985582553 0,-63.2286224108675 -32.4220903728778 0,-63.2286528915786 -32.4220565017638 0,-63.2287327372175 -32.4219675903555 0,-63.2288016494159 -32.4218908160802 0,-63.2288639352317 -32.4218213805607 0,-63.2289073360454 -32.4217728324001 0,-63.2289762472365 -32.4216957762312 0,-63.2289888366794 -32.4216816634332 0,-63.2289755258101 -32.4216732336742 0,-63.2288949940373 -32.4216218109066 0,-63.2288380903418 -32.4215858440833 0,-63.2288011529418 -32.4215625219031 0,-63.228766544778 -32.4215406044745 0,-63.2287166302532 -32.4215094154772 0,-63.2286630540458 -32.4214754151219 0,-63.22863377027 -32.4214568695734 0,-63.2286048194541 -32.4214386052123 0,-63.2285392643316 -32.4213972997804 0,-63.2284806976034 -32.4213604904151 0,-63.2284617295725 -32.4213484074812 0,-63.2284464218306 -32.4213385722948 0,-63.2284387690262 -32.4213340773964 0)))";"1604220302326";"326";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2474666492452 -32.4034216827875 0,-63.247218080879 -32.4032618269846 0,-63.2470905839048 -32.4034046673163 0,-63.2470269998178 -32.4034755235127 0,-63.2469640784391 -32.4035458147799 0,-63.2469031453875 -32.4036144113259 0,-63.2468389004991 -32.4036866777156 0,-63.246730277111 -32.4038077821869 0,-63.2466865630099 -32.4038566189856 0,-63.2466345706083 -32.4039150531353 0,-63.2465709873404 -32.4039864726944 0,-63.246499456332 -32.4040669253338 0,-63.2467357091764 -32.4042172254776 0,-63.2468049216307 -32.4042613323944 0,-63.2468149037078 -32.4042675124231 0,-63.2468877762863 -32.4043138665173 0,-63.246974291857 -32.4043689296018 0,-63.2470684613551 -32.4044290500025 0,-63.2471493209662 -32.4044807424657 0,-63.2472368341463 -32.4045360852099 0,-63.2473060470865 -32.404580191847 0,-63.2473323349958 -32.4045970481959 0,-63.2474567851725 -32.404676271201 0,-63.2475038102322 -32.4046234824539 0,-63.2475554702999 -32.4045650486053 0,-63.2476170647611 -32.4044953232586 0,-63.2476806475556 -32.4044239031797 0,-63.2477339636476 -32.4043637752085 0,-63.2477859555932 -32.4043053406116 0,-63.2478485439116 -32.404234767799 0,-63.2479141124487 -32.4041608075045 0,-63.2479776947755 -32.4040893872743 0,-63.248038296696 -32.4040213544651 0,-63.2481694330463 -32.4038734336425 0,-63.2479987274917 -32.40376358627 0,-63.2479647858873 -32.4037416727346 0,-63.2479331741219 -32.4037214454005 0,-63.2478619638883 -32.4036756522351 0,-63.2477671280021 -32.4036146883324 0,-63.247684604884 -32.4035618723307 0,-63.247613727841 -32.4035163601675 0,-63.2475365280908 -32.4034666333974 0,-63.2474666492452 -32.4034216827875 0)))";"1604220201018";"018";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2141020288087 -32.4029365806597 0,-63.2141956173464 -32.4029948827215 0,-63.2142812939234 -32.4030482558085 0,-63.2143669706012 -32.4031016288363 0,-63.2144493059832 -32.4031529202603 0,-63.2145316414584 -32.4032042116297 0,-63.2146584853471 -32.4032832295576 0,-63.214744162468 -32.4033366023251 0,-63.2148298396895 -32.4033899750335 0,-63.2149155170117 -32.4034433476827 0,-63.2150011944347 -32.4034967202728 0,-63.2150871408147 -32.4035502602869 0,-63.2151728184394 -32.4036036327587 0,-63.2152584961647 -32.4036570051714 0,-63.2153441739907 -32.4037103775249 0,-63.2154298519175 -32.4037637498193 0,-63.2155155299449 -32.4038171220545 0,-63.215601208073 -32.4038704942308 0,-63.2158539591372 -32.4040279418059 0,-63.2158410319305 -32.4037395876334 0,-63.2158345845189 -32.4035957709843 0,-63.2158281371291 -32.4034519543315 0,-63.2156584568972 -32.4033463217621 0,-63.2155727599604 -32.4032929718914 0,-63.2154870631242 -32.4032396219616 0,-63.2154013663887 -32.4031862719726 0,-63.2140762505781 -32.4023613135642 0,-63.214044670843 -32.4016552035933 0,-63.2130429394514 -32.4010314924022 0,-63.2131002828228 -32.4023128701128 0,-63.2131636949069 -32.4023523524572 0,-63.2132493869998 -32.4024057069251 0,-63.2133350791936 -32.4024590613339 0,-63.2134207714879 -32.4025124156836 0,-63.2135064638829 -32.4025657699742 0,-63.2135921563786 -32.4026191242057 0,-63.2136778489748 -32.4026724783779 0,-63.2137635416718 -32.4027258324911 0,-63.2138492344693 -32.402779186545 0,-63.2141020288087 -32.4029365806597 0)))";"1604220301272";"272";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2585755956192 -32.3927017285055 0,-63.2574054425532 -32.3940423948415 0,-63.2592403144871 -32.3951952337069 0,-63.2604433398077 -32.3938752112546 0,-63.2585755956192 -32.3927017285055 0)))";"1604220202270";"270";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2150414202706 -32.4141162762616 0,-63.2148610897652 -32.4140016099664 0,-63.2146145499551 -32.4138447863709 0,-63.214718449687 -32.4140906197316 0,-63.2147946202355 -32.4142705593479 0,-63.2148470711759 -32.4143944613979 0,-63.2148895004683 -32.4144949912152 0,-63.2149265837315 -32.4145825673909 0,-63.2149643348325 -32.414671551409 0,-63.2150020866763 -32.4147608172117 0,-63.2150782596947 -32.4149413202281 0,-63.2152608228807 -32.4147361407755 0,-63.215382753134 -32.4145995418117 0,-63.2155341701398 -32.4144293582391 0,-63.2154443357498 -32.4143717431166 0,-63.2153548343543 -32.414314409159 0,-63.2152673296829 -32.41425848072 0,-63.2151668481696 -32.4141938386162 0,-63.2150414202706 -32.4141162762616 0)))";"1604220302364";"364";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2504848319402 -32.4141491523846 0,-63.2504748936756 -32.4141593168859 0,-63.2504420990984 -32.4141934796882 0,-63.250413617778 -32.4142256613208 0,-63.2503596356309 -32.4142866370625 0,-63.2503549986946 -32.4142917186482 0,-63.2502924046693 -32.4143620108209 0,-63.2502274920717 -32.4144348437528 0,-63.2501235005248 -32.4145519965905 0,-63.2501172079474 -32.4145590540432 0,-63.2500867393478 -32.4145934939332 0,-63.2500751477057 -32.4146064796689 0,-63.2500363978783 -32.4146496717342 0,-63.2500138782081 -32.4146753600799 0,-63.2500032800718 -32.4146872166438 0,-63.2499618818042 -32.4147337955222 0,-63.2499400241854 -32.4147586371458 0,-63.2499241261741 -32.4147761401849 0,-63.2498489462442 -32.4148605470201 0,-63.2497833708387 -32.4149342264293 0,-63.249751577017 -32.4149700778562 0,-63.2496807031187 -32.4150499672791 0,-63.2496734161615 -32.415057872075 0,-63.2496558639647 -32.4150779145435 0,-63.2496801574288 -32.4150930835254 0,-63.2498255892763 -32.4151852251629 0,-63.2498468882161 -32.4151987092585 0,-63.2498618634545 -32.4152079789134 0,-63.2499114510541 -32.4152397237995 0,-63.2499976467027 -32.4152947853113 0,-63.2500465684148 -32.4153259678677 0,-63.2500825104903 -32.4153487222128 0,-63.250128103899 -32.4153776569553 0,-63.2501560596543 -32.4153956365587 0,-63.250219291581 -32.4154358081867 0,-63.2502815253642 -32.4154754181683 0,-63.2503354390503 -32.4155096904783 0,-63.2504083232672 -32.4155563241976 0,-63.2504422691211 -32.4155779552121 0,-63.2504822049826 -32.4156032376896 0,-63.2505467683951 -32.4156442518996 0,-63.2506153231235 -32.4156869489281 0,-63.2507398464011 -32.4155458019818 0,-63.2507653482173 -32.4155172895907 0,-63.2508054222445 -32.4154724038807 0,-63.2508700044582 -32.4154001349169 0,-63.2509246505665 -32.4153388758457 0,-63.2509451838772 -32.4153157274821 0,-63.2509667114791 -32.4152917317395 0,-63.251003803966 -32.4152499516865 0,-63.2510216888903 -32.4152301901671 0,-63.251028974963 -32.4152220034971 0,-63.2510508339536 -32.4151977252812 0,-63.2510720292861 -32.4151737301822 0,-63.2510978615458 -32.4151446534674 0,-63.2511647617589 -32.4150698435449 0,-63.2512164261434 -32.4150116900715 0,-63.2512233807491 -32.4150037858493 0,-63.2512498749947 -32.4149738623876 0,-63.2512876300843 -32.4149315173319 0,-63.2513578403879 -32.414852473727 0,-63.2514442859708 -32.4147578987709 0,-63.251292865561 -32.4146629529567 0,-63.2511837073354 -32.4145935663802 0,-63.2511204747943 -32.4145531134329 0,-63.2510532495349 -32.4145104140209 0,-63.2509640602017 -32.4144539501943 0,-63.2508762013814 -32.4143980472515 0,-63.2508063132113 -32.4143533804183 0,-63.250734096521 -32.4143075909853 0,-63.2507011500438 -32.414286803451 0,-63.2506515634723 -32.4142553406666 0,-63.250619282232 -32.4142348335858 0,-63.2505008060341 -32.4141592653752 0,-63.2504848319402 -32.4141491523846 0)))";"1604220101074";"074";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2563495697041 -32.3902048514248 0,-63.2561384089175 -32.3904426094434 0,-63.2560743417618 -32.3905146098459 0,-63.255863179536 -32.3907523673989 0,-63.2559664425529 -32.3908144810836 0,-63.2560652838599 -32.3908739349081 0,-63.2561641252962 -32.3909333886537 0,-63.2562629668617 -32.3909928423205 0,-63.2564043390784 -32.3908236426331 0,-63.2564658050957 -32.3907500775015 0,-63.2565272710134 -32.3906765123396 0,-63.2565887368316 -32.3906029471474 0,-63.2567301078362 -32.3904337470902 0,-63.2566312665788 -32.3903742937829 0,-63.2565324254505 -32.3903148403968 0,-63.2564335844517 -32.3902553869318 0,-63.2563495697041 -32.3902048514248 0)))";"1604220202249";"249";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2557022506311 -32.390925454604 0,-63.2554910864775 -32.3911632115281 0,-63.2554271050041 -32.3912352637515 0,-63.2553631234292 -32.391307315942 0,-63.2551551175831 -32.3915414462204 0,-63.2552641901357 -32.3916070547255 0,-63.2553704016358 -32.3916709420887 0,-63.2554766132851 -32.3917348293611 0,-63.2555828250837 -32.3917987165425 0,-63.2557211264608 -32.3916331958657 0,-63.2557825935778 -32.3915596310711 0,-63.2558440605954 -32.3914860662463 0,-63.2559055275136 -32.391412501391 0,-63.2559669943324 -32.3913389365055 0,-63.2561083676378 -32.3911697371538 0,-63.256006491369 -32.391108458031 0,-63.2559046152374 -32.3910471788245 0,-63.2558027392434 -32.3909858995346 0,-63.2557022506311 -32.390925454604 0)))";"1604220202250";"250";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2569446648165 -32.3895512384816 0,-63.256729154073 -32.3897938956411 0,-63.2566651745447 -32.3898659484987 0,-63.2564583684328 -32.3900988089247 0,-63.2565440304897 -32.3901503352507 0,-63.2566411373926 -32.390208745589 0,-63.2567382444202 -32.3902671558515 0,-63.2568353515726 -32.3903255660379 0,-63.2569725420564 -32.3901613681483 0,-63.2570340071661 -32.3900878027366 0,-63.2570954721765 -32.3900142372945 0,-63.2571569370874 -32.3899406718222 0,-63.2573024856 -32.3897664686628 0,-63.2572109277098 -32.3897113965362 0,-63.2571193699305 -32.3896563243424 0,-63.2570278122622 -32.3896012520807 0,-63.2569446648165 -32.3895512384816 0)))";"1604220202248";"248";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2596233725179 -32.3901138978926 0,-63.2594558855577 -32.3903143669796 0,-63.2593944222673 -32.3903879335603 0,-63.2593329588776 -32.3904615001105 0,-63.2592714953889 -32.3905350666305 0,-63.2591104605757 -32.3907278107693 0,-63.2592007200688 -32.3907820992419 0,-63.2592909796696 -32.3908363876488 0,-63.2593812393782 -32.3908906759901 0,-63.2594714991945 -32.3909449642657 0,-63.2595617591185 -32.3909992524757 0,-63.2596523659711 -32.3910537492198 0,-63.2598134002018 -32.3908610044017 0,-63.2598748634686 -32.3907874376223 0,-63.2599363266361 -32.3907138708126 0,-63.2599977897042 -32.3906403039726 0,-63.260155626406 -32.390451384188 0,-63.2600669394672 -32.390395057941 0,-63.259978191177 -32.3903388051989 0,-63.2598895296995 -32.3902826045425 0,-63.2598007816283 -32.3902263516723 0,-63.2597121203703 -32.3901701508891 0,-63.2596233725179 -32.3901138978926 0)))";"1604220202266";"266";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2602942560612 -32.3905436669905 0,-63.2601316253773 -32.3907383251644 0,-63.2600701623523 -32.3908118920683 0,-63.2600086992281 -32.3908854589419 0,-63.2599472360043 -32.3909590257851 0,-63.25979357751 -32.3911429427605 0,-63.2598889534443 -32.3912003075743 0,-63.259976525999 -32.3912529788389 0,-63.2600640986551 -32.3913056500416 0,-63.2601516714128 -32.3913583211824 0,-63.2602392442717 -32.3914109922616 0,-63.2603346207682 -32.3914683567329 0,-63.2604882787077 -32.3912844391103 0,-63.2605497417094 -32.3912108720081 0,-63.2606112046117 -32.3911373048756 0,-63.2606726674145 -32.3910637377128 0,-63.260825647899 -32.3908806289131 0,-63.2607319926664 -32.3908212049247 0,-63.2606459566599 -32.3907666950023 0,-63.2605599207565 -32.3907121850202 0,-63.2604739464188 -32.3906576014113 0,-63.2603879107218 -32.3906030913098 0,-63.2602942560612 -32.3905436669905 0)))";"1604220202267";"267";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2609453068225 -32.3909535282914 0,-63.2607883313826 -32.3911414191039 0,-63.2607268686219 -32.3912149863219 0,-63.2606654057616 -32.3912885535096 0,-63.2606039428017 -32.3913621206669 0,-63.2604564312928 -32.3915386817211 0,-63.2605518080601 -32.3915960460255 0,-63.26063938138 -32.3916487168221 0,-63.2607269548011 -32.3917013875572 0,-63.2608145283236 -32.3917540582303 0,-63.2609021019478 -32.3918067288416 0,-63.2609974792775 -32.3918640928034 0,-63.2611449902534 -32.391687531128 0,-63.2612064529914 -32.3916139637117 0,-63.2612679156295 -32.3915403962651 0,-63.2613293781685 -32.3914668287883 0,-63.261476703469 -32.3912904874227 0,-63.2613830473886 -32.3912310639261 0,-63.2612970106039 -32.3911765544557 0,-63.2612109739223 -32.3911220449255 0,-63.2611249373438 -32.3910675353358 0,-63.2610389008686 -32.3910130256863 0,-63.2609453068225 -32.3909535282914 0)))";"1604220202273";"273";GRAL. SAN MARTIN;VILLA MARIA;"1604"
