WKT;NOMENCLATU;NUM_MANZ;DEPARTAMEN;PEDANIA;PED_NOMENC
"MULTIPOLYGON Z (((-63.2094081736341 -32.4311145480857 0,-63.2093011817801 -32.4311147258957 0,-63.209219443312 -32.431115143474 0,-63.2091848869362 -32.4311152008615 0,-63.2090815507317 -32.4311156542127 0,-63.2089017917694 -32.4311162342346 0,-63.208762569443 -32.4311164650312 0,-63.208764020596 -32.4317462813315 0,-63.2087638960955 -32.4318364569179 0,-63.2087643148944 -32.4320182159702 0,-63.2087766078138 -32.4320176320012 0,-63.208977282465 -32.432008563516 0,-63.2090251250259 -32.432006229755 0,-63.2091168241277 -32.4320021323917 0,-63.2091872595034 -32.4319989156679 0,-63.2093015318803 -32.4319854813474 0,-63.2093367427224 -32.4319809140707 0,-63.2094055049697 -32.4319726276405 0,-63.2095128007886 -32.4319597683216 0,-63.2096144498423 -32.4319477637018 0,-63.2097124451388 -32.4319363286789 0,-63.2097260645347 -32.4319346152167 0,-63.209726022788 -32.431916580211 0,-63.2097261371984 -32.4318224594714 0,-63.2097263181426 -32.4317570820214 0,-63.2097262516092 -32.4317283387303 0,-63.2097264227692 -32.4316587343247 0,-63.2097270014778 -32.4314781008016 0,-63.2097271791607 -32.431411314363 0,-63.209727454686 -32.431386797472 0,-63.2097274044602 -32.431365099104 0,-63.2097275775771 -32.4312963400854 0,-63.2097281517193 -32.4311137339729 0,-63.2094081736341 -32.4311145480857 0)))";"1604220302180";"180";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2102996707791 -32.4311170081442 0,-63.2101910142955 -32.4311157804986 0,-63.2098603936929 -32.4311123865458 0,-63.2098619316466 -32.4312025593701 0,-63.2098634904906 -32.4313017496966 0,-63.2098653927084 -32.4314057300167 0,-63.2098665677217 -32.431482658932 0,-63.2098673386636 -32.4315285907326 0,-63.2098680985101 -32.4315697319841 0,-63.2098696449674 -32.4316635681623 0,-63.2098703832761 -32.4316954101129 0,-63.2098734886072 -32.4318884366061 0,-63.2098742190866 -32.431916896992 0,-63.2099077600064 -32.4319086689634 0,-63.210088087065 -32.4318658168474 0,-63.2101173116314 -32.4318590049517 0,-63.2101966829941 -32.431840555664 0,-63.2102358692691 -32.4318309091378 0,-63.2103056091753 -32.4318144484414 0,-63.210409886057 -32.4317894760829 0,-63.2104444237059 -32.4317812462465 0,-63.2105105091629 -32.4317650733399 0,-63.2106187699562 -32.4317386851606 0,-63.2107250376914 -32.4317125820203 0,-63.2108296453018 -32.431687045165 0,-63.210833140805 -32.4314756907729 0,-63.2108345982443 -32.4313880491362 0,-63.2108378355531 -32.4312085383485 0,-63.2108392962637 -32.4311223056929 0,-63.2106156707486 -32.4311201435912 0,-63.2105226317364 -32.4311191719176 0,-63.2104781058679 -32.4311186827241 0,-63.2104212859051 -32.431118214051 0,-63.2104083266104 -32.4311179538992 0,-63.2102996707791 -32.4311170081442 0)))";"1604220302148";"148";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2050630996403 -32.4305603542045 0,-63.204765700783 -32.430700609845 0,-63.2044868891514 -32.430832380668 0,-63.2043478146672 -32.4308979835123 0,-63.2039866851181 -32.4310684930766 0,-63.2043829716612 -32.4311642257099 0,-63.2045362335402 -32.4312011743109 0,-63.2046898284531 -32.4312384039819 0,-63.2049797302244 -32.4313083821228 0,-63.2050193358911 -32.4311902442609 0,-63.2050632342154 -32.4310602638757 0,-63.2051068001422 -32.4309302840142 0,-63.2052002045727 -32.4306525607384 0,-63.2051925578674 -32.430650600607 0,-63.2051849105242 -32.430648358678 0,-63.2051772625431 -32.4306458349514 0,-63.2051699468338 -32.4306433106833 0,-63.205162962758 -32.4306405040765 0,-63.2051556457732 -32.4306374162132 0,-63.2051486604223 -32.4306340460114 0,-63.2051416744338 -32.4306303940121 0,-63.2051350207171 -32.4306267414713 0,-63.2051286986339 -32.4306228065919 0,-63.2051210455532 -32.4306180284851 0,-63.2051160538316 -32.4306146550352 0,-63.2051097304742 -32.4306101565608 0,-63.2050984115701 -32.4306005938527 0,-63.2050930843901 -32.4305958119573 0,-63.2050877565726 -32.4305907482646 0,-63.205077764206 -32.4305800562025 0,-63.2050730996566 -32.4305744278331 0,-63.2050687673789 -32.4305687989226 0,-63.2050630996403 -32.4305603542045 0)))";"1604220302188";"188";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2054461498154 -32.4306806214873 0,-63.2054381765813 -32.4306811980866 0,-63.2054298710758 -32.4306817752271 0,-63.2054218972028 -32.4306820700284 0,-63.2054135904193 -32.4306820835737 0,-63.2054056152685 -32.4306818147797 0,-63.2053973078463 -32.4306815465269 0,-63.205389331418 -32.4306807141375 0,-63.2053810227185 -32.4306798822894 0,-63.2053730456517 -32.4306787681021 0,-63.2053650679465 -32.4306773721171 0,-63.205353100431 -32.430674855443 0,-63.2052596958087 -32.4309522970322 0,-63.2052161300911 -32.4310822769454 0,-63.2051722326143 -32.4312125391796 0,-63.2051326271375 -32.4313306770884 0,-63.2054225295407 -32.4314006542065 0,-63.2055761245109 -32.431437600996 0,-63.2057293873313 -32.4314745481399 0,-63.2061260097378 -32.4315702747264 0,-63.2059266139953 -32.4312645680995 0,-63.2057725647945 -32.4310275458166 0,-63.205695541137 -32.430909316397 0,-63.2055308246708 -32.4306565305241 0,-63.2055235223738 -32.4306599240154 0,-63.2055162194372 -32.4306630357092 0,-63.2055089158608 -32.4306658656056 0,-63.205493642886 -32.430670962887 0,-63.2054860057588 -32.4306732297298 0,-63.2054780350818 -32.43067493352 0,-63.205470396676 -32.4306766367677 0,-63.2054624259985 -32.430678340557 0,-63.2054541217713 -32.4306794812933 0,-63.2054461498154 -32.4306806214873 0)))";"1604220302187";"187";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2084476547637 -32.4167058154726 0,-63.2076662732128 -32.4167071057005 0,-63.2076648393299 -32.4168063012211 0,-63.2076633951164 -32.4169009879774 0,-63.2076622831215 -32.4169956741847 0,-63.2076608492315 -32.4170948697007 0,-63.2086923968799 -32.4170931654048 0,-63.2086938296411 -32.4169939698817 0,-63.2086960514741 -32.4168045974562 0,-63.2086974842286 -32.4167054019285 0,-63.2084476547637 -32.4167058154726 0)))";"1604220302238";"238";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2028581199716 -32.4312368927137 0,-63.2028496486708 -32.4317571056852 0,-63.2030623111961 -32.4317595810403 0,-63.2030658399791 -32.4315549899231 0,-63.2034627646217 -32.431554056519 0,-63.2031481441154 -32.4313102187915 0,-63.2028581199716 -32.4312368927137 0)))";"1604220302192";"192";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2245622336155 -32.4131604333843 0,-63.2245897313851 -32.4131299501104 0,-63.2246351061496 -32.4130743548719 0,-63.2246556449925 -32.413050928958 0,-63.2246967275351 -32.4130060497025 0,-63.224776243934 -32.4129199592598 0,-63.2248183201797 -32.4128739509965 0,-63.2248398492578 -32.4128479870962 0,-63.2250912936956 -32.4125657394088 0,-63.2251568882482 -32.4124923545353 0,-63.2251668249837 -32.4124805012306 0,-63.2252314172021 -32.4124048637181 0,-63.2252950148025 -32.4123300733466 0,-63.2253582807952 -32.4122555653343 0,-63.2254218788873 -32.4121810566956 0,-63.2254854768749 -32.4121065480244 0,-63.2255494062597 -32.4120317569284 0,-63.2256070531445 -32.4119688125976 0,-63.2256328941002 -32.4119403046502 0,-63.2256928585673 -32.4118742563428 0,-63.225722010965 -32.4118415154636 0,-63.2257703749091 -32.4117861962528 0,-63.2257952198586 -32.4117579718549 0,-63.2258396281797 -32.4117150588532 0,-63.2260244556661 -32.4114977423739 0,-63.2260443293932 -32.4114743174225 0,-63.2261036246369 -32.411406579324 0,-63.2261221758476 -32.4113856929227 0,-63.2261692147226 -32.411332066727 0,-63.2261887589881 -32.4113097695392 0,-63.2262235408456 -32.4112699734662 0,-63.2263100002218 -32.4111717522251 0,-63.226371281933 -32.4111014742412 0,-63.2262917604645 -32.4110511750748 0,-63.226202922054 -32.4109946930076 0,-63.226037557273 -32.4108898787657 0,-63.2258464150533 -32.4111055158064 0,-63.2257871191105 -32.4111729719896 0,-63.225761279824 -32.4112020435661 0,-63.2256913821204 -32.4112810724494 0,-63.2254310030981 -32.4115751729121 0,-63.2253829684573 -32.4116293642103 0,-63.2253524907014 -32.4116635163766 0,-63.2252908763192 -32.4117340762556 0,-63.2252719940439 -32.4117555267236 0,-63.2252087136285 -32.4118241169482 0,-63.2251444470069 -32.4118969358849 0,-63.2250791857737 -32.4119706019614 0,-63.2250142566374 -32.4120442674104 0,-63.2249493266966 -32.4121176510279 0,-63.2248843973496 -32.4121913164093 0,-63.2248194671987 -32.4122646999592 0,-63.2247942910001 -32.4122934883522 0,-63.2247492370508 -32.4123442925017 0,-63.2244951435861 -32.4126302076214 0,-63.2244318682518 -32.4127013336296 0,-63.2243540162282 -32.412788829889 0,-63.2242523114584 -32.4129031394355 0,-63.224177772092 -32.4129869663045 0,-63.2241559077983 -32.4130118034928 0,-63.224111517548 -32.4130626062298 0,-63.2243008427161 -32.4131834428404 0,-63.2243557432989 -32.4132182881513 0,-63.2244538999003 -32.4132809544731 0,-63.2245198276915 -32.4132075693432 0,-63.2245622336155 -32.4131604333843 0)))";"1604220302066";"066";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2726336077712 -32.4117991939686 0,-63.2726252272796 -32.4118845970115 0,-63.2726210425353 -32.4119291302099 0,-63.2726175272728 -32.4119753527499 0,-63.2726101628415 -32.412067234954 0,-63.2726034467027 -32.4121537615848 0,-63.2725967415652 -32.4122439515692 0,-63.2725897033654 -32.4123338604741 0,-63.2725845838191 -32.412398966971 0,-63.2725826702351 -32.4124254601565 0,-63.2725775472906 -32.4124894394662 0,-63.2725756345501 -32.4125162144478 0,-63.2725721167024 -32.4125615915928 0,-63.2725679327504 -32.4126064065816 0,-63.2725592334777 -32.4126963190727 0,-63.2728469762171 -32.4127137314531 0,-63.2729523051916 -32.4127202665031 0,-63.2730396900798 -32.4127251495575 0,-63.2732350607711 -32.4127362798077 0,-63.2732430975172 -32.4126472141044 0,-63.2732507994975 -32.41255730373 0,-63.2732588345151 -32.4124676744302 0,-63.2732655390086 -32.4123774844173 0,-63.273272576541 -32.4122875754789 0,-63.2732792818584 -32.4121976672592 0,-63.2732859922589 -32.4121094498172 0,-63.2732933475146 -32.4120147496126 0,-63.2732997333325 -32.4119290690568 0,-63.2733067623059 -32.4118363421451 0,-63.2730253400217 -32.4118208896979 0,-63.2729180205807 -32.4118149226126 0,-63.2728351590192 -32.4118103402558 0,-63.2726336077712 -32.4117991939686 0)))";"1604220103144";"144";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2440321939825 -32.3988063102795 0,-63.2439066895947 -32.3989485800309 0,-63.2438792048862 -32.3989799129309 0,-63.2438239025004 -32.3990422975572 0,-63.2437159479275 -32.3991645254184 0,-63.2438999485863 -32.3992828069618 0,-63.2440117468424 -32.3993547311683 0,-63.2440949305806 -32.3994083937457 0,-63.2443750923971 -32.3995884841427 0,-63.2442920752222 -32.3992723932704 0,-63.244283809437 -32.3992409208708 0,-63.2442670286765 -32.399176703171 0,-63.2442499104745 -32.3991105135278 0,-63.2442156786978 -32.3989798250183 0,-63.2441723817853 -32.398813083756 0,-63.2441391542783 -32.398685211266 0,-63.2440321939825 -32.3988063102795 0)))";"1604220202045";"045";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2039540398205 -32.4299985583397 0,-63.2039517292589 -32.4301529874807 0,-63.2039436435118 -32.4306940530385 0,-63.2039402087034 -32.4309395047813 0,-63.2042024523304 -32.4308274878953 0,-63.2043448596978 -32.4307663885748 0,-63.2044872675084 -32.4307055708906 0,-63.2046296744907 -32.4306444712485 0,-63.2047720819172 -32.4305836532428 0,-63.2050758164811 -32.4304535320051 0,-63.2050721474744 -32.4304473384186 0,-63.2050661372687 -32.4304343854875 0,-63.2050634644369 -32.4304279084809 0,-63.2050607909677 -32.430421149677 0,-63.2050587826774 -32.4304146715887 0,-63.2050567737497 -32.4304079117031 0,-63.2050550970925 -32.4304011512766 0,-63.2050537520683 -32.4303941085122 0,-63.2050527399521 -32.430387347004 0,-63.2050517265607 -32.4303800219015 0,-63.205051379623 -32.4303735411087 0,-63.20505103141 -32.4303664967216 0,-63.205051348375 -32.43035973305 0,-63.2050516647021 -32.4303526875812 0,-63.2050523132996 -32.4303456415716 0,-63.2050542763096 -32.4303321120648 0,-63.2050559217166 -32.4303250644328 0,-63.2050575677612 -32.4303182985975 0,-63.2050595460755 -32.4303115322215 0,-63.2050621870161 -32.4303039193724 0,-63.204738685862 -32.4302148337389 0,-63.2045870761034 -32.4301730921226 0,-63.2044351335786 -32.4301310690651 0,-63.2042835240982 -32.4300893270818 0,-63.2039540398205 -32.4299985583397 0)))";"1604220302189";"189";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2034255464538 -32.4305086221586 0,-63.2033164841067 -32.4308229273946 0,-63.2032994340302 -32.4308720635634 0,-63.2033888639251 -32.4308936176643 0,-63.203504225653 -32.4309216111697 0,-63.2037951229604 -32.4309918722347 0,-63.2037983158951 -32.4307864362249 0,-63.2035699198426 -32.4307310094806 0,-63.2036296727802 -32.4305581706398 0,-63.2034255464538 -32.4305086221586 0)),((-63.2033168512249 -32.4303416913232 0,-63.202959133517 -32.4302551925192 0,-63.2028990478556 -32.4304283133868 0,-63.2032585846881 -32.4305151708478 0,-63.2033168512249 -32.4303416913232 0)))";"1604220302191";"191";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2070974669238 -32.4297744727373 0,-63.2069557288089 -32.4298361376677 0,-63.2068136582322 -32.4298978029842 0,-63.2066715868185 -32.4299591863437 0,-63.2065331676004 -32.4300194363624 0,-63.2063851213793 -32.4300836471755 0,-63.2062433822928 -32.4301453113054 0,-63.2059625584946 -32.4302672257556 0,-63.2059515027947 -32.4303734817331 0,-63.2059407742161 -32.4304774827879 0,-63.2062905166093 -32.4305620135864 0,-63.2064454402301 -32.4305992389457 0,-63.2066043538012 -32.4306375847628 0,-63.2067556214079 -32.4306742521392 0,-63.2068809571677 -32.4307044805661 0,-63.2070348844562 -32.4307417068346 0,-63.2073862766887 -32.4308203141105 0,-63.2073970882303 -32.4306081023263 0,-63.207402093662 -32.4304722673874 0,-63.2074121057741 -32.4302011610948 0,-63.2074171124544 -32.4300658897409 0,-63.2074221184758 -32.4299303365869 0,-63.2074330576087 -32.429628794541 0,-63.2070974669238 -32.4297744727373 0)))";"1604220302184";"184";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2743177583127 -32.4078072768239 0,-63.2743000315754 -32.4079870003516 0,-63.274282985958 -32.4081722816241 0,-63.2742659229191 -32.4083518244253 0,-63.2742317983508 -32.4087114735999 0,-63.2742144037793 -32.4088912988993 0,-63.2741973413321 -32.4090711234688 0,-63.2746220239696 -32.4090943878834 0,-63.2750545396737 -32.4091177247466 0,-63.2750719326183 -32.4089378993463 0,-63.2751073826859 -32.4085782470741 0,-63.2751247762852 -32.4083987034492 0,-63.2751769541207 -32.4078592271411 0,-63.2750131548094 -32.4078491581598 0,-63.2748726136721 -32.4078407290286 0,-63.2747418905422 -32.407832829007 0,-63.2745298243989 -32.407820053094 0,-63.2743177583127 -32.4078072768239 0)))";"1604220103091";"091";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.1903345236183 -32.4307030822689 0,-63.190226673765 -32.4307606449972 0,-63.1900109782814 -32.4308763337583 0,-63.1895766022155 -32.4311085732238 0,-63.1889946764238 -32.4314200245466 0,-63.1896616269637 -32.4323164487142 0,-63.1898272757792 -32.4325392220562 0,-63.1901393254134 -32.432958681518 0,-63.1904683996859 -32.4334010205304 0,-63.1907974734529 -32.4338433600733 0,-63.190841395546 -32.4339023872381 0,-63.1911265607227 -32.4342856932115 0,-63.1914556409302 -32.4347280309487 0,-63.1917847886915 -32.4351703333604 0,-63.1921138890068 -32.4356126619787 0,-63.1924618177892 -32.4360802913854 0,-63.1935238213129 -32.4355118529728 0,-63.1939094821565 -32.4353050703318 0,-63.1935619321039 -32.4348378503206 0,-63.1932328227199 -32.4343955280442 0,-63.1929036992479 -32.4339532141259 0,-63.1925746113972 -32.4335108819674 0,-63.1922455233392 -32.4330685507399 0,-63.191916441929 -32.4326262167753 0,-63.1915873671662 -32.4321838800739 0,-63.1912753133018 -32.4317644237271 0,-63.1911096623623 -32.43154165227 0,-63.1910266733861 -32.4314305492304 0,-63.1909440145597 -32.4313191623748 0,-63.1908758081062 -32.4312276980056 0,-63.1908079340565 -32.4311362316299 0,-63.1907397278788 -32.4310447671834 0,-63.1906715195195 -32.430953020907 0,-63.1904423710155 -32.4306452376575 0,-63.1903345236183 -32.4307030822689 0)))";"1604220302323";"323";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2277153341897 -32.4208766192106 0,-63.2276420525281 -32.4209333931131 0,-63.2275641286772 -32.4209938387363 0,-63.2275399221866 -32.4210124811486 0,-63.2275203577872 -32.4210274517947 0,-63.2274862082587 -32.4210556932969 0,-63.2274623375069 -32.42107574408 0,-63.2274411182663 -32.4210932538866 0,-63.22740763316 -32.421121494168 0,-63.2273880715429 -32.4211375919818 0,-63.227332038177 -32.4211833444353 0,-63.2272690426324 -32.4212350271885 0,-63.2272554485016 -32.4212460418463 0,-63.2272760803593 -32.4212592491546 0,-63.2273725836965 -32.4213207888831 0,-63.2274015335213 -32.4213387717319 0,-63.2274244939059 -32.4213531020065 0,-63.2274547748196 -32.4213719278353 0,-63.2274807303026 -32.4213882252812 0,-63.2275419580779 -32.4214264392982 0,-63.2276274781322 -32.4214801083097 0,-63.2277123323972 -32.4215332148691 0,-63.2278028425893 -32.4215894109264 0,-63.2278906914494 -32.4216442027398 0,-63.2279442674692 -32.4216782034234 0,-63.227960572637 -32.421688318664 0,-63.2279818698823 -32.42170180645 0,-63.2279954512333 -32.4216857193674 0,-63.228052097289 -32.4216193942332 0,-63.2280752858501 -32.4215922996159 0,-63.2281041068315 -32.421558995233 0,-63.2281312708609 -32.4215273846338 0,-63.2281650597527 -32.4214878716774 0,-63.2282104435629 -32.4214350931871 0,-63.2282270071602 -32.4214159008953 0,-63.2283366574018 -32.4212886111581 0,-63.2283492461786 -32.4212742166258 0,-63.2283336055153 -32.4212641002304 0,-63.228303655983 -32.4212449922139 0,-63.2282577349999 -32.4212163319814 0,-63.2281728800062 -32.4211629439898 0,-63.2280856966256 -32.4211084329619 0,-63.2279998444183 -32.421054764859 0,-63.2279422762534 -32.4210185170301 0,-63.2279129934811 -32.4210002531085 0,-63.2278790523418 -32.4209791796215 0,-63.2278078413855 -32.420934502453 0,-63.2277372963853 -32.4208903876367 0,-63.2277153341897 -32.4208766192106 0)))";"1604220302325";"325";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2546863347417 -32.3978335960317 0,-63.2546523969269 -32.3978128114641 0,-63.2545752053405 -32.3977656251339 0,-63.2544351470596 -32.3979231518905 0,-63.2543719062784 -32.3979945747308 0,-63.2543076705255 -32.3980665631449 0,-63.2542715798328 -32.3981072150406 0,-63.25424377156 -32.3981402416414 0,-63.2541848429162 -32.3982096830938 0,-63.2541785525707 -32.398217022558 0,-63.2541484270653 -32.398252871802 0,-63.254120617914 -32.3982856165776 0,-63.2540802295989 -32.3983336038609 0,-63.2540527517609 -32.3983660661543 0,-63.25399150565 -32.3984383301775 0,-63.2540943158522 -32.3985006823701 0,-63.2541166079433 -32.3985141637874 0,-63.2542061085262 -32.3985680887464 0,-63.2542936131394 -32.3986208904715 0,-63.2543771256981 -32.3986714457989 0,-63.2544732815091 -32.3987295841211 0,-63.2544862576143 -32.3987374482979 0,-63.2545551311291 -32.3987792972891 0,-63.2546423039949 -32.3988320994391 0,-63.2546639303593 -32.3988450185051 0,-63.2546932097115 -32.3988627126881 0,-63.2547753917254 -32.3989124250395 0,-63.2548582389285 -32.3989624177909 0,-63.2549095580936 -32.3989036997895 0,-63.2549350515743 -32.3988743411168 0,-63.2549668361556 -32.398837924734 0,-63.2549870333625 -32.3988150581446 0,-63.255029411951 -32.3987662211507 0,-63.255053250927 -32.3987391201945 0,-63.2551039071188 -32.3986809670525 0,-63.255121123598 -32.3986612062649 0,-63.2551843610772 -32.3985886558666 0,-63.2552475984554 -32.3985161054362 0,-63.2554469122265 -32.3982877261242 0,-63.2551414820419 -32.3981051753149 0,-63.2550546441168 -32.3980532182225 0,-63.2550273618211 -32.3980369290756 0,-63.2549944234722 -32.3980172697757 0,-63.2549681392333 -32.398001542195 0,-63.2548789732878 -32.3979484624928 0,-63.254798124652 -32.3979001564992 0,-63.2547232650858 -32.397855501739 0,-63.2546863347417 -32.3978335960317 0)))";"1604220202078";"078";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2108918384417 -32.417861913543 0,-63.2108922065758 -32.4177345399275 0,-63.2099304187685 -32.4177361460427 0,-63.2099311392126 -32.418047250579 0,-63.2099330300482 -32.4181464405588 0,-63.2099360957259 -32.4183225596129 0,-63.209936834575 -32.4183546834285 0,-63.2099846751256 -32.4183546037084 0,-63.2102494618958 -32.4183552893425 0,-63.2103597622495 -32.4183556688379 0,-63.2104019556109 -32.4183558801861 0,-63.210465411439 -32.4183560560059 0,-63.2105707284027 -32.4183564436405 0,-63.2106783709491 -32.4183568272988 0,-63.2107086035187 -32.4183567767444 0,-63.2107428234558 -32.4183570013122 0,-63.2108155816133 -32.4183571613964 0,-63.2108800341201 -32.4183573353397 0,-63.2108900009012 -32.4183573186582 0,-63.210890405092 -32.4182454439182 0,-63.2108908433721 -32.4181482226491 0,-63.210890944838 -32.4180490293518 0,-63.2108913870512 -32.4179534988652 0,-63.2108918384417 -32.417861913543 0)))";"1604220302231";"231";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2870643556778 -32.4154090227701 0,-63.286897059704 -32.4151883050364 0,-63.2867904266505 -32.41526713939 0,-63.286677074517 -32.4153510913637 0,-63.286559080983 -32.4154381535695 0,-63.286445728421 -32.4155221053353 0,-63.2863340295991 -32.4156037988561 0,-63.2862263233754 -32.4156874557947 0,-63.2861133050756 -32.4157722518951 0,-63.2860039311502 -32.4158539398429 0,-63.2856078646199 -32.4161501625907 0,-63.2856808621434 -32.4164377129225 0,-63.2857057570361 -32.416536285793 0,-63.2857309842017 -32.4166348579034 0,-63.2857558783164 -32.4167331489641 0,-63.2861075418547 -32.4164725331564 0,-63.2863349124158 -32.4163040650378 0,-63.2863726969849 -32.4162760811618 0,-63.2864429639479 -32.4162243524001 0,-63.2865566496013 -32.4161403998856 0,-63.2866772955342 -32.4160513590676 0,-63.2867903181054 -32.4159679714463 0,-63.286900676506 -32.4158826172027 0,-63.287008714548 -32.415798958936 0,-63.2871234002488 -32.4157164126205 0,-63.2872341089917 -32.4156369750448 0,-63.2870643556778 -32.4154090227701 0)))";"1604220103111";"111";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2292185621738 -32.409651544493 0,-63.2291317228995 -32.409597597033 0,-63.2289936462544 -32.4095121811534 0,-63.2287714000633 -32.4097724033924 0,-63.2287104547273 -32.4098432455381 0,-63.2286432182021 -32.4099222712363 0,-63.2285835993145 -32.4099922655162 0,-63.2285219921346 -32.4100642359652 0,-63.2283033860485 -32.4103199419804 0,-63.2284391343579 -32.4104039538304 0,-63.22852264564 -32.4104553716054 0,-63.2285432745053 -32.4104682969416 0,-63.2286164721709 -32.4105135337832 0,-63.2286976547211 -32.4105635466713 0,-63.2287761762276 -32.4106121553433 0,-63.2290340319563 -32.4107711850947 0,-63.2291227989456 -32.4106673217545 0,-63.2291850675989 -32.4105942226203 0,-63.229247668349 -32.4105211228508 0,-63.2292725097303 -32.4104920523754 0,-63.2292870836371 -32.4104751179278 0,-63.229313249504 -32.410444354241 0,-63.2293748563098 -32.4103723834113 0,-63.2294391120308 -32.4102970261416 0,-63.2295013801757 -32.4102239268492 0,-63.2295626552009 -32.4101522383291 0,-63.2296269113238 -32.41007716276 0,-63.2297239575571 -32.4099637027403 0,-63.2294804093934 -32.4098133840888 0,-63.2293958994448 -32.4097611233646 0,-63.2293789311705 -32.4097507276932 0,-63.2293676187522 -32.4097437033118 0,-63.2293087284788 -32.4097074584307 0,-63.2292185621738 -32.409651544493 0)))";"1604220301074";"074";GRAL. SAN MARTIN;VILLA MARIA;"1604"
"MULTIPOLYGON Z (((-63.2360247884739 -32.4139440197314 0,-63.2359598675968 -32.4140179725602 0,-63.2359118387229 -32.4140724496252 0,-63.2358383058562 -32.4141562814655 0,-63.2357660885051 -32.4142350384254 0,-63.23570613938 -32.4143047548393 0,-63.2356488412582 -32.414371930079 0,-63.2356382427355 -32.4143843490384 0,-63.2355739841869 -32.414457736829 0,-63.2355491415592 -32.4144859631325 0,-63.2355037625635 -32.4145376170996 0,-63.2354689835513 -32.4145774157005 0,-63.2354335415486 -32.4146177791278 0,-63.2353977687657 -32.4146587067599 0,-63.2353725945479 -32.414687215446 0,-63.235346758816 -32.414716852557 0,-63.2353202601055 -32.4147470544978 0,-63.2353568641699 -32.4147703754177 0,-63.2354274102645 -32.4148153314073 0,-63.235445047531 -32.4148268521957 0,-63.2355016195522 -32.4148636620937 0,-63.2355698373723 -32.4149074951595 0,-63.2356314000127 -32.4149471136543 0,-63.2356543622607 -32.414962287837 0,-63.2356713336934 -32.4149732462413 0,-63.2357488697689 -32.4150232613495 0,-63.2358390512982 -32.4150814249011 0,-63.2358600166684 -32.4150951937902 0,-63.2359358904168 -32.4151446482962 0,-63.236002773934 -32.4151862292342 0,-63.2361378729444 -32.4152705157006 0,-63.2362806256232 -32.4153595782444 0,-63.2363422345989 -32.4152892948576 0,-63.2363607834954 -32.4152681251718 0,-63.2364127860678 -32.4152085681153 0,-63.2364578326629 -32.4151569144505 0,-63.2364767129842 -32.4151354623268 0,-63.2365379901779 -32.415065461264 0,-63.2365528949301 -32.4150482435704 0,-63.2365959547057 -32.4149991297725 0,-63.2366578939347 -32.4149282820115 0,-63.2367224841458 -32.4148548930519 0,-63.2367897231198 -32.4147781174981 0,-63.236808934024 -32.4147561011054 0,-63.2368804783545 -32.4146742450363 0,-63.2369046576661 -32.4146465833167 0,-63.236921550396 -32.4146273892508 0,-63.236967922314 -32.4145746057143 0,-63.2369848150172 -32.4145554116399 0,-63.236960523069 -32.4145399584011 0,-63.236891307489 -32.4144958461638 0,-63.2368573652508 -32.4144742114777 0,-63.2368210931345 -32.4144508903695 0,-63.236745223169 -32.4144028453767 0,-63.2366919796646 -32.4143685659703 0,-63.2366750089587 -32.4143578894996 0,-63.2366467239676 -32.4143399075119 0,-63.2365632001095 -32.4142868044073 0,-63.2365565448703 -32.4142825899221 0,-63.2364946500712 -32.4142429724984 0,-63.2364487286089 -32.4142137516204 0,-63.236372525359 -32.4141651434286 0,-63.2363369201144 -32.4141426663241 0,-63.2362976532337 -32.4141173780896 0,-63.2362893347663 -32.4141123213134 0,-63.2362510660101 -32.4140875947898 0,-63.2362031485099 -32.414057250369 0,-63.2361355983829 -32.4140145435825 0,-63.2360247884739 -32.4139440197314 0)))";"1604220301023";"023";GRAL. SAN MARTIN;VILLA MARIA;"1604"
