WKT;gid
"MULTILINESTRING ((-63.2319937521899 -32.4183780315619,-63.2312683675989 -32.4192063646581))";"1484"
"MULTILINESTRING ((-63.2331171755388 -32.419087442787,-63.2342133821562 -32.4197899509504))";"1485"
"MULTILINESTRING ((-63.2312683675989 -32.4192063646581,-63.2323936819916 -32.4199051380498))";"1486"
"MULTILINESTRING ((-63.2331171755388 -32.419087442787,-63.2323936819916 -32.4199051380498))";"1487"
"MULTILINESTRING ((-63.228599248244 -32.4136801379591,-63.2294803328967 -32.4142303208367))";"1488"
"MULTILINESTRING ((-63.2294803328967 -32.4142303208367,-63.229123205916 -32.4146355885259))";"1489"
"MULTILINESTRING ((-63.2287694020232 -32.4150530228542,-63.2296036723951 -32.4155824591424))";"1490"
"MULTILINESTRING ((-63.2296036723951 -32.4155824591424,-63.2288752151152 -32.4164147521498))";"1491"
"MULTILINESTRING ((-63.2288752151152 -32.4164147521498,-63.2297173263604 -32.4169286631002))";"1492"
"MULTILINESTRING ((-63.2297173263604 -32.4169286631002,-63.2299047493766 -32.4170531242081))";"1493"
"MULTILINESTRING ((-63.2299047493766 -32.4170531242081,-63.2286137992142 -32.4175114005966))";"1494"
"MULTILINESTRING ((-63.2288837179681 -32.4176771942504,-63.2299172553508 -32.4183372910676))";"1495"
"MULTILINESTRING ((-63.2299172553508 -32.4183372910676,-63.2291854534093 -32.4191577786692))";"1496"
"MULTILINESTRING ((-63.2303191829447 -32.4147644332549,-63.2296036723951 -32.4155824591424))";"1497"
"MULTILINESTRING ((-63.2294803328967 -32.4142303208367,-63.2303191829447 -32.4147644332549))";"1498"
"MULTILINESTRING ((-63.2299172553508 -32.4183372910676,-63.2304094472967 -32.4186578676843))";"1499"
"MULTILINESTRING ((-63.2296036723951 -32.4155824591424,-63.2304254947959 -32.4161042476787))";"1500"
"MULTILINESTRING ((-63.2304254947959 -32.4161042476787,-63.2297173263604 -32.4169286631002))";"1501"
"MULTILINESTRING ((-63.2299047493766 -32.4170531242081,-63.2306448028588 -32.4175212255335))";"1502"
"MULTILINESTRING ((-63.2306448028588 -32.4175212255335,-63.2299172553508 -32.4183372910676))";"1503"
"MULTILINESTRING ((-63.2307191889707 -32.4183022798913,-63.2304094472967 -32.4186578676843))";"1504"
"MULTILINESTRING ((-63.2310805424173 -32.4139542883439,-63.2309769991837 -32.4140102376503,-63.2303191829447 -32.4147644332549))";"1505"
"MULTILINESTRING ((-63.2311553559469 -32.4152870926315,-63.2304254947959 -32.4161042476787))";"1506"
"MULTILINESTRING ((-63.2303191829447 -32.4147644332549,-63.2311553559469 -32.4152870926315))";"1507"
"MULTILINESTRING ((-63.2311979175508 -32.4165942894721,-63.2299047493766 -32.4170531242081))";"1508"
"MULTILINESTRING ((-63.2304254947959 -32.4161042476787,-63.2311979175508 -32.4165942894721))";"1509"
"MULTILINESTRING ((-63.2311979175508 -32.4165942894721,-63.2313682905945 -32.4167024579172))";"1510"
"MULTILINESTRING ((-63.2313682905945 -32.4167024579172,-63.2306448028588 -32.4175212255335))";"1511"
"MULTILINESTRING ((-63.2318853898229 -32.4144594726031,-63.2311553559469 -32.4152870926315))";"1512"
"MULTILINESTRING ((-63.2310805424173 -32.4139542883439,-63.2318853898229 -32.4144594726031))";"1513"
"MULTILINESTRING ((-63.2306448028588 -32.4175212255335,-63.2319937521899 -32.4183780315619))";"1514"
"MULTILINESTRING ((-63.2272837638979 -32.4179475510896,-63.2267579437317 -32.4181175776089))";"1515"
"MULTILINESTRING ((-63.2273294607701 -32.4167111620103,-63.2267911251853 -32.4173149556273))";"1516"
"MULTILINESTRING ((-63.2265953776456 -32.4136882661406,-63.2274091756028 -32.414203325861))";"1517"
"MULTILINESTRING ((-63.2274091756028 -32.414203325861,-63.2266890851354 -32.4150266639543))";"1518"
"MULTILINESTRING ((-63.2275175952036 -32.4149177716035,-63.2271595105672 -32.4153272736949))";"1519"
"MULTILINESTRING ((-63.2267911251853 -32.4173149556273,-63.2276206060184 -32.4178384618664))";"1520"
"MULTILINESTRING ((-63.2276206060184 -32.4178384618664,-63.2272837638979 -32.4179475510896))";"1521"
"MULTILINESTRING ((-63.2274091756028 -32.414203325861,-63.227885322959 -32.4144972496168))";"1522"
"MULTILINESTRING ((-63.227885322959 -32.4144972496168,-63.2275175952036 -32.4149177716035))";"1523"
"MULTILINESTRING ((-63.2280369910483 -32.4158786452816,-63.2273294607701 -32.4167111620103))";"1524"
"MULTILINESTRING ((-63.2271595105672 -32.4153272736949,-63.2280369910483 -32.4158786452816))";"1525"
"MULTILINESTRING ((-63.2272837638979 -32.4179475510896,-63.2281599039645 -32.4185050558742))";"1526"
"MULTILINESTRING ((-63.2273294607701 -32.4167111620103,-63.2281596783266 -32.4172326795663))";"1527"
"MULTILINESTRING ((-63.2282441422488 -32.4140865718133,-63.227885322959 -32.4144972496168))";"1528"
"MULTILINESTRING ((-63.2275175952036 -32.4149177716035,-63.2283960694936 -32.4154845589569))";"1529"
"MULTILINESTRING ((-63.2283960694936 -32.4154845589569,-63.2280369910483 -32.4158786452816))";"1530"
"MULTILINESTRING ((-63.228599248244 -32.4136801379591,-63.2282441422488 -32.4140865718133))";"1531"
"MULTILINESTRING ((-63.2281596783266 -32.4172326795663,-63.2286137992142 -32.4175114005966))";"1532"
"MULTILINESTRING ((-63.2286137992142 -32.4175114005966,-63.2276206060184 -32.4178384618664))";"1533"
"MULTILINESTRING ((-63.2287694020232 -32.4150530228542,-63.2283960694936 -32.4154845589569))";"1534"
"MULTILINESTRING ((-63.227885322959 -32.4144972496168,-63.2287694020232 -32.4150530228542))";"1535"
"MULTILINESTRING ((-63.2280369910483 -32.4158786452816,-63.2288752151152 -32.4164147521498))";"1536"
"MULTILINESTRING ((-63.2288752151152 -32.4164147521498,-63.2281596783266 -32.4172326795663))";"1537"
"MULTILINESTRING ((-63.2288837179681 -32.4176771942504,-63.2281599039645 -32.4185050558742))";"1538"
"MULTILINESTRING ((-63.2286137992142 -32.4175114005966,-63.2288837179681 -32.4176771942504))";"1539"
"MULTILINESTRING ((-63.229123205916 -32.4146355885259,-63.2287694020232 -32.4150530228542))";"1540"
"MULTILINESTRING ((-63.2282441422488 -32.4140865718133,-63.229123205916 -32.4146355885259))";"1541"
"MULTILINESTRING ((-63.2271595105672 -32.4153272736949,-63.2264510185587 -32.41615933643))";"1542"
"MULTILINESTRING ((-63.2259655900518 -32.4158541520415,-63.2264510185587 -32.41615933643))";"1543"
"MULTILINESTRING ((-63.2228106451698 -32.4156419963573,-63.2223471749479 -32.4161781874218))";"1544"
"MULTILINESTRING ((-63.2203543989591 -32.4157440660642,-63.2198830611443 -32.4162862134424))";"1545"
"MULTILINESTRING ((-63.2246026828229 -32.415933508557,-63.2241301849627 -32.4164695418717))";"1546"
"MULTILINESTRING ((-63.2228106451698 -32.4156419963573,-63.2241301849627 -32.4164695418717))";"1547"
"MULTILINESTRING ((-63.2203543989591 -32.4157440660642,-63.2218800745493 -32.4167102350671))";"1548"
"MULTILINESTRING ((-63.2223471749479 -32.4161781874218,-63.2218800745493 -32.4167102350671))";"1549"
"MULTILINESTRING ((-63.2264510185587 -32.41615933643,-63.2273294607701 -32.4167111620103))";"1550"
"MULTILINESTRING ((-63.2264510185587 -32.41615933643,-63.2259096922038 -32.4167585327625))";"1551"
"MULTILINESTRING ((-63.2246026828229 -32.415933508557,-63.2259096922038 -32.4167585327625))";"1552"
"MULTILINESTRING ((-63.2198830611443 -32.4162862134424,-63.219452886505 -32.4167807121394,-63.2194521874626 -32.416864873176))";"1553"
"MULTILINESTRING ((-63.2223471749479 -32.4161781874218,-63.2236577951758 -32.4170085489852))";"1554"
"MULTILINESTRING ((-63.2241301849627 -32.4164695418717,-63.2236577951758 -32.4170085489852))";"1555"
"MULTILINESTRING ((-63.2198830611443 -32.4162862134424,-63.2214066078584 -32.4172495963572))";"1556"
"MULTILINESTRING ((-63.2218800745493 -32.4167102350671,-63.2214066078584 -32.4172495963572))";"1557"
"MULTILINESTRING ((-63.2259096922038 -32.4167585327625,-63.2254409108679 -32.4172914081055))";"1558"
"MULTILINESTRING ((-63.2241301849627 -32.4164695418717,-63.2254409108679 -32.4172914081055))";"1559"
"MULTILINESTRING ((-63.2194521874626 -32.416864873176,-63.2180313636797 -32.4173092266902))";"1560"
"MULTILINESTRING ((-63.2259096922038 -32.4167585327625,-63.2267911251853 -32.4173149556273))";"1561"
"MULTILINESTRING ((-63.2218800745493 -32.4167102350671,-63.223191336118 -32.417540600274))";"1562"
"MULTILINESTRING ((-63.2236577951758 -32.4170085489852,-63.223191336118 -32.417540600274))";"1563"
"MULTILINESTRING ((-63.2214066078584 -32.4172495963572,-63.2209345134173 -32.4177872400952))";"1564"
"MULTILINESTRING ((-63.2194521874626 -32.416864873176,-63.2209345134173 -32.4177872400952))";"1565"
"MULTILINESTRING ((-63.2254409108679 -32.4172914081055,-63.2254504950168 -32.4172913909575,-63.2249662028038 -32.4178372775336))";"1566"
"MULTILINESTRING ((-63.2236577951758 -32.4170085489852,-63.2249662028038 -32.4178372775336))";"1567"
"MULTILINESTRING ((-63.2194521874626 -32.416864873176,-63.2199690725985 -32.4180287889849))";"1568"
"MULTILINESTRING ((-63.2145865400523 -32.4140702618604,-63.2148053876185 -32.4145918254384))";"1569"
"MULTILINESTRING ((-63.2156318059744 -32.4144035700579,-63.2165847405021 -32.4150218930112))";"1570"
"MULTILINESTRING ((-63.2170536034541 -32.4145061835442,-63.2165847405021 -32.4150218930112))";"1571"
"MULTILINESTRING ((-63.2156318059744 -32.4144035700579,-63.214970022949 -32.4151145631936))";"1572"
"MULTILINESTRING ((-63.2148053876185 -32.4145918254384,-63.214970022949 -32.4151145631936))";"1573"
"MULTILINESTRING ((-63.214970022949 -32.4151145631936,-63.2151748963447 -32.4156140568503))";"1574"
"MULTILINESTRING ((-63.2173918812337 -32.4157940293082,-63.2164115546382 -32.4160870741497))";"1575"
"MULTILINESTRING ((-63.2151748963447 -32.4156140568503,-63.2153933037625 -32.4161263319277))";"1576"
"MULTILINESTRING ((-63.2165847405021 -32.4150218930112,-63.2154531693561 -32.4162660017366))";"1577"
"MULTILINESTRING ((-63.2153933037625 -32.4161263319277,-63.2154531693561 -32.4162660017366))";"1578"
"MULTILINESTRING ((-63.2164115546382 -32.4160870741497,-63.2154938997563 -32.4163611575022))";"1579"
"MULTILINESTRING ((-63.2154531693561 -32.4162660017366,-63.2154938997563 -32.4163611575022))";"1580"
"MULTILINESTRING ((-63.2173918812337 -32.4157940293082,-63.2180313636797 -32.4173092266902))";"1581"
"MULTILINESTRING ((-63.2250263508566 -32.413972606089,-63.2253557874466 -32.4141822166494))";"1582"
"MULTILINESTRING ((-63.2206801539875 -32.4136130975471,-63.2216587655454 -32.4142440519251))";"1583"
"MULTILINESTRING ((-63.2220181284515 -32.4138271686892,-63.2216587655454 -32.4142440519251))";"1584"
"MULTILINESTRING ((-63.2243325592338 -32.4135314416747,-63.2236014245032 -32.4143687591491))";"1585"
"MULTILINESTRING ((-63.2236014245032 -32.4143687591491,-63.2238180972025 -32.4145048101415))";"1586"
"MULTILINESTRING ((-63.2265953776456 -32.4136882661406,-63.2258731567678 -32.4145112427757))";"1587"
"MULTILINESTRING ((-63.2253557874466 -32.4141822166494,-63.2258731567678 -32.4145112427757))";"1588"
"MULTILINESTRING ((-63.2203156424659 -32.4140133035103,-63.2213178368248 -32.4146362838037))";"1589"
"MULTILINESTRING ((-63.2216587655454 -32.4142440519251,-63.2213178368248 -32.4146362838037))";"1590"
"MULTILINESTRING ((-63.2238180972025 -32.4145048101415,-63.2242995716333 -32.4148074850293))";"1591"
"MULTILINESTRING ((-63.2250263508566 -32.413972606089,-63.2242995716333 -32.4148074850293))";"1592"
"MULTILINESTRING ((-63.2258731567678 -32.4145112427757,-63.2266890851354 -32.4150266639543))";"1593"
"MULTILINESTRING ((-63.2216587655454 -32.4142440519251,-63.2218674237433 -32.4142285586176,-63.2232790041038 -32.4151074180547))";"1594"
"MULTILINESTRING ((-63.2238180972025 -32.4145048101415,-63.2232790041038 -32.4151074180547))";"1595"
"MULTILINESTRING ((-63.2240209905736 -32.4151303583186,-63.2242995716333 -32.4148074850293))";"1596"
"MULTILINESTRING ((-63.2213178368248 -32.4146362838037,-63.2208189465057 -32.415209774067))";"1597"
"MULTILINESTRING ((-63.2266890851354 -32.4150266639543,-63.2271595105672 -32.4153272736949))";"1598"
"MULTILINESTRING ((-63.2242995716333 -32.4148074850293,-63.2251380596722 -32.4153343283817))";"1599"
"MULTILINESTRING ((-63.2258731567678 -32.4145112427757,-63.2251380596722 -32.4153343283817))";"1600"
"MULTILINESTRING ((-63.2232790041038 -32.4151074180547,-63.2228106451698 -32.4156419963573))";"1601"
"MULTILINESTRING ((-63.2213178368248 -32.4146362838037,-63.2214045075061 -32.4147625091059,-63.2228106451698 -32.4156419963573))";"1602"
"MULTILINESTRING ((-63.2208189465057 -32.415209774067,-63.2203543989591 -32.4157440660642))";"1603"
"MULTILINESTRING ((-63.2251380596722 -32.4153343283817,-63.2259655900518 -32.4158541520415))";"1604"
"MULTILINESTRING ((-63.2266890851354 -32.4150266639543,-63.2259655900518 -32.4158541520415))";"1605"
"MULTILINESTRING ((-63.2251380596722 -32.4153343283817,-63.2246026828229 -32.415933508557))";"1606"
"MULTILINESTRING ((-63.2232790041038 -32.4151074180547,-63.2246026828229 -32.415933508557))";"1607"
"MULTILINESTRING ((-63.2208189465057 -32.415209774067,-63.2223471749479 -32.4161781874218))";"1608"
"MULTILINESTRING ((-63.2109718133886 -32.412540313924,-63.2109769112111 -32.4130407802253))";"1609"
"MULTILINESTRING ((-63.2110485698415 -32.4055857938099,-63.2119265671574 -32.4055895020813))";"1610"
"MULTILINESTRING ((-63.2119265671574 -32.4055895020813,-63.2119295131827 -32.4068502441166))";"1611"
"MULTILINESTRING ((-63.2119295131827 -32.4068502441166,-63.2119334542741 -32.4085366979423))";"1612"
"MULTILINESTRING ((-63.2124660929331 -32.40469811043,-63.2118604308423 -32.40469833476))";"1613"
"MULTILINESTRING ((-63.2124661400671 -32.4047011205986,-63.212479085645 -32.4055965499024))";"1614"
"MULTILINESTRING ((-63.2119265671574 -32.4055895020813,-63.2125028094997 -32.4055937134065))";"1615"
"MULTILINESTRING ((-63.2125028094997 -32.4055937134065,-63.2125432922984 -32.4056740182264,-63.2125460385817 -32.4068458693097))";"1616"
"MULTILINESTRING ((-63.2125460385817 -32.4068458693097,-63.2119295131827 -32.4068502441166))";"1617"
"MULTILINESTRING ((-63.2125460385817 -32.4068458693097,-63.2125499979862 -32.4085352450956))";"1618"
"MULTILINESTRING ((-63.2125028094997 -32.4055937134065,-63.2131630444295 -32.405598688699))";"1619"
"MULTILINESTRING ((-63.213165965254 -32.4068413955577,-63.2125460385817 -32.4068458693097))";"1620"
"MULTILINESTRING ((-63.2131630444295 -32.405598688699,-63.213165965254 -32.4068413955577))";"1621"
"MULTILINESTRING ((-63.213165965254 -32.4068413955577,-63.2131699432812 -32.4085337811919))";"1622"
"MULTILINESTRING ((-63.2132352505264 -32.4135678428318,-63.2109645392118 -32.4135716649249))";"1623"
"MULTILINESTRING ((-63.2109718133886 -32.412540313924,-63.2132458267918 -32.4125502830496))";"1624"
"MULTILINESTRING ((-63.2132458267918 -32.4125502830496,-63.2138215061769 -32.4125529145471,-63.2138900799403 -32.4124767801048))";"1625"
"MULTILINESTRING ((-63.2175282541971 -32.4122842493179,-63.2170517796328 -32.4128117868149))";"1626"
"MULTILINESTRING ((-63.2175282541971 -32.4122842493179,-63.2184386204674 -32.4128646266382,-63.2185292462339 -32.4128653224699))";"1627"
"MULTILINESTRING ((-63.2138900799403 -32.4124767801048,-63.214815072662 -32.4130709068925))";"1628"
"MULTILINESTRING ((-63.2152990787128 -32.4125304698537,-63.214815072662 -32.4130709068925))";"1629"
"MULTILINESTRING ((-63.2132458267918 -32.4125502830496,-63.2132403621213 -32.4130743931183))";"1630"
"MULTILINESTRING ((-63.2138900799403 -32.4124767801048,-63.2141563222466 -32.413084111709))";"1631"
"MULTILINESTRING ((-63.2170517796328 -32.4128117868149,-63.2165648087974 -32.4133534079176))";"1632"
"MULTILINESTRING ((-63.2152990787128 -32.4125304698537,-63.2165648087974 -32.4133534079176))";"1633"
"MULTILINESTRING ((-63.2170517796328 -32.4128117868149,-63.2180293768165 -32.4134328519772))";"1634"
"MULTILINESTRING ((-63.2185292462339 -32.4128653224699,-63.2180293768165 -32.4134328519772))";"1635"
"MULTILINESTRING ((-63.2132403621213 -32.4130743931183,-63.2132352505264 -32.4135678428318))";"1636"
"MULTILINESTRING ((-63.214815072662 -32.4130709068925,-63.2143680646819 -32.4135701590188))";"1637"
"MULTILINESTRING ((-63.2141563222466 -32.413084111709,-63.2143680646819 -32.4135701590188))";"1638"
"MULTILINESTRING ((-63.2132352505264 -32.4135678428318,-63.2143680646819 -32.4135701590188))";"1639"
"MULTILINESTRING ((-63.2165648087974 -32.4133534079176,-63.2160896159021 -32.4138881535625))";"1640"
"MULTILINESTRING ((-63.214815072662 -32.4130709068925,-63.2160896159021 -32.4138881535625))";"1641"
"MULTILINESTRING ((-63.2165648087974 -32.4133534079176,-63.2175307316193 -32.4139815306503))";"1642"
"MULTILINESTRING ((-63.2180293768165 -32.4134328519772,-63.2175307316193 -32.4139815306503))";"1643"
"MULTILINESTRING ((-63.2143680646819 -32.4135701590188,-63.2145865400523 -32.4140702618604))";"1644"
"MULTILINESTRING ((-63.2143680646819 -32.4135701590188,-63.2145611156656 -32.4137350033599,-63.2156318059744 -32.4144035700579))";"1645"
"MULTILINESTRING ((-63.2160896159021 -32.4138881535625,-63.2156318059744 -32.4144035700579))";"1646"
"MULTILINESTRING ((-63.2175307316193 -32.4139815306503,-63.2170536034541 -32.4145061835442))";"1647"
"MULTILINESTRING ((-63.2160896159021 -32.4138881535625,-63.2170536034541 -32.4145061835442))";"1648"
"MULTILINESTRING ((-63.2292153675961 -32.4091657290118,-63.228998072249 -32.4094126642915))";"1649"
"MULTILINESTRING ((-63.2293260792454 -32.4105311474906,-63.2290551944321 -32.4108585268204))";"1650"
"MULTILINESTRING ((-63.2294925058257 -32.4081612088503,-63.2288376927134 -32.4089192439373))";"1651"
"MULTILINESTRING ((-63.2296154683439 -32.4112150535145,-63.228623265156 -32.4124119549679))";"1652"
"MULTILINESTRING ((-63.2290551944321 -32.4108585268204,-63.2296154683439 -32.4112150535145))";"1653"
"MULTILINESTRING ((-63.228998072249 -32.4094126642915,-63.2298408102004 -32.4099476751222))";"1654"
"MULTILINESTRING ((-63.2298408102004 -32.4099476751222,-63.2293260792454 -32.4105311474906))";"1655"
"MULTILINESTRING ((-63.2292153675961 -32.4091657290118,-63.2300498378921 -32.4097105826512))";"1656"
"MULTILINESTRING ((-63.2300498378921 -32.4097105826512,-63.2298408102004 -32.4099476751222))";"1657"
"MULTILINESTRING ((-63.2302067672728 -32.4134058730774,-63.2294803328967 -32.4142303208367))";"1658"
"MULTILINESTRING ((-63.2293236557587 -32.4128514606331,-63.2302067672728 -32.4134058730774))";"1659"
"MULTILINESTRING ((-63.2303471736586 -32.4116803769224,-63.2293236557587 -32.4128514606331))";"1660"
"MULTILINESTRING ((-63.2296154683439 -32.4112150535145,-63.2303471736586 -32.4116803769224))";"1661"
"MULTILINESTRING ((-63.2293260792454 -32.4105311474906,-63.2306489785265 -32.4113481589655))";"1662"
"MULTILINESTRING ((-63.2306489785265 -32.4113481589655,-63.2303471736586 -32.4116803769224))";"1663"
"MULTILINESTRING ((-63.2307216445959 -32.4089485425324,-63.2300498378921 -32.4097105826512))";"1664"
"MULTILINESTRING ((-63.2294925058257 -32.4081612088503,-63.2307216445959 -32.4089485425324))";"1665"
"MULTILINESTRING ((-63.2302067672728 -32.4134058730774,-63.2310805424173 -32.4139542883439))";"1666"
"MULTILINESTRING ((-63.2311710586273 -32.4107717916721,-63.2306489785265 -32.4113481589655))";"1667"
"MULTILINESTRING ((-63.2312262532214 -32.4122398395425,-63.2302067672728 -32.4134058730774))";"1668"
"MULTILINESTRING ((-63.2303471736586 -32.4116803769224,-63.2312262532214 -32.4122398395425))";"1669"
"MULTILINESTRING ((-63.2300498378921 -32.4097105826512,-63.2314085932366 -32.4105005582976))";"1670"
"MULTILINESTRING ((-63.2314085932366 -32.4105005582976,-63.2311710586273 -32.4107717916721))";"1671"
"MULTILINESTRING ((-63.2314441818422 -32.4082007435407,-63.2313400197392 -32.4082473752627,-63.2307216445959 -32.4089485425324))";"1672"
"MULTILINESTRING ((-63.2315397410749 -32.4134859414679,-63.2311647567981 -32.4139014143597,-63.2310805424173 -32.4139542883439))";"1673"
"MULTILINESTRING ((-63.2307216445959 -32.4089485425324,-63.2320305562161 -32.409787027147))";"1674"
"MULTILINESTRING ((-63.2311710586273 -32.4107717916721,-63.2320358608203 -32.4113200029744))";"1675"
"MULTILINESTRING ((-63.2189261479908 -32.4124247456298,-63.2185292462339 -32.4128653224699))";"1676"
"MULTILINESTRING ((-63.224710958109 -32.4123085272404,-63.2240505620079 -32.4130615678588))";"1677"
"MULTILINESTRING ((-63.2236233935364 -32.4127590856536,-63.224020081332 -32.4130157328684,-63.2240505620079 -32.4130615678588))";"1678"
"MULTILINESTRING ((-63.2203092171555 -32.412725246271,-63.2199411252824 -32.4131387132777))";"1679"
"MULTILINESTRING ((-63.2189261479908 -32.4124247456298,-63.2189561529932 -32.4125097991389,-63.2199411252824 -32.4131387132777))";"1680"
"MULTILINESTRING ((-63.2250545873484 -32.4127057916186,-63.2257548140221 -32.4131362770556))";"1681"
"MULTILINESTRING ((-63.2264610032077 -32.4123254132902,-63.2257548140221 -32.4131362770556))";"1682"
"MULTILINESTRING ((-63.2203092171555 -32.412725246271,-63.2210521887124 -32.4132041302804))";"1683"
"MULTILINESTRING ((-63.2240505620079 -32.4130615678588,-63.2240789943442 -32.4130997577278,-63.2244876468144 -32.4133538802441))";"1684"
"MULTILINESTRING ((-63.2250545873484 -32.4127057916186,-63.2244876468144 -32.4133538802441))";"1685"
"MULTILINESTRING ((-63.2267894713122 -32.4125314148803,-63.2260699255319 -32.4133570030425))";"1686"
"MULTILINESTRING ((-63.2257548140221 -32.4131362770556,-63.2260699255319 -32.4133570030425))";"1687"
"MULTILINESTRING ((-63.2236233935364 -32.4127590856536,-63.2229939956654 -32.4134672680019))";"1688"
"MULTILINESTRING ((-63.2244876468144 -32.4133538802441,-63.2243325592338 -32.4135314416747))";"1689"
"MULTILINESTRING ((-63.2199411252824 -32.4131387132777,-63.2195829955821 -32.4135408898794))";"1690"
"MULTILINESTRING ((-63.2185292462339 -32.4128653224699,-63.2195829955821 -32.4135408898794))";"1691"
"MULTILINESTRING ((-63.2199411252824 -32.4131387132777,-63.2206801539875 -32.4136130975471))";"1692"
"MULTILINESTRING ((-63.2210521887124 -32.4132041302804,-63.2206801539875 -32.4136130975471))";"1693"
"MULTILINESTRING ((-63.2260699255319 -32.4133570030425,-63.2265953776456 -32.4136882661406))";"1694"
"MULTILINESTRING ((-63.2240505620079 -32.4130615678588,-63.2234464901414 -32.4137471830759))";"1695"
"MULTILINESTRING ((-63.2210521887124 -32.4132041302804,-63.2220181284515 -32.4138271686892))";"1696"
"MULTILINESTRING ((-63.2231735342459 -32.4124682552424,-63.2220181284515 -32.4138271686892))";"1697"
"MULTILINESTRING ((-63.2257548140221 -32.4131362770556,-63.2250263508566 -32.413972606089))";"1698"
"MULTILINESTRING ((-63.2243325592338 -32.4135314416747,-63.2250263508566 -32.413972606089))";"1699"
"MULTILINESTRING ((-63.2195829955821 -32.4135408898794,-63.2203156424659 -32.4140133035103))";"1700"
"MULTILINESTRING ((-63.2206801539875 -32.4136130975471,-63.2203156424659 -32.4140133035103))";"1701"
"MULTILINESTRING ((-63.2260699255319 -32.4133570030425,-63.2253557874466 -32.4141822166494))";"1702"
"MULTILINESTRING ((-63.2109769112111 -32.4130407802253,-63.2109645392118 -32.4135716649249))";"1703"
"MULTILINESTRING ((-63.2271884930554 -32.4083107467629,-63.2267677515 -32.4087773520661))";"1704"
"MULTILINESTRING ((-63.2267677515 -32.4087773520661,-63.2272725281091 -32.4090971073649))";"1705"
"MULTILINESTRING ((-63.227317793071 -32.4128633010795,-63.2265953776456 -32.4136882661406))";"1706"
"MULTILINESTRING ((-63.2267894713122 -32.4125314148803,-63.227317793071 -32.4128633010795))";"1707"
"MULTILINESTRING ((-63.2273434255496 -32.4098155892496,-63.2270631562077 -32.4101330619572))";"1708"
"MULTILINESTRING ((-63.2274969895753 -32.4117050326704,-63.2267894713122 -32.4125314148803))";"1709"
"MULTILINESTRING ((-63.2271738459962 -32.4115021794418,-63.2274969895753 -32.4117050326704))";"1710"
"MULTILINESTRING ((-63.2272725281091 -32.4090971073649,-63.2277250298835 -32.4093834097499))";"1711"
"MULTILINESTRING ((-63.2277250298835 -32.4093834097499,-63.2273434255496 -32.4098155892496))";"1712"
"MULTILINESTRING ((-63.2279429992514 -32.4083459955985,-63.2272725281091 -32.4090971073649))";"1713"
"MULTILINESTRING ((-63.2280359556528 -32.4120432991591,-63.227317793071 -32.4128633010795))";"1714"
"MULTILINESTRING ((-63.2274969895753 -32.4117050326704,-63.2280359556528 -32.4120432991591))";"1715"
"MULTILINESTRING ((-63.2281665244454 -32.4088850218964,-63.2277250298835 -32.4093834097499))";"1716"
"MULTILINESTRING ((-63.2281970109945 -32.4103125373663,-63.2271738459962 -32.4115021794418))";"1717"
"MULTILINESTRING ((-63.2273434255496 -32.4098155892496,-63.2281162199937 -32.410302046967,-63.2281970109945 -32.4103125373663))";"1718"
"MULTILINESTRING ((-63.2283931546152 -32.4086298651243,-63.2281665244454 -32.4088850218964))";"1719"
"MULTILINESTRING ((-63.2279429992514 -32.4083459955985,-63.2283931546152 -32.4086298651243))";"1720"
"MULTILINESTRING ((-63.227317793071 -32.4128633010795,-63.228599248244 -32.4136801379591))";"1721"
"MULTILINESTRING ((-63.2280359556528 -32.4120432991591,-63.228623265156 -32.4124119549679))";"1722"
"MULTILINESTRING ((-63.2283931546152 -32.4086298651243,-63.2288376927134 -32.4089192439373))";"1723"
"MULTILINESTRING ((-63.228998072249 -32.4094126642915,-63.2281970109945 -32.4103125373663))";"1724"
"MULTILINESTRING ((-63.2281665244454 -32.4088850218964,-63.228998072249 -32.4094126642915))";"1725"
"MULTILINESTRING ((-63.2290551944321 -32.4108585268204,-63.2280359556528 -32.4120432991591))";"1726"
"MULTILINESTRING ((-63.2281970109945 -32.4103125373663,-63.2290551944321 -32.4108585268204))";"1727"
"MULTILINESTRING ((-63.2288376927134 -32.4089192439373,-63.2292153675961 -32.4091657290118))";"1728"
"MULTILINESTRING ((-63.228623265156 -32.4124119549679,-63.2293236557587 -32.4128514606331))";"1729"
"MULTILINESTRING ((-63.2293236557587 -32.4128514606331,-63.228599248244 -32.4136801379591))";"1730"
"MULTILINESTRING ((-63.2333928425503 -32.4083484643666,-63.2341788540186 -32.4088510880492))";"1731"
"MULTILINESTRING ((-63.2314441818422 -32.4082007435407,-63.2327343277515 -32.409022789689))";"1732"
"MULTILINESTRING ((-63.2333928425503 -32.4083484643666,-63.2328292039758 -32.4089705500065,-63.2327343277515 -32.409022789689))";"1733"
"MULTILINESTRING ((-63.2341788540186 -32.4088510880492,-63.233580719496 -32.4095620607615))";"1734"
"MULTILINESTRING ((-63.2327343277515 -32.409022789689,-63.233580719496 -32.4095620607615))";"1735"
"MULTILINESTRING ((-63.2327343277515 -32.409022789689,-63.2326603910859 -32.409062910591,-63.2320305562161 -32.409787027147))";"1736"
"MULTILINESTRING ((-63.233580719496 -32.4095620607615,-63.2340598684953 -32.4098674983305))";"1737"
"MULTILINESTRING ((-63.233580719496 -32.4095620607615,-63.2329077206957 -32.4103490066704))";"1738"
