WKT;gid
"MULTILINESTRING ((-63.2492937012984 -32.4193400750513,-63.2492814429265 -32.4194319306806,-63.2485081520371 -32.420317417047))";"661"
"MULTILINESTRING ((-63.2488518179072 -32.4190598733895,-63.2492937012984 -32.4193400750513))";"662"
"MULTILINESTRING ((-63.2485081520371 -32.420317417047,-63.249482934948 -32.4209286835683))";"663"
"MULTILINESTRING ((-63.249482934948 -32.4209286835683,-63.2486555999165 -32.4218636346882))";"664"
"MULTILINESTRING ((-63.2500778642504 -32.4183805889472,-63.2493075182356 -32.4192491494866,-63.2492937012984 -32.4193400750513))";"665"
"MULTILINESTRING ((-63.2492937012984 -32.4193400750513,-63.2502221062351 -32.4199284982186))";"666"
"MULTILINESTRING ((-63.2502221062351 -32.4199284982186,-63.2502543187371 -32.4200522725166,-63.249482934948 -32.4209286835683))";"667"
"MULTILINESTRING ((-63.249482934948 -32.4209286835683,-63.2504603936112 -32.4215416504635))";"668"
"MULTILINESTRING ((-63.2502221062351 -32.4199284982186,-63.2507958733891 -32.4202923240503))";"669"
"MULTILINESTRING ((-63.2500778642504 -32.4183805889472,-63.2509611760158 -32.4189421587434))";"670"
"MULTILINESTRING ((-63.2509611760158 -32.4189421587434,-63.2501930918209 -32.4198075007306,-63.2502221062351 -32.4199284982186))";"671"
"MULTILINESTRING ((-63.2507958733891 -32.4202923240503,-63.2513629185316 -32.4206554330285))";"672"
"MULTILINESTRING ((-63.2513629185316 -32.4206554330285,-63.2512279346338 -32.4206653591198,-63.2504603936112 -32.4215416504635))";"673"
"MULTILINESTRING ((-63.2516155197195 -32.4193581856847,-63.2507958733891 -32.4202923240503))";"674"
"MULTILINESTRING ((-63.2509611760158 -32.4189421587434,-63.2516155197195 -32.4193581856847))";"675"
"MULTILINESTRING ((-63.2518699678016 -32.4179182967433,-63.2509611760158 -32.4189421587434))";"676"
"MULTILINESTRING ((-63.2488159327381 -32.3936216679051,-63.24848559706 -32.3940035444702))";"677"
"MULTILINESTRING ((-63.2476288748021 -32.3934746743491,-63.24848559706 -32.3940035444702))";"678"
"MULTILINESTRING ((-63.2469915456334 -32.3942359265971,-63.2469759680607 -32.3942529101734))";"679"
"MULTILINESTRING ((-63.2473053375101 -32.3938608111687,-63.2469759680607 -32.3942529101734))";"680"
"MULTILINESTRING ((-63.24848559706 -32.3940035444702,-63.2489684146429 -32.394302195637))";"681"
"MULTILINESTRING ((-63.2473053375101 -32.3938608111687,-63.248169691106 -32.3943852882299))";"682"
"MULTILINESTRING ((-63.24848559706 -32.3940035444702,-63.248169691106 -32.3943852882299))";"683"
"MULTILINESTRING ((-63.2500237137876 -32.39372572964,-63.249336129762 -32.3945296465607))";"684"
"MULTILINESTRING ((-63.2489684146429 -32.394302195637,-63.249336129762 -32.3945296465607))";"685"
"MULTILINESTRING ((-63.248169691106 -32.3943852882299,-63.2478419044837 -32.3947725168496))";"686"
"MULTILINESTRING ((-63.2469759680607 -32.3942529101734,-63.2478419044837 -32.3947725168496))";"687"
"MULTILINESTRING ((-63.2489684146429 -32.394302195637,-63.2483310948429 -32.3950693290668))";"688"
"MULTILINESTRING ((-63.2478419044837 -32.3947725168496,-63.2483310948429 -32.3950693290668))";"689"
"MULTILINESTRING ((-63.2493417378406 -32.3945349032449,-63.2501954082534 -32.3950534278321))";"690"
"MULTILINESTRING ((-63.2486932813538 -32.3952890802552,-63.249336129762 -32.3945296465607))";"691"
"MULTILINESTRING ((-63.2483310948429 -32.3950693290668,-63.2486932813538 -32.3952890802552))";"692"
"MULTILINESTRING ((-63.2478419044837 -32.3947725168496,-63.2472059229962 -32.3955239382351))";"693"
"MULTILINESTRING ((-63.2462289716973 -32.3948990828425,-63.2472059229962 -32.3955239382351))";"694"
"MULTILINESTRING ((-63.2486932813538 -32.3952890802552,-63.2495474453793 -32.3958071584294))";"695"
"MULTILINESTRING ((-63.2486932813538 -32.3952890802552,-63.2480251164767 -32.3960470618547))";"696"
"MULTILINESTRING ((-63.2472059229962 -32.3955239382351,-63.2480251164767 -32.3960470618547))";"697"
"MULTILINESTRING ((-63.2495482382207 -32.3958054621499,-63.2489879732505 -32.3964527697837,-63.2488712427591 -32.3965876340255))";"698"
"MULTILINESTRING ((-63.2480251164767 -32.3960470618547,-63.2488807734735 -32.3965937229277))";"699"
"MULTILINESTRING ((-63.2492111807492 -32.3965962975456,-63.2498565310001 -32.3970091371269))";"700"
"MULTILINESTRING ((-63.2492088618934 -32.3965981501782,-63.2486208735032 -32.397218443747))";"701"
"MULTILINESTRING ((-63.2469293513421 -32.3910266904035,-63.2466630654871 -32.3913200127636))";"702"
"MULTILINESTRING ((-63.247860199236 -32.3912367767888,-63.2474932234262 -32.3916308449061))";"703"
"MULTILINESTRING ((-63.2466630654871 -32.3913200127636,-63.2472067492619 -32.3916752571013))";"704"
"MULTILINESTRING ((-63.2474932234262 -32.3916308449061,-63.2473591701101 -32.391774848338))";"705"
"MULTILINESTRING ((-63.247860199236 -32.3912367767888,-63.2489424849191 -32.3919055523503))";"706"
"MULTILINESTRING ((-63.2473591701101 -32.391774848338,-63.2471525255426 -32.3919967255553))";"707"
"MULTILINESTRING ((-63.2474932234262 -32.3916308449061,-63.2486094250774 -32.3923032538931))";"708"
"MULTILINESTRING ((-63.2489424849191 -32.3919055523503,-63.2486094250774 -32.3923032538931))";"709"
"MULTILINESTRING ((-63.2471525255426 -32.3919967255553,-63.2478301343437 -32.3924088513743))";"710"
"MULTILINESTRING ((-63.2489424849191 -32.3919055523503,-63.2497329704612 -32.3923940944098,-63.2498359123853 -32.3924161638511))";"711"
"MULTILINESTRING ((-63.2486094250774 -32.3923032538931,-63.2482883344349 -32.3926871340617))";"712"
"MULTILINESTRING ((-63.2478301343437 -32.3924088513743,-63.2482883344349 -32.3926871340617))";"713"
"MULTILINESTRING ((-63.2471525255426 -32.3919967255553,-63.2464074115289 -32.392788328021))";"714"
"MULTILINESTRING ((-63.2486094250774 -32.3923032538931,-63.2494850455857 -32.3928307658416))";"715"
"MULTILINESTRING ((-63.2498359123853 -32.3924161638511,-63.2494850455857 -32.3928307658416))";"716"
"MULTILINESTRING ((-63.2482883344349 -32.3926871340617,-63.2479473233123 -32.3930942277706))";"717"
"MULTILINESTRING ((-63.2464074115289 -32.392788328021,-63.2465523878838 -32.3928179839153,-63.2471584340169 -32.3931904617022))";"718"
"MULTILINESTRING ((-63.2478301343437 -32.3924088513743,-63.2471584340169 -32.3931904617022))";"719"
"MULTILINESTRING ((-63.2482883344349 -32.3926871340617,-63.249158966235 -32.3932163714047))";"720"
"MULTILINESTRING ((-63.2494850455857 -32.3928307658416,-63.249158966235 -32.3932163714047))";"721"
"MULTILINESTRING ((-63.2479473233123 -32.3930942277706,-63.2476288748021 -32.3934746743491))";"722"
"MULTILINESTRING ((-63.2471584340169 -32.3931904617022,-63.2476288748021 -32.3934746743491))";"723"
"MULTILINESTRING ((-63.249158966235 -32.3932163714047,-63.2488159327381 -32.3936216679051))";"724"
"MULTILINESTRING ((-63.2479473233123 -32.3930942277706,-63.2488159327381 -32.3936216679051))";"725"
"MULTILINESTRING ((-63.249158966235 -32.3932163714047,-63.2492490096839 -32.3932437871892,-63.250136349173 -32.3937957991434))";"726"
"MULTILINESTRING ((-63.2476288748021 -32.3934746743491,-63.2473053375101 -32.3938608111687))";"727"
"MULTILINESTRING ((-63.2461226828515 -32.3931431621553,-63.2473053375101 -32.3938608111687))";"728"
"MULTILINESTRING ((-63.2422107202629 -32.4087874822419,-63.2412774350694 -32.4098418023634))";"729"
"MULTILINESTRING ((-63.2412774350694 -32.4098418023634,-63.2423970124165 -32.4105658948744))";"730"
"MULTILINESTRING ((-63.2423970124165 -32.4105658948744,-63.2415305211807 -32.411497839573))";"731"
"MULTILINESTRING ((-63.2415305211807 -32.411497839573,-63.2426224658304 -32.4121815676228))";"732"
"MULTILINESTRING ((-63.2426224658304 -32.4121815676228,-63.2418067885688 -32.4131377873741))";"733"
"MULTILINESTRING ((-63.2430443634926 -32.4078457963173,-63.2422107202629 -32.4087874822419))";"734"
"MULTILINESTRING ((-63.2422107202629 -32.4087874822419,-63.2433236470835 -32.4094984384423))";"735"
"MULTILINESTRING ((-63.2433236470835 -32.4094984384423,-63.2423970124165 -32.4105658948744))";"736"
"MULTILINESTRING ((-63.2434496085988 -32.4112503179686,-63.2426224658304 -32.4121815676228))";"737"
"MULTILINESTRING ((-63.2423970124165 -32.4105658948744,-63.2434496085988 -32.4112503179686))";"738"
"MULTILINESTRING ((-63.2426224658304 -32.4121815676228,-63.2438346407852 -32.412921155565))";"739"
"MULTILINESTRING ((-63.2430443634926 -32.4078457963173,-63.244138468169 -32.4085400176269))";"740"
"MULTILINESTRING ((-63.244138468169 -32.4085400176269,-63.2433554020649 -32.4094212626738,-63.2433236470835 -32.4094984384423))";"741"
"MULTILINESTRING ((-63.2433236470835 -32.4094984384423,-63.2443942974106 -32.4101827016305))";"742"
"MULTILINESTRING ((-63.2443942974106 -32.4101827016305,-63.2434496085988 -32.4112503179686))";"743"
"MULTILINESTRING ((-63.2445848907067 -32.411992606626,-63.2438346407852 -32.412921155565))";"744"
"MULTILINESTRING ((-63.2434496085988 -32.4112503179686,-63.2445848907067 -32.411992606626))";"745"
"MULTILINESTRING ((-63.2449727343857 -32.4076011132106,-63.244138468169 -32.4085400176269))";"746"
"MULTILINESTRING ((-63.244138468169 -32.4085400176269,-63.2452604893078 -32.4092522101044))";"747"
"MULTILINESTRING ((-63.2452604893078 -32.4092522101044,-63.2443942974106 -32.4101827016305))";"748"
"MULTILINESTRING ((-63.2443942974106 -32.4101827016305,-63.2455363731069 -32.4109122563924))";"749"
"MULTILINESTRING ((-63.2455363731069 -32.4109122563924,-63.2445848907067 -32.411992606626))";"750"
"MULTILINESTRING ((-63.2460917656315 -32.4083102382483,-63.2452604893078 -32.4092522101044))";"751"
"MULTILINESTRING ((-63.2452604893078 -32.4092522101044,-63.2463752862593 -32.4099595371023))";"752"
"MULTILINESTRING ((-63.2463752862593 -32.4099595371023,-63.2455363731069 -32.4109122563924))";"753"
"MULTILINESTRING ((-63.2470930639051 -32.4118788714822,-63.2461451591736 -32.4129425438152))";"754"
"MULTILINESTRING ((-63.2460917656315 -32.4083102382483,-63.2472062347969 -32.4090162060217))";"755"
"MULTILINESTRING ((-63.2447167913509 -32.4059567166023,-63.243876293994 -32.4069060919659))";"756"
"MULTILINESTRING ((-63.243876293994 -32.4069060919659,-63.2449727343857 -32.4076011132106))";"757"
"MULTILINESTRING ((-63.2446287247283 -32.3998065869401,-63.2450806238488 -32.401462465052))";"758"
"MULTILINESTRING ((-63.2438964034585 -32.4007101861302,-63.2450806238488 -32.401462465052))";"759"
"MULTILINESTRING ((-63.2450806238488 -32.401462465052,-63.2443487905507 -32.4022884527422))";"760"
"MULTILINESTRING ((-63.245279476768 -32.4033808368034,-63.244443342834 -32.40432119019))";"761"
"MULTILINESTRING ((-63.2440646758179 -32.4026076842022,-63.245279476768 -32.4033808368034))";"762"
"MULTILINESTRING ((-63.244443342834 -32.40432119019,-63.2455416846265 -32.4050217940505))";"763"
"MULTILINESTRING ((-63.2455416846265 -32.4050217940505,-63.2447167913509 -32.4059567166023))";"764"
"MULTILINESTRING ((-63.2458174748754 -32.4066503697423,-63.2449727343857 -32.4076011132106))";"765"
"MULTILINESTRING ((-63.2447167913509 -32.4059567166023,-63.2458174748754 -32.4066503697423))";"766"
"MULTILINESTRING ((-63.2458068648947 -32.4006463878388,-63.2450806238488 -32.401462465052))";"767"
"MULTILINESTRING ((-63.2454693090711 -32.3999988780047,-63.245621590232 -32.4005560268109,-63.2458068648947 -32.4006463878388))";"768"
"MULTILINESTRING ((-63.2453357985837 -32.4040435184513,-63.2460212039992 -32.4044781817098))";"769"
"MULTILINESTRING ((-63.2460212039992 -32.4044781817098,-63.2455416846265 -32.4050217940505))";"770"
"MULTILINESTRING ((-63.2449727343857 -32.4076011132106,-63.2460917656315 -32.4083102382483))";"771"
"MULTILINESTRING ((-63.2461948602743 -32.4023516802825,-63.245279476768 -32.4033808368034))";"772"
"MULTILINESTRING ((-63.2450806238488 -32.401462465052,-63.2451517310909 -32.4016951313955,-63.2461948602743 -32.4023516802825))";"773"
"MULTILINESTRING ((-63.245279476768 -32.4033808368034,-63.246374614141 -32.4040775622059))";"774"
"MULTILINESTRING ((-63.246374614141 -32.4040775622059,-63.2460212039992 -32.4044781817098))";"775"
"MULTILINESTRING ((-63.2455416846265 -32.4050217940505,-63.2466587840483 -32.4057342546858))";"776"
"MULTILINESTRING ((-63.2466587840483 -32.4057342546858,-63.2458174748754 -32.4066503697423))";"777"
"MULTILINESTRING ((-63.2467212327455 -32.3996179659741,-63.2458068648947 -32.4006463878388))";"778"
"MULTILINESTRING ((-63.2458174748754 -32.4066503697423,-63.2469286399116 -32.4073613965022))";"779"
"MULTILINESTRING ((-63.2469286399116 -32.4073613965022,-63.2460917656315 -32.4083102382483))";"780"
"MULTILINESTRING ((-63.2471082086518 -32.4013244146859,-63.2461948602743 -32.4023516802825))";"781"
"MULTILINESTRING ((-63.2458068648947 -32.4006463878388,-63.2460815563435 -32.4006583411569,-63.2471082086518 -32.4013244146859))";"782"
"MULTILINESTRING ((-63.2447466693858 -32.3969449380615,-63.2447280427311 -32.39696788906,-63.244689420647 -32.3970319888484,-63.2446759632737 -32.3970866614958,-63.2448732053981 -32.3978245475159))";"783"
"MULTILINESTRING ((-63.2451646826452 -32.39421839195,-63.2443446199641 -32.3947021544093))";"784"
"MULTILINESTRING ((-63.2451771799966 -32.3899092423701,-63.2447556116494 -32.3903581455451))";"785"
"MULTILINESTRING ((-63.2453059402812 -32.3914291587689,-63.244860270234 -32.3919287879352))";"786"
"MULTILINESTRING ((-63.2443545942451 -32.3908074708074,-63.2443827523816 -32.3908258718832,-63.2453059402812 -32.3914291587689))";"787"
"MULTILINESTRING ((-63.244860270234 -32.3919287879352,-63.2456540691866 -32.3924322282142))";"788"
"MULTILINESTRING ((-63.2457122783679 -32.3909675687147,-63.2453059402812 -32.3914291587689))";"789"
"MULTILINESTRING ((-63.2447612387076 -32.3903521536625,-63.2447893213592 -32.3903703260902,-63.2457122783679 -32.3909675687147))";"790"
"MULTILINESTRING ((-63.2457759789126 -32.3935324062958,-63.2451646826452 -32.39421839195))";"791"
"MULTILINESTRING ((-63.2453059402812 -32.3914291587689,-63.2460958391349 -32.3919452285201))";"792"
"MULTILINESTRING ((-63.2460958391349 -32.3919452285201,-63.2456540691866 -32.3924322282142))";"793"
"MULTILINESTRING ((-63.2461226828515 -32.3931431621553,-63.2457759789126 -32.3935324062958))";"794"
"MULTILINESTRING ((-63.2461258503347 -32.390510021119,-63.2457122783679 -32.3909675687147))";"795"
"MULTILINESTRING ((-63.2451826026963 -32.389903225487,-63.245210889595 -32.3899214228039,-63.2461258503347 -32.390510021119))";"796"
"MULTILINESTRING ((-63.2451646826452 -32.39421839195,-63.2462289716973 -32.3948990828425))";"797"
"MULTILINESTRING ((-63.2464074115289 -32.392788328021,-63.2461226828515 -32.3931431621553))";"798"
"MULTILINESTRING ((-63.2456540691866 -32.3924322282142,-63.2462434815511 -32.3927972477938,-63.2464074115289 -32.392788328021))";"799"
"MULTILINESTRING ((-63.2465128091708 -32.3914856892154,-63.2460958391349 -32.3919452285201))";"800"
"MULTILINESTRING ((-63.2457122783679 -32.3909675687147,-63.2465128091708 -32.3914856892154))";"801"
"MULTILINESTRING ((-63.2466630654871 -32.3913200127636,-63.2465128091708 -32.3914856892154))";"802"
"MULTILINESTRING ((-63.2453561398521 -32.39725596016,-63.2469331089707 -32.3982655460668))";"803"
"MULTILINESTRING ((-63.2461258503347 -32.390510021119,-63.2469293513421 -32.3910266904035))";"804"
"MULTILINESTRING ((-63.2457759789126 -32.3935324062958,-63.2469759680607 -32.3942529101734))";"805"
"MULTILINESTRING ((-63.2469759680607 -32.3942529101734,-63.2464002049168 -32.3948771095404,-63.2462289716973 -32.3948990828425))";"806"
"MULTILINESTRING ((-63.2459311236688 -32.4171992462483,-63.2470258011678 -32.4178979487228))";"807"
"MULTILINESTRING ((-63.2459311236688 -32.4171992462483,-63.2450958229639 -32.4181381578217))";"808"
"MULTILINESTRING ((-63.2439840176998 -32.4174307247156,-63.2450958229639 -32.4181381578217))";"809"
"MULTILINESTRING ((-63.2439840176998 -32.4174307247156,-63.2431529296941 -32.4183631226464))";"810"
"MULTILINESTRING ((-63.2420540230046 -32.4176641241036,-63.2431529296941 -32.4183631226464))";"811"
"MULTILINESTRING ((-63.2470258011678 -32.4178979487228,-63.2461903930258 -32.4188346132585))";"812"
"MULTILINESTRING ((-63.2450958229639 -32.4181381578217,-63.2461903930258 -32.4188346132585))";"813"
"MULTILINESTRING ((-63.2450958229639 -32.4181381578217,-63.2442661235319 -32.4190711013282))";"814"
"MULTILINESTRING ((-63.2431529296941 -32.4183631226464,-63.2442661235319 -32.4190711013282))";"815"
"MULTILINESTRING ((-63.2412259914392 -32.418594790147,-63.2423278958015 -32.4192997416103))";"816"
"MULTILINESTRING ((-63.2431529296941 -32.4183631226464,-63.2423278958015 -32.4192997416103))";"817"
"MULTILINESTRING ((-63.2461903930258 -32.4188346132585,-63.2453550541905 -32.4197639678196))";"818"
"MULTILINESTRING ((-63.2442661235319 -32.4190711013282,-63.2453550541905 -32.4197639678196))";"819"
"MULTILINESTRING ((-63.2453550541905 -32.4197639678196,-63.2454259812067 -32.4198089174083))";"820"
"MULTILINESTRING ((-63.2442661235319 -32.4190711013282,-63.243428432771 -32.420003784196))";"821"
"MULTILINESTRING ((-63.2423278958015 -32.4192997416103,-63.243428432771 -32.420003784196))";"822"
"MULTILINESTRING ((-63.2452832199813 -32.4198415701663,-63.2449118477847 -32.4202427600025))";"823"
"MULTILINESTRING ((-63.2423278958015 -32.4192997416103,-63.2414179421826 -32.4203322841604))";"824"
"MULTILINESTRING ((-63.2454259812067 -32.4198089174083,-63.2465951228052 -32.4205524757282))";"825"
"MULTILINESTRING ((-63.2414179421826 -32.4203322841604,-63.2421025061445 -32.4207708464676))";"826"
"MULTILINESTRING ((-63.243428432771 -32.420003784196,-63.2444495766261 -32.4206569790605,-63.2445717834399 -32.4206290773567))";"827"
"MULTILINESTRING ((-63.2449118477847 -32.4202427600025,-63.2445717834399 -32.4206290773567))";"828"
"MULTILINESTRING ((-63.2465951228052 -32.4205524757282,-63.2463407442855 -32.420838739302))";"829"
"MULTILINESTRING ((-63.2448732053981 -32.3978245475159,-63.2449472584395 -32.3978134021797,-63.245074830102 -32.3978228030005,-63.245135966905 -32.3978305294028,-63.2455834880297 -32.3981224589373))";"830"
"MULTILINESTRING ((-63.2448732053981 -32.3978245475159,-63.244965094194 -32.3981600031628))";"831"
"MULTILINESTRING ((-63.2455834880297 -32.3981224589373,-63.2452642775192 -32.3981132513406,-63.2451902013646 -32.3981159203862,-63.2451397312101 -32.398122240685,-63.244965094194 -32.3981600031628))";"832"
"MULTILINESTRING ((-63.2441352132331 -32.3979711621204,-63.2442021097699 -32.3982388778908))";"833"
"MULTILINESTRING ((-63.2433303129763 -32.3976632353508,-63.2442021097699 -32.3982388778908))";"834"
"MULTILINESTRING ((-63.2442021097699 -32.3982388778908,-63.2442526875216 -32.3984331798004))";"835"
"MULTILINESTRING ((-63.24153652744 -32.3978792299069,-63.2425606666435 -32.398533291882))";"836"
"MULTILINESTRING ((-63.2433303129763 -32.3976632353508,-63.2425606666435 -32.398533291882))";"837"
"MULTILINESTRING ((-63.244965094194 -32.3981600031628,-63.245112697213 -32.3986987868948))";"838"
"MULTILINESTRING ((-63.2455834880297 -32.3981224589373,-63.2465171892101 -32.3987310358987))";"839"
"MULTILINESTRING ((-63.245112697213 -32.3986987868948,-63.2452157386681 -32.3990700203907))";"840"
"MULTILINESTRING ((-63.2442526875216 -32.3984331798004,-63.2435771539369 -32.3991822201952))";"841"
"MULTILINESTRING ((-63.2425606666435 -32.398533291882,-63.2435771539369 -32.3991822201952))";"842"
"MULTILINESTRING ((-63.245112697213 -32.3986987868948,-63.2453579174762 -32.3987025480287,-63.2460417369849 -32.3991468755475,-63.2460805552984 -32.3992141827757))";"843"
"MULTILINESTRING ((-63.2465171892101 -32.3987310358987,-63.2460805552984 -32.3992141827757))";"844"
"MULTILINESTRING ((-63.2442526875216 -32.3984331798004,-63.2444672002995 -32.3992266523875))";"845"
"MULTILINESTRING ((-63.2425606666435 -32.398533291882,-63.241893020456 -32.3992882879273,-63.2417429574764 -32.3993366519166))";"846"
"MULTILINESTRING ((-63.2452157386681 -32.3990700203907,-63.2453254531308 -32.3994716300154))";"847"
"MULTILINESTRING ((-63.2460805552984 -32.3992141827757,-63.2459899591635 -32.3993066658644,-63.2458615311371 -32.3993742777348,-63.2453254531308 -32.3994716300154))";"848"
"MULTILINESTRING ((-63.2435771539369 -32.3991822201952,-63.2444369661547 -32.3997460188897,-63.2446287247283 -32.3998065869401))";"849"
"MULTILINESTRING ((-63.2444672002995 -32.3992266523875,-63.2446287247283 -32.3998065869401))";"850"
"MULTILINESTRING ((-63.2435771539369 -32.3991822201952,-63.2428646869769 -32.3999767118749,-63.2427845847216 -32.4000008404088))";"851"
"MULTILINESTRING ((-63.2417429574764 -32.3993366519166,-63.2427845847216 -32.4000008404088))";"852"
"MULTILINESTRING ((-63.2467212327455 -32.3996179659741,-63.2463719218265 -32.3997990007505,-63.2461854681369 -32.3998701530377,-63.2454693090711 -32.3999988780047))";"853"
"MULTILINESTRING ((-63.2453254531308 -32.3994716300154,-63.2454693090711 -32.3999988780047))";"854"
"MULTILINESTRING ((-63.2438346407852 -32.412921155565,-63.242978433799 -32.413867127833))";"855"
"MULTILINESTRING ((-63.2418067885688 -32.4131377873741,-63.242978433799 -32.413867127833))";"856"
"MULTILINESTRING ((-63.2461451591736 -32.4129425438152,-63.2453228690488 -32.4138814319909))";"857"
"MULTILINESTRING ((-63.2453228690488 -32.4138814319909,-63.246486296768 -32.4146242819641))";"858"
"MULTILINESTRING ((-63.242978433799 -32.413867127833,-63.242126379171 -32.4147823363565))";"859"
"MULTILINESTRING ((-63.2453228690488 -32.4138814319909,-63.2445518221738 -32.4147621141455,-63.2445368686194 -32.414839649575))";"860"
"MULTILINESTRING ((-63.2434932003332 -32.4141935615602,-63.2445368686194 -32.414839649575))";"861"
"MULTILINESTRING ((-63.246486296768 -32.4146242819641,-63.2456490062483 -32.415563471921))";"862"
"MULTILINESTRING ((-63.2445368686194 -32.414839649575,-63.2456490062483 -32.415563471921))";"863"
"MULTILINESTRING ((-63.2445368686194 -32.414839649575,-63.2436941345615 -32.415780262399))";"864"
"MULTILINESTRING ((-63.2425574307929 -32.4150565070823,-63.2436941345615 -32.415780262399))";"865"
"MULTILINESTRING ((-63.242453218099 -32.4150744088113,-63.2425574307929 -32.4150565070823,-63.242453218099 -32.4150744088113,-63.2416998036031 -32.4158721517489,-63.2417430082203 -32.4160047922073))";"866"
"MULTILINESTRING ((-63.2456490062483 -32.415563471921,-63.2467585642423 -32.4162691816402))";"867"
"MULTILINESTRING ((-63.2436941345615 -32.415780262399,-63.2445740821452 -32.4163404410917))";"868"
"MULTILINESTRING ((-63.2445368686194 -32.414839649575,-63.2445740821452 -32.4163404410917))";"869"
"MULTILINESTRING ((-63.2456490062483 -32.415563471921,-63.2448190116326 -32.4164944360786))";"870"
"MULTILINESTRING ((-63.2445740821452 -32.4163404410917,-63.2448190116326 -32.4164944360786))";"871"
"MULTILINESTRING ((-63.2436941345615 -32.415780262399,-63.2428844759655 -32.4167309229482))";"872"
"MULTILINESTRING ((-63.2417430082203 -32.4160047922073,-63.2428844759655 -32.4167309229482))";"873"
"MULTILINESTRING ((-63.2448190116326 -32.4164944360786,-63.2459311236688 -32.4171992462483))";"874"
"MULTILINESTRING ((-63.2467585642423 -32.4162691816402,-63.2459311236688 -32.4171992462483))";"875"
"MULTILINESTRING ((-63.2448190116326 -32.4164944360786,-63.2439840176998 -32.4174307247156))";"876"
"MULTILINESTRING ((-63.2428844759655 -32.4167309229482,-63.2439840176998 -32.4174307247156))";"877"
"MULTILINESTRING ((-63.2428844759655 -32.4167309229482,-63.2420540230046 -32.4176641241036))";"878"
"MULTILINESTRING ((-63.2410484612059 -32.389441689554,-63.2418192212963 -32.3899696445626))";"879"
"MULTILINESTRING ((-63.2447556116494 -32.3903581455451,-63.244349042556 -32.3908136912308))";"880"
"MULTILINESTRING ((-63.2418369479666 -32.3903611977916,-63.2413111781584 -32.390958937287))";"881"
"MULTILINESTRING ((-63.244349042556 -32.3908136912308,-63.243892660376 -32.3913224455577))";"882"
"MULTILINESTRING ((-63.2424382829388 -32.3903773162001,-63.2439263703306 -32.3913346263305))";"883"
"MULTILINESTRING ((-63.2413111781584 -32.390958937287,-63.2423124035606 -32.3916192682229))";"884"
"MULTILINESTRING ((-63.2439263703306 -32.3913346263305,-63.244860270234 -32.3919287879352))";"885"
"MULTILINESTRING ((-63.2423124035606 -32.3916192682229,-63.2415516822887 -32.3924728901441))";"886"
"MULTILINESTRING ((-63.2415516822887 -32.3924728901441,-63.2425680665135 -32.39311145741))";"887"
"MULTILINESTRING ((-63.2426806334882 -32.3929830502904,-63.2426788338684 -32.3929851031518,-63.2425680665135 -32.39311145741))";"888"
"MULTILINESTRING ((-63.2431518991021 -32.3929339336825,-63.2437619713857 -32.3933241334409))";"889"
"MULTILINESTRING ((-63.2432878190067 -32.3933506594253,-63.2434204907883 -32.3935203847383))";"890"
"MULTILINESTRING ((-63.2437666604221 -32.3933241243731,-63.2434204907883 -32.3935203847383))";"891"
"MULTILINESTRING ((-63.2434204907883 -32.3935203847383,-63.2429949395875 -32.3937615244185))";"892"
"MULTILINESTRING ((-63.2428021347154 -32.3930489483229,-63.2429949395875 -32.3937615244185))";"893"
"MULTILINESTRING ((-63.2434204907883 -32.3935203847383,-63.243715057763 -32.3938971112204))";"894"
"MULTILINESTRING ((-63.2442214852269 -32.3936148726186,-63.243715057763 -32.3938971112204))";"895"
"MULTILINESTRING ((-63.2425680665135 -32.39311145741,-63.2418001680375 -32.3939876384278))";"896"
"MULTILINESTRING ((-63.243715057763 -32.3938971112204,-63.2431210720666 -32.3942276705869))";"897"
"MULTILINESTRING ((-63.2429949395875 -32.3937615244185,-63.2431210720666 -32.3942276705869))";"898"
"MULTILINESTRING ((-63.2446562983476 -32.3938933039563,-63.2440014147179 -32.3942632121308))";"899"
"MULTILINESTRING ((-63.243715057763 -32.3938971112204,-63.2440014147179 -32.3942632121308))";"900"
"MULTILINESTRING ((-63.2418001680375 -32.3939876384278,-63.2428142697035 -32.3946400047805))";"901"
"MULTILINESTRING ((-63.2431210720666 -32.3942276705869,-63.2428142697035 -32.3946400047805))";"902"
"MULTILINESTRING ((-63.2440014147179 -32.3942632121308,-63.2432462386607 -32.3946898507187))";"903"
"MULTILINESTRING ((-63.2431210720666 -32.3942276705869,-63.2432462386607 -32.3946898507187))";"904"
"MULTILINESTRING ((-63.2440014147179 -32.3942632121308,-63.2443446199641 -32.3947021544093))";"905"
"MULTILINESTRING ((-63.2432462386607 -32.3946898507187,-63.2434004978611 -32.3952593739038))";"906"
"MULTILINESTRING ((-63.2443446199641 -32.3947021544093,-63.2434004978611 -32.3952593739038))";"907"
"MULTILINESTRING ((-63.2410435934278 -32.3948510782431,-63.2420509793547 -32.3954944458971))";"908"
"MULTILINESTRING ((-63.2428142697035 -32.3946400047805,-63.2420509793547 -32.3954944458971))";"909"
"MULTILINESTRING ((-63.2434004978611 -32.3952593739038,-63.2435095657368 -32.3956624294498))";"910"
"MULTILINESTRING ((-63.2420509793547 -32.3954944458971,-63.2430771185052 -32.3961499429618))";"911"
"MULTILINESTRING ((-63.2435095657368 -32.3956624294498,-63.2430771185052 -32.3961499429618))";"912"
