WKT;Id;NOMBRE
"MULTIPOLYGON (((-63.2415199331603 -32.4203555229741,-63.2415165103669 -32.420350661849,-63.2415121503906 -32.420346374296,-63.2415069839079 -32.420342788821,-63.241501165768 -32.4203400128873,-63.2414948703513 -32.4203381296946,-63.2414882863429 -32.4203371956858,-63.2414816110777 -32.4203372388547,-63.2414750446255 -32.4203382579076,-63.241468783795 -32.4203402223016,-63.2414630162348 -32.4203430731601,-63.2414579148092 -32.4203467250377,-63.2414536324176 -32.4203510684809,-63.2414502974112 -32.4203559733088,-63.2414480097464 -32.4203612925144,-63.241446837989 -32.4203668666715,-63.2414468172589 -32.4203725287122,-63.2414479481778 -32.4203781089345,-63.2414501968499 -32.4203834400888,-63.2414534958787 -32.4203883623904,-63.2414577463861 -32.4203927283086,-63.2414628209767 -32.4203964069886,-63.2414685675553 -32.4203992881736,-63.2419537474806 -32.4207014845875,-63.2419590652709 -32.4207026473243,-63.2419645383079 -32.420703030406,-63.2419700088812 -32.4207026227938,-63.2419753193517 -32.4207014362335,-63.2419803166938 -32.4206995049167,-63.2419848569047 -32.4206968844959,-63.2419888091547 -32.4206936504809,-63.2419920595563 -32.4206898960624,-63.2419945144465 -32.4206857294272,-63.2419961030859 -32.4206812706403,-63.2419967796966 -32.4206766481853,-63.2419965247816 -32.4206719952621,-63.2419953456866 -32.4206674459485,-63.2419932763884 -32.4206631313367,-63.2419903765156 -32.4206591757557,-63.2415199331603 -32.4203555229741)))";"76";
"MULTIPOLYGON (((-63.2404128909874 -32.4196516778323,-63.2404071281081 -32.4196487029046,-63.2404008607678 -32.4196465853419,-63.2403942647092 -32.4196453845227,-63.2403875248928 -32.4196451341194,-63.2403808303102 -32.4196458411536,-63.2403743686844 -32.4196474857991,-63.2403683212064 -32.4196500219385,-63.2403628574538 -32.4196533784557,-63.2403581306362 -32.4196574612305,-63.2403542732985 -32.4196621557774,-63.2403513936048 -32.4196673304563,-63.240349572305 -32.4196728401639,-63.2403488604705 -32.4196785304018,-63.240349278062 -32.4196842416097,-63.2403508133702 -32.4196898136392,-63.2403534233434 -32.4196950902443,-63.2403570347953 -32.4196999234635,-63.2403615464571 -32.4197041777677,-63.2412726089863 -32.4202788504702,-63.2412784047957 -32.4202816745189,-63.2412846824596 -32.4202836212744,-63.2412912590335 -32.4202846340039,-63.2412979428622 -32.4202846831944,-63.2413045391644 -32.4202837674124,-63.24131085571 -32.4202819133457,-63.2413167084214 -32.4202791750258,-63.2413219267382 -32.420275632253,-63.2413263585875 -32.4202713882715,-63.2413298748161 -32.4202665667597,-63.2413323729537 -32.4202613082267,-63.2413337801995 -32.4202557659174,-63.2413340555436 -32.4202501013462,-63.2413331909622 -32.4202444795907,-63.2413312116511 -32.4202390644806,-63.2413281752917 -32.4202340138235,-63.2413241703702 -32.4202294748062,-63.2413193135984 -32.4202255797051,-63.2404128909874 -32.4196516778323)))";"77";
"MULTIPOLYGON (((-63.2393127554699 -32.4189579985192,-63.239308541954 -32.418954702304,-63.2393037180338 -32.4189520762445,-63.2392984300661 -32.4189502000147,-63.2392928384869 -32.4189491305393,-63.2392871129436 -32.4189489002658,-63.239281427148 -32.4189495161807,-63.2392759536061 -32.4189509595973,-63.2392708583841 -32.4189531867225,-63.2392662960701 -32.4189561299859,-63.2392624050839 -32.4189597000894,-63.2392593034773 -32.4189637887167,-63.2392570853528 -32.4189682718196,-63.2392558180078 -32.4189730133815,-63.2392555398936 -32.4189778695443,-63.2392562594482 -32.4189826929729,-63.2392579548408 -32.4189873373252,-63.2392605746334 -32.4189916616922,-63.239264039342 -32.4189955348735,-63.2392682438482 -32.4189988393571,-63.2401964940415 -32.4195880434404,-63.2402002290545 -32.4195906733093,-63.2402044363655 -32.419592726961,-63.2402089937435 -32.4195941447327,-63.2402137687875 -32.4195948854353,-63.2402186227727 -32.4195949275499,-63.2402234146811 -32.419594269853,-63.2402280052979 -32.4195929314519,-63.2402322612564 -32.4195909512299,-63.2402360589125 -32.4195883867167,-63.2402392879365 -32.4195853124163,-63.2402418545188 -32.4195818176435,-63.2402436840952 -32.4195780039285,-63.2402447235128 -32.4195739820674,-63.2402449425746 -32.4195698689033,-63.2402443349165 -32.419565783932,-63.2402429181922 -32.4195618458301,-63.2402407335606 -32.4195581690072,-63.2402378444897 -32.4195548602825,-63.2402343349128 -32.4195520157811,-63.2402303067901 -32.4195497181412,-63.2393127554699 -32.4189579985192)))";"78";
"MULTIPOLYGON (((-63.2386129163237 -32.4185270133835,-63.2386105036556 -32.4185242270632,-63.2386075720193 -32.4185218253665,-63.2386042052331 -32.4185198769604,-63.2386004995569 -32.4185184375517,-63.2385965609393 -32.4185175482943,-63.2385925019893 -32.4185172346131,-63.2385884387562 -32.4185175054765,-63.2385844874117 -32.4185183531403,-63.2385807609284 -32.4185197533689,-63.2385773658503 -32.4185216661284,-63.2385743992458 -32.4185240367313,-63.238571945933 -32.4185267973996,-63.2385700760546 -32.4185298692033,-63.2385688430724 -32.4185331643164,-63.2385682822384 -32.4185365885285,-63.2385684095877 -32.4185400439381,-63.2385692214791 -32.4185434317515,-63.2385706947001 -32.4185466551078,-63.2385727871299 -32.4185496218482,-63.2385754389438 -32.4185522471506,-63.238578574324 -32.418554455955,-63.2385821036268 -32.4185561851095,-63.2390806304442 -32.4188842027171,-63.2390851155898 -32.4188877596543,-63.239090232964 -32.4188906378514,-63.2390958413987 -32.4188927579101,-63.2391017861795 -32.4188940613467,-63.2391079033133 -32.4188945122044,-63.2391140240527 -32.4188940980458,-63.2391199795506 -32.4188928302958,-63.2391256055185 -32.4188907439269,-63.2391307467582 -32.4188878964934,-63.2391352614433 -32.418884366545,-63.2391390250315 -32.4188802514588,-63.2391419337007 -32.4188756647539,-63.2391439072121 -32.4188707329591,-63.2391448911247 -32.418865592123,-63.2391448582965 -32.418860384061,-63.2391438096331 -32.4188552524426,-63.2391417740632 -32.4188503388288,-63.2391388077402 -32.4188457787665,-63.2391349924932 -32.4188416980496,-63.2391304335697 -32.4188382092487,-63.2391252567322 -32.4188354086061,-63.2386129163237 -32.4185270133835)))";"79";
"MULTIPOLYGON (((-63.2384857126781 -32.4184457415944,-63.238410069227 -32.4183934844053,-63.238407384829 -32.4183892908403,-63.2384038937744 -32.4183855489133,-63.2383996991105 -32.4183823690768,-63.2383949246535 -32.4183798451915,-63.2383897113335 -32.4183780517563,-63.2383842130346 -32.418377041709,-63.2383785920531 -32.4183768448636,-63.2383730143062 -32.4183774670304,-63.2383676444352 -32.4183788898448,-63.2383626409451 -32.4183810713087,-63.2383581515268 -32.4183839470308,-63.2383543086966 -32.4183874321268,-63.2383512258854 -32.4183914237256,-63.2383489940903 -32.4183958040048,-63.2383476791885 -32.4184004436696,-63.2383473199927 -32.4184052057686,-63.2383479271057 -32.4184099497362,-63.2383494826072 -32.4184145355424,-63.2383519405827 -32.4184188278253,-63.2383552284789 -32.4184226998873,-63.2384411626467 -32.4184720266279,-63.2384462755334 -32.4184733954605,-63.238451584865 -32.4184740284602,-63.2384569445135 -32.418473908205,-63.2384622069661 -32.4184730380047,-63.238467227385 -32.4184714418097,-63.2384718675938 -32.4184691635519,-63.2384759998809 -32.4184662659355,-63.2384795105139 -32.418462828711,-63.2384823028702 -32.4184589464808,-63.2384843000963 -32.418454726095,-63.2384854472229 -32.4184502837104,-63.2384857126781 -32.4184457415944)))";"80";
"MULTIPOLYGON (((-63.237701766076 -32.4179057424781,-63.2376883251123 -32.4179050412995,-63.2376749364849 -32.4179062668208,-63.2376619813319 -32.4179093841546,-63.2376498284519 -32.417914304559,-63.2376388238047 -32.4179208879632,-63.2376292806635 -32.4179289469553,-63.2376214706963 -32.4179382521175,-63.2376156162327 -32.4179485385565,-63.2376118839344 -32.4179595134448,-63.2376103800507 -32.4179708643564,-63.2376111473941 -32.4179822681607,-63.2376141641213 -32.4179934002215,-63.2376193443547 -32.4180039436382,-63.2376265406272 -32.418013598267,-63.2378102813 -32.4181057967889,-63.2378203028613 -32.4181096917321,-63.2378309541119 -32.4181121010874,-63.2378419314231 -32.4181129561727,-63.2378529218714 -32.4181122326126,-63.2378636121587 -32.4181099510333,-63.2378736975435 -32.4181061764742,-63.2378828905281 -32.4181010165345,-63.2378909290538 -32.4180946183054,-63.2378975839717 -32.4180871641773,-63.2379026655745 -32.4180788666402,-63.2379060290047 -32.4180699622268,-63.2379075783836 -32.4180607047696,-63.2379072695447 -32.4180513581647,-63.2379051112923 -32.4180421888498,-63.237901165151 -32.4180334582083,-63.237701766076 -32.4179057424781)))";"81";
"MULTIPOLYGON (((-63.2366085665801 -32.4172236712927,-63.2365995375772 -32.4172184138223,-63.2365895896969 -32.4172145285779,-63.2365790100365 -32.4172121276883,-63.2365681039264 -32.4172112804433,-63.2365571861183 -32.4172120112947,-63.2365465717015 -32.4172142991499,-63.2365365670096 -32.4172180779812,-63.2365274607793 -32.4172232387309,-63.2365195158178 -32.4172296324592,-63.2365129614182 -32.4172370746422,-63.2365079867418 -32.4172453504972,-63.236504735359 -32.4172542211819,-63.2365033011056 -32.4172634306869,-63.2365037253751 -32.4172727132242,-63.2365059959235 -32.4172818008981,-63.236510047223 -32.4172904314366,-63.2365157623526 -32.4172983557607,-63.236522976373 -32.4173053451728,-63.2374443123831 -32.4178887618529,-63.2374554659407 -32.4178932340868,-63.237467355322 -32.4178960272769,-63.2374796321391 -32.4178970595759,-63.2374919366513 -32.4178963007349,-63.2375039083064 -32.4178937729899,-63.2375151963057 -32.4178895504099,-63.2375254698834 -32.4178837567269,-63.2375344279989 -32.4178765617097,-63.2375418081581 -32.41786817619,-63.2375473941048 -32.4178588458836,-63.237551022158 -32.4178488441912,-63.2375525860076 -32.4178384641862,-63.2375520398298 -32.4178280100276,-63.2375493996296 -32.4178177880473,-63.237544742772 -32.4178080977734,-63.2375382057143 -32.4177992231539,-63.2375299800083 -32.417791424236,-63.2366085665801 -32.4172236712927)))";"82";
"MULTIPOLYGON (((-63.2355119000098 -32.4165212188206,-63.2355014093683 -32.4165163021439,-63.2354901053828 -32.4165129228491,-63.2354782986077 -32.4165111737755,-63.2354663134106 -32.4165111029755,-63.235454479061 -32.4165127123941,-63.235443120684 -32.4165159578159,-63.2354325503284 -32.4165207500792,-63.2354230583939 -32.4165269575263,-63.2354149056529 -32.4165344096197,-63.2354083160859 -32.4165429016281,-63.235403470729 -32.4165522002501,-63.2354005026994 -32.4165620500245,-63.2353994935383 -32.4165721803478,-63.2354004709714 -32.4165823129092,-63.2354034081461 -32.4165921693361,-63.2354082243698 -32.4166014788423,-63.2354147873266 -32.4166099856669,-63.2354229167122 -32.4166174561011,-63.2363407870677 -32.4171950626599,-63.2363535182874 -32.4171951934018,-63.2363660869472 -32.417193468256,-63.2363781198301 -32.4171899384491,-63.2363892596287 -32.4171847087963,-63.2363991755554 -32.4171779345882,-63.2364075731646 -32.4171698169795,-63.2364142030961 -32.4171605970166,-63.2364188684798 -32.417150548479,-63.2364214307815 -32.4171399697503,-63.2364218139164 -32.4171291749572,-63.2364200065084 -32.4171184846426,-63.2364160622278 -32.4171082162465,-63.2364100981974 -32.4170986746805,-63.2364022915148 -32.4170901432735,-63.2355119000098 -32.4165212188206)))";"83";
"MULTIPOLYGON (((-63.2344032549067 -32.4158260578607,-63.2343934417829 -32.4158203507364,-63.2343826091714 -32.4158161760705,-63.234371086509 -32.4158136603997,-63.2343592239019 -32.4158128801607,-63.2343473817849 -32.4158138590602,-63.2343359199704 -32.4158165673553,-63.2343251867155 -32.4158209227568,-63.234315508141 -32.4158267929295,-63.2343071783221 -32.4158339995135,-63.2343004503536 -32.4158423235429,-63.2342955286596 -32.4158515120991,-63.234292562782 -32.4158612859957,-63.2342916428373 -32.4158713482609,-63.234292796778 -32.4158813931612,-63.234295989543 -32.4158911154904,-63.2343011241235 -32.4159002198434,-63.2343080445099 -32.4159084295918,-63.2343165401348 -32.4159154955955,-63.2352240908055 -32.4164882790019,-63.2352351656338 -32.416492233072,-63.235246859022 -32.4164945786476,-63.2352588487486 -32.4164952510942,-63.2352708044265 -32.416494231882,-63.2352823966065 -32.4164915490963,-63.2352933058561 -32.4164872766636,-63.2353032315619 -32.4164815323144,-63.2353119002125 -32.4164744743392,-63.2353190729363 -32.4164662972265,-63.2353245520833 -32.4164572263035,-63.2353281866715 -32.4164475115271,-63.2353298765475 -32.416437420596,-63.2353295751459 -32.416427231574,-63.2353272907729 -32.416417225228,-63.2353230863767 -32.4164076772906,-63.2353170778135 -32.4163988508631,-63.2353094306544 -32.4163909891643,-63.2344032549067 -32.4158260578607)))";"84";
"MULTIPOLYGON (((-63.2333443996746 -32.4151332192952,-63.2333346180369 -32.4151246882594,-63.2333232776112 -32.4151176819244,-63.2333107045446 -32.4151124017904,-63.2332972604346 -32.4151089997121,-63.2332833319294 -32.4151075735323,-63.2332693196082 -32.4151081642674,-63.2332556264607 -32.415110754928,-63.2332426462971 -32.4151152710077,-63.2332307524229 -32.4151215826254,-63.2332202869023 -32.4151295082611,-63.2332115507208 -32.4151388199761,-63.2332047951287 -32.4151492499682,-63.2332002144156 -32.4151604982741,-63.2331979403222 -32.4151722413958,-63.2331980382518 -32.4151841416043,-63.2332005053889 -32.4151958566529,-63.2332052707802 -32.4152070496198,-63.2332121973749 -32.415217398598,-63.2332210859665 -32.4152266059534,-63.2341102389252 -32.4157683785668,-63.2341201889725 -32.4157719126789,-63.2341306957416 -32.4157739852898,-63.2341414631932 -32.4157745380016,-63.2341521879428 -32.4157735552409,-63.2341625678094 -32.4157710646982,-63.2341723103293 -32.4157671365471,-63.2341811409967 -32.4157618814674,-63.2341888109986 -32.4157554475266,-63.2341951042248 -32.4157480160075,-63.2341998433576 -32.415739796301,-63.2342028948673 -32.4157310200058,-63.2342041727752 -32.4157219344029,-63.2342036410754 -32.4157127954886,-63.2342013147495 -32.4157038607608,-63.2341972593448 -32.4156953819646,-63.2341915891266 -32.4156875979982,-63.2341844638594 -32.4156807281828,-63.2333443996746 -32.4151332192952)))";"85";
"MULTIPOLYGON (((-63.2249256504618 -32.4101454328298,-63.2249186253612 -32.4101411253601,-63.2249108286686 -32.4101379121444,-63.224902494829 -32.4101358898036,-63.2248938744395 -32.410135119149,-63.2248852267132 -32.410135623354,-63.2248768116857 -32.4101373872573,-63.2248688823951 -32.4101403578186,-63.2248616772738 -32.4101444457139,-63.2248554129782 -32.4101495280208,-63.224850277875 -32.4101554519155,-63.2248464263758 -32.4101620392673,-63.2248439742948 -32.4101690919959,-63.2248429953661 -32.410176398027,-63.2248435190262 -32.4101837376693,-63.2248455295291 -32.4101908902211,-63.2248489664196 -32.4101976406061,-63.2248537263512 -32.4102037858412,-63.2250324718117 -32.410319913887,-63.2250414133621 -32.4103212110344,-63.2250504847007 -32.4103212280479,-63.2250594329253 -32.410319964453,-63.2250680085658 -32.410317455478,-63.2250759725395 -32.4103137710713,-63.2250831028168 -32.4103090139514,-63.2250892006109 -32.4103033167434,-63.22509409592 -32.4102968382812,-63.2250976522667 -32.4102897591796,-63.2250997705031 -32.4102822767986,-63.2251003915748 -32.4102745997414,-63.225099498167 -32.4102669420384,-63.2250971151877 -32.4102595171807,-63.2250933090729 -32.4102525321674,-63.2249256504618 -32.4101454328298)))";"86";
"MULTIPOLYGON (((-63.2243206931571 -32.40975932333,-63.2243140647559 -32.4097529958158,-63.2243062436879 -32.4097477387931,-63.224297466762 -32.4097437114359,-63.224287999729 -32.4097410356857,-63.2242781292347 -32.4097397925598,-63.2242681541411 -32.4097400196979,-63.2242583764773 -32.4097417102228,-63.2242490922944 -32.409744812948,-63.224240582702 -32.4097492339283,-63.2242331053563 -32.4097548393039,-63.2242268866592 -32.4097614593534,-63.2242221149028 -32.4097688936326,-63.2242189345681 -32.4097769170439,-63.2242174419511 -32.4097852866518,-63.224217682246 -32.4097937490381,-63.2242196481778 -32.4098020479757,-63.2242232802216 -32.4098099321863,-63.2242284684053 -32.4098171629487,-63.2242350556396 -32.4098235213271,-63.2245272293347 -32.4100122284899,-63.2245362948238 -32.4100148023832,-63.2245457366735 -32.4100160722798,-63.2245552961173 -32.4100160033765,-63.2245647111655 -32.4100145975617,-63.2245737237862 -32.4100118933637,-63.2245820869764 -32.4100079648945,-63.2245895715316 -32.4100029198193,-63.2245959723277 -32.4099968964051,-63.2246011139427 -32.4099900597316,-63.224604855464 -32.4099825971669,-63.2246070943506 -32.4099747132325,-63.2246077692433 -32.4099666239979,-63.2246068616461 -32.4099585511594,-63.2246043964335 -32.4099507159634,-63.224600441168 -32.4099433331439,-63.2245951042493 -32.4099366050363,-63.2243206931571 -32.40975932333)))";"87";
"MULTIPOLYGON (((-63.2246847393925 -32.4099993025439,-63.2246784852253 -32.4099975312905,-63.2246719683659 -32.4099966808764,-63.2246653757962 -32.4099967757017,-63.2246588966703 -32.4099978130457,-63.2246527168875 -32.409999763145,-63.2246470137583 -32.4100025700471,-63.2246419509171 -32.4100061532164,-63.2246376736271 -32.4100104098445,-63.2246343046126 -32.4100152178001,-63.2246319405377 -32.4100204391331,-63.2246306492327 -32.4100259240329,-63.2246304677479 -32.4100315151263,-63.2246314012908 -32.4100370519936,-63.2246334230762 -32.4100423757705,-63.2246364750951 -32.4100473337069,-63.2246404697791 -32.4100517835493,-63.2247754529972 -32.4101337182833,-63.2247805129869 -32.4101365748416,-63.2247860716345 -32.4101386604188,-63.2247919672355 -32.4101399143445,-63.2247980282833 -32.4101403001409,-63.2248040784582 -32.4101398065852,-63.224809941757 -32.4101384480352,-63.2248154476127 -32.4101362640118,-63.2248204358567 -32.4101333180497,-63.224824761378 -32.4101296958488,-63.2248282983445 -32.4101255027809,-63.2248309438641 -32.410120860825,-63.2248326209769 -32.4101159050184,-63.2248332808951 -32.4101107795284,-63.2248329044214 -32.4101056334585,-63.2248315025077 -32.4101006165109,-63.2248291159367 -32.4100958746315,-63.2248258141354 -32.4100915457643,-63.224821693155 -32.4100877558385,-63.2248168728774 -32.4100846151052,-63.2246847393925 -32.4099993025439)))";"88";
"MULTIPOLYGON (((-63.2225372512901 -32.4086376745377,-63.2225313541647 -32.4086315547629,-63.2225243292414 -32.4086263620443,-63.2225163760715 -32.4086222438871,-63.2225077205739 -32.4086193172723,-63.2224986086181 -32.4086176653337,-63.2224892990397 -32.4086173349966,-63.2224800562877 -32.4086183356446,-63.2224711429133 -32.408620638853,-63.222462812111 -32.4086241791967,-63.2224553005269 -32.4086288561081,-63.2224488215363 -32.4086345367341,-63.2224435591828 -32.4086410597101,-63.2224396629497 -32.4086482397432,-63.2224372435147 -32.4086558728762,-63.2224363696048 -32.4086637422811,-63.2224370660449 -32.408671624418,-63.2224393130524 -32.4086792953855,-63.2224430467985 -32.4086865372806,-63.222448161222 -32.4086931443885,-63.2240945192655 -32.4097178779247,-63.2241004878905 -32.4097210430183,-63.2241069917432 -32.4097233264474,-63.2241138514181 -32.4097246652246,-63.2241208776944 -32.4097250224204,-63.2241278767558 -32.4097243881819,-63.2241346555368 -32.4097227800041,-63.2241410270479 -32.4097202422478,-63.2241468155343 -32.4097168449158,-63.2241518613236 -32.4097126817217,-63.2241560252304 -32.4097078675052,-63.2241591923955 -32.409702535064,-63.2241612754545 -32.4096968314906,-63.2241622169476 -32.4096909141153,-63.2241619909043 -32.4096849461657,-63.2241606035602 -32.4096790922645,-63.2241580931846 -32.4096735138885,-63.2241545290251 -32.4096683649141,-63.2241500093973 -32.409663787373,-63.2241446589727 -32.4096599075342,-63.2225372512901 -32.4086376745377)))";"89";
"MULTIPOLYGON (((-63.2556625753115 -32.408346619255,-63.2556535381657 -32.4083417723399,-63.2556436825387 -32.4083382559792,-63.2556332782856 -32.4083361664537,-63.2556226102831 -32.4083355609762,-63.2556119706296 -32.4083364561252,-63.2556016506473 -32.4083388273908,-63.2555919329056 -32.408342609846,-63.2555830834842 -32.4083476999239,-63.2555753446873 -32.4083539582543,-63.25556892841 -32.4083612134789,-63.2555640103353 -32.4083692669437,-63.2555607251246 -32.4083778981384,-63.2555591627303 -32.4083868707335,-63.2555593659324 -32.408395939052,-63.2555613291677 -32.4084048547955,-63.2555649986816 -32.4084133738435,-63.2555702740001 -32.408421262937,-63.2555770106808 -32.4084283060659,-63.2564846412989 -32.4090086999397,-63.2564938035245 -32.4090138731909,-63.2565038565398 -32.4090176738667,-63.2565145172248 -32.4090199949298,-63.2565254853457 -32.4090207710126,-63.2565364520102 -32.4090199802587,-63.2565471083673 -32.4090176449378,-63.256557154305 -32.4090138308188,-63.2565663069025 -32.4090086453178,-63.256574308398 -32.4090022344725,-63.256580933448 -32.4089947788297,-63.2565859954737 -32.4089864883603,-63.256589351915 -32.4089775965464,-63.2565909082462 -32.4089683538053,-63.2565906206374 -32.4089590204374,-63.2565884971889 -32.408949859295,-63.2565845977032 -32.4089411283805,-63.2565790320008 -32.4089330735796,-63.2565719568268 -32.4089259217366,-63.2565635714373 -32.4089198742664,-63.2556625753115 -32.408346619255)))";"90";
"MULTIPOLYGON (((-63.2545555647901 -32.4076414427218,-63.2545458141901 -32.407637390241,-63.2545353966302 -32.4076347935981,-63.2545246116644 -32.4076337274588,-63.2545137694107 -32.4076342224795,-63.254503181635 -32.407636264426,-63.2544931527854 -32.407639794583,-63.2544839712384 -32.4076447114417,-63.2544759010068 -32.4076508736194,-63.2544691741479 -32.4076581039246,-63.2544639840909 -32.4076661944519,-63.2544604800749 -32.4076749125605,-63.2544587628573 -32.4076840075637,-63.2544588818168 -32.4076932179371,-63.2544608335334 -32.4077022788388,-63.2544645618863 -32.4077109297249,-63.2544699596684 -32.4077189218413,-63.2544768716679 -32.4077260253765,-63.2554153992858 -32.408315098797,-63.2554270492967 -32.4083167505109,-63.2554388608209 -32.4083167150363,-63.2554504967528 -32.4083149933856,-63.2554616249982 -32.4083116346954,-63.2554719279526 -32.4083067348241,-63.2554811115657 -32.408300433616,-63.2554889137338 -32.40829291091,-63.2554951117805 -32.4082843814071,-63.2554995288115 -32.4082750885425,-63.2555020387639 -32.408265297538,-63.2555025700032 -32.4082552878324,-63.2555011073683 -32.4082453451061,-63.255497692604 -32.4082357531281,-63.2554924231695 -32.4082267856566,-63.2545555647901 -32.4076414427218)))";"91";
"MULTIPOLYGON (((-63.2534588847791 -32.4069420559292,-63.253450110662 -32.4069364918459,-63.2534403512898 -32.4069322706907,-63.2534298894094 -32.4069295147581,-63.2534190281205 -32.4069283038926,-63.2534080820945 -32.4069286731751,-63.2533973684574 -32.4069306119068,-63.253387197603 -32.4069340639192,-63.2533778641993 -32.4069389292011,-63.2533696386523 -32.4069450667966,-63.2533627592714 -32.4069522988881,-63.2533574253651 -32.4069604159488,-63.253353791467 -32.4069691828125,-63.2533519628584 -32.4069783454869,-63.2533519925179 -32.4069876385123,-63.2533538795869 -32.4069967926525,-63.253357569394 -32.4070055426948,-63.253362955039 -32.4070136351339,-63.25336988049 -32.4070208355168,-63.2542946392148 -32.4076012125923,-63.2543035617279 -32.4076058466898,-63.254313297142 -32.4076090963272,-63.2543235497738 -32.4076108628067,-63.254334008231 -32.407611092477,-63.2543443548698 -32.4076097783624,-63.2543542754428 -32.4076069603753,-63.2543634686429 -32.4076027241033,-63.2543716552549 -32.4075971982103,-63.2543785866359 -32.4075905505283,-63.2543840522667 -32.4075829829601,-63.254387886146 -32.4075747253475,-63.254389971832 -32.4075660284898,-63.2543902459789 -32.4075571565272,-63.254388700261 -32.4075483789181,-63.2543853816251 -32.4075399622549,-63.2543803908649 -32.4075321621675,-63.2543738795595 -32.4075252155592,-63.2543660454697 -32.4075193334114,-63.2534588847791 -32.4069420559292)))";"92";
"MULTIPOLYGON (((-63.252348445912 -32.4062252209434,-63.2523396350557 -32.4062206346712,-63.252330056605 -32.4062173368596,-63.2523199701507 -32.4062154168844,-63.2523096490511 -32.40621492678,-63.2522993730237 -32.4062158798289,-63.2522894205646 -32.4062182502019,-63.2522800614007 -32.4062219736585,-63.2522715491798 -32.4062269492871,-63.2522641145962 -32.4062330422407,-63.2522579591388 -32.4062400873907,-63.2522532496304 -32.4062478938028,-63.2522501137065 -32.4062562499111,-63.2522486363557 -32.4062649292519,-63.2522488576172 -32.4062736966016,-63.2522507714948 -32.4062823143511,-63.25225432612 -32.4062905489458,-63.2522594251572 -32.4062981772151,-63.253197928529 -32.4068901784314,-63.253205898276 -32.4068939800006,-63.2532145108036 -32.4068965841133,-63.2532235182738 -32.4068979158323,-63.2532326614833 -32.4068979368355,-63.2532416773231 -32.4068966465184,-63.253250306349 -32.4068940820119,-63.2532583002485 -32.4068903171132,-63.2532654289854 -32.406885460163,-63.2532714874202 -32.4068796509269,-63.2532763012127 -32.4068730565742,-63.2532797318396 -32.4068658668669,-63.2532816805799 -32.406858288699,-63.2532820913562 -32.4068505401433,-63.2532809523483 -32.4068428441754,-63.253278296333 -32.4068354222577,-63.2532741997414 -32.4068284879663,-63.2532687804588 -32.4068222408451,-63.253262194433 -32.4068168606638,-63.252348445912 -32.4062252209434)))";"93";
"MULTIPOLYGON (((-63.2504347124194 -32.4050493226696,-63.2495924905442 -32.4045153346143,-63.2495904165417 -32.4045129203564,-63.2495878892323 -32.4045108400871,-63.2495849820859 -32.4045091542807,-63.2495817796142 -32.404507911944,-63.2495783749143 -32.4045071491923,-63.2495748669621 -32.4045068881991,-63.2495713577349 -32.4045071365514,-63.2495679492473 -32.4045078870297,-63.2495647405853 -32.4045091178172,-63.2495618250257 -32.4045107931346,-63.249559287325 -32.4045128642796,-63.2495572012551 -32.4045152710435,-63.2495556274589 -32.4045179434606,-63.2495546116873 -32.4045208038428,-63.249554183469 -32.4045237690378,-63.2495543552528 -32.4045267528462,-63.2495551220447 -32.4045296685277,-63.2495564615541 -32.4045324313221,-63.2495583348407 -32.4045349609141,-63.2504033679272 -32.4050769506843,-63.2504060097707 -32.4050794514749,-63.2504091199105 -32.4050815288326,-63.2504126053688 -32.4050831206548,-63.2504163619473 -32.4050841793537,-63.2504202773431 -32.4050846732795,-63.2504242345049 -32.4050845876661,-63.250428115133 -32.4050839250731,-63.2504318032159 -32.4050827053087,-63.2504351884979 -32.4050809648379,-63.2504381697757 -32.4050787556921,-63.250440657924 -32.405076143914,-63.2504425785592 -32.4050732075828,-63.250443874264 -32.4050700344805,-63.2504445063032 -32.4050667194671,-63.2504444557821 -32.4050633616452,-63.250443724211 -32.4050600613971,-63.2504423334605 -32.4050569173839,-63.250440325107 -32.4050540235961,-63.2504377591906 -32.4050514665436,-63.2504347124194 -32.4050493226696)))";"94";
