WKT;Id;NOMBRE
"MULTIPOLYGON (((-63.2859731421359 -32.4118803396797,-63.2859610821359 -32.4118794589193,-63.2859490149496 -32.4118802657504,-63.2859372665442 -32.4118827383781,-63.2859261542762 -32.4118868100102,-63.285915978318 -32.4118923706608,-63.2859070135501 -32.4118992701217,-63.2858995021356 -32.4119073220197,-63.2858936469787 -32.411916308851,-63.2858896062437 -32.4119259878568,-63.2858874890826 -32.4119360975805,-63.2858873526863 -32.4119463649307,-63.2858892007398 -32.411956512558,-63.285892983323 -32.4119662663468,-63.2858985982582 -32.4119753628202,-63.2859058938709 -32.411983556257,-63.2859146730867 -32.4119906253298,-63.2859246987547 -32.411996379083,-63.2864472282985 -32.4120821411343,-63.2864581133448 -32.4120804169583,-63.2864684948127 -32.4120771491117,-63.2864780708468 -32.4120724326116,-63.286486563011 -32.4120664045967,-63.2864937243842 -32.4120592403398,-63.2864993467399 -32.4120511481515,-63.2865032666011 -32.4120423633232,-63.2865053699929 -32.4120331412854,-63.2865055957571 -32.4120237501814,-63.2865039373297 -32.41201446307,-63.2865004429324 -32.4120055499862,-63.2864952141697 -32.4119972700898,-63.2864884030754 -32.4119898641293,-63.2864802076911 -32.4119835474429,-63.2864708663085 -32.4119785036962,-63.2859731421359 -32.4118803396797)))";"41";
"MULTIPOLYGON (((-63.2852698761868 -32.4117494435683,-63.2852588859819 -32.4117515945292,-63.2852484625934 -32.4117552497228,-63.2852388899967 -32.4117603095669,-63.2852304289878 -32.4117666362109,-63.2852233100792 -32.4117740572914,-63.2852177272189 -32.4117823706284,-63.2852138325072 -32.4117913497328,-63.2852117320523 -32.4118007499775,-63.2852114830796 -32.4118103152614,-63.2852130923729 -32.4118197849875,-63.2852165160889 -32.4118289011616,-63.2852216609522 -32.4118374154219,-63.285228386796 -32.4118450958052,-63.2852365103812 -32.4118517330661,-63.2852458103881 -32.4118571463786,-63.2857409487619 -32.411963155019,-63.2857547512959 -32.4119613470959,-63.2857680066766 -32.4119576159303,-63.2857803452254 -32.4119520655803,-63.2857914228338 -32.4119448508394,-63.2858009305595 -32.4119361729187,-63.2858086032427 -32.4119262738361,-63.2858142269015 -32.4119154296662,-63.2858176446989 -32.411903942841,-63.2858187613172 -32.4118921337152,-63.285817545616 -32.4118803316321,-63.2858140315008 -32.4118688657384,-63.2858083169772 -32.4118580558047,-63.2858005614171 -32.4118482033076,-63.285790981115 -32.4118395830219,-63.2857798432546 -32.4118324353571,-63.2852698761868 -32.4117494435683)))";"42";
"MULTIPOLYGON (((-63.2850848888979 -32.4117100102077,-63.2837678812364 -32.4114744250616,-63.2837599820056 -32.4114714662404,-63.283751604312 -32.4114696912288,-63.2837429926948 -32.4114691518382,-63.2837343985211 -32.411469863813,-63.2837260726492 -32.4114718063711,-63.2837182581054 -32.4114749228107,-63.2837111829912 -32.4114791221649,-63.2837050538245 -32.4114842818574,-63.2837000495117 -32.4114902512802,-63.2836963161256 -32.4114968561899,-63.2836939626416 -32.4115039037936,-63.2836930577566 -32.4115111883762,-63.2836936278841 -32.4115184973054,-63.2836956563827 -32.4115256172384,-63.2836990840422 -32.4115323403487,-63.2837038108115 -32.4115384703929,-63.2837096987196 -32.411543828439,-63.2837165759021 -32.4115482580887,-63.2837242416185 -32.4115516300433,-63.2837849263648 -32.4115763137286,-63.283798615862 -32.4115890817235,-63.2838144555492 -32.411599913798,-63.2838320692261 -32.4116085526846,-63.2838510385589 -32.4116147932049,-63.2838709130158 -32.4116184871435,-63.2838912205676 -32.411619546767,-63.2850560334991 -32.4118467061891,-63.2850701889183 -32.4118477081703,-63.2850843354097 -32.4118466192333,-63.285098046983 -32.4118434721688,-63.285110910745 -32.4118383617438,-63.2851225393323 -32.4118314418473,-63.2851325825764 -32.4118229208564,-63.285140738048 -32.4118130553616,-63.2851467601642 -32.4118021424401,-63.2851504675835 -32.4117905107098,-63.2851517486661 -32.4117785104336,-63.2851505648363 -32.4117665029725,-63.2851469517433 -32.4117548499035,-63.2851410181879 -32.4117439021318,-63.2851329428461 -32.4117339893241,-63.2851229688887 -32.4117254099816,-63.2851113966586 -32.4117184224509,-63.2850985746265 -32.4117132371452,-63.2850848888979 -32.4117100102077)))";"43";
"MULTIPOLYGON (((-63.2835678133404 -32.4115608164387,-63.2835753478535 -32.4115638287495,-63.2835833550308 -32.4115657750429,-63.2835916268217 -32.4115666047484,-63.2835999483007 -32.4115662963078,-63.2836081032509 -32.4115648577353,-63.2836158797824 -32.4115623264092,-63.2836230758379 -32.4115587681011,-63.2836295044425 -32.4115542752662,-63.2836349985621 -32.4115489646417,-63.2836394154433 -32.4115429742135,-63.2836426403229 -32.4115364596306,-63.283644589409 -32.4115295901612,-63.2836333038586 -32.4115041191503,-63.2836172553766 -32.4114805587752,-63.283596876908 -32.4114595446265,-63.2835727182072 -32.4114416436046,-63.2835454310069 -32.4114273386268,-63.2833577649858 -32.4113896005834,-63.2831685600565 -32.411357870307,-63.2829780833886 -32.4113321926027,-63.2827866039466 -32.4113126037291,-63.2825943921105 -32.4112991313472,-63.2824017192939 -32.4112917944809,-63.2822088575611 -32.4112906034905,-63.2822068801878 -32.4112878336244,-63.2822043869806 -32.4112853815308,-63.2822014474753 -32.4112833155986,-63.2821981436549 -32.4112816934469,-63.2821945676633 -32.4112805603178,-63.2821908192352 -32.4112799478141,-63.2821870029146 -32.4112798730188,-63.282183225139 -32.4112803380178,-63.2821795912707 -32.4112813298423,-63.2821762026589 -32.4112828208303,-63.282173153812 -32.4112847693979,-63.2821705297627 -32.4112871211995,-63.2821684036961 -32.411289810643,-63.2821668349083 -32.4112927627197,-63.282165867153 -32.4112958950959,-63.2821655274212 -32.4112991204093,-63.2821658251879 -32.4113023487056,-63.2821667521486 -32.4113054899473,-63.2821682824503 -32.4113084565249,-63.2821703734127 -32.4113111657001,-63.2821729667188 -32.4113135419139,-63.2821759900409 -32.4113155188933,-63.2822424632733 -32.4113786179609,-63.2822475239325 -32.4113872117682,-63.2822541576828 -32.4113949973956,-63.2822621895679 -32.4114017695072,-63.282271407757 -32.411407349497,-63.2822815691323 -32.4114115901996,-63.2822924057 -32.4114143797718,-63.2823036316593 -32.4114156446422,-63.2823149509395 -32.4114153514513,-63.2825257880887 -32.411424494542,-63.2827361373726 -32.4114397084578,-63.2829457559493 -32.4114609756342,-63.2831544018202 -32.4114882715188,-63.2833618341092 -32.4115215645991,-63.2835678133404 -32.4115608164387)))";"44";
"MULTIPOLYGON (((-63.2799048240824 -32.4111424193449,-63.2798972088728 -32.4111400642086,-63.2798892387398 -32.4111388127087,-63.2798811343069 -32.4111386994882,-63.279873119915 -32.4111397276812,-63.2798654174125 -32.4111418688261,-63.2798582400146 -32.4111450636532,-63.2798517864008 -32.4111492237257,-63.2798462352155 -32.4111542338875,-63.2798417401226 -32.4111599554509,-63.2798384255524 -32.4111662300357,-63.2798363832566 -32.4111728839533,-63.279835669769 -32.4111797330147,-63.2798363048401 -32.411186587629,-63.2798382708905 -32.4111932580514,-63.2798415134978 -32.411199559636,-63.2798459429026 -32.4112053179467,-63.2798514364932 -32.4112103735857,-63.2798578422 -32.4112145866062,-63.2798649827045 -32.4112178403863,-63.2798726603482 -32.4112200448569,-63.2798806626037 -32.4112211389955,-63.2819652256413 -32.4113572648767,-63.2819753136103 -32.4113593844816,-63.2819856816101 -32.4113599934111,-63.2819960176776 -32.4113590733429,-63.2820060108105 -32.411356651961,-63.2820153603252 -32.4113528021225,-63.2820237849041 -32.4113476396653,-63.28203103106 -32.4113413199225,-63.2820368807636 -32.4113340330492,-63.2820411580033 -32.4113259983,-63.2820437340818 -32.4113174574324,-63.2820445314879 -32.4113086674327,-63.2820435262291 -32.4112998927829,-63.282040748553 -32.4112913975033,-63.2820362820375 -32.411283437208,-63.2820302610758 -32.411276251414,-63.2820228668328 -32.4112700563343,-63.2820143217936 -32.4112650383724,-63.2820048830695 -32.4112613485133,-63.2819948346617 -32.4112590977811,-63.2819844789163 -32.4112583538978,-63.2819741274263 -32.4112591392461,-63.2799048240824 -32.4111424193449)))";"45";
"MULTIPOLYGON (((-63.2797314893519 -32.4111221024584,-63.2778160444467 -32.4110022865799,-63.2778067769282 -32.4110005140098,-63.2777972884794 -32.4110001137131,-63.2777878593594 -32.4110010975134,-63.2777787680751 -32.4110034363521,-63.2777702831547 -32.4110070611474,-63.2777626552166 -32.4110118648341,-63.2777561095665 -32.411017705526,-63.2777508395428 -32.4110244107074,-63.2777470008061 -32.4110317823279,-63.2777447067411 -32.4110396026525,-63.2777440251079 -32.411047640693,-63.2777449760402 -32.4110556590303,-63.2777475314508 -32.4110634208273,-63.2777516158612 -32.4110706968243,-63.2777571086305 -32.4110772721105,-63.2777638475195 -32.4110829524718,-63.277771633482 -32.4110875701279,-63.2777802365444 -32.4110909886869,-63.2777894025984 -32.4110931071752,-63.2777988609065 -32.4110938630188,-63.2778083320988 -32.4110932338926,-63.2797073532703 -32.4112091026211,-63.2797161484649 -32.4112097234981,-63.2797249426852 -32.4112090927671,-63.2797334901379 -32.4112072280566,-63.2797415519271 -32.411204181484,-63.2797489027306 -32.4112000381994,-63.2797553370983 -32.4111949140048,-63.2797606751937 -32.4111889521183,-63.2797647678206 -32.411182319171,-63.2797675005929 -32.4111752005494,-63.2797687971318 -32.4111677952147,-63.2797686212002 -32.411160310141,-63.2797669777156 -32.4111529545313,-63.2797639126126 -32.41114593397,-63.2797595115593 -32.4111394446772,-63.2797538975622 -32.4111336680242,-63.2797472275291 -32.4111287654646,-63.279739687883 -32.4111248740216,-63.2797314893519 -32.4111221024584)))";"46";
"MULTIPOLYGON (((-63.2757896477028 -32.4109486144361,-63.2757965012728 -32.4109469948517,-63.2758029328678 -32.4109444147308,-63.2758087569425 -32.4109409485074,-63.275813805478 -32.4109366961787,-63.2758179328292 -32.4109317804201,-63.2758210199261 -32.4109263430466,-63.2758229777092 -32.410920540921,-63.2758237496987 -32.4109145414289,-63.2758233136236 -32.4109085176498,-63.2758216820646 -32.4109026433635,-63.2758189020906 -32.4108970880374,-63.2758150539013 -32.4108920119371,-63.2758102485133 -32.4108875615028,-63.2758046245572 -32.410883865125,-63.2757983442785 -32.4108810294406,-63.2757915888568 -32.410879136256,-63.2757845531792 -32.4108782401878,-63.2753012618631 -32.4108503145548,-63.2752911346615 -32.4108512440036,-63.2752813297438 -32.4108535862944,-63.2752721190557 -32.4108572764625,-63.2752637580616 -32.4108622121586,-63.2752564786593 -32.4108682564879,-63.275250482748 -32.4108752418071,-63.2752459366284 -32.4108829743738,-63.2752429663908 -32.41089123972,-63.2752416544169 -32.4108998086009,-63.2752420370959 -32.4109084433527,-63.2752441038142 -32.4109169044846,-63.2752477972505 -32.4109249573213,-63.2757896477028 -32.4109486144361)))";"47";
"MULTIPOLYGON (((-63.2745982828068 -32.4108063047687,-63.2745892743607 -32.4108053264222,-63.2745802016816 -32.4108056748986,-63.2745713343274 -32.4108073398443,-63.2745629357556 -32.4108102717922,-63.2745552554957 -32.4108143836314,-63.2745485217357 -32.4108195531952,-63.2745429345421 -32.410825626891,-63.2745386599161 -32.4108324242634,-63.2745358248613 -32.4108397433559,-63.2745345136103 -32.4108473667112,-63.2745347651219 -32.4108550678319,-63.274536571924 -32.4108626179102,-63.2745398803349 -32.4108697926257,-63.274544592059 -32.4108763788104,-63.2745505671063 -32.4108821807821,-63.2745576279524 -32.4108870261584,-63.2745655648125 -32.4108907709782,-63.2745741418744 -32.4108933039791,-63.2750964920334 -32.4109252877165,-63.2751057121294 -32.4109252415425,-63.2751147966896 -32.4109239046187,-63.2751234963377 -32.4109213136445,-63.2751315722636 -32.4109175397436,-63.2751388027787 -32.4109126865115,-63.2751449894017 -32.4109068871721,-63.2751499623066 -32.4109003009206,-63.2751535849847 -32.4108931085529,-63.275155757992 -32.4108855075035,-63.2751564216786 -32.410877706425,-63.2751555578264 -32.4108699194612,-63.2751531901489 -32.4108623603682,-63.2751493836405 -32.4108552366468,-63.2751442427919 -32.4108487438468,-63.2751379087224 -32.4108430601988,-63.2751305553054 -32.4108383417215,-63.2751223843959 -32.4108347179395,-63.2751136202892 -32.4108322883274,-63.2751045035644 -32.4108311195791,-63.2745982828068 -32.4108063047687)))";"48";
"MULTIPOLYGON (((-63.2744322955891 -32.4107942451781,-63.2736654056871 -32.4107340382063,-63.2736552311623 -32.4107334382965,-63.2736450874756 -32.4107343387223,-63.2736352797691 -32.4107367123971,-63.2736261030776 -32.4107404879162,-63.273617833454 -32.4107455517044,-63.2736107196651 -32.4107517514333,-63.2736049757078 -32.4107589006026,-63.273600774372 -32.4107667841515,-63.2735982420426 -32.410775164927,-63.2735974548976 -32.4107837908188,-63.2735984366164 -32.410792402343,-63.2736011576674 -32.4108007404475,-63.2736055361963 -32.4108085543055,-63.2736114404887 -32.4108156088604,-63.2736186929316 -32.4108216918967,-63.2736270753573 -32.4108266204245,-63.2736363356053 -32.4108302461835,-63.2736461951086 -32.4108324601036,-63.2736563572732 -32.4108331955854,-63.2743886313819 -32.4108812874195,-63.2743969525332 -32.4108852873011,-63.2744059462864 -32.4108880475164,-63.2744153581883 -32.4108894899727,-63.274424921955 -32.4108895738597,-63.2744343670064 -32.410888296804,-63.2744434261207 -32.4108856949365,-63.2744518429955 -32.4108818418697,-63.2744593794987 -32.4108768466154,-63.274465822406 -32.4108708505007,-63.2744709894336 -32.4108640231688,-63.2744747343949 -32.41085655778,-63.2744769513373 -32.4108486655468,-63.2744775775389 -32.4108405697578,-63.2744765952835 -32.4108324994605,-63.2744740323617 -32.4108246829814,-63.2744699612846 -32.4108173414656,-63.274464497232 -32.4108106826206,-63.2744577947942 -32.4108048948396,-63.2744500435978 -32.4108001418712,-63.274441462941 -32.4107965581874,-63.2744322955891 -32.4107942451781)))";"49";
"MULTIPOLYGON (((-63.272764651684 -32.4106812461263,-63.2727531149285 -32.4106840755852,-63.2727422790296 -32.4106884675028,-63.2727324357914 -32.4106943036076,-63.2727238502866 -32.4107014267369,-63.2727167537181 -32.4107096450689,-63.2727113371926 -32.4107187372889,-63.2727077465746 -32.4107284585488,-63.2727060785578 -32.4107385470606,-63.2727063780618 -32.4107487311464,-63.2727086370216 -32.4107587365545,-63.2727127946054 -32.4107682938447,-63.2727187388522 -32.4107771456445,-63.2727263096872 -32.4107850535796,-63.2727353032321 -32.4107918046935,-63.2727454772958 -32.4107972171821,-63.2734353513601 -32.4108122833567,-63.2734427813295 -32.4108106557277,-63.2734497722819 -32.4108079715385,-63.2734561171599 -32.4108043102893,-63.2734616280416 -32.4107997804185,-63.2734661417063 -32.4107945160914,-63.273469524469 -32.4107886732264,-63.2734716761397 -32.4107824248768,-63.2734725329905 -32.4107759561055,-63.2734720696438 -32.4107694585039,-63.273470299823 -32.4107631245169,-63.2734672759469 -32.410757141744,-63.2734630875764 -32.4107516873819,-63.2734578587622 -32.4107469229773,-63.2734517443707 -32.4107429896415,-63.2734449254972 -32.4107400038716,-63.2734376041021 -32.4107380540995,-63.272764651684 -32.4106812461263)))";"50";
"MULTIPOLYGON (((-63.2692298396273 -32.4105724288546,-63.2692320472214 -32.4105672502527,-63.2692331669844 -32.4105618259985,-63.2692331652445 -32.4105563192028,-63.269232042054 -32.4105508954585,-63.2692298311885 -32.4105457178611,-63.26922659913 -32.4105409421042,-63.2692224430688 -32.4105367117977,-63.2692174879803 -32.4105331541496,-63.2692118828673 -32.4105303761406,-63.2692057962789 -32.4105284613071,-63.2691994112425 -32.4105274672293,-63.2691929197602 -32.4105274237998,-63.2691865170348 -32.4105283323245,-63.2691803956001 -32.4105301654836,-63.2691747395314 -32.4105328681527,-63.2691697189102 -32.410536359061,-63.2691654847099 -32.4105405332347,-63.2691621642555 -32.4105452651539,-63.2691598573953 -32.4105504125267,-63.2690877941943 -32.4114420405135,-63.26908742354 -32.4114473103108,-63.2690881311857 -32.4114525552404,-63.2690898958716 -32.4114576177289,-63.2690926645816 -32.4114623456841,-63.2690963541354 -32.4114665970639,-63.2691008536878 -32.411470244144,-63.2691060280587 -32.4114731773552,-63.2691117217946 -32.411475308575,-63.2691177638384 -32.4114765737751,-63.2691239726689 -32.411476934945,-63.269130161754 -32.4114763812342,-63.2691361451549 -32.4114749292777,-63.2691417431122 -32.4114726226968,-63.2691467874464 -32.411469530788,-63.2691511266105 -32.4114657464417,-63.269154630243 -32.411461383351,-63.2691571930845 -32.4114565725963,-63.2691587381395 -32.4114514587071,-63.2691592189903 -32.4114461953201,-63.2692298396273 -32.4105724288546)))";"51";
"MULTIPOLYGON (((-63.273465422875 -32.4118592388755,-63.2734676302575 -32.4118540602015,-63.2734687497821 -32.4118486359121,-63.2734687477843 -32.411843129119,-63.2734676243243 -32.411837705415,-63.2734654131855 -32.4118325278944,-63.2734621808584 -32.4118277522485,-63.2734580245412 -32.411823522084,-63.2734530692171 -32.4118199646045,-63.2734474638959 -32.4118171867856,-63.273441377133 -32.411815272158,-63.2734349919611 -32.4118142782958,-63.2734285003863 -32.411814235085,-63.2734220976141 -32.411815143825,-63.2734159761799 -32.4118169771894,-63.2734103201589 -32.4118196800478,-63.2734052996312 -32.4118231711237,-63.2734010655673 -32.4118273454382,-63.2733977452881 -32.411832077467,-63.2733954386367 -32.4118372249152,-63.2733234161754 -32.4127288549234,-63.2733230457626 -32.4127341247308,-63.2733237536637 -32.4127393696341,-63.2733255186113 -32.4127444320609,-63.2733282875812 -32.4127491599207,-63.2733319773854 -32.4127534111742,-63.2733364771713 -32.4127570581011,-63.2733416517517 -32.4127599911367,-63.2733473456667 -32.4127621221637,-63.273353387854 -32.4127633871596,-63.2733595967879 -32.4127637481202,-63.2733657859334 -32.4127631942011,-63.2733717693498 -32.4127617420437,-63.2733773672771 -32.4127594352752,-63.2733824115369 -32.4127563431979,-63.2733867505843 -32.4127525587072,-63.2733902540614 -32.4127481955004,-63.2733928167133 -32.4127433846616,-63.2733943615505 -32.4127382707227,-63.2733948421616 -32.4127330073218,-63.273465422875 -32.4118592388755)))";"52";
"MULTIPOLYGON (((-63.273378659718 -32.4128814806669,-63.2733808671299 -32.4128763019951,-63.2733819866719 -32.4128708777072,-63.2733819846788 -32.412865370915,-63.2733808612109 -32.4128599472112,-63.2733786500517 -32.41285476969,-63.2733754176923 -32.4128499940429,-63.2733712613319 -32.4128457638764,-63.273366305955 -32.4128422063943,-63.273360700573 -32.4128394285723,-63.2733546137431 -32.4128375139412,-63.2733482285 -32.4128365200751,-63.273341736852 -32.4128364768603,-63.2733353340069 -32.4128373855961,-63.273329212502 -32.4128392189564,-63.2733235564149 -32.4128419218108,-63.2733185358275 -32.412845412883,-63.2733143017121 -32.4128495871942,-63.2733109813914 -32.4128543192202,-63.2733086747096 -32.4128594666661,-63.2732366506581 -32.4137510964891,-63.2732362802366 -32.4137563662953,-63.2732369881411 -32.4137616111984,-63.2732387531041 -32.4137666736255,-63.2732415221012 -32.4137714014862,-63.2732452119433 -32.4137756527414,-63.2732497117768 -32.4137792996705,-63.273254886413 -32.4137822327089,-63.2732605803904 -32.4137843637391,-63.2732666226447 -32.4137856287387,-63.2732728316484 -32.4137859897031,-63.2732790208641 -32.413785435788,-63.2732850043492 -32.4137839836346,-63.2732906023417 -32.4137816768699,-63.2732956466611 -32.4137785847963,-63.2732999857607 -32.4137748003088,-63.2733034892812 -32.413770437105,-63.2733060519662 -32.4137656262685,-63.2733075968253 -32.4137605123314,-63.2733080774463 -32.4137552489317,-63.273378659718 -32.4128814806669)))";"53";
"MULTIPOLYGON (((-63.2732976964549 -32.4139093068011,-63.273299903896 -32.4139041281315,-63.2733010234551 -32.4138987038451,-63.2733010214665 -32.4138931970537,-63.2732998979902 -32.4138877733501,-63.2732976868101 -32.4138825958285,-63.2732944544179 -32.4138778201802,-63.2732902980138 -32.413873590012,-63.2732853425836 -32.4138700325276,-63.2732797371402 -32.4138672547028,-63.2732736502428 -32.4138653400685,-63.2732672649282 -32.4138643461989,-63.2732607732066 -32.4138643029802,-63.2732543702881 -32.4138652117122,-63.2732482487123 -32.4138670450686,-63.2732425925588 -32.4138697479193,-63.2732375719117 -32.413873238988,-63.273233337745 -32.4138774132961,-63.2732300173828 -32.4138821453194,-63.2732277106706 -32.4138872927632,-63.273155685082 -32.4147789224031,-63.273155314652 -32.4147841922083,-63.2731560225603 -32.4147894371109,-63.2731577875393 -32.4147944995383,-63.2731605565639 -32.4147992273999,-63.2731642464445 -32.4148034786565,-63.273168746326 -32.4148071255877,-63.2731739210186 -32.4148100586286,-63.2731796150588 -32.4148121896618,-63.2731856573806 -32.4148134546647,-63.2731918664544 -32.4148138156327,-63.2731980557408 -32.4148132617212,-63.2732040392949 -32.4148118095715,-63.2732096373528 -32.4148095028105,-63.2732146817318 -32.4148064107403,-63.2732190208838 -32.414802626256,-63.2732225244475 -32.4147982630548,-63.2732250871655 -32.4147934522206,-63.2732266320462 -32.4147883382852,-63.2732271126769 -32.4147830748866,-63.2732976964549 -32.4139093068011)))";"54";
"MULTIPOLYGON (((-63.2691401392678 -32.4115952877466,-63.2691423468916 -32.4115901091469,-63.2691434666721 -32.4115846848943,-63.2691434649371 -32.4115791780995,-63.2691423417389 -32.4115737543554,-63.2691401308531 -32.4115685767573,-63.2691368987624 -32.411563800999,-63.2691327426582 -32.4115595706905,-63.269127787517 -32.4115560130397,-63.2691221823432 -32.4115532350275,-63.2691160956879 -32.4115513201903,-63.2691097105804 -32.4115503261086,-63.2691032190248 -32.4115502826749,-63.2690968162263 -32.4115511911953,-63.2690906947209 -32.41155302435,-63.2690850385859 -32.411555727015,-63.2690800179049 -32.4115592179195,-63.269075783653 -32.4115633920898,-63.2690724631569 -32.4115681240061,-63.269070156266 -32.4115732713766,-63.268998091444 -32.4124648991763,-63.2689977207808 -32.4124701689725,-63.2689984284297 -32.4124754139017,-63.2690001931309 -32.4124804763907,-63.2690029618679 -32.4124852043469,-63.2690066514594 -32.4124894557284,-63.2690111510593 -32.4124931028109,-63.269016325486 -32.412496036025,-63.2690220192842 -32.4124981672482,-63.269028061395 -32.412499432452,-63.2690342702953 -32.4124997936259,-63.2690404594507 -32.4124992399192,-63.2690464429205 -32.4124977879669,-63.2690520409431 -32.4124954813899,-63.269057085337 -32.4124923894849,-63.2690614245535 -32.412488605142,-63.2690649282295 -32.4124842420543,-63.2690674911043 -32.412479431302,-63.2690690361814 -32.4124743174147,-63.2690695170423 -32.4124690540288,-63.2691401392678 -32.4115952877466)))";"55";
"MULTIPOLYGON (((-63.2689009583215 -32.4144201509864,-63.2689002043222 -32.4144141944288,-63.26889828842 -32.4144084282782,-63.2688952644054 -32.4144030144228,-63.2688912171797 -32.4143981048605,-63.2688862603716 -32.4143938374304,-63.268880533147 -32.4143903319435,-63.2688741963014 -32.4143876868185,-63.2688674277459 -32.4143859763191,-63.2688604175123 -32.4143852484686,-63.2688533624173 -32.414385523702,-63.2688464605373 -32.4143867942918,-63.2688399056471 -32.4143890245655,-63.2688338817795 -32.4143921519067,-63.2688285580586 -32.4143960885131,-63.2688240839514 -32.4144007238621,-63.2688205850716 -32.4144059278131,-63.2688181596528 -32.4144115542617,-63.2688168757904 -32.4144174452417,-63.2688167695299 -32.4144234353597,-63.2687320775403 -32.4154918265418,-63.2687316136807 -32.4154967385729,-63.2687321170885 -32.4155016478015,-63.2687335738083 -32.4155064181312,-63.2687359434562 -32.4155109173164,-63.2687391603395 -32.4155150206279,-63.2687431352781 -32.4155186143114,-63.2687477580765 -32.4155215987409,-63.268752900579 -32.4155238911801,-63.2687584202219 -32.4155254280768,-63.2687641639868 -32.4155261668243,-63.2687699726415 -32.4155260869425,-63.268775685155 -32.415525190646,-63.2687811431619 -32.4155235027823,-63.2687861953521 -32.4155210701436,-63.2687907016657 -32.4155179601687,-63.2687945371764 -32.4155142590743,-63.2687975955539 -32.4155100694642,-63.2687997920123 -32.4155055074851,-63.2688010656601 -32.4155006996067,-63.2688013811889 -32.415495779116,-63.2689009583215 -32.4144201509864)))";"56";
"MULTIPOLYGON (((-63.2690106463005 -32.4131405477915,-63.2690109463125 -32.4131352128939,-63.2690101740406 -32.4131299122565,-63.2690083519147 -32.4131247998301,-63.2690055328565 -32.413120024099,-63.2690017987424 -32.4131157237686,-63.2689972580254 -32.413112023737,-63.2689920425852 -32.4131090314672,-63.2689863038982 -32.413106833866,-63.2689802086376 -32.4131054947601,-63.2689739338329 -32.4131050530424,-63.2689676617285 -32.4131055215418,-63.2689615744899 -32.4131068866515,-63.2689558489138 -32.4131091087234,-63.2689506512926 -32.4131121232202,-63.2689461325851 -32.4131158425893,-63.2689424240318 -32.4131201588062,-63.2689396333435 -32.4131249465115,-63.2689378415724 -32.4131300666519,-63.2689371007587 -32.4131353705191,-63.2689374324186 -32.4131407040683,-63.2689129122619 -32.413513387869,-63.2689129848962 -32.4135182241031,-63.2689140037985 -32.4135229828802,-63.268915940645 -32.4135275319128,-63.2689187415941 -32.4135317447444,-63.2689223287836 -32.413535504264,-63.2689266024946 -32.4135387059623,-63.268931443924 -32.4135412608365,-63.2689367184869 -32.4135430978647,-63.2689422795576 -32.41354416598,-63.2689479725463 -32.4135444354903,-63.2689536391956 -32.4135438989036,-63.2689591219807 -32.4135425711363,-63.2689642684876 -32.4135404890985,-63.2689689356506 -32.4135377106678,-63.2689729937292 -32.4135343130809,-63.2689763299146 -32.4135303907859,-63.2689788514654 -32.4135260528171,-63.2689804882864 -32.413521419764,-63.2689811948762 -32.4135166204189,-63.2690106463005 -32.4131405477915)))";"57";
"MULTIPOLYGON (((-63.2689608714322 -32.413637497282,-63.2689619329432 -32.413632910209,-63.2689620439636 -32.4136282365437,-63.2689612011528 -32.4136236169217,-63.268959429872 -32.4136191903524,-63.2689567834212 -32.4136150900361,-63.268953341435 -32.4136114393558,-63.2689492074865 -32.4136083481644,-63.2689445059709 -32.4136059094791,-63.2689393783616 -32.4136041966825,-63.2689339789541 -32.4136032613146,-63.2689284702221 -32.4136031315215,-63.2689230179294 -32.4136038112089,-63.2689177861412 -32.4136052799243,-63.2689129322876 -32.4136074934724,-63.2689086024264 -32.4136103852452,-63.2689049268476 -32.4136138682262,-63.2689020161535 -32.4136178376088,-63.2688999579302 -32.4136221739498,-63.2688988141118 -32.4136267467643,-63.2688986191174 -32.4136314184511,-63.2688420637334 -32.4143115924686,-63.2688429030437 -32.4143160346263,-63.2688446046108 -32.4143202956547,-63.2688471207021 -32.4143242560228,-63.268850380736 -32.4143278046336,-63.2688542932614 -32.4143308419408,-63.2688587485234 -32.4143332827412,-63.2688636215422 -32.4143350585651,-63.268868775619 -32.4143361195966,-63.2688740661705 -32.4143364360716,-63.2688793447851 -32.4143359991122,-63.2688844633862 -32.414334820976,-63.2688892783857 -32.4143329347125,-63.2688936547122 -32.4143303932353,-63.2688974696004 -32.4143272678386,-63.2689006160342 -32.4143236461966,-63.2689030057494 -32.4143196299042,-63.2689045717094 -32.4143153316272,-63.2689608714322 -32.413637497282)))";"58";
