WKT;descripcio
"MULTIPOLYGON (((-63.2714043937991 -32.4116323939664,-63.2697490796221 -32.411580120887,-63.2692233729879 -32.4115635196248,-63.2689803605232 -32.4115558455471,-63.2678863676711 -32.4116861472873,-63.2677264162508 -32.4117247562508,-63.2666179428725 -32.4119923187902,-63.2665800251178 -32.4120014713517,-63.2660791343804 -32.4126078127708,-63.2657627823358 -32.4132932422009,-63.2657100569951 -32.4137941329382,-63.2657100569951 -32.4145850130499,-63.2655255183022 -32.4148750024243,-63.2654727929614 -32.4160613225918,-63.265235528928 -32.4175112694632,-63.2650773529056 -32.4184866882676,-63.2653988722967 -32.4186680581805,-63.2649191768834 -32.4195675577535,-63.264761000861 -32.420068448491,-63.2643128354644 -32.4203848005357,-63.2637855820566 -32.4204375258765,-63.2632583286487 -32.4203848005357,-63.2631792406376 -32.4196993711055,-63.2621247338221 -32.418513050938,-63.261518392403 -32.4176167201448,-63.2609911389953 -32.4171685547481,-63.2603905552959 -32.4170434902863,-63.2601053137188 -32.4168770993663,-63.2599745779959 -32.4167820188406,-63.2598557273387 -32.416639398052,-63.2596536812217 -32.4164611220663,-63.2594991753674 -32.4163541564749,-63.25938032471 -32.4162471908834,-63.2592495889874 -32.4160570298321,-63.259225818856 -32.4157361330579,-63.2591188532646 -32.4156648226635,-63.2588692668846 -32.4155816272036,-63.2586196805045 -32.4155340869407,-63.258477059716 -32.4154865466779,-63.2579897720217 -32.4154627765464,-63.2576451051161 -32.4154865466779,-63.2573242083417 -32.4155816272036,-63.2569914265019 -32.4156767077293,-63.2565279089391 -32.4158787538465,-63.2562188972305 -32.4160570298321,-63.2559574257847 -32.4162828460807,-63.2557197244704 -32.4165205473949,-63.2555057932877 -32.4167820188406,-63.2553394023677 -32.4170078350892,-63.2552205517105 -32.4172930766662,-63.2552086666448 -32.4175664331777,-63.2551317860056 -32.4177970750955,-63.2562194956548 -32.4183548749156,-63.2567080924015 -32.4183182301597,-63.2583285092859 -32.4181966988934,-63.2591984774088 -32.4188030403122,-63.2598839068389 -32.41933029372,-63.2598839068389 -32.419462107072,-63.2605166109282 -32.4203320751949,-63.2613074910399 -32.4226783528596,-63.2622829098443 -32.4251037185354,-63.2626256245594 -32.4257100599544,-63.2633901420007 -32.4267909294402,-63.2640228460901 -32.427107281485,-63.2647082755201 -32.427107281485,-63.2655782436431 -32.4270809188146,-63.2664482117659 -32.4269491054627,-63.267608169263 -32.4264482147253,-63.2683990493747 -32.4257100599544,-63.2689263027824 -32.4247610038204,-63.2696644575535 -32.4238119476863,-63.2697962709054 -32.4235483209824,-63.269901721587 -32.4227047155299,-63.2699280842572 -32.4219401980886,-63.2698753589165 -32.4211493179769,-63.269901721587 -32.4211229553065,-63.2699280842572 -32.4206220645692,-63.2700598976092 -32.420200261843,-63.2706398763578 -32.4195411950832,-63.2716943831733 -32.4192248430386,-63.2725116259554 -32.4197520964464,-63.2751478929943 -32.4200420858206,-63.2763605758324 -32.4198048217871,-63.2769141919106 -32.4196730084352,-63.2780741494076 -32.4194884697424,-63.2786541281562 -32.4192248430386,-63.2790232055417 -32.4190666670162,-63.2795504589495 -32.4190666670162,-63.2801568003685 -32.4190666670162,-63.2806840537763 -32.4191193923569,-63.2813694832064 -32.419462107072,-63.2819494619549 -32.4196993711055,-63.2826876167259 -32.4202529871837,-63.283109419452 -32.4208066032618,-63.2838475742229 -32.4215711207031,-63.2842693769493 -32.4219929234295,-63.2847702676866 -32.422230187463,-63.2851920704128 -32.4222829128037,-63.286220214558 -32.4222038247926,-63.2868529186475 -32.4221510994517,-63.2879337881334 -32.4219665607591,-63.2884874042115 -32.4219401980886,-63.2890937456305 -32.4218611100775,-63.2898319004015 -32.4217292967255,-63.2903064284685 -32.421623846044,-63.2909127698874 -32.4214656700216,-63.2915718366471 -32.4212020433177,-63.2947617197643 -32.4227047155299,-63.2953153358424 -32.4228365288819,-63.2958425892502 -32.4228892542226,-63.2967125573731 -32.4229156168931,-63.2974507121439 -32.4229419795634,-63.2978725148703 -32.4228892542226,-63.2986106696411 -32.4227047155299,-63.2989270216858 -32.4225465395077,-63.2995597257751 -32.4223092754741,-63.3002978805461 -32.4219665607591,-63.3011414859985 -32.4216502087144,-63.3017214647471 -32.4212547686585,-63.3026177955404 -32.420068448491,-63.3028814222443 -32.4196466457648,-63.302609643961 -32.4195155093297,-63.3023522661277 -32.4193403494153,-63.300904221965 -32.4183548749156,-63.3005351445796 -32.4188821283235,-63.300086979183 -32.4194093817313,-63.2996388137864 -32.4197520964464,-63.2991906483898 -32.4200420858206,-63.2986370323115 -32.4202529871837,-63.2980306908925 -32.4203848005357,-63.2974243494737 -32.4204111632061,-63.2968970960657 -32.4202529871837,-63.2966861947027 -32.4200948111614,-63.2961325786245 -32.4190403043457,-63.2953416985127 -32.4172476427593,-63.2947089944234 -32.4161667732733,-63.2943135543677 -32.4154813438432,-63.2938653889711 -32.4148486397539,-63.2935753995967 -32.4136095942455,-63.2933644982336 -32.413372330212,-63.2908336818762 -32.4128450768043,-63.2878283374519 -32.4122387353852,-63.2856138731391 -32.4116323939664,-63.2832148701336 -32.41121059124,-63.2828194300778 -32.4115005806144,-63.2825294407035 -32.4120278340222,-63.2817385605919 -32.4129505274859,-63.281343120536 -32.4131614288489,-63.2803677017316 -32.413504143564,-63.2796822723014 -32.4138732209494,-63.2790759308824 -32.4144004743573,-63.2784168641227 -32.4148750024243,-63.2774678079887 -32.4146113757204,-63.2767560158882 -32.4141632103237,-63.2758333224247 -32.413372330212,-63.2754642450391 -32.4131350661785,-63.2753060690167 -32.4130032528265,-63.2741461115197 -32.4124759994188,-63.2729334286817 -32.4120014713517,-63.2725116259554 -32.4119223833406,-63.2714043937991 -32.4116323939664)))";
