h,Fold,RMSE_model,R2_model,RMSE_naive_last,R2_naive_last,RMSE_naive_seas,R2_naive_seas,RMSE_macro_model,MAE_macro_model,gain_vs_naive_last
3,3.0,11.139,0.236,30.21,-49.921,,,10.392,5.911,0.631
