h,Fold,RMSE_model,R2_model,RMSE_naive_last,R2_naive_last,RMSE_naive_seas,R2_naive_seas,RMSE_macro_model,MAE_macro_model,gain_vs_naive_last
1,3.0,47.369,0.253,64.734,-0.332,,,24.382,13.406,0.268
