h,RMSE_model,MAE_macro_model,R2_model,RMSE_naive_last,R2_naive_last,RMSE_naive_seas,R2_naive_seas,gain_vs_naive_last
2,0.12065201007495747,0.09332771551224493,0.99887379236475,4.656630812756772,-0.673301189458293,5.159200222784101,-0.9546198311720089,4.535978802681814
