h,Fold,RMSE_model,R2_model,RMSE_naive_last,R2_naive_last,RMSE_naive_seas,R2_naive_seas,RMSE_macro_model,MAE_macro_model,gain_vs_naive_last
2,3.0,31.617,-5.076,52.205,-0.93,,,27.825,14.457,0.394
