h,RMSE_model,MAE_macro_model,R2_model,RMSE_naive_last,R2_naive_last,RMSE_naive_seas,R2_naive_seas,gain_vs_naive_last
1,0.11067951773433653,0.08650728784890539,0.9989970956411486,4.566268328910699,-0.7082374254049446,5.372896826160775,-1.3665300690733195,4.455588811176362
