h,RMSE_model,MAE_macro_model,R2_model,RMSE_naive_last,R2_naive_last,RMSE_naive_seas,R2_naive_seas,gain_vs_naive_last
1,0.1305964612064913,0.10147984822591145,0.9986754604868323,4.62723354960398,-0.6565028378215192,5.492033917249906,-1.218189329108839,4.496637088397488
