h,RMSE_model,MAE_macro_model,R2_model,RMSE_naive_last,R2_naive_last,RMSE_naive_seas,R2_naive_seas,gain_vs_naive_last
2,0.08972250496100527,0.06976050523019606,0.9993404797179442,4.478016478190693,-0.6379626133688938,5.3040223473534205,-1.35024562731193,4.388293973229687
