h,RMSE_model,MAE_macro_model,R2_model,RMSE_naive_last,R2_naive_last,RMSE_naive_seas,R2_naive_seas,gain_vs_naive_last
3,0.118694538441866,0.09220135839361894,0.99891284372568,4.70642183660422,-0.7077391713135839,5.2730568179309625,-1.0377801420080028,4.5877272981623545
