h,RMSE_model,MAE_macro_model,R2_model,RMSE_naive_last,R2_naive_last,RMSE_naive_seas,R2_naive_seas,gain_vs_naive_last
4,0.10292380132079323,0.0787891333665305,0.999183283226788,4.836088822803074,-0.8003016212140253,5.1638114269992705,-0.9566693247909408,4.7331650214822805
