h,RMSE_model,MAE_macro_model,R2_model,RMSE_naive_last,R2_naive_last,RMSE_naive_seas,R2_naive_seas,gain_vs_naive_last
4,0.10296754694285679,0.08178819195041812,0.9991333252219077,4.506231513025002,-0.661212768799252,5.292476667719048,-1.328207370696985,4.403263966082145
