h,RMSE_model,MAE_macro_model,R2_model,RMSE_naive_last,R2_naive_last,RMSE_naive_seas,R2_naive_seas,gain_vs_naive_last
3,0.11209930671985704,0.0871487320193395,0.9989735484297956,4.50203206151698,-0.6568095613741234,5.17885246174409,-1.2405126695460753,4.3899327547971225
