h,Fold,RMSE_model,R2_model,RMSE_naive_last,R2_naive_last,RMSE_naive_seas,R2_naive_seas,RMSE_macro_model,MAE_macro_model,gain_vs_naive_last
2,3.0,27.404,-0.108,59.469,-0.941,,,23.353,11.755,0.539
